proveedor,descripcion,costo,motivo
cobeca,DANI 35 TAB REC 35MCG X21 TIAR,15.43,sin_candidato
cobeca,DAPAGLIFLOZINA TAB 10MG X30 CR MT,19.76,sin_candidato
cobeca,DAPAGLIFLOZINA TAB 5MG X30 CR MT,14.83,sin_candidato
cobeca,DAPAXIT TAB 10MG X30 ZORIAK,19.19,sin_candidato
cobeca,DARLIDE CAP BLD 1000UI X30 FC,6.17,score_bajo
cobeca,DAVINTEX COMP REC 60MG X10 MEG,5.06,score_bajo
cobeca,DAVINTEX COMP REC 90MG X10 MEG,6.88,score_bajo
cobeca,DAYFLU CAP BLD 500/10/2MG DIA/NOCX15 VIV,7.17,score_bajo
cobeca,DAYFLU CAP BLD 500MG/10MG/2MG DIAX10 VIV,5.78,sin_candidato
cobeca,DAYFLU CAP BLD 500MG/2MG NOCH X10 VIV,5.26,sin_candidato
cobeca,DECOLORANTE PVO NK DICOLOR BLOND 180G,7.21,sin_candidato
cobeca,DEFLANUV TAB 6MG X10 NUV,5.79,sin_candidato
cobeca,DEKOR COMP 4MG X20 DORO,3.7,sin_candidato
cobeca,DENAF TAB REC 50MG X1 L.O,1.03,score_bajo
cobeca,DENAF TAB REC 50MG X2 L.O,1.93,score_bajo
cobeca,DENCOFEN GEL 1% 40G PONCE,5.09,score_bajo
cobeca,DENCORUB CREM 40G PONCE,4.29,score_bajo
cobeca,DENCORUB GEL 40G PONCE,4.72,score_bajo
cobeca,DENCORUB ICE GEL 40G PONCE,2.66,score_bajo
cobeca,"DENTALIV GEL TOP 7,5% 10G PLN",13.94,sin_candidato
cobeca,"DERMACORTINE CREM 0,1% 15G MEG",10.52,score_bajo
cobeca,DERMACORTINE EMUL 60ML MEG,17.79,score_bajo
cobeca,"DERMACORTINE LOC 0,1% 30ML MEG",13.9,score_bajo
cobeca,DERMAPIL CREM 0.1 % X 15G,11.61,sin_candidato
cobeca,DERMOSUPRIL C CREM 01%/3% 15G MEG,13.38,score_bajo
cobeca,"DERMOSUPRIL CREM 0,05% 15G MEG",9.22,score_bajo
cobeca,DERMOSUPRIL CREM 01% 15G MEG,10.13,score_bajo
cobeca,DERMOSUPRIL EMUL TOPICA 120ML MEG,23.64,score_bajo
cobeca,DEROVIT CAP/BLD 2000UI X30 CALOX,4.32,score_bajo
cobeca,DES DOVE AER DAMA DERMOACLARANTE 150ML,7.93,score_bajo
cobeca,DES REXONA AER ACTIVE EMOTION 150ML,7.08,score_bajo
cobeca,DES REXONA AER ANTIB/INVISIB 150ML,7.08,score_bajo
cobeca,DES REXONA AER XTRA COOL 150ML,7.08,score_bajo
cobeca,DESAZONA TAB 4MG X10 PORTU,1.57,sin_candidato
cobeca,"DESLER JBE PED 0,5MG 60ML PHARME",5.49,score_bajo
cobeca,"DESLER M TAB MAST 2,5/5MG X30 PHARME",9.84,score_bajo
cobeca,DESLER M TAB REC 5MG/10MG X30 PHARME,17.4,score_bajo
cobeca,DESLORATAD/MONTELUK COM 2.5/5MG X 30 CRB,2.65,sin_candidato
cobeca,DESOD AER AXE APOLLO 88G,5.01,sin_candidato
cobeca,DESOD AER AXE APOLLO BODYSPRAY 150ML,5.01,sin_candidato
cobeca,DESOD AER AXE BLACK 88G,4.85,sin_candidato
cobeca,DESOD AER AXE BLACK BODYSPRAY 150ML,5.01,sin_candidato
cobeca,DESOD AER AXE DARK TEMPTATION 150ML,5.01,sin_candidato
cobeca,DESOD AER AXE DARK TEMPTATION 88G,4.85,sin_candidato
cobeca,DESOD AER DOVE ORIG 150ML,7.93,sin_candidato
cobeca,DESOD AER LADY SPEED STICK CARB AB 150ML,7.66,sin_candidato
cobeca,DESOD AER REXONA BAMBOO 89G/150ML,7.08,sin_candidato
cobeca,DESOD AER REXONA PERFECT TONE 89G/150ML,7.08,sin_candidato
cobeca,DESOD AER ZOAH DAILY CARE 210ML,5.74,sin_candidato
cobeca,DESOD BARRA DOVE INV DRY MEN 45G,6.69,sin_candidato
cobeca,DESOD BARRA LADY SPEED STICK CARB AB 45G,6.75,sin_candidato
cobeca,DESOD BARRA LADY SPEED STICK CLI/CO 45G,7.6,sin_candidato
cobeca,DESOD BARRA LADY SPEED STICK OMEGA 3 45G,5.71,sin_candidato
cobeca,DESOD BARRA LADY SPEED STICK PRO5 45G,6.5,sin_candidato
cobeca,DESOD BARRA REXONA PERFECT TONE 45G,5.91,sin_candidato
cobeca,DESOD BARRA SPEED STICK 50G,6.5,sin_candidato
cobeca,DESOD BARRA SPEED STICK CARB AB 50G,6.75,sin_candidato
cobeca,DESOD BARRA SPEED STICK CLI/CO 50G,7.6,sin_candidato
cobeca,DESOD BARRA SPEED STICK STAINGUARD 50G,6.5,sin_candidato
cobeca,"DESOLON TAB 0,15MG/0,03MG X21 CAPSUV",12.66,sin_candidato
cobeca,DESTAPA D/CAÑERIAS DRANO MAX GEL 946ML,10.32,sin_candidato
cobeca,DETFORGLIN TAB 500/50MGX30 CR DIST,10.97,sin_candidato
cobeca,DETOX CAP X60 ETER,8.12,sin_candidato
cobeca,DETOX COMPLEX CAP 300MG X60 ARC IRIS,9.22,score_bajo
cobeca,DEVOLEN TAB REC 10MG X30 ARVEST,10.13,sin_candidato
cobeca,DEXACORT SOL INY 4MG/ML 2L X1 BHR,3.08,sin_candidato
cobeca,DEXOPRAL CAP 30MG X 30 MEYER,32.21,sin_candidato
cobeca,"DEXTAMIN SOL ORAL PED 0,5MG/ML 60ML PLX",3.86,score_bajo
cobeca,DEXTONIL JBE 15MG/5ML 120ML PLX,5.21,score_bajo
cobeca,DEXTROMET JBE 15MG/5ML 120ML ZUZU,3.23,sin_candidato
cobeca,DEXTROMETLAT JBE 15MG/3MG 120ML ZUZU,3.57,sin_candidato
cobeca,"DEXTROSA SOL 0,30% N28 500ML BHR",4.81,score_bajo
cobeca,"DEXTROSA SOL 0,45% N29 500ML BHR",5.49,score_bajo
cobeca,DEXTROSA SOL 30% 500ML BHR,11.43,score_bajo
cobeca,DEXTROSA SOL 5% 500ML BIOVITAK,4.58,score_bajo
cobeca,"DEXTROSALINA SOL INY 0,45% 500ML GKV",3.62,sin_candidato
cobeca,DI BENZOL SOL 200MG/5ML PED FRESA X 10ML,3.1,score_bajo
cobeca,DIACERINA TAB 50MG X30 ANG/H,15.32,sin_candidato
cobeca,DIACORT SOL ORAL 3MG/ML 60ML CR DIST,6.42,sin_candidato
cobeca,DIADALTONE TAB 25MG X20 DIST,7.7,sin_candidato
cobeca,DIALPRON SUSP 250MG/5ML 120ML CR DIST,11.52,sin_candidato
cobeca,DIALPRON TAB 500MG X30 CR DIST,6.84,sin_candidato
cobeca,"DIANALPER GEL 1,16% 30G PHARME",5.32,score_bajo
cobeca,DIANIDIP TAB 10MG X10 CR DIST,5.61,sin_candidato
cobeca,DIANIDIP TAB 20MG X10 CR DIST,6.68,sin_candidato
cobeca,DIANITIN SOL 150MG/10ML X 120ML,8.94,sin_candidato
cobeca,DICEA COMP REC 3MG/0.02MG X28 MEG,19.09,score_bajo
cobeca,DICEA COMP REC 3MG/0.03MG X28 MEG,14.55,score_bajo
cobeca,DICIGEL SUSP 240ML PHARME,12.76,score_bajo
cobeca,"DICLOFENAC DIETILAM GEL 1,16% 30G ALESS",2.38,score_bajo
cobeca,DICLOPRAM SUSP 5MG/5ML 100ML CR DIST,5.4,sin_candidato
cobeca,"DICLORET SUSP 1,8MG/ML 60ML L.O",7.1,score_bajo
cobeca,DIDRAMINA TAB 50MG X10 CR DIST,5.4,sin_candidato
cobeca,DIEPILEP TAB 100MG X30 CR DIST,13.55,sin_candidato
cobeca,DIFENAC FORTE COMP REC 100MG X10 DLR,4.42,score_bajo
cobeca,DIFEPIN COMP LP 30MG X30 ZUZU,4.13,sin_candidato
cobeca,DIFLURYL TAB REC 10MG X30 CR DIST,6.92,sin_candidato
cobeca,DIFURAZ CREM 0.2% X 30G,15.92,sin_candidato
cobeca,DIGESAN CAP X90 ARC IRIS,10,sin_candidato
cobeca,DIGESTIL CAP X60 NAT PREM,7.06,sin_candidato
cobeca,DIGFLOXIN TAB 10MG X40 DIST,18.14,sin_candidato
cobeca,DIHIDROLIP COMP REC 10MG X10 VARG,5.31,sin_candidato
cobeca,DIHIDROLIP COMP REC 10MG X30 VARG,15.4,sin_candidato
cobeca,DIHIDROLIP COMP REC 20MG X10 VARG,7.64,sin_candidato
cobeca,DIHIDROLIP COMP REC 20MG X30 VARG,21.55,sin_candidato
cobeca,"DIISFLOR 1,3G SOB X15 CR DIST",13.57,sin_candidato
cobeca,"DIKLASON SUSP PED 1,8MG 120ML LETI",14.07,score_bajo
cobeca,DILFAMID CREM 1% X 50G,12.42,sin_candidato
cobeca,DILTIAZEM TAB LP 120MG X30 ANG/H,23.62,score_bajo
cobeca,DIMETIN TAB REC 200MG X20 CR DIST,4.62,sin_candidato
cobeca,DIMEVLOR COMP 2MG/1000MG X30 FC,20.55,sin_candidato
cobeca,DIMEVLOR COMP 2MG/500MG X30 FC,24.08,sin_candidato
cobeca,DIMIDON SUSP 40MG/ML 200ML CCM,8.35,sin_candidato
cobeca,DINAMONT PLUS TAB 10/5MG X20 CR DIST,9.79,sin_candidato
cobeca,DIOFLON TAB 450MG/50MG X10 CR 2N,3.12,sin_candidato
cobeca,DIOSMINA/HESPER TAB REC 450/50X10 PHARME,8.99,score_bajo
cobeca,DIOXOGEN GEL LIMP 280ML PONCE,4.74,score_bajo
cobeca,DIOXOGEN SOL ANTIBACT 115ML PONCE,1.45,score_bajo
cobeca,DIOXOGEN SOL ANTIBACT 460ML PONCE,2.5,score_bajo
cobeca,DISBAC TRIO CREM 10MG X 40G,4.34,sin_candidato
cobeca,DISBIOTIC 1G FRESA SOB X15 CR DIST,17.49,score_bajo
cobeca,DISBUFEN KIDS SUSP 100MG/5ML X 120ML,3.21,sin_candidato
cobeca,DISBUFEN MAXX CAP BLD 600MG X20 CR DIST,6.87,sin_candidato
cobeca,DISCAPINA COMPOS TAB 10/250MGX20 CR DIST,8,sin_candidato
cobeca,DISCAPINA KIDS SUSP 5MG/ML 20ML CR DIST,4.87,score_bajo
cobeca,"DISCARVEX TAB 12,5 X30 PLX",5.18,sin_candidato
cobeca,DISCETAM SUSP 100MG 150ML CR DIST,39.82,sin_candidato
cobeca,DISCETAM TAB 1000MG X30 CR DIST,16.25,sin_candidato
cobeca,DISCRALFAT SUSP 1G/5ML 150ML CR DIST,18.45,sin_candidato
cobeca,DISCRALFAT TAB 1G X20 CR DIST,9.65,sin_candidato
cobeca,DISCRODANTINA CAP 50MG X30 CR DIST,7.32,sin_candidato
cobeca,DISDERM CREM 20G X 1,3.45,sin_candidato
cobeca,DISFENAC AMP IV/IM 75MG/3ML X5 CR DIST,16.35,sin_candidato
cobeca,"DISFENAC GEL 1,16% 50G CR DIST",6.74,sin_candidato
cobeca,DISFENAC MAX TAB 100MG X 10,2.22,sin_candidato
cobeca,"DISFENAC SUSP 1,8MG/ML 120ML CR DIST",4.1,sin_candidato
cobeca,DISLEPTAL SUSP 300MG/5ML 100ML CR DIST,13.4,sin_candidato
cobeca,DISLEPTAL TAB 300MG X30 CR DIST,9.45,sin_candidato
cobeca,DISMEXINA JBE 8MG/5ML X 120ML,5.16,sin_candidato
cobeca,DISMEXINA KIDS JBE 4MG/5ML X 120ML,3.3,sin_candidato
cobeca,"DISMOVAT CREM 0,05% 50G CR DIST",6.99,sin_candidato
cobeca,DISOMEZ GRANU PED 10MG X20 CR DIST,18.96,sin_candidato
cobeca,DISPERID TAB 450MG/50MG X30 ZUZU,11.34,sin_candidato
cobeca,DISPROZIN SOL ORAL 6MG/ML 120ML CR DIST,4.62,sin_candidato
cobeca,DISTAFEN SOL KIDS 120MG/5ML X 120ML,2.42,sin_candidato
cobeca,DISTAFLU CAP 75MG X10 DIST,53.05,sin_candidato
cobeca,DISTAMIN B MULTIVIT JBE X 120ML,13.17,sin_candidato
cobeca,DISTAMIN C JBE 200MG/5ML X 120ML,8.61,sin_candidato
cobeca,DISTIAZEM TAB REC 60MG X30 CR DIST,8,sin_candidato
cobeca,"DISTRILAX PVO SOL ORAL 8,5MG 120G CRDIST",8.03,sin_candidato
cobeca,DISTROINMUNE L CAP 668MG/300MG X30 DIST,61.65,sin_candidato
cobeca,DISTROMAG CAP 1642MG X60 DIST,20.45,sin_candidato
cobeca,DISTRONAD+ CAP 400MG X30 CR DIST,58.71,sin_candidato
cobeca,DISTROSIL Q FORTE CAP X30 DIST,31.38,score_bajo
cobeca,DISTROSLEEP CAP 854MG/10MG X60 DIST,19.95,sin_candidato
cobeca,DISTROVIT FORTE GEL 120G DIST,24.29,score_bajo
cobeca,DISVENAL ANTIVARICOSO CAP 500MG X30 DIST,15.53,sin_candidato
cobeca,DITOSXIL JBE 250MG/5ML 120ML ADU,5.18,sin_candidato
cobeca,DITOSXIL SUSP 100MG/5ML 120ML CR DIST,6.13,sin_candidato
cobeca,DITRIL TAB REC 200MG X30 ARVEST,28.71,score_bajo
cobeca,DITRIL TAB REC 50MG X30 ARVEST,17.73,score_bajo
cobeca,DIVIDIVI GEL HEMORROIDAL 5% X30G CR GMA,10.39,sin_candidato
cobeca,DIXINATO RELAX TAB 125MG/5MG X 10,10.86,sin_candidato
cobeca,DIXTORFAN GTA/ORAL 2MG/ML PED X 30ML,7.35,sin_candidato
cobeca,DIXTORFAN SOL/ORAL 3MG/5ML X 120ML,3.47,sin_candidato
cobeca,DIZONIDE SUSP 100MG/5ML 60ML CR DIST,13.48,sin_candidato
cobeca,DIZONIDE TAB REC 500MG X10 CR DIST,7.47,sin_candidato
cobeca,DIZUCLOC GEL 1% 30G ZUZU,2.83,sin_candidato
cobeca,DLORACE TAB REC 500MG/4MG X20 CR DIST,5.45,sin_candidato
cobeca,DODOQUIN SUSP/ORAL 42MG/ML X 100ML,9.72,sin_candidato
cobeca,DODOQUIN TAB 650MG X10 ZUZU,6.78,sin_candidato
cobeca,DODOQUIN TAB 650MG X20 ZUZU,12.04,sin_candidato
cobeca,DOL DUO TAB/REC 500MG/10MG X 10,4.48,score_bajo
cobeca,DOL PLUS TAB 650MG X10 CLX,2.43,score_bajo
cobeca,DOL PLUS TAB 650MG X20 CLX,3.6,score_bajo
cobeca,DOL TAB 450/40/1MG BLIS 4 X20 CLX,20.44,score_bajo
cobeca,DOLAK SL COMP 30MG X4 DLR,4.26,score_bajo
cobeca,DOLAK SOL INY 30MG/ML X1 DLR,4.98,score_bajo
cobeca,DOLAK SOL INY 30MG/ML X2 DLR,9.01,score_bajo
cobeca,DOLGENAL COMP SL 30MG X8 ADIUM,9.76,sin_candidato
cobeca,DOLNIX CAP 75MG X20 DLR,4.66,score_bajo
cobeca,DOLO ICE LOC GEL MENTOLADA 120ML DAW,3.17,sin_candidato
cobeca,DOLO ICE LOC GEL MENTOLADA 250ML DAW,4.36,sin_candidato
cobeca,DOLO ICE LOC ROLL ON MENTOLADA 90ML DAW,3.27,sin_candidato
cobeca,DOLOGESICCAF CAP BLD 400/60MG X10 PLN,5.32,score_bajo
cobeca,DOLORUB GEL 5% 60G CCM,8.58,sin_candidato
cobeca,DOPALEN CAP LIB/PROL 200MG X 10,10.88,score_bajo
cobeca,DOPRIL SOL ORAL 3MG/ML X 60ML PED,4.81,score_bajo
cobeca,DORIXINA FLEX COM/REC 125MG/5MG X 20,21.17,score_bajo
cobeca,DORIXINA FLEX COM/REC 125MG/5MG X 5,7.27,score_bajo
cobeca,DORIXINAFLEX COMP 125MG/5MG X10 MEG,12.99,sin_candidato
cobeca,DOVALPRON JBE 250MG 120ML ZUZU,8.56,sin_candidato
cobeca,DOVIL TAB 50MG X30 ARVEST,9.8,sin_candidato
cobeca,DOVIL-MET TAB 50MG/850MG X30 ARVEST,11.82,score_bajo
cobeca,DRENE COLOR OXID CREM VOL30 100ML,1.51,sin_candidato
cobeca,DROPIL COMP REC 100MG X40 DLR,11.34,score_bajo
cobeca,DROPIL COMP REC 200MG X40 DLR,14.76,score_bajo
cobeca,DROPIL COMP REC 25MG X40 DLR,7.15,score_bajo
cobeca,"DROSPIR/ETINILEST TAB 3/0,03MGX21 BLUE/M",6.51,sin_candidato
cobeca,DULCOXUNI TAB 5MG X10 UNIPH,1.88,sin_candidato
cobeca,DUMS TAB MAST 750MG X20 CR DIST,7.78,sin_candidato
cobeca,DUO N EXPRESS SOL/LIMP+SOL/ACOND X 120ML,19.29,score_bajo
cobeca,DUOVENT SOL INH 15ML L.O,24.48,score_bajo
cobeca,"DURACAINA HIPERBAR SOL INY 0,5%3MLX5 BHR",31.43,score_bajo
cobeca,"DUTAPROS CAP 0,5MG X30 ZORIAK",10.46,sin_candidato
cobeca,"DUTASTERIDE/TAMSUL CAP 0,5/0,04MGX30 DAC",14.31,score_bajo
cobeca,DYGEFLAT FORTE TAB 300/100MG X20 CR DIST,7.47,score_bajo
cobeca,DYMACIN CREM/VAG 2% X 40G DISTR,17.68,sin_candidato
cobeca,DYMAZOL 3 OVUL 200MG X3 CR DIST,4.44,sin_candidato
cobeca,DYMAZOL CREM/VAG 2% X 50G DISTR,4.69,sin_candidato
cobeca,DYMAZOL DUAL OVUL/CREM 200MG/1% CR DIST,6.05,score_bajo
cobeca,DYNAZOL FORTE CREM X 40G,17.22,score_bajo
cobeca,ECHINACEA CAP 390MG X60 HERB,9.09,sin_candidato
cobeca,EFERCID SOB 5G X10 CR 2N,4.55,sin_candidato
cobeca,EKICAL SUSP 300MG 120ML BIOTECH,8.81,sin_candidato
cobeca,ELECTRODO DESECH PLUSMEDIC AD SOB X50,10.1,sin_candidato
cobeca,ELECTRODO DESECH PLUSMEDIC PED SOB X50,9.5,sin_candidato
cobeca,ELECTRODO ECG GIDAGUS PED X50,9.94,sin_candidato
cobeca,ELMETACIN SOL TOP 1% 30ML COMP,9.35,score_bajo
cobeca,ELOK CREM 20G LIALI,2.17,score_bajo
cobeca,"EMCON TAB 1,5MG X1 CAPSUV",2.33,sin_candidato
cobeca,EMPAGLU COMP REC 10MG X30 ZUOZ,18.01,score_bajo
cobeca,EMPAGLU COMP REC 25MG X30 ZUOZ,28.08,score_bajo
cobeca,EMUL CETOPIC AMP 2ML X15,19.22,sin_candidato
cobeca,EMUL EMOLIENTE EMOLIN NEO 240G,29.48,sin_candidato
cobeca,ENEMA SALUDX SOL X 130ML,6.68,sin_candidato
cobeca,ENERGYPLANT CAP 450MG X30 HERB,10.78,sin_candidato
cobeca,ENERGYPLANT CAP 450MG X60 HERB,12.86,sin_candidato
cobeca,ENJ BUCAL DENT-OLSA MENTA 240ML,3.3,score_bajo
cobeca,ENJ BUCAL DENT-OLTOTAL CANELA 240ML,3.25,score_bajo
cobeca,ENTEREX DIABETIC PVO VAIN 400G DELM,21.56,sin_candidato
cobeca,ENTEREX PROTEINEX PVO 275G MEG,50.13,sin_candidato
cobeca,ENTEREX TOTAL PVO FRESA 400G MEG,26.1,score_bajo
cobeca,ENTEREX TOTAL PVO VAIN 400G MEG,26.1,score_bajo
cobeca,EPAX CAP BLD X30 VIV,18.02,sin_candidato
cobeca,EPITRAL TAB REC 100MG X30 VLM,10.85,score_bajo
cobeca,EPITRAL TAB REC 50MG X30 VLM,7.25,score_bajo
cobeca,EPLENON TAB 25MG X30 ZORIAK,18.66,sin_candidato
cobeca,EPLERUNI TAB 50MG X30 UNIPH,31.91,sin_candidato
cobeca,EQUALIV TAB 100MG/50MG DISP X30 MEY,72.62,sin_candidato
cobeca,EQUALIV TAB X30 MEY,8.52,sin_candidato
cobeca,"ERILON CREM TUB 0,05% 15G BIOTECH",9.22,score_bajo
cobeca,ESOCOF TAB REC 10MG X30 COFA,6.2,score_bajo
cobeca,ESOGASTAN TAB REC 40MG X30 ZORIAK,4.5,score_bajo
cobeca,ESONUV CAP 20MG X 30,6.14,sin_candidato
cobeca,ESOZ HP TAB REC 40MG X14 PHARME,60.05,score_bajo
cobeca,ESOZHP TAB 40MG X10 PHARME,48.06,score_bajo
cobeca,ESPIRON TAB REC 100MG X20 DOLLY,9,sin_candidato
cobeca,ESPIRONOLACTONA COM 100MG X 20 GENFAR,16.66,score_bajo
cobeca,ESPUMA BLUE CAP X 100ML,38.31,score_bajo
cobeca,ESTIN JBE 240ML ARC IRIS,11.43,sin_candidato
cobeca,"ESTRASYN CREM VAG 0,01% 30G TIAR",16.97,sin_candidato
cobeca,"ESTROGIN CREM VAG 0,1% 15G TIAR",13.57,sin_candidato
cobeca,EUSILEN DUAL TAB REC 600MG/4MG X15 COFA,5.74,score_bajo
cobeca,EUTIROX TAB 100MCG X50 DOLLY,15.21,sin_candidato
cobeca,EVABOLIN TAB REC 25MG X30 COFA,23.9,score_bajo
cobeca,EVENING PRIMROSE CAP BLD 500MG X100 NOW,20.78,sin_candidato
cobeca,EVIGAX CAP BLD 125MG X10 VIV,7.04,score_bajo
cobeca,EVIGAX CAP BLD 125MG X20 VIV,10.31,score_bajo
cobeca,"EXANIA EMUL 0,05% 60ML MEY",26.3,sin_candidato
cobeca,EXOM CAP 40MG X14 DISK,4.06,score_bajo
cobeca,EXOVIS DUO PVO SUSP PED 400MG 50ML FC,8.4,score_bajo
cobeca,EZENTIUS COMP REC 10MG X20 MEG,7.79,score_bajo
cobeca,EZENTIUS COMP REC 20MG X20 MEG,10.52,score_bajo
cobeca,FANTER COMP REC 10MG X30 ADIUM,24,sin_candidato
cobeca,FARBICIL SOL 1% 30ML MEG,10,score_bajo
cobeca,FARMA D TAB 1000UI X30 FAR,3.56,sin_candidato
cobeca,FARMA D TAB REC 2000UI X30 FAR,4.36,sin_candidato
cobeca,FARMA D TAB REC 5000UI X10 FAR,3.45,sin_candidato
cobeca,FARSENTAL TAB REC 10/125MG X10 DISK,7.95,sin_candidato
cobeca,FATSLIM CAP X60 WALF,11.69,sin_candidato
cobeca,FAZOL GRANU SUSP 500MG 15ML DRL,5.05,score_bajo
cobeca,FEBRILIX GRIP TAB X10 KIMIC,2.3,score_bajo
cobeca,FEBRILIX TAB 500MG X20 KIMIC,1.31,score_bajo
cobeca,FEDRILOX SOL ORAL GTS 20MG/ML 20ML PROV,3.9,sin_candidato
cobeca,FEMADONA COMP REC X20 LETI,24.93,sin_candidato
cobeca,FEMI-BALANCE MENOPAUSE CAP X60 PHARCORP,14.81,sin_candidato
cobeca,FEMMEX ULTRA TAB REC 200/30MG X10 FAR,3.32,score_bajo
cobeca,FENITOINA SOD TAB 100MG X50 CR CCM,13.84,score_bajo
cobeca,FENITOINA SUSP 125MG/5ML VIN,6.91,score_bajo
cobeca,FENITOINA TAB 100MG X 30 ANGELUS,7.66,score_bajo
cobeca,FENOSSALIL  SOL 60ML BIOF,5.4,sin_candidato
cobeca,FERROCE JBE 120ML MEY,10,score_bajo
cobeca,FERRUMIA SOL INY 500MG/10ML X1 ZORIAK,83.64,sin_candidato
cobeca,FERYFOL JBE 18MG AVELL 120ML,5.4,sin_candidato
cobeca,FESTAL GRAG 210MG/4G BLIS X25 CLX,49.88,score_bajo
cobeca,FESTASIM TAB MAST 125MG X12 CLX,5.88,sin_candidato
cobeca,FEXOMED SUSP 30MG/5ML 120ML PHAR,4.09,sin_candidato
cobeca,FEXORAT SUSP ORAL 30MG/5ML PED 120ML L.O,9.18,score_bajo
cobeca,FIBERFIT PLUS SOB 1G/3G X20 LETI,27.15,sin_candidato
cobeca,FISIOLIN SOL NASAL PED 15ML L.O,5.69,score_bajo
cobeca,FITEX TAB REC 5MG X10 FAR,2.06,score_bajo
cobeca,FITZERO CAP X60 HERB,13.18,sin_candidato
cobeca,FLAMEX TAB 400MG X30 CAPSUV,4.09,sin_candidato
cobeca,FLATORIL SUSP GTS 80MG/ML 20ML ELM,9.34,score_bajo
cobeca,FLATVIN CAP BLD 125MG X10 VIN,8,score_bajo
cobeca,FLEBOSMIN TAB REC 500MG X30 FAR,17.96,score_bajo
cobeca,"FLEMIBAR SOL 6,67MG/333,40MG/ML 20ML MEG",6.62,score_bajo
cobeca,FLENOX JBE AD 120ML BIOTECH,4.39,score_bajo
cobeca,FLENOX JBE PED 120ML BIOTECH,4.3,score_bajo
cobeca,FLENOX SOL ORAL PED 15MG/5ML 60ML BIOT,1.99,score_bajo
cobeca,FLESPAN COMP REC 10MG X20 CR FAHD,4.52,score_bajo
cobeca,FLEVOMAX-D COMP REC 600MG X15 FAHD,3.76,score_bajo
cobeca,FLEXAVIT CAP X30 CR 2N,5.84,sin_candidato
cobeca,FLEXIVAL TAB REC 125MG/5MG X10 VLM,10.42,score_bajo
cobeca,FLEXURAT TAB 500MG/400MG X30 BIOTECH,14.25,sin_candidato
cobeca,"FLINAS SUS P/NEB DOSIS 0,05%MCG X 140",19.04,score_bajo
cobeca,FLIPS CHOCO FUDGE DISP 50G X14,17.63,sin_candidato
cobeca,FLIPS CRUNCHY CREMA TRIPACK 27G,2.03,sin_candidato
cobeca,FLIPS DISP CHOCO 28G X6,2.81,sin_candidato
cobeca,FLIPS DULC D/LECHE DISP 28G X6,2.81,score_bajo
cobeca,FLIXOTIDE SUSP/INH 250MCG X 60 DOSIS,31.03,score_bajo
cobeca,FLOGAREX SUSP/ORAL 2000MM/5ML X10 BLUE/M,12.44,sin_candidato
cobeca,"FLOROMOX SOL OFT 0,5% 5ML CAPSUV",4.66,sin_candidato
cobeca,FLOXABID AC TAB REC 500MG X10 CAPSUV,5.27,score_bajo
cobeca,FLUCONAZOL SOL INF 200MG/100ML KMP,2.2,score_bajo
cobeca,FLUTIXAIR SUSP INH 125/25MCG X120 MEG,45.31,score_bajo
cobeca,FLUTIXAIR SUSP INH 250/25MCG X120 MEG,53.35,score_bajo
cobeca,FLUVIRIN JBE 120ML LETI,12.36,sin_candidato
cobeca,FOAMI CARTA CREMA X12,2.63,sin_candidato
cobeca,"FOMENE COM 2,5 MG X 28",40.6,sin_candidato
cobeca,FORMAGX CAP X30 CR 2N,6.49,sin_candidato
cobeca,FORTICRECE PVO NIDO 800G,16.54,sin_candidato
cobeca,FRAILEJON JBE 120ML CHEM/S,4.6,sin_candidato
cobeca,FRAILEJON JBE 120ML RECETT,3.51,sin_candidato
cobeca,FRONDOS CAP BLD VAG 400MG/100MG X7 FC,11.39,score_bajo
cobeca,FRUTACID TAB 500MG SAB/SURT X 60,14.9,score_bajo
cobeca,FUGOLIN CREM 20G VIN,6.91,score_bajo
cobeca,FUGOLIN CREM VAG 1%  50G X6 APLIC VIN,8.97,score_bajo
cobeca,FUGOLIN SOL 1G/100ML 30ML VIN,5.35,score_bajo
cobeca,"FULBARYL CAP INH 160MCG/4,5MCG X60 LETI",67.39,score_bajo
cobeca,FULGRAM SUSP 600MG 60ML LETI,26.67,score_bajo
cobeca,FUNGEX CREM 1% X 15G,6.39,sin_candidato
cobeca,FUNGOSIN CAP 100MG X14 DLR,11.16,sin_candidato
cobeca,FUNGOSIN CAP 100MG X28 DLR,16.32,sin_candidato
cobeca,FUNGOSIN CAP 100MG X6 DLR,5.37,sin_candidato
cobeca,FURADANTINA CAP 50MG X30 ALESS,4.28,sin_candidato
cobeca,"FUXAL UNG 0,2G/100G 30G CR ZUK",9.91,score_bajo
cobeca,"G-FRESH SOL OFT 0,5/0,9% 10ML CAPSUV",8.02,sin_candidato
cobeca,GABAPRA TAB 75MG X14 ADN,2.83,sin_candidato
cobeca,GABAROL CAP 150MG X20 CAPSUV,13.52,sin_candidato
cobeca,GABAROL CAP 25MG X30 CAPSUV,8.47,sin_candidato
cobeca,GALLETA BELVITA KRAKER DISP 234G X9,2.43,sin_candidato
cobeca,GALLETA CLUB SOCIAL DISP 156G X6,1.33,sin_candidato
cobeca,GALLETA COCOSETTE MAXI DISP 50G X18,12.95,sin_candidato
cobeca,GALLETA DELICIAS MARIA CHOCO DISP 34GX18,11.59,sin_candidato
cobeca,GALLETA KATY DISP 32G X24,12.37,sin_candidato
