proveedor,descripcion,costo,motivo
drovencentro,LOSARTAN POTASICO 100MG 30TAB REC CALOX,4.64,sin_candidato
drovencentro,LOSARTAN POTASICO 50MG  30TAB  CAPSUVEN,0.9072,sin_candidato
drovencentro,LOSARTAN POTASICO 50MG  30TAB DISTRILAB,0.65272,sin_candidato
drovencentro,LOSARTAN POTASICO 50MG  30TAB ZUZU,3.096,sin_candidato
drovencentro,LOSARTAN POTASICO 50MG 10BLIST 10TAB FAHD,4.674,sin_candidato
drovencentro,LOSARTAN POTASICO 50MG 30TAB  REC BIUMAK,1.56984,sin_candidato
drovencentro,LOSARTAN POTASICO 50MG 30TAB BLUE MEDICAL,0.96,sin_candidato
drovencentro,LOSARTAN POTASICO 50MG 30TAB BUKA,0.96372,sin_candidato
drovencentro,LOSARTAN POTASICO 50MG 30TAB DAC55,1.23267,sin_candidato
drovencentro,LOSARTAN POTASICO 50MG 30TAB FARMAMED,1.24898,sin_candidato
drovencentro,LOSARTAN POTASICO 50MG 30TAB LA SANTE,1.8428,sin_candidato
drovencentro,LOSARTAN POTASICO 50MG 30TAB PLUSANDEX,1.69859,sin_candidato
drovencentro,LOTESOFT SOL OFT  5ML,8.3552,sin_candidato
drovencentro,LUBRICANTE INTIMO MUCUS 30ML CUMLAUDE LAB,19.8,sin_candidato
drovencentro,LUBRICANTE SENSE BASE DE AGUA 50ML BRIUTCARE,5.8896,sin_candidato
drovencentro,LUBRICANTE SENSE BASE DE AGUA 75ML BRIUTCARE,6.9264,sin_candidato
drovencentro,LUBRIDERM HUMECTACION DIARIA 120ML DIVAR,4.624,sin_candidato
drovencentro,LUBRIDERM HUMECTACION DIARIA 200ML DIVAR,6.928,sin_candidato
drovencentro,LUBRIDERM HUMECTACION DIARIA 400ML DIVAR,11.432,sin_candidato
drovencentro,LUBRIDERM HUMECTACION DIARIA 946ML DIVAR,17.752,sin_candidato
drovencentro,LUBRIDERM REPARACION INTENSIVA 200ML DIVAR,8.272,sin_candidato
drovencentro,LUBRIDERM REPARACION INTENSIVA 400ML DIVAR,13.744,sin_candidato
drovencentro,LUBRIX GEL 120 GR SULCAGEL,3.336,sin_candidato
drovencentro,LUBRIX GEL 60CC,2.968,sin_candidato
drovencentro,LUBRIX GEL CALIDO 70G SULCAGEL,5.184,sin_candidato
drovencentro,LUBRIX GEL CHOCOLATE 60GR SULCAGEL,3.16,sin_candidato
drovencentro,LUBRIX GEL ESPERMATICIDA 120 GR SULCAGEL,3.48,sin_candidato
drovencentro,LUBRIX GEL FRESA 60 GR SULCAGEL,3.16,sin_candidato
drovencentro,LUBRIX GEL MENTA 60GR SULCAGEL,3.16,sin_candidato
drovencentro,LUBRIX GEL PIÑA COLADA 60 GR SULCAGEL,3.16,sin_candidato
drovencentro,LUBRIX SEDA TUBO 60CM,3.976,sin_candidato
drovencentro,MABROXOL 30MG/5ML JBE 60ML AMBROX ZUZU,2.8168,sin_candidato
drovencentro,MACA 300MG 30CAPS NATURISTIK,7.0344,sin_candidato
drovencentro,MACA 500MG  60CAPS HERBAPLANT,9.3092,sin_candidato
drovencentro,MACA LEPIDIUM MEYENI 500MG  60CAPS  NATURAL SYSTEMS,18.8032,sin_candidato
drovencentro,MACROGOTERO 20G 1 UNID  BRIUTCARE,1.056,sin_candidato
drovencentro,MADECASOL POLVO 2% FRASCO 5g.,12.752,sin_candidato
drovencentro,MADECASOL UNG. AL 1% X 20 GRS.,12.2,sin_candidato
drovencentro,MADECASSOL 1% UNG 10G POLINAC,6.72,sin_candidato
drovencentro,MADECASSOL 10MG X 30 TAB.POLINAC,12.728,sin_candidato
drovencentro,MADECASSOL POLVO  2% FRASCO 10 g.,19.504,sin_candidato
drovencentro,MAGALEX 100MG 30CAPS FARMA,4.81978,sin_candidato
drovencentro,MAGALEX 60CAPS,9.92779,sin_candidato
drovencentro,MAGNEFORTE 500MG  60CAPS HERBAPLANT,7.8472,sin_candidato
drovencentro,MAGNEPLUS 400MG/100MG 60CAPS WALIFE,8.67,sin_candidato
drovencentro,MAGNESIO  60CAPS NATURISTIK,7.85512,sin_candidato
drovencentro,MAGNESIO + VIT B6  60TAB FITOSANA,7.2448,sin_candidato
drovencentro,MAGNESIO + ZINC + CALCIO Y VIT D3 500MG  30TAB NATURISTIK,7.62432,sin_candidato
drovencentro,MAGNESIO 3 EN 1 PLUS  30CAPS NATURISTIK,6.60352,sin_candidato
drovencentro,MAGNESIO 30CAPS NATURISTIK,5.85648,sin_candidato
drovencentro,MAGNESIO 500MG 60CAPS PREVENTUD,11.08,sin_candidato
drovencentro,MAGNESIO AMINOQUELADO 200MG 30TAB PHARMATECH,6.80512,sin_candidato
drovencentro,MAGNESIO CITRATO 500MG VITAMINA B6  60 TABL VAL,17.2216,sin_candidato
drovencentro,MAGNESIO CITRATO 500MG VITAMINA B6 30TAB  VAL,10.4652,sin_candidato
drovencentro,MAGNESIO GLICINATO 60CAPS BLAN ARCOIRIS,10.096,sin_candidato
drovencentro,MAGNESIO HAPPY KIDS SAB FRAMBUESA 60TAB MAST VAL,14.858,sin_candidato
drovencentro,MAGNESIO HAPPY KIDS SAB UVA 60TAB MAST VAL,14.858,sin_candidato
drovencentro,MAGNESIO LIFE 500MG 60CAPS WALIFE,7.31,sin_candidato
drovencentro,MAGNESIO PLUS 650 MG CAPS 60 PREVENTUD,21.536,sin_candidato
drovencentro,MAGNESIO PLUS LIFE 450MG 60CAPS WALIFE,8.67,sin_candidato
drovencentro,MAGNESIO+POTASIO  60TAB FITOSANA,7.2448,sin_candidato
drovencentro,MAGNESIO+ZINC  60TAB FITOSANA,7.2448,sin_candidato
drovencentro,MAGNESIO+ZINC+VIT D Y K  60CAPS WALIFE,8.16,sin_candidato
drovencentro,MAGNESIUM 400MG 180CAPS NOW,32.616,sin_candidato
drovencentro,MAGNESIUM 400MG 30CAPS NOW,11.48,sin_candidato
drovencentro,MAGNESIUM CITRATE 200MG 100TAB NOW,30.152,sin_candidato
drovencentro,MAGNESIUM CITRATE 200MG 30TAB NOW,16.248,sin_candidato
drovencentro,MAGNESIUM CITRATE 350MG  60CAPS ETERNAL,8.80768,sin_candidato
drovencentro,MAGNESIUM GLICINATO DE MAGNESIO 325MG 30TAB VAL,14.4476,sin_candidato
drovencentro,MAGNESIUM L-THREONATE MAGTEIN 90 CAPS NOW,69.144,sin_candidato
drovencentro,MAGNETROL X5 650MG 60CAPS WALIFE,7.4256,sin_candidato
drovencentro,MAGNETUNI 500MG  60TAB MAGNESIO UNIPHARMA,8,sin_candidato
drovencentro,MAGTEIN L-TREONATO DE MAGNESIO 670MG 30CAPS VAL,28.6292,sin_candidato
drovencentro,MAITE 50MG/5MG 1ML 1AMP  TIARES,10.2384,sin_candidato
drovencentro,MANHAE  30 CAP POLINAC,15.66,sin_candidato
drovencentro,"MANTIXA 2,5MG 30COMP",20.552,sin_candidato
drovencentro,MANZANILLA 5G  6UND FSI,6.23744,sin_candidato
drovencentro,MANZANILLA 5G SOB LYA,1.84,sin_candidato
drovencentro,MAPURITE 90CAPS ARCOIRIS,9.48,sin_candidato
drovencentro,MARE OFF 50MG  72 TAB COASPHARMA,23.432,sin_candidato
drovencentro,MARE OFF 50MG 12 TAB COASPHARMA,5.056,sin_candidato
drovencentro,MARIA PUIG INTEGRAL 250GR PUIG,1.728,sin_candidato
drovencentro,MARIA SELECTA 9PAQ 250GR PUIG,1.576,sin_candidato
drovencentro,MARIA SIN AZUCAR 250G PUIG,2.304,sin_candidato
drovencentro,MARILU CHOCO VAINILLA DISPLAY 24 PAQ PUIG,4.776,sin_candidato
drovencentro,MARILU CHOCOLATE TUBULAR 216GR 6 PAQ PUIG,2.008,sin_candidato
drovencentro,MARILU FRESA TUBULAR 216GR 6 PAQ PUIG,2.008,sin_candidato
drovencentro,MARILU MINI VAINILLA 100G PUIG PUIG,1.104,sin_candidato
drovencentro,MARILU VAINILLA DISPLAY 24 PAQ PUIG,4.776,sin_candidato
drovencentro,MARILU VAINILLA TUBULAR 6PAQ 216GR PUIG,2.008,sin_candidato
drovencentro,MARIMER SOLU HIPERTONICA BABY SPRAY NASAL 100ML MEDIFARM,15.7248,sin_candidato
drovencentro,MARIMER SOLU HIPERTONICA SPRAY NASAL 100ML MEDIFARM,15.7248,sin_candidato
drovencentro,MARIMER SOLU ISOTONICA BABY SPRAY NASAL 100ML,15.7248,sin_candidato
drovencentro,MARIMER SOLU ISOTONICA SPRAY NASAL 100ML,15.7248,sin_candidato
drovencentro,MARTESIA 150MG 14COMP ROEMMERS,9.5256,sin_candidato
drovencentro,MASCARA DE OXIGENO MANGUERA 7 MTS PRIMA SALUD,3.384,sin_candidato
drovencentro,MASCARA DE OXIGENO TALLA  M SAGLAM JMW,0.888,sin_candidato
drovencentro,MASCARILLA FACIAL PURIFICANTE 50ML AKN COHER,6.28,sin_candidato
drovencentro,MASCARILLA FACIAL PURIFYNG DETOX 1 UND 25 GR ZOAH,0.6992,sin_candidato
drovencentro,MATERNAVIT 30CAPS BLANDAS MEDIFARM,16.72512,sin_candidato
drovencentro,MAXIFUR FORTE 100MG  30CAPS TIARES,7.4592,sin_candidato
drovencentro,MEDIDOR DE GLUCOSA EN SANGRE GLUCARE,14.256,sin_candidato
drovencentro,MEDROXEL 150MG JERINGA PRELL 1ML EXELTIS,10.5648,sin_candidato
drovencentro,MEDROXIPROGESTERONA 10MG  10TAB KMPLUS,4.77984,sin_candidato
drovencentro,MELAMAG  60CAPS  ARCOIRIS,12.304,sin_candidato
drovencentro,MELATIANIN PLUS 30 CAPS NATURLIFES,6.768,sin_candidato
drovencentro,MELATONINA 10MG+VIT B6 25MG+VALERIANA 200MG 60CAPS WALIFE,9.52,sin_candidato
drovencentro,MELATONINA 3MG  60CAP NOW,11.04,sin_candidato
drovencentro,MELATONINA 3MG 60CAPS BLAN ARCOIRIS,11.448,sin_candidato
drovencentro,MELATONINA 3MG VIT B6 CITRATO DE MAGNESIO 30CAP  VAL,10.8984,sin_candidato
drovencentro,MELATONINA 5MG  60CAP NOW,14.08,sin_candidato
drovencentro,MELATONINA C/VIT B6 30CAP BLANDA BIOFAR,8,sin_candidato
drovencentro,MELENA DE LEON 250MG HONGO REISHI 250MG  60CAPS WALIFE,11.9272,sin_candidato
drovencentro,MELIGEN 20MG  30 COMP REC MEMANTINA CLORH FC PHARMA,14.784,sin_candidato
drovencentro,MELOXICAM 15 MG 10 TAB FARMAMED,1.24898,sin_candidato
drovencentro,MELOXICAM 15MG  10 COMP FAHD,1.8848,sin_candidato
drovencentro,MELOXICAM 15MG  20TAB ARTE MEDICO,1.536,sin_candidato
drovencentro,MELOXICAM 15MG 10TAB ANGELUS,2.064,sin_candidato
drovencentro,MELOXICAM 15MG 10TAB LATTAN MEDIC,2.29152,sin_candidato
drovencentro,MELOXICAM 15MG/1.5MG IM 10 AMP VITALIS,27.936,sin_candidato
drovencentro,MELOXICAN 15MG 10TAB LA SANTE,4.4224,sin_candidato
drovencentro,MELOXICAN 7.5MG 10TAB LA SANTE,3.1936,sin_candidato
drovencentro,MEMANTINA 10 MG 10 TAB FARMAMED,1.71735,sin_candidato
drovencentro,MEMANTINA 10MG 14TAB BIUMAK,2.29152,sin_candidato
drovencentro,MEN XTRA 30TAB PHARMATECH,6.974,sin_candidato
drovencentro,MENOPAUSE ADVANCED 30CAPS ETERNAL,6.15552,sin_candidato
drovencentro,MENTOL DAVIS 1 OUNCE 1 LATA GENIA CARE,3,sin_candidato
drovencentro,MENTOL UNG 10G LATA LYA,1.68544,sin_candidato
drovencentro,MENTOL UNG 25G TARRO LYA,3.59904,sin_candidato
drovencentro,MENTORUB DISPENSADOR MINI TARRO10G 12 UNID FC PHARMA,21.168,sin_candidato
drovencentro,MENTORUB UNG CORPORAL 30G TARRO FC PHARMA,3.252,sin_candidato
drovencentro,MENTORUB UNG CORPORAL 60G TARRO FC PHARMA,6.156,sin_candidato
drovencentro,MERCURIO CROMO 30CM 1UNID FSI,1.30944,sin_candidato
drovencentro,MEROPENEM 1G IV AMP VITALIS,16.296,sin_candidato
drovencentro,MEROPENEM 500MG IV 1 VIAL AMP VITALIS,10.928,sin_candidato
drovencentro,MEROPENEN 1G SOL INY DISTRILAB,10.01976,sin_candidato
drovencentro,MESALAZINA 500MG 30TAB KMPLUS,28.58536,sin_candidato
drovencentro,METAMUCIL 425GR GRANULADO SAB NARANJA FARMA,57.54519,sin_candidato
drovencentro,METAMUCIL NARANJA FRASCO 174 GR FARMA,26.18724,sin_candidato
drovencentro,METFORM 500MG 30TAB CAPSUVEN,2.6784,sin_candidato
drovencentro,METFORMIN 1000MG  30TAB LP LATTAN MEDIC,4.80624,sin_candidato
drovencentro,METFORMIN 500MG  30TAB LP LATTAN MEDIC,3.20664,sin_candidato
drovencentro,METFORMIN 850MG  30TAB LP LATTAN MEDIC,4.00272,sin_candidato
drovencentro,METFORMINA 1000MG   30TAB  PHARMARIS,4.6543,sin_candidato
drovencentro,METFORMINA 1GR 30TAB ANGELUS,3.984,sin_candidato
drovencentro,METFORMINA 500MG  30TAB PHARMARIS,1.8123,sin_candidato
drovencentro,METFORMINA 500MG 28TAB CALOX,5.096,sin_candidato
drovencentro,METFORMINA 500MG 30TAB  REC BIUMAK,2.46264,sin_candidato
drovencentro,METFORMINA 500MG 30TAB ANGELUS,1.568,sin_candidato
drovencentro,METFORMINA 500MG 30TAB BUKA,1.54883,sin_candidato
drovencentro,METFORMINA 500MG 30TAB CAPSUVEN,1.3968,sin_candidato
drovencentro,METFORMINA 500MG 30TAB DAC55,4.35062,sin_candidato
drovencentro,METFORMINA 500MG 30TAB FARMAMED,1.4051,sin_candidato
drovencentro,METFORMINA 500MG 30TAB PLUSANDEX,3.307,sin_candidato
drovencentro,METFORMINA 500MG 30TAB QUIM-FAR,1.19902,sin_candidato
drovencentro,METFORMINA 750MG  30 TAB PHARMARIS,3.36806,sin_candidato
drovencentro,METFORMINA 850MG  30TAB  CAPSUVEN,2.124,sin_candidato
drovencentro,METFORMINA 850MG  30TAB REC  DISTRILAB,4.81376,sin_candidato
drovencentro,METFORMINA 850MG 10TAB REMENY,1.784,sin_candidato
drovencentro,METFORMINA 850MG 30TAB ANGELUS,3.416,sin_candidato
drovencentro,METFORMINA 850MG 30TAB LATTAN MEDIC,1.71864,sin_candidato
drovencentro,METFORMINA 850MG 30TABL FELIRNI,2.44,sin_candidato
drovencentro,METFORMINA CLORHIDRATO 500MG 30TAB BLUE MEDICAL,1.232,sin_candidato
drovencentro,METFORMINA CLORHIDRATO 850MG  30TAB REC PLUSANDEX,5.31868,sin_candidato
drovencentro,METGLUTAN 500MG 30TAB ZORIAK METFORMINA,2.43683,sin_candidato
drovencentro,METILPREDNISOLONA 125MG IM/IV ADN,4.3056,sin_candidato
drovencentro,METILPREDNISOLONA 500MG IV/IM AMP VITALIS,16.64,sin_candidato
drovencentro,METOCLOPRAMIDA 10MG 10 TAB VINCENTI,1.7556,sin_candidato
drovencentro,METOCLOPRAMIDA 10MG/2ML 10AMP VITALIS,8.984,sin_candidato
drovencentro,METOCLOPRAMIDA 10MG/2ML IM/IV SOL INY 1AMP CORPOMECA,1.4784,sin_candidato
drovencentro,METOCLOPRAMIDA 10MG/2ML SOL INY 3AMP DISTRILAB,2.85376,sin_candidato
drovencentro,METOPROLOL 50MG  30TAB MT,6.38182,sin_candidato
drovencentro,METOPROLOL 50MG 10TAB REC VINCENTI,8.9472,sin_candidato
drovencentro,"METOTREXATO 2,5MG 10TAB VINCENTI",7.0416,sin_candidato
drovencentro,METREN 125MG/5ML SUSP PED 120ML SIEGFRIED,10.2168,sin_candidato
drovencentro,"METRONIDAZOL 0,75% GEL 15GR ZUKATI",14.736,sin_candidato
drovencentro,METRONIDAZOL 125MG/ML SUSP PED 60ML JKN MED,1.6,sin_candidato
drovencentro,METRONIDAZOL 250MG/5ML SUSP 100ML DISTRILAB,4.02288,sin_candidato
drovencentro,METRONIDAZOL 500MG 10TAB LATTAN MEDIC,1.71864,sin_candidato
drovencentro,METRONIDAZOL 500MG 10TAB R LA SANTE,3.07632,sin_candidato
drovencentro,METRONIDAZOL 500MG 30BL 10TAB REC LAPROFF,35.496,sin_candidato
drovencentro,METRONIDAZOL 500MG 30TAB ANGELUS,2.536,sin_candidato
drovencentro,METRONIDAZOL 500MG 30TAB BLUE MEDICAL,2.288,sin_candidato
drovencentro,METRONIDAZOL 500MG/100ML SOL INY DISTRILAB,1.77888,sin_candidato
drovencentro,METRONIDAZOL 500MG/100ML SOL INY IPS,1.36,sin_candidato
drovencentro,METRONIDAZOL 500MG/100ML.INF KMPLUS,1.66464,sin_candidato
drovencentro,METRONIDAZOL 750MG MICONAZOL 200MG 6TAB VAGINALES TIARES,8.0064,sin_candidato
drovencentro,METROVAX 500MG 15CAPS VIVAX,9.28,sin_candidato
drovencentro,METROVIV 500MG SOL INY I.V 100ML VINTER,1.48,sin_candidato
drovencentro,METSIGLIN 500/50MG  30TAB SITAGLI/METFOR RONAVA,14.6672,sin_candidato
drovencentro,METSIGLIN 500MG 10COMP RONAVA,6.06797,sin_candidato
drovencentro,MEZHITIN 10MG 30COMP SNC,9.46363,sin_candidato
drovencentro,MEZHITIN 10MG 50COMP SNC,14.16542,sin_candidato
drovencentro,MICODERM ANTIMICOTICO 50G SOMA,5.08,sin_candidato
drovencentro,MICONAZOL 2% CREMA 15GR MT,3.4489,sin_candidato
drovencentro,MICOTRIN 2% POLVO TOPICO 60GR MICONAZOL TARES,5.3136,sin_candidato
drovencentro,MICROGOTERO 60G 1 UNID BRIUTCARE,1.136,sin_candidato
drovencentro,MICROGOTERO EN Y BIOMERCY,0.256,sin_candidato
drovencentro,"MICROPOR PIEL 1"" X 5YD CUREBAND BLISTER",7.968,sin_candidato
drovencentro,"MICROPOR PIEL 1/2"" X 5YD CUREBAND BLISTER",7.2,sin_candidato
drovencentro,MIEL DE BORAX 30ML 1UNID FSI,1.81632,sin_candidato
drovencentro,MIEL DE BORAX 30ML SOMA,4.624,sin_candidato
drovencentro,MIEL DE BORAX 60ML RECETTMARKET,6.54736,sin_candidato
drovencentro,MIGREN 650/50/1MG 10TAB LETI,1.972,sin_candidato
drovencentro,MIGREN 650/50/1MG 20COMP REC LETI,3.2832,sin_candidato
drovencentro,MILAX 50% SOL ORAL FCO 180 ML,6.85829,sin_candidato
drovencentro,MILAX POLVO PARA SOL ORAL 120G,5.96388,sin_candidato
drovencentro,MILAX POLVO PARA SOL ORAL 360G,12.3009,sin_candidato
drovencentro,MINI MARIA BOLSA 200GR PUIG,1.544,sin_candidato
drovencentro,MINI MARIA LONCHERA 180GR PUIG,1.688,sin_candidato
drovencentro,MINOXIDIL 2% SOL TOPICO  60ML SOTO GLOBAL,4.5576,sin_candidato
drovencentro,MINOXIDIL 5% SOL TOPICO 60ML SOTO GLOBAL,6.7536,sin_candidato
drovencentro,MINOXIDIL 5% SOLUCION TOPICA 60ML LA SANTE,10.4584,sin_candidato
drovencentro,MIOVIT 10 GRAGEAS COFASA,1.9992,sin_candidato
drovencentro,MIOVIT 30 GRAGEAS COFASA,6.328,sin_candidato
drovencentro,MIOVIT 60 GRAGEAS COFASA,8.904,sin_candidato
drovencentro,MIOVIT COMP KIT 3 AMP COFASA,4.232,sin_candidato
drovencentro,MIOVIT COMP KIT 6 AMP COFASA,8.864,sin_candidato
drovencentro,MIOVIT JARABE S/AZUCAR 180ML COFASA,6.248,sin_candidato
drovencentro,MIOVIT JBE 90ML S/AZUCAR COFASA,2.5688,sin_candidato
drovencentro,MIOVIT SOL INY S/LIDOCAINA 3ML 1AMP COFASA,2.96,sin_candidato
drovencentro,MIRALAX POLVO 120GR RONAMEDIC,6.768,sin_candidato
drovencentro,MIRAPIME 1G I.M/I.V 1 VIAL CEFEPIME RONAMEDIC.,4.784,sin_candidato
drovencentro,MIRAXONA 1G I.M / I.V AMP CEFTRIAXONA RONAMEDIC,2.144,sin_candidato
drovencentro,MIRTAPAX 15MG 10COMP ADIUM,1.63867,sin_candidato
drovencentro,MIRTAPAX 30MG 10COMP ADIUM,2.38785,sin_candidato
drovencentro,MIRTAZAPINA 15MG 30TAB CLEO,5.376,sin_candidato
drovencentro,MIRTAZAPINA 30MG  30 TAB CLEO,7.4048,sin_candidato
drovencentro,MIRTAZAPINA 30MG 30TAB REC CALOX,8.32,sin_candidato
drovencentro,MIRTAZAVAL 30MG 30TAB REC VALMORCA,10.488,sin_candidato
drovencentro,MISULVAN COMP 7.5/0.005MG/5ML JBE PED 120ML PLUSANDEX,6.34315,sin_candidato
drovencentro,MISULVAN COMP AD 15MG-0.01MG/5ML JBE 120ML PLUSANDEX,5.82141,sin_candidato
drovencentro,MISULVAN FORTE 30MG-5MG/5ML SOL120ML PLUSANDEX,5.10402,sin_candidato
drovencentro,MISULVAN GOTAS 30ML 7.5MG/ML PED PLUSANDEX,2.51473,sin_candidato
drovencentro,MISULVAN JBE AD 30MG/5ML PLUSANDEX,3.60582,sin_candidato
drovencentro,MISULVAN JBE PED 15MG/5ML 120ML PLUSANDEX,3.52327,sin_candidato
drovencentro,MITAR 50MCG INH 120 DOSIS SIEGFRIED,9.1584,sin_candidato
drovencentro,"MOMEQ 0,1% CREMA 15G PHARMETIQUE",8.0444,sin_candidato
drovencentro,MOMETASONA 0.05% SPRAY NASAL 10ML KMPLUS,3.77136,sin_candidato
drovencentro,MOMETASONA FUROATO 0.1% CR 30G KMPLUS,3.67488,sin_candidato
drovencentro,MONOGYL 500MG/100ML SOL INY 1AMP METRONIDAZOL ADN,1.2816,sin_candidato
drovencentro,MONOSULPA SOL NASAL 250/125/175MG 15ML GENVEN,12.328,sin_candidato
drovencentro,MONTDAC 10/5MG  10TAB  REC  MONTEL/DESLO DAC,3.26296,sin_candidato
drovencentro,MONTELUKAS-DESLORATADINA 10/5MG 10TAB REC GREEN PHARMA,2.81144,sin_candidato
drovencentro,MONTELUKAST 10MG  10TAB KMPLUS,1.632,sin_candidato
drovencentro,MONTELUKAST 10MG  10TAB PRIMONTEL DROVENCA,2.336,sin_candidato
drovencentro,MONTELUKAST 10MG 10TAB LA SANTE,2.8288,sin_candidato
drovencentro,MONTELUKAST 5MG  30 TAB MASTIC ALESS,2.70073,sin_candidato
drovencentro,MONTRAX 4MG 10TAB MAST BIOTECH,1.3756,sin_candidato
drovencentro,MONTRAX 4MG 30TAB MAST BIOTECH,3.6036,sin_candidato
drovencentro,MONUKAST 5MG 30TAB MAST LA SANTE,5.7836,sin_candidato
drovencentro,MORINGA  60CAPS NATURAL P,3.12005,sin_candidato
drovencentro,MORINGA GRAVIOLA 60CAPS NATURAL P,3.12005,sin_candidato
drovencentro,MOTIL BABY GOTAS 30ML ANTI ESTREÑIMIENTO RIWA,17.03016,sin_candidato
drovencentro,MOXIFLOXACINA 400 MG 10 TAB DISTRILAB,11.67744,sin_candidato
drovencentro,MOXIFLOXACINA 400MG  5TAB  KMPLUS,5.45528,sin_candidato
drovencentro,MUCLAR 30MG-5MG/5ML JAR 60ML DOLLDER,5.18258,sin_candidato
drovencentro,MUCLAR 30MG/5MG 10COMP DOLLDER,3.95458,sin_candidato
drovencentro,MUCOBROL 4MG/5ML JBE 120ML COFASA,1.584,sin_candidato
drovencentro,MUCOFLEM JBE 240ML ARCOIRIS,7.384,sin_candidato
drovencentro,MUCOLYT 250MG/5ML JBE 120ML CARBOCISTEINA ADN,3.78,sin_candidato
drovencentro,MULTIDERM 2% UNG TUBO 15G BIOTECH,4.75264,sin_candidato
drovencentro,MULTIFIBRA  MEZCLA PARA BEBIDA 300GR NATURISTIK,11.44704,sin_candidato
drovencentro,MULTIHEAT 30 CAPS MULTIVITAMINICO ETERNAL,4.92048,sin_candidato
drovencentro,MULTIVINOL 30TAB FC PHARMA VIT MINERALES,8.8,sin_candidato
drovencentro,MULTIVINOL PRENATAL 60 CAP FC PHARMA,11.448,sin_candidato
drovencentro,MULTIVIRAL 30CAP SIEGFRIED,8.6476,sin_candidato
drovencentro,MULTIVITAMINICO  30CAPS PREVENTUD,10.464,sin_candidato
drovencentro,MULTIVITAMINICO + GINSENG 60 CAPS BIOINFINITY,8.8944,sin_candidato
drovencentro,MULTIVITAMINICO + GINSENG 60CAPS WALIFE,8.7856,sin_candidato
drovencentro,MULTIVITAMINICO 10CAPS  BLISTER NATURAL SYSTEMS,3.024,sin_candidato
drovencentro,MULTIVITAMINICO 60 CAPS PREVENTUD,14.152,sin_candidato
drovencentro,MULTIVITAMINICO 60TAB NATURAL SYSTEMS,22.24,sin_candidato
drovencentro,MULTIVITAMINICO 9 - VIT AMP  I.V 10ML DPT,15.22944,sin_candidato
drovencentro,MULTIVITAMINICO LONGEVITY 60TAB DROVENPLUS,6.032,sin_candidato
drovencentro,MULTIVITAMINICO+GINSENG 60CAPS  HERBAPLANT,9.3092,sin_candidato
drovencentro,MUPIROCIN 2% UNG 15GR SOTO GLOBAL,4.14,sin_candidato
drovencentro,MUPIROCIN UNG 30G DAC,6.77971,sin_candidato
drovencentro,MUPIROCINA 2% UNGT 15GR MEDICAL GROUP,5.84328,sin_candidato
drovencentro,MUPIROGEN CREMA 30G FARMAGENIK,5.0008,sin_candidato
drovencentro,MUPROSKIN 2% UNG 15GR MUPIROCINA TIARES,4.2768,sin_candidato
drovencentro,MUXER 500MG 30CAPS HERBAPLANT,8.6836,sin_candidato
drovencentro,MUÑEQUERA C/FERULA DER T-L FORMA ELASTICA,22.536,sin_candidato
drovencentro,MUÑEQUERA C/FERULA DER T-M FORMA ELASTICA,22.536,sin_candidato
drovencentro,MUÑEQUERA NEOPULGAR DER  L/XL FORMA ELASTICA,30.736,sin_candidato
drovencentro,MUÑEQUERA UNIVERSAL C/BEIGE T-L  FORMA ELASTICA,7.112,sin_candidato
drovencentro,MUÑEQUERA UNIVERSAL C/BEIGE T-M  FORMA ELASTICA,7.112,sin_candidato
drovencentro,MUÑEQUERA UNIVERSAL C/BEIGE T-S  FORMA ELASTICA,7.112,sin_candidato
drovencentro,MUÑEQUERA UNIVERSAL C/NEGRO T-L FORMA ELASTICA,7.112,sin_candidato
drovencentro,MUÑEQUERA UNIVERSAL C/NEGRO T-S  FORMA ELASTICA,7.112,sin_candidato
drovencentro,MYPEN2 DISPOSITIVO PARA INSULINA REUSABLE 1UND NOZOMI,7.56326,sin_candidato
drovencentro,N-BUTIL BROMURO DE HIOS 20MG/1ML 10AMP VITALIS,18.216,sin_candidato
drovencentro,N-BUTILBROMURO DE HIOSCINA 20MG/1ML  5 AMP IV/IM DISTRILAB,4.1552,sin_candidato
drovencentro,N-BUTILBROMURO DE HIOSCINA 20MG/1ML IM/IV 1 AMP GLOBAL MEDIC,2.168,sin_candidato
drovencentro,N-BUTILBROMURO HIOSCINA / DIPIRONA 5ML 10 AMP VITALIS,28.064,sin_candidato
drovencentro,NAC ACETYL CYSTEINA 600MG  100CAPS NOW,33.232,sin_candidato
drovencentro,NAD + RESVELIFE 900MG  60CAPS WALIFE,18.6184,sin_candidato
drovencentro,NAD+ 60TAB FITOSANA,7.9744,sin_candidato
drovencentro,NAFAZOL 15ML GOTAS NASALES VINCENTI,7.182,sin_candidato
drovencentro,NALOSAR SPRAY NASAL 50 MCG 150 DOSIS LAB CASSARA,6.77225,sin_candidato
drovencentro,NANOCREAM POMADA 50G SOMA,4.872,sin_candidato
drovencentro,NAPROXENO 250MG 10TAB COASPHARMA,2.976,sin_candidato
drovencentro,NAPROXENO 500MG 30BL  10TAB MULTIPACK LAPROFF,82.176,sin_candidato
drovencentro,NAPROXENO TAB 500MG  10TAB KMPLUS,2.02664,sin_candidato
drovencentro,NAS 0.1% ADULTO 15 ML SOL NASAL,2.072,sin_candidato
drovencentro,NAS INFANTIL 0.05% 15ML SOL NASAL,3.064,sin_candidato
