descripcion_cobeca,codigo,codigo_barras,costo_usd,motivo
GLOMY XR TAB 1000MG X30 ARVEST,53395,8906188190705,7.6,sin_candidato
GLOMY XR TAB 500MG X30 ARVEST,53396,8906188190682,5.91,sin_candidato
GLOMY XR TAB 750MG X30 ARVEST,53394,8906188190699,6.76,sin_candidato
GLUCON PLUS PVO/SOLUBLE SOB LIMON X15,50686,7593090002489,19.55,score_bajo
GLUCONATO D/ZINC CAP 170MG X60 HERBAP,28486,7592710005527,11.56,score_bajo
GLUCOPHAGE XR TAB 1000MG X30 DOLLY,54520,7891721029189,19.4,sin_candidato
GLUCOPHAGE XR TAB 500MG X30 DOLLY,8526,7404000043280,14.44,sin_candidato
GLUCOSAM/CONDRO PLUS TAB 200MG X30 SAAS,52844,7591940000593,11.84,sin_candidato
GLUCOSAM/CONDRO TAB 1500/1200MG X30 NOW,52094,733739110626,17.14,sin_candidato
GLUCOSAMINA CAP 500MG X60 ARC IRIS,18763,7592946169758,12.86,sin_candidato
GLUCOSAMINA/CONDRO TAB 500/400MG X30 VAL,9137,714439705503,16.18,sin_candidato
GLUCOSAMINE CAP 2850MG X90 ETER,23404,0787790468653,15.03,sin_candidato
GLUCOSAMINE CAP 2865MG X90 PHARMAC,27075,0787790474753,16.49,sin_candidato
GLUCOSAMINE/CHONDRO TAB 1500/1200 X60NOW,28240,0733739032423,32.14,sin_candidato
GLUCOSAMINE/CONDRO SOB 1500/1200X15PHARM,28286,7703763968718,15.3,sin_candidato
GLUCOSAMINE/MSM CAP X60 NOW,28235,0733739032782,17.53,sin_candidato
GLUCOTRIN CAP X60,50724,7597189000288,11.24,sin_candidato
GLUCOVAL TAB REC 10MG X30 VLM,53623,7591020009850,23.18,score_bajo
GLUCOVAL TAB REC 25MG X30 VLM,53624,7591020009874,30.77,score_bajo
GLUCOZIN TAB 500 MG X 30,30363,7592806136067,4.53,sin_candidato
GLUSTAR TAB 20MG X30 PHARME,50765,7592454004039,9.26,score_bajo
GLUSTAR TAB REC 40MG X30 PHARME,53840,7592454004022,12.94,score_bajo
GLUTAMINA CAP BLD 500MG X30,25759,685239846959,8.92,score_bajo
GLUTAMINA CAP BLD 500MG X60,25758,0685239846942,12.48,score_bajo
GLUTAPAK-10 SOB X 15G,29378,0612197711104,10.47,sin_candidato
GLUTATHIONE CAP 500MG X 30,50454,733739001757,35.94,sin_candidato
GLYCEMPLUS TAB X 30,29913,791466994957,13.85,sin_candidato
GOM GOMBY ROCO ESPACIAL 30G DISP X12,15610,7593570000073,6.3,sin_candidato
"GOTAS ARTIF SOL OFT 0,3% X15ML CR BIO",54459,7598455000087,4.71,sin_candidato
GOTAS DEL CARMEN 60ML RECETT,14408,7594001450801,4.64,sin_candidato
GOTAS VALERIANA 30ML RECETT,20895,7594001450818,2.55,sin_candidato
GRATIO TAB REC 750MG X10 RNV,93744,7592806134094,4.99,score_bajo
GRAVIOLA CAP X60 NAT PREM,17119,7592430001564,5.73,sin_candidato
GREIT TAB REC 10MG X30 FC,25051,7593090001536,10.64,score_bajo
GRINATOS JBE 180ML NAT PREM,27118,7592430000796,6.21,sin_candidato
GULAPER JBE AD 250MG 120ML MEG,8705,7591955001288,7.79,score_bajo
GYNKOLA CAP 500MG X60 HERB,19504,7592710000607,11.82,sin_candidato
GYNO-ZUMETRONIN TAB VAG 500MG X10 ZUZU,52584,7599608003290,5.59,score_bajo
GYNOCARE TAB REC 150MCG/30MCG X21 BRIUT,54272,645748578109,4.75,sin_candidato
GYNODERAIN CREM VAG 20% 60G LETI,10235,7591585115911,58.18,score_bajo
GYNOMET CREM VAG 15/4% 40G LETI,15067,7591585119131,25.67,score_bajo
GYNOMET OVUL VAG 750MG/200MG X7 LETI,53056,7591585119179,19.76,score_bajo
GYNOTRAN CREM 15%/4% 40G CR CCM,25326,7401078990201,21.34,score_bajo
GYNOVIT SOL VAG 130ML VARG,1743,7592349844757,4.44,score_bajo
HALLS DISP CHERRY LYPTUS 3G X 100,50290,7702133445095,2.86,sin_candidato
HALLS DISP EXTRA STRONG 3G X 100,50293,7702133445118,2.86,sin_candidato
HALLS DISP MENTHOL LYPTUS 3G X 100,50292,7702133445101,2.86,sin_candidato
HALOPERIDOL TAB 2MG X 20 FARMAMED,50163,8908020242528,1.99,score_bajo
HALOPERIL SOL ORAL 2MG/ML 15ML CR MT,53397,7501384550981,8.58,sin_candidato
HATIAL TAB 50MG X30 GFARM,26023,7406076103530,14.25,score_bajo
HEDRALIV JBE 120ML PHARME,95008,7592454002301,9.47,sin_candidato
HEMORROIMED CREM 30G LYA,25455,7599028000459,6.16,sin_candidato
HEMOVAR CREM 10% 40G SANAV,54160,7593533000683,6.39,sin_candidato
HENOVI-C GTS 30ML VARG,1765,7592349722963,8.65,sin_candidato
HEPADESICOL CAP BLD 325MG X24 ELM,51983,7591062014508,16.05,sin_candidato
HEPAFOL FORTE JBE 120ML MEY,18904,7592601301851,19.39,score_bajo
HEPAFOL JBE 120ML MEY,13118,7592601301592,17.23,score_bajo
HEPAGRAS CAP 120MG X30 LETI,23962,7591585216892,56,sin_candidato
HEPAROID GEL 250G X 30G,30326,18904187884240,12.34,sin_candidato
"HEPTADEX TAB 4MG/0,25MG X30 CR 2N",54408,6977234271992,2.6,sin_candidato
HERBAHELIX JBE 240ML HERB,52361,7592710002915,5.03,sin_candidato
HERBAMIEL JBE 240ML HERB,28310,7592710002908,4.42,sin_candidato
HEXANT JBE ELIX 30MG/5ML 120ML MEG,16142,7591619519166,4.04,score_bajo
HEXOMEDINE COLUT AER 30G CLX,1782,7591044401463,8.25,score_bajo
HIDRALIT SOL COCO 500ML PROBI,24691,7596855000010,3.38,score_bajo
"HIDROCLOR TAB 12,5MG X30 UNIPH",53769,7598852001830,4.6,sin_candidato
HIDROCORTISONA CREM 1% 15G KMPLUS,54321,6942189304309,6.16,score_bajo
HIDROCORTISONA PVO P/SOL 100MG DISTRILAB,28788,7598252001249,3.34,score_bajo
HIDROCORTISONA SOL IM/IV 100MG X10 ADN,53233,8906112611320,19.58,score_bajo
HIDROCORTISONA SOL IM/IV 500MG X1 ADN,53234,8906112611580,6.36,score_bajo
HIERRO/AC FOLIC GTAS PED 30ML ZUZU,52545,7599608003573,5.27,score_bajo
HIOSCIL TAB REC 10G X10 FMED,51783,8906082152366,2.19,sin_candidato
HIRUDOID GEL 40G COM,9573,7751940001307,13.77,score_bajo
HIRUDOID PMDA 40G COM,6372,7751940001321,13.77,score_bajo
"HISTALER JBE PED 0,5MG/ML 60ML VLM",91996,7591020008112,3.51,score_bajo
HISTALER TAB/REC 5MG X 10,30267,7591020008518,1.7,score_bajo
IBAMES COMP REC 150MG X1 ALESS,52777,7597758001593,3.87,sin_candidato
IBUCOLVAL TAB REC 600MG/4MG X20 VLM,94906,7591020008648,10.81,score_bajo
IBUCOLVAL TAB/REC 400 MG/4 MG X 10,30197,7591020008044,4.17,score_bajo
IBUFEN COMP REC 800MG X6 FAHD,54227,7590279000045,4.29,score_bajo
IBUPROF/TIOCO COM/REC 600MG/4MG X10 VARG,29650,7592349001921,5.05,sin_candidato
IBUPROFEN SUSP 100MG X60ML KIMIC,5567,7592616221014,3.14,sin_candidato
IBUPROFEN TAB 400MG X10 KIMIC,10908,7592616220017,1.66,sin_candidato
IBUTANFEM TAB REC 400/20MG X10 MEY,24737,7592601303121,8.66,score_bajo
IBUTANMIGRA TAB 400MG/40MG X10 MEY,13472,7592601301622,5.34,score_bajo
IBUTANMIGRA TAB 400MG/40MG X20 MEY,13473,7592601301653,10.48,score_bajo
IBUTIL FORTE COM/REC 600MG/8MG X 10,29385,7592806134018,9.3,score_bajo
ILTUX COMP REC 40MG X28 ADIUM,93910,7841141002712,18.04,score_bajo
IMAZOL OVU VAG 500MG X1 MEY,3419,7592601100737,2.99,score_bajo
IMAZOL TAB VAG X6 MEY,1854,7592601100478,6.17,score_bajo
IMLASTIN PVO SOL INY 250MG/250MG ZUZU,51384,7599608003108,11.21,sin_candidato
IMLASTIN PVO SOL INY 500MG/500MG ZUZU,51385,7599608001531,16.3,sin_candidato
IMMUNE SUPPORT CAP X60 PREV,52139,7598953000169,19.83,sin_candidato
IMOL COMP REC 20MG X30 DLR,52408,7592803004222,7.32,score_bajo
IMOL COMP REC 40MG X30 DLR,52409,7592803004239,13.09,score_bajo
"IMOL HCT COMP REC 20MG/12,5MG X30 DLR",52488,7592803004246,11.11,score_bajo
INHILAC PVO INH CAP 100/50MCG X60 LETI,52053,7591585110282,48.57,score_bajo
INHILAC PVO INH CAP 250/50MCG X60 LETI,52054,7591585110299,54.15,score_bajo
INHILAC PVO INH CAP 500/50MCG X60 LETI,52464,7591585110367,60.55,score_bajo
INMUBIOTIC CAP 50 BILL X30 ARCO IRIS,54363,7592946001836,20.79,sin_candidato
INMUBIOTIC CAP 50B X60 ARC IRIS,51980,7592946001775,28.57,sin_candidato
INMUNEPLUS CAP X60 PREV,52130,7598953000015,33.5,sin_candidato
INOSITOL CAP 500MG X100 NOW,28234,0733739004758,22.75,sin_candidato
INSECT AER BAYGON VERD 235ML,15396,7591005004399,4.05,sin_candidato
INSECT AER BAYGON VERD 360ML,15382,7591005004405,5.37,sin_candidato
INSECT AER BAYGON VOLADORES AZUL 360ML,96644,7591005677777,5.46,sin_candidato
INSECT AER BAYGON VOLADORES DOB/AC 360ML,96643,7591005004221,6.16,sin_candidato
INSECT AER RAID GOLD RASTREROS 235ML,15392,7591005004160,4.93,sin_candidato
INSECT AER RAID GOLD RASTREROS 360ML,96645,7591005004153,6.6,sin_candidato
INSECT AER RAID HOGAR 360ML,15397,7591005677753,5.99,sin_candidato
INSECT AER RAID MAX 235ML,15393,7591005004375,4.84,sin_candidato
INSECT AER RAID ZANCUDO/MOSCA 235ML,15394,7591005677746,5.01,sin_candidato
INSECT AER RAID ZANCUDO/MOSCA 360ML,15372,7591005677739,6.34,sin_candidato
INSECTIC AER BAYGON AZUL 235ML,15395,7591005677784,4.23,sin_candidato
INTYPROB PROBIOTICOS/PREBIOTICOS CAP X60,54494,7599740000119,49.35,sin_candidato
IPALAT CREM 20G COFA,10960,7591818114001,5.66,score_bajo
IPORET SUSP 40MG/ML 60ML L.O,96800,7591196004253,5.53,score_bajo
IRBERSARTAN TAB 150MG X30 CR BEL,26610,7591940000173,4.64,sin_candidato
ISOR TAB 10MG X10 CR 2N,54409,6977234272104,2.08,sin_candidato
ISPERIN COM/REC 1MG X 30,50229,7706127003568,8.39,sin_candidato
ISPERIN COM/REC 2MG X 30,50230,7706127003582,9.65,sin_candidato
ITISONA CREM 30G PHARME,9412,7592454001182,8.79,score_bajo
IVAGAN FORTE TAB REC 650/1/40MGX25BIOTEC,21170,7591243826814,34.58,score_bajo
IVANOVA TAB 5MG X30 ZORIAK,52161,7599112000457,12.55,sin_candidato
IVARALAN TAB 5MG X30 UNIPH,53770,7598852001861,10.26,sin_candidato
IZABAN DPP COMP REC 25MG/5MG X30 LETI,54207,7591585112941,63.66,score_bajo
JAB ANTIBACT EVERY NIGHT AVENA 110G,23495,7590005162412,1.41,sin_candidato
JAB ANTIBACT EVERY NIGHT MANZ 110G,23496,7590005162429,1.41,sin_candidato
JAB ANTIBACT EVERY NIGHT TROPICAL 110G,23497,7590005162405,1.41,sin_candidato
JAB ANTISEP SANIDEX 120ML,51940,0658325157505,2.08,sin_candidato
JAB BARRA BABY DOVE HUMECT ENRIQ 75G,52701,7891150026025,2.04,sin_candidato
JAB BARRA BABY DOVE HUMECT SENSIB 75G,50205,7891150025998,2.04,sin_candidato
JAB BARRA DERMAX NEUTRO 90G,51550,0736372096944,3.38,score_bajo
JAB BARRA LUX ORQUIDEA NEGR 110G,52705,7702006208239,1.31,sin_candidato
JAB BARRA LUX ROSAS FRANCESAS 110G,52703,7702006208222,1.31,sin_candidato
JAB BARRA MIMLOT BABY SOFT BABY 90G,53307,7599963000187,0.8,sin_candidato
JAB BARRA MIMLOT BABY SWEET BABY 90G,53306,7599963000194,0.8,sin_candidato
JAB BARRA PALMOLIVE CAFE/ALMEN 110G X3,53834,7509546701721,4.83,sin_candidato
JAB BARRA PALMOLIVE MANDA/ROMERO 110G X3,52033,7509546690254,4.83,sin_candidato
JAB BARRA PALMOLIVE NEUTRO BALAN 100G X3,51039,7509546693347,5.56,score_bajo
JAB BARRA PEDI AZUFRADO 100G,27434,7596832000071,2.83,sin_candidato
JAB BARRA PEDI BORICADO 100G,27435,7596832000088,2.83,sin_candidato
JAB BARRA PEDI OXIDO D/ZINC 100G,27437,7596832000118,2.83,score_bajo
JAB BARRA PEDI YODADO 100G,27433,7596832000019,2.83,sin_candidato
JAB BARRA PROTEX FRESH 110G X3,24560,7702010920622,5.36,sin_candidato
JAB BARRA PROTEX NUTRI MACADAMIA 110G X3,51902,7702010921391,5.42,sin_candidato
JAB BARRA PROTEX NUTRI OMEGA 3 110G X3,51903,7702010921292,5.42,sin_candidato
JAB BIOS PIEL GRAS 90G,17098,7595481000234,2.91,sin_candidato
JAB BIOS PIEL SEC 90G,17099,7595481000241,3,sin_candidato
JAB CORP LIQ PALMOLIVE NEUTROBALAN 390ML,27486,7509546059563,6.92,sin_candidato
JAB CREM AMALFI CHERRY 500ML,22909,8414227057648,6.15,sin_candidato
JAB CREM AMALFI CREM FRUTOS D/BOSQ 500ML,22910,8414227057655,3.53,score_bajo
JAB CREM AMALFI SPA 500ML,22919,8414227057747,3.53,sin_candidato
JAB D/TOCADOR MIMLOT ALMEN TRIPACK 270G,52637,7599963000163,1.6,sin_candidato
JAB D/TOCADOR MIMLOT ALOE VERA 125G,19904,7599963000019,0.72,sin_candidato
JAB D/TOCADOR MIMLOT FRESA 90G,23201,7599963000040,0.54,score_bajo
JAB D/TOCADOR MIMLOT FRESA TRIPACK 270G,52636,7599963000156,1.6,score_bajo
JAB D/TOCADOR MIMLOT LIMON 125G,19906,7599963000033,0.72,score_bajo
JAB D/TOCADOR MIMLOT MANZ TRIPACK 375G,52635,7599963000149,2.13,sin_candidato
JAB D/TOCADOR MIMLOT PEP 90G,23199,7599963000064,0.54,sin_candidato
JAB DERMOLIMP BIOS NEUTRA 90G,25714,7595481000265,2.91,score_bajo
JAB DERMOLIMP PALMOLIVE NEUTROBALAN 100G,24863,7509546075013,1.96,sin_candidato
JAB DOVE BARRA KARITE 90G X 3,30001,7891150046528,5.61,sin_candidato
JAB DOVE BARRA KARITE/VAINILLA 90G,29842,7891150019560,2.5,sin_candidato
JAB DOVE BARRA LECHE D/COCO 90G,29860,7891150034075,2.5,score_bajo
JAB DOVE BLAN 90G,38061,7898422746759,2.04,sin_candidato
JAB DOVE LECHE D/COCO Y JAZMIN 90G X 3,50026,7702006201346,5.61,score_bajo
JAB DOVE ORIGINAL 90G X 3,50027,7891150046481,5.61,sin_candidato
JAB EVERY NIGHT BIO COCO 110G,27121,7590005162436,1.41,sin_candidato
JAB EVERY NIGHT BIO COLAG COCO 110G X3,53228,7590005162627,3.83,sin_candidato
JAB EVERY NIGHT BIO MANDARINA 110G,27122,7590005162443,1.41,score_bajo
JAB EVERY NIGHT BIOCOLAG AVENA 110G X3,27125,7590005162641,3.85,sin_candidato
JAB EVERY NIGHT BIOCOLAG E/TROPI 110G X3,27124,7590005162634,3.85,sin_candidato
JAB EVERY NIGHT BIOCOLAG MANZ 110G X3,27123,7590005162658,3.85,sin_candidato
JAB FACIAL BARRA DERMAX AZUFRE 45G,51553,0736372096975,2.46,sin_candidato
JAB FACIAL BARRA DERMAX NEUTRO 45G,51551,0736372096951,2.46,score_bajo
JAB FACIAL GLYCOLICO X 110ML,50360,7591404000497,8.91,sin_candidato
JAB GEL BIOLACT P/DAMAS 200ML,24355,7595651000422,3.75,sin_candidato
JAB INTIMO FRIENDS 240ML,28844,7591061640012,4.67,sin_candidato
JAB INTIMO NIVEA 250ML,50904,4005808538553,6.24,sin_candidato
JAB INTIMO NOSOTRAS AGUA D/ROSAS 200ML,27788,7702026184445,5.66,score_bajo
JAB LIQ ANTIBACT DIOXOGEN 240ML,35545,7591309902759,3.95,sin_candidato
JAB LIQ ANTIBACT PROTEX AVENA 221ML,23887,7702010420313,4.91,sin_candidato
JAB LIQ BACTERICIDA IODINEX 120ML,51942,7599971000025,6.22,sin_candidato
JAB LIQ CORP PALMOLIVE SANDIA/LYCH 390ML,53076,7509546676111,6.36,sin_candidato
JAB LIQ CORP PROTEX AVENA 250ML,51332,7891024114216,4.16,sin_candidato
JAB LIQ CORP PROTEX MEN 250ML,53438,7891024115862,4.08,sin_candidato
JAB LIQ NIVEA DIAMOND/ARGAN 500ML,51755,7501054526933,8.13,sin_candidato
JAB LIQ NIVEA MEN DEEP CLEAN 3EN1 500ML,51756,72140018023,8.16,sin_candidato
JAB LIQ PALMOLIVE NAT CEREZA/COCO 390ML,27592,7509546078885,6.36,score_bajo
JAB LIQ PROTEX ALOE 221ML,94322,7702010420320,4.91,sin_candidato
JAB LIQ SOMHEX 48H 240ML,27602,7596139000507,6.19,sin_candidato
JAB P/MANOS MIMLOT CRANBERRY 500ML,19908,1180201379330,1.73,sin_candidato
JAB P/MANOS MIMLOT PLUM 500ML,19910,1180201379323,1.73,sin_candidato
JAB P/TOCADOR PROTEX AVENA 110G,24076,7702010420337,1.98,sin_candidato
JAB PALMOLIVE ALOE/OLIVA 110G,28545,7509546676982,1.75,sin_candidato
JAB PALMOLIVE AVENA AZUCAR MORENA 110G,28544,7509546677019,1.75,score_bajo
JAB PALMOLIVE BARRA ALOE/OLIVA 110GX3,28855,7509546677026,4.83,sin_candidato
JAB PALMOLIVE BARRA NEUT/BALAN BABY X90G,50483,7509546655079,2.03,sin_candidato
JAB PALMOLIVE BARRA POMEGRANATE 110GX3,28856,7509546677057,4.83,sin_candidato
JAB PALMOLIVE NEUTRO BALANCE DERMO 221ML,27975,7509546059556,5.4,score_bajo
JAB PROTEX AVENA 100G X6,54377,7702010921681,9.56,sin_candidato
JAB PROTEX AVENA 110G X3,24442,99176922353,5.36,sin_candidato
JAB PROTEX BARRA ALOE 110G X 3,28853,099176922391,5.36,sin_candidato
JAB PROTEX CARBON 110G X3,50289,7509546680644,5.42,sin_candidato
JAB PROTEX F/MEN SPORT 110G X3,26029,099176922650,5.36,sin_candidato
JAB PROTEX FRES 110G,19119,7702010420344,1.98,sin_candidato
JAB PROTEX LIMP PROFU 110G X3,27223,7702010920820,5.36,sin_candidato
JAB REXONA ANTIBACT AVENA 110G,50022,7702006405669,1.66,sin_candidato
JAB REXONA ANTIBACT BAMBOO 100G,50025,7702006302081,1.66,sin_candidato
JAB REXONA ANTIBACT BAMBOO 110G X 3,50021,7702006405683,4.6,sin_candidato
JAB REXONA ANTIBACT FRESH 110G,50023,7702006405713,1.66,sin_candidato
JAB REXONA ANTIBACT LIMPIEZA 110G,50024,7702006405690,1.66,sin_candidato
JAB REXONA ANTIBACT LIMPIEZA 110G X 3,50020,7702006405706,4.6,sin_candidato
JAB REXONA BARRA ANTIB FRESH 110G X 3,30005,7702006405737,4.6,sin_candidato
JAB RINTI AZUFRADO 90G,21905,7591635000587,5.4,sin_candidato
JAB RINTI MEDICADO 90G,52218,7591635000938,6.38,sin_candidato
JAB/INTIMO AGRADO 500 ML,22138,8433295047115,5.61,sin_candidato
JALZER MET TAB 50MG/850MG X 30,50714,7841141005072,16.72,score_bajo
JARIT CAP BLD 100MG X30 VIV,26114,7703153035693,37.14,score_bajo
JENGIBRE JBE 120ML RECETT,16876,7594001450924,4.23,sin_candidato
JENGIBRE MIEL JBE 120ML ARC IRIS,90421,7592946056003,10,score_bajo
JENGIBRE MIEL JBE 120ML FC,16813,7593090001185,7.71,score_bajo
JENGIBRE/BERRO JBE S/AZUCAR X 120ML,28836,7594001455813,4.19,score_bajo
JENGIBRE/ZINC/VIT C JBE 180 BIOF,51338,7599558000158,7.55,score_bajo
JER PLUSMEDIC PED 3ML 22G 1 X100,50116,7597467000443,14.85,sin_candidato
JUGO VIVO BERRIES S/AZU SOB 7G X10,51598,7802200266193,0.4,sin_candidato
KADOLEX TAB 25MG X10 ANG/H,27735,7598176000526,6.55,sin_candidato
KAPET TAB REC 75MG X14 MEY,7826,7592601201137,4.66,score_bajo
KATIVIL SOL ORAL 1/10ML S/AZU 240ML COFA,51086,7591818000380,9.79,score_bajo
KATIVIL SOL ORAL 1G/10ML S/AZU 90ML COFA,23963,7591818000205,4.3,score_bajo
KATIVIL SOL ORAL 1G/10ML S/AZU120ML COFA,21580,7591818716694,5.99,score_bajo
KAZEPINA PVO PED100MG/5ML NAR 60ML ANG/H,27739,7598677000469,3.39,sin_candidato
KEPPRA SOL/ORAL 100MG/MG X 300ML,28896,7441026001979,101.18,score_bajo
KEPRORET JBE 1MG/ML 120ML L.O,26611,7591196006127,8.22,score_bajo
KERATIUM CAP 300MG X60 NAT PREM,24535,7592430000567,7.29,sin_candidato
KETOBLUX AMP 100MG/2ML X10 BLUE/M,50778,7598127002128,25.97,sin_candidato
KETOCONAZOL CREM 2% 15G KIMIC,8683,7592616584027,3.7,score_bajo
KETOCONAZOL CREM 2% 20G PORTU,23727,7750215003817,2.31,score_bajo
KETOCONAZOL CREM TOP 2% 30G TIAR,53376,198715206036,3.74,score_bajo
"KETOGEL GEL TOP 2,5% 30G TIAR",53372,198715871241,4.68,sin_candidato
KETOGESIC 10 CAP BLD 100MG X10 PLN,50994,7592348231107,5.79,score_bajo
KETOMED CHAMPU 100ML MEG,30800,7703332003031,26.62,score_bajo
KETOPROFENO AMP IV/IM 100MG X10 TIAR,26418,8904187861770,21.26,score_bajo
KETOROLAC SOL IM/IV 30MG/ML X10 ADN,24676,8904187828292,12.57,score_bajo
KETOROLAC/TROM TAB SUBL 30MGX4 PHARME,22593,7703763791569,4.51,score_bajo
KETOVEN CREM 2% 30G SGG,21560,7596347793581,8.26,sin_candidato
KEYDOL COMP REC 400MG/4MG X10 MEG,54359,7591619001524,3.92,score_bajo
KEYDOL COMP REC 400MG/4MG X20 MEG,54358,7591619001531,6.21,score_bajo
KEYDOL COMP REC 600MG/4MG X10 MEG,54360,7591619001548,5.06,score_bajo
KEYDOL COMP REC 600MG/4MG X20 MEG,54361,7591619001555,8.78,score_bajo
KIDCAL SUSP 300MG TUTTI FRUTTI 180ML FAR,5708,7591821102026,9.84,score_bajo
KINEX TAB 2MG X 30,29990,7501384550189,19.98,sin_candidato
KIT P/NEBULIZAR PLUSMEDIC PED,21779,7597467000177,2.41,score_bajo
"KIT TINTE DRENE COLOR CAS CLA CAO 5,5 X2",51412,7590005113711,8.89,score_bajo
KIT TINTE DRENE COLOR RUB/OSC CHOCO 6.53,29708,7590005113889,5.69,sin_candidato
KIT TINTE DRENE COLOR RUB/OSCURO 6.0,29707,7590005113841,5.69,sin_candidato
KLINCOSAL SUSP SAB/UVA X 180ML,50512,7591619000695,9.09,score_bajo
KLINCOSAL TAB MAST 202MG/100MG UVAX30MEG,14447,7591619519111,9.74,score_bajo
KOENZYM Q10 CAP 100MG X30 DOLLY,54375,7598928000293,15.21,sin_candidato
KOMENCY TAB/REC 10MG X 30,50227,7706127000598,10.65,score_bajo
KOMENCY TAB/REC 20MG X 30,50228,7706127000604,14.36,score_bajo
"KUARA SOL OFT 0,2% 3ML MEG",14973,7730969307553,9.61,score_bajo
KURD & CARE PVO SUSP ORAL 250ML,52163,7591616002371,2.83,sin_candidato
L-ARGININA/L-CITRULINA CAP X30 VAL,23183,617748376276,13.69,score_bajo
L-CARNITINA CAP 500MG X30 VAL,13149,714439705527,16.6,score_bajo
L-CARNITINA CAP BLD 500MG X30,25750,0685239846928,10.44,score_bajo
L-CARNITINA CAP BLD 500MG X60,25751,0685239846935,13.87,score_bajo
L-CARNITINA TAB X 60 ARC IRIS,27172,7592946001140,16.23,score_bajo
L-GLUTAMINA CAP 500MG X30 VAL,13150,714439705558,11.06,score_bajo
L-GLUTAMINA CAP X60 NAT PREM,17121,7592430001588,7.3,score_bajo
L-TAURINA CAP 500MG X100 NOW,90963,733739107961,16.75,sin_candidato
L-TREONATO D/MAGENSIO CAP 670MG X30 VAL,51348,644197336230,34.57,sin_candidato
LACRIDOS SOL OFT 15ML L.O,10944,7591196000286,9.6,score_bajo
LACRIFORT SOL OFT 15ML L.O,92498,7591196004208,11.01,score_bajo
"LACTIBON BARRA SYNDET PH3,5 120G",36639,7703281004325,14.29,sin_candidato
LACTOVIGOR SAN SIMON PVO 400G,27533,7596914000081,3.76,score_bajo
LACTOVIGOR SAN SIMON PVO 900G,17902,7591695002095,7.34,score_bajo
LAFARCAINA TAB NAR X16 ELM,28270,7591062901310,3.62,score_bajo
LAGRICOF SOL OFT 15ML COFA,20806,7591818716861,9.96,sin_candidato
LAGRIMAS ARTIFICIALES SOL OFT 15ML L.O,5330,7591196002624,8.48,sin_candidato
LAMEDOR C/ZABILA JBE ADU S/AZUCAR X120ML,28833,7594001455790,5.05,score_bajo
LAMEDOR C/ZABILA JBE PED 120ML RECETT,97086,7594001451044,4.05,sin_candidato
LAMEDOR C/ZABILA JBE PED S/AZUCAR X120ML,28834,7594001455806,3.55,score_bajo
LAMEDOR JBE 120ML CHEM/S,3111,7557956320933,5.82,sin_candidato
LAMEDOR JBE ADU S/AZUCAR X 120ML,28831,7594001455776,3.55,score_bajo
LAMEDOR JBE COMPU 120ML CHEM/S,45255,7557956320926,5.82,sin_candidato
LAMEDOR JBE PED S/AZUCAR X 120ML,28832,7594001455783,3.01,score_bajo
LAMICTAL TAB MAST 100 MG X30 FARMA,11117,5010706009295,30.86,score_bajo
LAMICTAL TAB/MAST 50MG X 30,11118,5010706008359,20.06,score_bajo
"LAMOFLOX SOL OFT 0,5% 5ML DIEMA",52799,7750778000711,13.12,score_bajo
LANCERAN SOL ORAL 5MG/5ML 120ML BIOQ,50196,7594000850237,4.91,sin_candidato
LASIX COMP 40MG X12 CLX,2064,7591519317619,5.4,score_bajo
"LATACOF DUO SOL OFT 2,5ML COFA",20801,7591818716809,13.32,score_bajo
"LATACOF SOL OFT 2,5ML COFA",20800,7591818716793,15.84,sin_candidato
LAVAP CREM AXION BICARBONATO 7EN1 450G,53440,7509546698748,3.86,score_bajo
LAVAP CREM AXION M/USO 450G,17773,7591083018608,3.56,sin_candidato
LAVAPLATOS AXION CREM LIMON X850G,28859,7702010382147,6.12,score_bajo
LAXALIX TAB LR 5MG X100 PORTU,27071,7750215022184,11.48,sin_candidato
LAXOPRO COMP REC 5MG X10 DISK,24980,0793869810407,2.03,score_bajo
LECHE DESCREM PVO SVELTY 400G,53803,7591016206508,9.69,score_bajo
LECHE LA CAMPESINA COMP HIERRO/VIT 400G,29419,7591016206157,8.24,score_bajo
LECHE LA CAMPESINA PVO NUTRIRINDE X 400G,50545,7591016205914,5.32,score_bajo
LECHE MAGNESIA SALUDX SUSP ORAL X 100ML,28594,7894164009664,3.74,score_bajo
LECHE PVO SAN SIMON COMPLE 125G,25522,7596914000364,2.65,score_bajo
LECHE PVO SAN SIMON COMPLE 400G,21499,7596914000371,7.69,score_bajo
LECHE PVO SAN SIMON COMPLE 900G,20355,7596914000388,15.5,score_bajo
LECHE PVO SAN SIMON SEMIDES DESLACT 400G,51905,7596914000920,8.88,score_bajo
LECHE PVO SAN SIMON SEMIDESCREM 900G,53452,7596914000982,18.19,score_bajo
LECITHIN CAP 1200MG X100 NOW,6790,733739100139,22,sin_candidato
LEOVAL TAB 500MG X30 FC PHARMA,54536,7593090003493,17.73,sin_candidato
LERCANIDIPINA CLORH COMP REC 10MGX30 GNV,14417,7591585272652,27.31,score_bajo
LERCANIDIPINA HCL COMP REC 20MG X10 LETI,97121,7591585172662,7.1,score_bajo
LERCANIDIPINA HCL COMP REC 20MG X30 LETI,52341,7591585272669,30.39,score_bajo
