ef,sku,nombre_antes,nombre_despues,forma,frase_quitada,flag
E.F.G.38.613,ME38613,"VALSARTAN - HIDROCLOROTIAZIDA 80 mg - 12,5 mg TABLETAS RECUBIERTAS X 30 recubierta","VALSARTAN - HIDROCLOROTIAZIDA 80 mg - 12,5 mg X 30 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.33.646,ME33646/2,"VASATEN HCT 80 mg - 12,5 mg COMPRIMIDOS RECUBIERTOS X 10 recubierta","VASATEN HCT 80 mg - 12,5 mg X 10 COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.33.646,ME33646/3,"VASATEN HCT 80 mg - 12,5 mg COMPRIMIDOS RECUBIERTOS X 14 tabletas","VASATEN HCT 80 mg - 12,5 mg X 14 COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.35.526,ME35526/2,"VALSARTAN - HIDROCLOROTIAZIDA 80 mg - 12,5 mg TABLETAS RECUBIERTAS X 10 tabletas","VALSARTAN - HIDROCLOROTIAZIDA 80 mg - 12,5 mg X 10 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.35.526,ME35526/3,"VALSARTAN - HIDROCLOROTIAZIDA 80 mg - 12,5 mg TABLETAS RECUBIERTAS X 30 tabletas","VALSARTAN - HIDROCLOROTIAZIDA 80 mg - 12,5 mg X 30 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.44.465,ME44465,VALSARTAN 160 MG TABLETAS RECUBIERTAS X 30 recubierta,VALSARTAN 160 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.37.644,ME37644/2,VALSARTAN 80 mg CAPSULAS X 14 recubierta,VALSARTAN 80 mg X 14 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.G.37.644,ME37644/3,VALSARTAN 80 mg CAPSULAS X 30 recubierta,VALSARTAN 80 mg X 30 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.43.273,ME43273/3,VASPITOR 20 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta,VASPITOR 20 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.43.273,ME43273/2,VASPITOR 20 mg COMPRIMIDOS RECUBIERTOS X 10 recubierta,VASPITOR 20 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.43.342,ME43342/3,VASPITOR 40 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta,VASPITOR 40 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.43.342,ME43342/2,VASPITOR 40 mg COMPRIMIDOS RECUBIERTOS X 10 recubierta,VASPITOR 40 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.43.211,ME43211/2,VECTUS 20 mg TABLETAS RECUBIERTAS X 1 recubierta,VECTUS 20 mg X 1 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.43.211,ME43211/3,VECTUS 20 mg TABLETAS RECUBIERTAS X 2 recubierta,VECTUS 20 mg X 2 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.43.394,ME43394/2,VECTUS 5 mg TABLETAS RECUBIERTAS X 10 recubierta,VECTUS 5 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.43.394,ME43394/3,VECTUS 5 mg TABLETAS RECUBIERTAS X 20 recubierta,VECTUS 5 mg X 20 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.43.394,ME43394/4,VECTUS 5 mg TABLETAS RECUBIERTAS X 30 recubierta,VECTUS 5 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.43.348,ME43348/3,DIOSMINA - HESPERIDINA 450 mg - 50 mg CAPSULAS BLANDAS X 30 blanda,DIOSMINA - HESPERIDINA 450 mg - 50 mg X 30 CAPSULAS BLANDAS,CAPSULAS,CAPSULAS BLANDAS,limpio
E.F.G.43.348,ME43348/2,DIOSMINA - HESPERIDINA 450 mg - 50 mg CAPSULAS BLANDAS X 10 capsulas,DIOSMINA - HESPERIDINA 450 mg - 50 mg X 10 CAPSULAS BLANDAS,CAPSULAS,CAPSULAS BLANDAS,limpio
E.F.35.075,ME35075,VESTAX 650 mg TABLETAS X 10 tabletas,VESTAX 650 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.32.103,ME32103,VIAJESAN 50 mg TABLETAS RECUBIERTAS X 10 tabletas,VIAJESAN 50 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.32.610,ME32610/3,VIASEk 50 mg COMPRIMIDOS RECUBIERTOS X 2 comprimidos,VIASEk 50 mg X 2 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.32.610,ME32610/2,VIASEk 50 mg COMPRIMIDOS RECUBIERTOS X 1 recubierta,VIASEk 50 mg X 1 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.32.611,ME32611,VIGRASOL 50 mg COMPRIMIDOS RECUBIERTOS X 1 comprimidos,VIGRASOL 50 mg X 1 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.42.486,ME42486,VILDAGLIPTINA 50 mg COMPRIMIDOS X 30 tabletas,VILDAGLIPTINA 50 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.41.583,ME41583,DARLIDE 1.000 UI CAPSULAS BLANDAS X 100 capsulas,DARLIDE 1.000 UI X 100 CAPSULAS BLANDAS,CAPSULAS,CAPSULAS BLANDAS,limpio
E.F.39.856,ME39856/3,FARMAD 1000 UI TABLETAS RECUBIERTAS X 60 capsulas,FARMAD 1000 UI X 60 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.39.856,ME39856/4,FARMAD 1000 UI TABLETAS RECUBIERTAS X 100 tabletas,FARMAD 1000 UI X 100 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.39.856,ME39856/2,FARMAD 1000 UI TABLETAS RECUBIERTAS X 30 tabletas,FARMAD 1000 UI X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.26.226,HO26226,VITAMINA B12 5 mg / mL SOLUCION INYECTABLE X 1 solucion inyectable,VITAMINA B12 5 mg / mL X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.G.6.024,ME6024,VITAMINA B12 500 mcg CAPSULAS X 20 capsulas,VITAMINA B12 500 mcg X 20 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.G.27.999,HO27999,VITAMINA C 500 mg / 5 mL SOLUCION INYECTABLE X 10 solucion inyectable,VITAMINA C 500 mg / 5 mL X 10 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.44.594,ME44594/2,DEROVIT 5000 UI CÁPSULAS BLANDAS X 60 capsulas,DEROVIT 5000 UI X 60 CÁPSULAS BLANDAS,CAPSULAS,CÁPSULAS BLANDAS,limpio
E.F.44.594,ME44594/3,DEROVIT 5000 UI CÁPSULAS BLANDAS X 100 masticable,DEROVIT 5000 UI X 100 CÁPSULAS BLANDAS,CAPSULAS,CÁPSULAS BLANDAS,limpio
E.F.G.44.099,ME44099/3,VITAMINA C 500 mg TABLETAS MASTICABLES SABOR A NARANJA X 15 blanda,VITAMINA C 500 mg X 15 TABLETAS MASTICABLES SABOR A NARANJA,TABLETAS,TABLETAS MASTICABLES SABOR A NARANJA,limpio
E.F.G.44.099,ME44099/4,VITAMINA C 500 mg TABLETAS MASTICABLES SABOR A NARANJA X 30 tabletas,VITAMINA C 500 mg X 30 TABLETAS MASTICABLES SABOR A NARANJA,TABLETAS,TABLETAS MASTICABLES SABOR A NARANJA,limpio
E.F.G.44.099,ME44099/2,VITAMINA C 500 mg TABLETAS MASTICABLES SABOR A NARANJA X 10 masticable,VITAMINA C 500 mg X 10 TABLETAS MASTICABLES SABOR A NARANJA,TABLETAS,TABLETAS MASTICABLES SABOR A NARANJA,limpio
E.F.G.32.842,ME32842/2,VITAMINA E 400 UI CAPSULAS BLANDAS X 30 blanda,VITAMINA E 400 UI X 30 CAPSULAS BLANDAS,CAPSULAS,CAPSULAS BLANDAS,limpio
E.F.G.32.842,ME32842/3,VITAMINA E 400 UI CAPSULAS BLANDAS X 50 blanda,VITAMINA E 400 UI X 50 CAPSULAS BLANDAS,CAPSULAS,CAPSULAS BLANDAS,limpio
E.F.G.16.233,HO16233,VITAMINA K1 10 mg / mL SOLUCION INYECTABLE X 3 solucion inyectable,VITAMINA K1 10 mg / mL X 3 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.31.004,ME31004/2,VITADYN C 500 mg TABLETAS MASTICABLES SABOR A FRUTAS TROPICALES X 10 tabletas,VITADYN C 500 mg TABLETAS MASTICABLES SABOR A FRUTAS TROPICALES X 10 TABLETAS,TABLETAS,,sin_coincidencia
E.F.31.004,ME31004/3,VITADYN C 500 mg TABLETAS MASTICABLES SABOR A FRUTAS TROPICALES X 30 tabletas,VITADYN C 500 mg TABLETAS MASTICABLES SABOR A FRUTAS TROPICALES X 30 TABLETAS,TABLETAS,,sin_coincidencia
E.F.27.330,ME27330,VITAMINA E 100 mg CAPSULAS BLANDAS X 60 capsulas,VITAMINA E 100 mg X 60 CAPSULAS BLANDAS,CAPSULAS,CAPSULAS BLANDAS,limpio
E.F.36.327,ME36327,HISTAGRIP FORTE TABLETAS RECUBIERTAS X 10 tabletas,HISTAGRIP FORTE X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.30.487,ME30487/2,VIZERUL 75 mg COMPRIMIDOS RECUBIERTOS X 10 comprimidos,VIZERUL 75 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.30.487,ME30487/3,VIZERUL 75 mg COMPRIMIDOS RECUBIERTOS X 20 comprimidos,VIZERUL 75 mg X 20 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.38.380,ME38380,VIZERUL 150 mg / 10 mL SOLUCION ORAL X 10 recubierta,VIZERUL 150 mg / 10 mL X 10 SOLUCION ORAL,SOLUCION ORAL,SOLUCION ORAL,limpio
E.F.42.691,HO42691,VOLCOFEN 75 mg / 3 mL SOLUCION INYECTABLE X 1 solucion inyectable,VOLCOFEN 75 mg / 3 mL X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.44.590,ME44590,VONAU FLASH 4mg TABLETAS DE DESINTEGRACION ORAL  X 10 tabletas,VONAU FLASH 4mg TABLETAS DE DESINTEGRACION ORAL X 10 TABLETAS,TABLETAS,,sin_coincidencia
E.F.41.121,HO41121/2,XANEXTRA 500 mg / 5 mL SOLUCION INYECTABLE X 1 solucion inyectable,XANEXTRA 500 mg / 5 mL X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.41.121,HO41121/3,XANEXTRA 500 mg / 5 mL SOLUCION INYECTABLE X 21 comprimidos,XANEXTRA 500 mg / 5 mL X 21 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.43.896,ME43896,XAROX 10 mg TABLETAS RECUBIERTAS. X 30 tabletas,XAROX 10 mg X 30 TABLETAS RECUBIERTAS.,TABLETAS,TABLETAS RECUBIERTAS.,limpio
E.F.43.897,ME43897,XAROX 15 mg TABLETAS RECUBIERTAS X 30 tabletas,XAROX 15 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.43.895,ME43895,XAROX 20 mg TABLETAS RECUBIERTAS X 30 tabletas,XAROX 20 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.37.761,ME37761,XEROGRAX 120 mg CAPSULAS X 60 capsulas,XEROGRAX 120 mg X 60 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.G.44.211,ME44211,PRAMIPEXOL 1 mg TABLETAS X 28 comprimidos,PRAMIPEXOL 1 mg X 28 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.33.445,ME33445,"ZALDIAR 37,5 mg - 325 mg COMPRIMIDOS RECUBIERTOS X 20 comprimidos","ZALDIAR 37,5 mg - 325 mg X 20 COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.43.300,ME43300,ZILDON 10 mg TABLETAS RECUBIERTAS X 30 recubierta,ZILDON 10 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.32.695,ME32695,REDOXON ZINC COMPRIMIDOS EFERVESCENTES X 100 tabletas,REDOXON ZINC X 100 COMPRIMIDOS EFERVESCENTES,COMPRIMIDOS,COMPRIMIDOS EFERVESCENTES,limpio
E.F.43.669,ME43669/2,"VITADYN C ZINC 500mg - 7,5mg CÁPSULAS X 30 capsulas","VITADYN C ZINC 500mg - 7,5mg X 30 CÁPSULAS",CAPSULAS,CÁPSULAS,limpio
E.F.43.669,ME43669/3,"VITADYN C ZINC 500mg - 7,5mg CÁPSULAS X 60 capsulas","VITADYN C ZINC 500mg - 7,5mg X 60 CÁPSULAS",CAPSULAS,CÁPSULAS,limpio
E.F.33.820,ME33820/2,ZOLPIDEX 10 mg COMPRIMIDOS RECUBIERTOS X 10 comprimidos,ZOLPIDEX 10 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.33.820,ME33820/3,ZOLPIDEX 10 mg COMPRIMIDOS RECUBIERTOS X 20 comprimidos,ZOLPIDEX 10 mg X 20 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.39.051,ME39051,ZONIUM 20 mg CAPSULAS CON MICROGRANULOS ENTERICOS X 14 capsulas,ZONIUM 20 mg X 14 CAPSULAS CON MICROGRANULOS ENTERICOS,CAPSULAS,CAPSULAS CON MICROGRANULOS ENTERICOS,limpio
E.F.39.050,ME39050,ZONIUM 40 mg CAPSULAS CON MICROGRANULOS ENTERICOS X 14 capsulas,ZONIUM 40 mg X 14 CAPSULAS CON MICROGRANULOS ENTERICOS,CAPSULAS,CAPSULAS CON MICROGRANULOS ENTERICOS,limpio
E.F.G.43.207,ME43207,"ZOPICLONA 7,5 mg TABLETAS RECUBIERTAS X 10 tabletas","ZOPICLONA 7,5 mg X 10 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.33.888,ME33888/2,ZOST 50 mg COMPRIMIDOS X 1 comprimidos,ZOST 50 mg X 1 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.33.888,ME33888/3,ZOST 50 mg COMPRIMIDOS X 2 comprimidos,ZOST 50 mg X 2 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.33.888,ME33888/4,ZOST 50 mg COMPRIMIDOS X 4 comprimidos,ZOST 50 mg X 4 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.25.566,ME25566,ZYRTEC 10 mg COMPRIMIDOS RECUBIERTOS X 20 tabletas,ZYRTEC 10 mg X 20 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.33.906,ME33906,ACETAMINOFEN 650 mg TABLETAS X 10 tabletas,ACETAMINOFEN 650 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.43.427,ME43427/2,ACETAMINOFEN 500 mg TABLETAS X 10 tabletas,ACETAMINOFEN 500 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.43.427,ME43427/3,ACETAMINOFEN 500 mg TABLETAS X 30 tabletas,ACETAMINOFEN 500 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.41.663,ME41663,ACETAMINOFEN 650 mg COMPRIMIDOS X 10 tabletas,ACETAMINOFEN 650 mg X 10 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.42.908,ME42908,ACETAMINOFEN 120 mg / 5 mL SOLUCION ORAL X 10 tabletas,ACETAMINOFEN 120 mg / 5 mL X 10 SOLUCION ORAL,SOLUCION ORAL,SOLUCION ORAL,limpio
E.F.G.37.056,ME37056,ACIDO ACETIL SALICILICO 81 mg COMPRIMIDOS ENTERICOS X 30 tabletas,ACIDO ACETIL SALICILICO 81 mg X 30 COMPRIMIDOS ENTERICOS,COMPRIMIDOS,COMPRIMIDOS ENTERICOS,limpio
E.F.G.29.911,ME29911/2,ACIDO FOLICO 10 mg TABLETAS X 20 tabletas,ACIDO FOLICO 10 mg X 20 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.29.911,ME29911/3,ACIDO FOLICO 10 mg TABLETAS X 30 tabletas,ACIDO FOLICO 10 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.29.912,ME29912,ACIDO FOLICO 5 mg TABLETAS X 30 tabletas,ACIDO FOLICO 5 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.33.777,ME33777/2,AIRON 5 mg TABLETAS MASTICABLES X 10 tabletas,AIRON 5 mg X 10 TABLETAS MASTICABLES,TABLETAS,TABLETAS MASTICABLES,limpio
E.F.33.777,ME33777/3,AIRON 5 mg TABLETAS MASTICABLES X 30 tabletas,AIRON 5 mg X 30 TABLETAS MASTICABLES,TABLETAS,TABLETAS MASTICABLES,limpio
E.F.G.39.048,ME39048/2,ALBENDAZOL 200 mg TABLETAS MASTICABLES SABOR A BANANA X 2 tabletas,ALBENDAZOL 200 mg X 2 TABLETAS MASTICABLES SABOR A BANANA,TABLETAS,TABLETAS MASTICABLES SABOR A BANANA,limpio
E.F.G.39.048,ME39048/3,ALBENDAZOL 200 mg TABLETAS MASTICABLES SABOR A BANANA X 6 tabletas,ALBENDAZOL 200 mg X 6 TABLETAS MASTICABLES SABOR A BANANA,TABLETAS,TABLETAS MASTICABLES SABOR A BANANA,limpio
E.F.G.37.677,ME37677,"SECNIDAZOL - ITRACONAZOL 166,66 mg - 33,33 mg CAPSULAS X 12 capsulas","SECNIDAZOL - ITRACONAZOL 166,66 mg - 33,33 mg X 12 CAPSULAS",CAPSULAS,CAPSULAS,limpio
E.F.34.717,ME34717,ALIPAL FORTE NOCHE 650 mg - 4 mg CAPSULAS X 12 capsulas,ALIPAL FORTE NOCHE 650 mg - 4 mg X 12 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.G.30.270,ME30270/2,AMLODIPINA 10 mg TABLETAS X 20 tabletas,AMLODIPINA 10 mg X 20 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.30.270,ME30270/3,AMLODIPINA 10 mg TABLETAS X 30 tabletas,AMLODIPINA 10 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.42.427,ME42427,AMLODIPINO 10 mg COMPRIMIDOS X 20 tabletas,AMLODIPINO 10 mg X 20 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.42.428,ME42428,AMLODIPINO 5 mg COMPRIMIDOS X 20 tabletas,AMLODIPINO 5 mg X 20 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.30.269,ME30269,AMLODIPINA 5 mg TABLETAS X 30 tabletas,AMLODIPINA 5 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.32.836,ME32836/2,AMOVIN 500 mg TABLETAS RECUBIERTAS X 3 tabletas,AMOVIN 500 mg X 3 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.32.836,ME32836/3,AMOVIN 500 mg TABLETAS RECUBIERTAS X 6 tabletas,AMOVIN 500 mg X 6 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.35.012,ME35012,AMOXICILINA 500 mg CAPSULAS X 12 capsulas,AMOXICILINA 500 mg X 12 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.42.339,ME42339,"AMPROVIL 0,5 mg CAPSULAS. X 30 capsulas","AMPROVIL 0,5 mg X 30 CAPSULAS.",CAPSULAS,CAPSULAS.,limpio
E.F.40.060,ME40060/3,"ANTAAR 2,5 mg TABLETAS RECUBIERTAS X 30 tabletas","ANTAAR 2,5 mg X 30 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.40.060,ME40060/2,"ANTAAR 2,5 mg TABLETAS RECUBIERTAS X 10 tabletas","ANTAAR 2,5 mg X 10 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.40.058,ME40058,ANTAAR 5 mg TABLETAS RECUBIERTAS X 30 tabletas,ANTAAR 5 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.41.982,ME41982,"ANTAAR HCT 2,5 mg - 6,25 mg TABLETAS X 30 tabletas","ANTAAR HCT 2,5 mg - 6,25 mg X 30 TABLETAS",TABLETAS,TABLETAS,limpio
E.F.36.411,ME36411,ANTIFOM 125 mg TABLETAS MASTICABLES X 10 tabletas,ANTIFOM 125 mg X 10 TABLETAS MASTICABLES,TABLETAS,TABLETAS MASTICABLES,limpio
E.F.33.576,ME33576,ANTILAX 2 mg TABLETAS X 10 tabletas,ANTILAX 2 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.42.368,ME42368/2,APLACAL 750 mg TABLETAS MASTICABLES SABOR A FRAMBUESA X 10 tabletas,APLACAL 750 mg TABLETAS MASTICABLES SABOR A FRAMBUESA X 10 TABLETAS,TABLETAS,,sin_coincidencia
E.F.42.368,ME42368/3,APLACAL 750 mg TABLETAS MASTICABLES SABOR A FRAMBUESA X 80 tabletas,APLACAL 750 mg TABLETAS MASTICABLES SABOR A FRAMBUESA X 80 TABLETAS,TABLETAS,,sin_coincidencia
E.F.42.365,ME42365/2,APLACAL 750 mg TABLETAS MASTICABLES SABOR A MENTA X 10 tabletas,APLACAL 750 mg X 10 TABLETAS MASTICABLES SABOR A MENTA,TABLETAS,TABLETAS MASTICABLES SABOR A MENTA,limpio
E.F.42.365,ME42365/4,APLACAL 750 mg TABLETAS MASTICABLES SABOR A MENTA X 120 tabletas,APLACAL 750 mg X 120 TABLETAS MASTICABLES SABOR A MENTA,TABLETAS,TABLETAS MASTICABLES SABOR A MENTA,limpio
E.F.42.365,ME42365/3,APLACAL 750 mg TABLETAS MASTICABLES SABOR A MENTA X 80 tabletas,APLACAL 750 mg X 80 TABLETAS MASTICABLES SABOR A MENTA,TABLETAS,TABLETAS MASTICABLES SABOR A MENTA,limpio
E.F.42.367,ME42367,APLACAL 750 mg TABLETAS MASTICABLES SABOR A MANDARINA X 80 tabletas,APLACAL 750 mg X 80 TABLETAS MASTICABLES SABOR A MANDARINA,TABLETAS,TABLETAS MASTICABLES SABOR A MANDARINA,limpio
E.F.38.655,ME38655/2,ARANDA 5 mg - 50 mg CAPSULAS X 10 capsulas,ARANDA 5 mg - 50 mg X 10 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.38.655,ME38655/3,ARANDA 5 mg - 50 mg CAPSULAS X 30 capsulas,ARANDA 5 mg - 50 mg X 30 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.40.610,ME40610,"ARESAN HCT 20 mg - 12,5 mg TABLETAS RECUBIERTAS X 10 tabletas","ARESAN HCT 20 mg - 12,5 mg X 10 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.31.478,ME31478,ARTRODAR 50 mg CAPSULAS X 30 capsulas,ARTRODAR 50 mg X 30 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.43.205,ME43205,ASPIXAN 81 mg TABLETAS CON RECUBRIMIENTO ENTERICO X 100 tabletas,ASPIXAN 81 mg X 100 TABLETAS CON RECUBRIMIENTO ENTERICO,TABLETAS,TABLETAS CON RECUBRIMIENTO ENTERICO,limpio
E.F.43.853,ME43853,ASTRIMOL 5 mg TABLETAS RECUBIERTAS X 30 tabletas,ASTRIMOL 5 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.33.009,ME33009,ATAMEL PLUS 500 mg - 32 mg TABLETAS X 10 tabletas,ATAMEL PLUS 500 mg - 32 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.27.910,ME27910,ATENOLOL 50 mg COMPRIMIDOS X 30 tabletas,ATENOLOL 50 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.39.007,ME39007,ATORVASTATINA 40 mg TABLETAS RECUBIERTAS X 30 tabletas,ATORVASTATINA 40 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.36.258,ME36258,ATROVERAN 10 mg TABLETAS RECUBIERTAS X 10 tabletas,ATROVERAN 10 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.16.167,ME16167,"BETADERM CON GENTAMICINA 0,1 % - 0,1 % CREMA X 1 ampollas","BETADERM CON GENTAMICINA 0,1 % - 0,1 % X 1 CREMA",CREMA,CREMA,limpio
E.F.G.22.899,HO22899,BETAMETASONA 4 mg / mL SOLUCION INYECTABLE X 1 ampollas,BETAMETASONA 4 mg / mL X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.G.32.578,HO32578,BICARBONATO DE SODIO AL 5 % SOLUCION INYECTABLE X 1 ampollas,BICARBONATO DE SODIO AL 5 % X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.41.690,ME41690,BIOCOR 20 mg TABLETAS RECUBIERTAS X 30 tabletas,BIOCOR 20 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.38.313,ME38313,OLMESARTAN MEDOXOMILO 40 mg TABLETAS RECUBIERTAS X 30 tabletas,OLMESARTAN MEDOXOMILO 40 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.44.036,ME44036,CARIBAN FORTE 20 mg - 20 mg COMPRIMIDOS RECUBIERTOS DE LIBERACION CONTROLADA X 20 capsulas,CARIBAN FORTE 20 mg - 20 mg X 20 COMPRIMIDOS RECUBIERTOS DE LIBERACION CONTROLADA,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS DE LIBERACION CONTROLADA,limpio
E.F.G.39.139,ME39139,"BISOPROLOL FUMARATO 2,5 mg TABLETAS RECUBIERTAS X 30 tabletas","BISOPROLOL FUMARATO 2,5 mg X 30 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
