proveedor,descripcion,codigo,codigo_aux,costo_usd,producto_id_bd,nombre_producto_bd,precio_final_usd,estado,motivo
drovencentro,ABRETIA 10MG 10CAPS ATOMOXETINA,7591619520889       ,"MEGALABS VZL, C.A.",16.11,3781,ABRETIA 10 mg CAPSULAS,26.85,matched,score=0.914
drovencentro,ABRETIA 18MG 10CAPS ATOMOXETINA,7591619520896       ,"MEGALABS VZL, C.A.",21.76,,,,sin_match,sin_candidato
drovencentro,ABRETIA 25MG  20CAPS ATOMOXETINA,7591619520902       ,"MEGALABS VZL, C.A.",41.15,3827,ABRETIA 25 mg CAPSULAS,68.58,matched,score=0.910
drovencentro,ACALIX 60MG 30TAB VARGAS,7592349001662       ,"LABORATORIOS VARGAS, S.A",8.75,,,,sin_match,sin_candidato
drovencentro,ACEBLU+PLUS  650MG  10TAB ACETAMINOFEN BLUE MEDICAL,7598127001671       ,REPRESENTACIONES BLUE MEDICAL TRADE C.A.,0.4,,,,sin_match,sin_candidato
drovencentro,ACECLOFENACO 100MG TAB DISP 10 MT GLOBAL CARE,8908000942158       ,"MT GLOBAL CARE, C.A.",1.74,,,,sin_match,sin_candidato
drovencentro,ACEITE DE COCO 30ML FSI  1 FRASCO,7592368000073       ,"LABORATORIO FSI., C.A.",1.99,,,,sin_match,sin_candidato
drovencentro,ACEITE DE COCO 30ML RECETTMARKET,7594001450054       ,"LABORATORIO RECETTEMARK, C.A.",2.21,,,,sin_match,sin_candidato
drovencentro,ACEITE DE COCO 60ML RECETTMARKET,7594001450061       ,"LABORATORIO RECETTEMARK, C.A.",4.06,,,,sin_match,sin_candidato
drovencentro,ACEITE DE PALO 30ML RECETTMARKET,7594001450122       ,"LABORATORIO RECETTEMARK, C.A.",3.4,,,,sin_match,sin_candidato
drovencentro,ACEITE DE RICINO 120ML ABEJITA,7597134000103       ,FABIO MEJIA OSPINA  (LABORATORIO LA ABEJITA),6.27,,,,sin_match,sin_candidato
drovencentro,ACEITE DE RICINO 30ML  LYA,7599028000053       ,"LABORATORIOS LYA, C.A",3.67,,,,sin_match,sin_candidato
drovencentro,ACEITE DE RICINO 30ML FSI 1FRASCO,7592368000165       ,"LABORATORIO FSI., C.A.",2.65,,,,sin_match,sin_candidato
drovencentro,ACEITE DE RICINO 30ML RECETTMARKET,7594001450153       ,"LABORATORIO RECETTEMARK, C.A.",4.34,,,,sin_match,sin_candidato
drovencentro,ACEITE DE RICINO PLUS SOL 30ML SOMA,7596139000101       ,"CHEMYCAL´S SOMA C,A.HOSP",5.23,,,,sin_match,sin_candidato
drovencentro,ACEITE MINERAL 30ML 1UNID FSI,7592368000196       ,"LABORATORIO FSI., C.A.",1.55,,,,sin_match,sin_candidato
drovencentro,ACEITE MINERAL 30ML RECETTMARKET,7594001450092       ,"LABORATORIO RECETTEMARK, C.A.",7.02,,,,sin_match,sin_candidato
drovencentro,ACEITE OZONIZADO GIRASOL COCO 60ML OZONEPUI,7593319001958       ,"CORPORACION AMODIO, C.A.",10.76,,,,sin_match,sin_candidato
drovencentro,ACEMAX 650MG  10TAB ACETAMINOFEN SUPLIMEDIC,220114              ,"DROGUERIA SUPLIMEDIC 501, C.A.",1.1,,,,sin_match,sin_candidato
drovencentro,ACEMAX 650MG 10TAB 10BLIS ACETAMINOFEN SUPLIMEDIC,220113              ,"DROGUERIA SUPLIMEDIC 501, C.A.",5.9,,,,sin_match,sin_candidato
drovencentro,ACEMUK 200MG 10COMP EFEV SIEGFRIED,7795380002333       ,LABORATORIOS SIEGFRIED S.A.,12.42,,,,sin_match,sin_candidato
drovencentro,ACETAB 250MG 20TAB OFTALMI,7591196004802       ,"LABORATORIOS L.O OFTALMI, C.A",11.91,3953,ACETAB 250 mg TABLETAS,19.85,matched,score=0.874
drovencentro,ACETAMINOFEN  650MG10 TAB JKN MED,7590166240011       ,"GRUPO JKN MED, C.A",0.62,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN + PLUS 800MG 10TAB BLUE MEDICAL,7598127000988       ,REPRESENTACIONES BLUE MEDICAL TRADE C.A.,0.51,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 1000MG 10COMP SPEFAR,7590027002260       ,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",2.6,4603,ACETAMINOFEN 1000 mg COMPRIMIDOS,4.33,matched,score=0.908
drovencentro,ACETAMINOFEN 100MG/ML GOTERO  30ML LAPROFF,7703038060970       ,"CASA DE REPRESENTACIONES NAUTICA, C.A.",3.18,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 120MG/5ML JBE  60ML ZAKI,7597533000179       ,"CASA DE REPRESENTACION ZAKI, C.A.",1.35,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 120MG/5ML JBE 120ML COFASA,7591818132074       ,"LABORATORIO COFASA, S.A.",2.18,2924,ACETAMINOFEN 120 mg / 5 mL JARABE,3.63,matched,score=0.918
drovencentro,ACETAMINOFEN 120MG/5ML SOL ORAL 120ML BIOQUIMICA,7594000850862       ,BIOQUIMICA INTERNACIONAL CA,2.7,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 120MG/5ML SOL ORAL 60ML OFTALMI,7591196006486       ,"LABORATORIOS L.O OFTALMI, C.A",1.48,5815,ACETAMINOFEN 120 mg / 5 mL SOLUCION ORAL,2.47,matched,score=0.931
drovencentro,ACETAMINOFEN 125MG  6SUP ALESS,7597758000770       ,ALESS PHARMACEUTICALS CA,2.04,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 125MG 8 SUPOSITORIOS VARGAS,7592349003031       ,"LABORATORIOS VARGAS, S.A",2.88,6690,ACETAMINOFEN 125 mg SUPOSITORIOS,4.8,matched,score=0.911
drovencentro,ACETAMINOFEN 125MG/5ML JBE 60ML BIO DE VZLA,7599704000131       ,"BIO DE VENEZUELA, C.A.",1.05,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 150MG/5ML 120ML LA SANTE,7592454003100       ,"MANUFACTURERA MUNDIAL FARMACEUTICA M.M.F., C.A.,",3.37,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 150MG/5ML JBE  60ML LAPROFF,7703038060987       ,"CASA DE REPRESENTACIONES NAUTICA, C.A.",1.24,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 180MG/5ML JAB 120ML BIOQUIMICA,7594000850824       ,BIOQUIMICA INTERNACIONAL CA,2.82,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 180MG/5ML JBE 120ML SPEFAR,7590027002055       ,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",4.48,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 180MG/5ML SOL ORAL 120ML  GENVEN,7591585277787       ,"LABORATORIOS LETI,S.A.V",2.98,5467,ACETAMINOFEN 180 mg / 5 mL SOLUCION ORAL,4.97,matched,score=0.925
drovencentro,ACETAMINOFEN 250MG 6SUP ALESS,7597758000787       ,ALESS PHARMACEUTICALS CA,2.1,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 500MG  10TAB  ZUZU,7599608000015       ,"LABORATORIOS ZUZU, CA",0.59,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 500MG  10TAB ACETUNI,7598852001731       ,"LABORATORIO  UNIPHARMA, C.A.",0.55,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 500MG  300TAB COASPHARMA,7703712035362       ,"QUALITYMED, C.A.",21.23,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 500MG 10BLISTER 10TAB LATTAN MEDIC,720524031105        ,CASA DE REPRESENTACION LATTAN MEDIC CA,4.58,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 500MG 10TAB CALOX,7591519004144       ,"CALOX INTERNATIONAL,C.A.",0.52,3233,ACETAMINOFEN 650 mg TABLETAS,0.87,matched,score=0.895
drovencentro,ACETAMINOFEN 500MG 10TAB GENVEN,7591585376657       ,"LABORATORIOS LETI,S.A.V",0.49,3179,ACETAMINOFEN 500 COMPRIMIDOS,0.82,matched,score=0.757
drovencentro,ACETAMINOFEN 500MG 10TAB OFTALMI,7591196006516       ,"LABORATORIOS L.O OFTALMI, C.A",0.69,6216,ACETAMINOFEN 500 mg TABLETAS,1.15,matched,score=0.905
drovencentro,ACETAMINOFEN 500MG 12TAB BIOQUIMICA,7594000850626       ,BIOQUIMICA INTERNACIONAL CA,0.74,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 500MG 20 TAB QUIM-FAR,7598484001000       ,"LABORATORIO QUIM-FAR, C.A",0.74,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 500MG 20TAB LA SANTE,7592454000031       ,"MANUFACTURERA MUNDIAL FARMACEUTICA M.M.F., C.A.,",1.09,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 500MG 24TAB BIOQUIMICA,7594000850633       ,BIOQUIMICA INTERNACIONAL CA,1.46,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 500MG 30BLT 10TAB  MULTIPACK LAPROFF,7703038050018       ,"CASA DE REPRESENTACIONES NAUTICA, C.A.",13.49,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 500MG 30TAB OFTALMI,7591196006523       ,"LABORATORIOS L.O OFTALMI, C.A",1.5,6216,ACETAMINOFEN 500 mg TABLETAS,2.5,matched,score=0.905
drovencentro,ACETAMINOFEN 650MG 10 TAB  ZUZU,7599608000022       ,"LABORATORIOS ZUZU, CA",0.59,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 650MG 10TAB BIOQUIMICA,7594000851258       ,BIOQUIMICA INTERNACIONAL CA,1.15,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 650MG 10TAB CALOX,7591519005264       ,"CALOX INTERNATIONAL,C.A.",0.54,3233,ACETAMINOFEN 650 mg TABLETAS,0.9,matched,score=0.905
drovencentro,ACETAMINOFEN 650MG 10TAB GENVEN,7591585279057       ,"LABORATORIOS LETI,S.A.V",0.5,5125,ACETAMINOFEN 650 mg COMPRIMIDOS,0.83,matched,score=0.905
drovencentro,ACETAMINOFEN 650MG 10TAB LA SANTE,7592454001243       ,"MANUFACTURERA MUNDIAL FARMACEUTICA M.M.F., C.A.,",0.57,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 650MG 10TAB OFTALMI,7591196006912       ,"LABORATORIOS L.O OFTALMI, C.A",0.36,5815,ACETAMINOFEN 120 mg / 5 mL SOLUCION ORAL,0.6,matched,score=0.901
drovencentro,ACETAMINOFEN 650MG 10TAB PLUSANDEX,7594001101604       ,"LABORATORIO  PLUSANDEX, C.A.",0.65,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 650MG 20TAB BIOQUIMICA,7594000851265       ,BIOQUIMICA INTERNACIONAL CA,2.22,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 650MG 30COMP LETI,7591585179050       ,"LABORATORIOS LETI,S.A.V",1.47,5125,ACETAMINOFEN 650 mg COMPRIMIDOS,2.45,matched,score=0.902
drovencentro,ACETAMINOFEN 750MG 10COMP SPEFAR,7590027002079       ,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",2.37,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN 750MG 10TAB BIOQUIMICA,7594000851289       ,BIOQUIMICA INTERNACIONAL CA,3.28,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN CLORFENAMINA 125MG-1MG/5ML JBE 120ML SPEFAR,7590027002444       ,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",5.56,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN CLORFENIRAMINA 125MG/1MG/5ML JBE PED 120ML BIOQUIMICA,7594000851234       ,BIOQUIMICA INTERNACIONAL CA,4.3,,,,sin_match,sin_candidato
drovencentro,ACETAMINOFEN GOTAS 15ML QUIM-FAR,7598484000010       ,"LABORATORIO QUIM-FAR, C.A",1.47,1610,ACIDO ASCORBICO 10 % SOLUCION ORAL EN GOTAS,2.45,matched,score=0.567
drovencentro,ACETAMINOFEN+CAFE+CLORF 6 SOBRES UNIGRIP FORTE,7598852001373       ,"LABORATORIO  UNIPHARMA, C.A.",5.54,,,,sin_match,sin_candidato
drovencentro,ACETAZOLAMIDA 250MG  10TAB MT,8904464206386       ,"MT GLOBAL CARE, C.A.",3.61,,,,sin_match,sin_candidato
drovencentro,ACETAZOLAMIDA 250MG  20TAB KMPLUS,730170649494        ,"CASA DE REPRESENTACIONES MARQUEZ Y KOTEICH, C.A.",10.02,,,,sin_match,sin_candidato
drovencentro,ACETAZOLAMIDA 250MG 20TAB ZUZU,7599608000244       ,"LABORATORIOS ZUZU, CA",8.9,,,,sin_match,sin_candidato
drovencentro,ACEVAL 100MG/ML GOTAS 30ML VALMORCA,7591020006156       ,"LABORATORIOS VALMOR, C.A",3.7,2100,ACEVAL 100 mg/mL SOLUCION ORAL EN GOTAS,6.17,matched,score=0.945
drovencentro,ACEVAL 180MG/5ML 120ML SOL PED VALMORCA,7591020008839       ,"LABORATORIOS VALMOR, C.A",3.85,5865,ACEVAL 180 mg / 5 mL SOLUCION ORAL,6.42,matched,score=0.899
drovencentro,ACHICORIA JARABE FARMAGENIK,25525755            ,"LABORATORIO FARMAGENIK,C.A",3.28,,,,sin_match,sin_candidato
drovencentro,ACICLOR 5% CREMA 10GRS GENVEN,7591585311634       ,"LABORATORIOS LETI,S.A.V",10.45,5660,ACICLOR NANOPHARM 5 % CREMA,17.42,matched,score=0.779
drovencentro,ACICLOVIR  200MG/5ML P/P SOL ORAL 100ML DISTRILAB,7598252001416       ,"CASA DE REPRESENTACION DISTRILAB, C.A.",14.11,,,,sin_match,sin_candidato
drovencentro,"ACICLOVIR  3% UNG OFT  4,5G  DISTRILAB",7598252001423       ,"CASA DE REPRESENTACION DISTRILAB, C.A.",11.31,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR  5% CR 10GR REMENY,7595152002314       ,"LABORATORIOS REMENY, C.A.",4.37,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR  5% CREMA  20GR MEDICAL GROUP,736372692061        ,"CASA DE REPRESENTACION H & M MEDICAL GROUP, C.A.",4.76,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR 1000MG  10TAB AP  LATTAN MEDIC,756029628397        ,CASA DE REPRESENTACION LATTAN MEDIC CA,10.3,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR 200MG 10TAB REMENY,7595152002307       ,"LABORATORIOS REMENY, C.A.",5.21,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR 200MG 25TAB CALOX,7591519005639       ,"CALOX INTERNATIONAL,C.A.",6.3,2815,ACICLOVIR 200 mg TABLETAS,10.5,matched,score=0.909
drovencentro,ACICLOVIR 200MG X 20 TAB POLINAC,7592348020114       ,"LABORATORIOS POLITECNICOS NACIONALES, C.A. (POLINAC, C.A.)",4.85,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR 250MG IV 10AMP POLVO LIOF VITALIS,7707236126483       ,"PHARMASTERIL, C.A.",67.08,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR 5% CR 20GR SOTO GLOBAL,7599910802994       ,"SOTO GLOBAL GROUP, C.A.",3.7,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR 5% UNG 15GR COASPHARMA,7703712031906       ,"QUALITYMED, C.A.",5.72,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR 5% UNG 15GR LAPROFF,7703038941477       ,"CASA DE REPRESENTACIONES NAUTICA, C.A.",3.54,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR 800MG 5BLT 10TAB LAPROFF,7703038067511       ,"CASA DE REPRESENTACIONES NAUTICA, C.A.",33.07,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR CREMA 10G  5% 1 TUBO DISTRILAB,7598252101345       ,"CASA DE REPRESENTACION DISTRILAB, C.A.",4.55,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR CREMA 5% / 5G 1TUBO KMPLUS,6942189211324       ,"CASA DE REPRESENTACIONES MARQUEZ Y KOTEICH, C.A.",1.76,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR CREMA 5% 5G  PORTUGAL,7750215001905       ,"MVGA, C.A.",2.07,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR CREMA X 20G(R*)POLINAC,7592348201117       ,"LABORATORIOS POLITECNICOS NACIONALES, C.A. (POLINAC, C.A.)",7.95,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR DAC 5% 20G CREMA DAC,7598578001015       ,"MEDICAMENTOS DAC 55, C.A.",4.35,,,,sin_match,sin_candidato
drovencentro,ACICLOVIR POLVO PARA SOL INY 250MG 1AMP  DISTRILAB,7598252001430       ,"CASA DE REPRESENTACION DISTRILAB, C.A.",7.66,,,,sin_match,sin_candidato
drovencentro,ACIDO ACETIL SALICILICO 81MG  100TAB ASAPRUNI,7598852000765       ,"LABORATORIO  UNIPHARMA, C.A.",4.3,,,,sin_match,sin_candidato
drovencentro,ACIDO ACETILSALICILICO 81MG 30TAB SPEFAR,7590027002086       ,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",4.15,4014,ACIDO ACETIL SALICILICO 81 mg COMPRIMIDOS ENTERICOS,6.92,matched,score=0.898
drovencentro,ACIDO ALFA LIPOIC 250MG  60CAPS NOW,733739108043        ,"NOW DE VENEZUELA, C.A.",28.74,,,,sin_match,sin_candidato
drovencentro,ACIDO ASCORBICO 10AMPOLLAS IM/IV 100MG/ML ADN,8904159499772       ,"CASA DE REPRESENTACION ADN MEDICAL, C.A.",12.04,,,,sin_match,sin_candidato
drovencentro,ACIDO BORICO  25GR RECETTMARKET,7594001451983       ,"LABORATORIO RECETTEMARK, C.A.",2.36,,,,sin_match,sin_candidato
drovencentro,ACIDO BORICO 100G  6 UNID.F.S.I,7592368002176       ,"LABORATORIO FSI., C.A.",11.37,,,,sin_match,sin_candidato
drovencentro,ACIDO BORICO 20G  6UNID F.S.I,7592368001070       ,"LABORATORIO FSI., C.A.",6.17,,,,sin_match,sin_candidato
drovencentro,ACIDO BORICO 20G 1 SOBRE INNOVATEK,7591616001466       ,"LABORATORIOS INNOVA-TEK, C.A.",1.19,,,,sin_match,sin_candidato
drovencentro,ACIDO BORICO 20G SOB LYA,7599028000572       ,"LABORATORIOS LYA, C.A",1.52,,,,sin_match,sin_candidato
drovencentro,ACIDO BORICO 400MG 10CAPS VAG LYA,7599028000787       ,"LABORATORIOS LYA, C.A",4.46,,,,sin_match,sin_candidato
drovencentro,ACIDO BORICO 600MG  6OVULO SAN LORENZO,7590081000011       ,"LABORATORIO SAN LORENZO 2019, C.A.",8.62,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO 10MG  20TAB KLINOS,7591619501024       ,"MEGALABS VZL, C.A.",1.99,384,ACIDO FOLICO 10 mg / mL SOLUCION INYECTABLE,3.32,matched,score=0.925
drovencentro,ACIDO FOLICO 10MG 10TAB  BIOQUIMICA,7594000851753       ,BIOQUIMICA INTERNACIONAL CA,1.16,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO 10MG 10TAB PLUSANDEX,7594001101321       ,"LABORATORIO  PLUSANDEX, C.A.",0.73,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO 10MG 20COMP GC,7592349926194       ,"LABORATORIOS VARGAS, S.A",0.99,3154,ACIDO FOLICO 10 mg COMPRIMIDOS,1.65,matched,score=0.915
drovencentro,ACIDO FOLICO 10MG 20TAB PLUSANDEX,7594001101338       ,"LABORATORIO  PLUSANDEX, C.A.",1.39,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO 10MG 20TAB SIEGFRIED,7592601300021       ,LABORATORIOS SIEGFRIED S.A.,1.98,2609,ACIDO FOLICO 10 mg TABLETAS,3.3,matched,score=0.810
drovencentro,ACIDO FOLICO 10MG 30COMP GENVEN,7591585271495       ,"LABORATORIOS LETI,S.A.V",1.53,3245,ACIDO FOLICO 10 mg / mL SOLUCION ORAL,2.55,matched,score=0.912
drovencentro,ACIDO FOLICO 10MG 30TAB BIOQUIMICA,7594000851760       ,BIOQUIMICA INTERNACIONAL CA,1.96,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO 10MG 30TAB DALIOL,7592601301486       ,LABORATORIOS SIEGFRIED S.A.,2.36,2609,ACIDO FOLICO 10 mg TABLETAS,3.93,matched,score=0.923
drovencentro,ACIDO FOLICO 10MG 30TAB PLUSANDEX,7594001101345       ,"LABORATORIO  PLUSANDEX, C.A.",1.42,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO 10MG GOTAS 30ML BIOQUIMICA,7594000851333       ,BIOQUIMICA INTERNACIONAL CA,5.06,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO 10MG/2ML  3AMP ANDILAB,8906112619654       ,"MVGA, C.A. (Andilab)",4.2,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO 10MG/ML 15ML GOTAS GENCER,7591020004985       ,"LABORATORIOS VALMOR, C.A",5.58,1938,ACIDO FOLICO 10 mg COMPRIMIDOS,9.3,matched,score=0.898
drovencentro,ACIDO FOLICO 10MG/ML 1ML  3AMP MEGALABS,7591619501048       ,"MEGALABS VZL, C.A.",8.68,384,ACIDO FOLICO 10 mg / mL SOLUCION INYECTABLE,14.47,matched,score=0.933
drovencentro,ACIDO FOLICO 10MG/ML GOTAS 15ML KLINOS,7591619501031       ,"MEGALABS VZL, C.A.",8.12,1655,ACIDO FOLICO 10 mg / mL SOLUCION ORAL,13.53,matched,score=0.935
drovencentro,ACIDO FOLICO 10MG/ML SOL ORAL GTS 15ML LETI,7591585171450       ,"LABORATORIOS LETI,S.A.V",6.89,3245,ACIDO FOLICO 10 mg / mL SOLUCION ORAL,11.48,matched,score=0.925
drovencentro,ACIDO FOLICO 5MG  10TAB JKN MED,7590166240097       ,"GRUPO JKN MED, C.A",0.3,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO 5MG  20TAB KLINOS,7591619501017       ,"MEGALABS VZL, C.A.",1.22,1653,ACIDO FOLICO 5 mg COMPRIMIDOS,2.03,matched,score=0.920
drovencentro,ACIDO FOLICO 5MG 10BLT 10TAB  BALAXI,8906101701117       ,"CASA DE REPRESENTACIONES NAUTICA, C.A.",2.5,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO 5MG 10TAB BIOQUIMICA,7594000850992       ,BIOQUIMICA INTERNACIONAL CA,1.22,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO 5MG 30COMP KLINOS,7591619000213       ,"MEGALABS VZL, C.A.",2.1,1653,ACIDO FOLICO 5 mg COMPRIMIDOS,3.5,matched,score=0.927
drovencentro,ACIDO FOLICO 5MG 30TAB BIOQUIMICA,7594000851012       ,BIOQUIMICA INTERNACIONAL CA,2.32,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO 5MG 30TAB PLUSANDEX,7594001101314       ,"LABORATORIO  PLUSANDEX, C.A.",1.39,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO 5MG 30TAB SIEGFRIED,7592601301479       ,LABORATORIOS SIEGFRIED S.A.,2.84,2610,ACIDO FOLICO 5 mg TABLETAS,4.73,matched,score=0.921
drovencentro,ACIDO FOLICO BP 10MG/2ML 10 AMP DISTRILAB,7598252000334       ,"CASA DE REPRESENTACION DISTRILAB, C.A.",28.79,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO GOTAS 15ML DALIOL,7592601300779       ,LABORATORIOS SIEGFRIED S.A.,7.05,2834,ACIDO FOLICO 10 mg / mL SOLUCION ORAL,11.75,matched,score=0.681
drovencentro,ACIDO FOLICO/HIERRO 360MCG/40MG/15ML JBE 120ML H&M,0793969044405       ,"CASA DE REPRESENTACION H & M MEDICAL GROUP, C.A.",5.72,,,,sin_match,sin_candidato
drovencentro,ACIDO FOLICO/HIERRO 80MCG/20MG/ML GOTAS 30ML H&M,0793969044399       ,"CASA DE REPRESENTACION H & M MEDICAL GROUP, C.A.",1.78,,,,sin_match,sin_candidato
drovencentro,ACIDO FUSIDICO 2% CREMA  15GR LAPROFF,7703038859246       ,"CASA DE REPRESENTACIONES NAUTICA, C.A.",5.07,,,,sin_match,sin_candidato
drovencentro,ACIDO FUSIDICO 2% CREMA 15GR  VINCENTI,7599513000087       ,"VINCENTI INTERNACIONAL, C.A",12.79,,,,sin_match,sin_candidato
drovencentro,ACIDO FUSIDICO 2% CREMA 15GR MT GLOBAL CARE,8908000942387       ,"MT GLOBAL CARE, C.A.",6.82,,,,sin_match,sin_candidato
drovencentro,ACIDO HIALURONICO 2% 9 OVULOS SAN LORENZO,7590081000028       ,"LABORATORIO SAN LORENZO 2019, C.A.",11.7,,,,sin_match,sin_candidato
drovencentro,ACIDO IBANDRONICO 150MG TAB JKN MED,7590166240028       ,"GRUPO JKN MED, C.A",1.55,,,,sin_match,sin_candidato
drovencentro,ACIDO MEFENÁMICO 500MG 10TAB FARMAMED,8906005118370       ,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",1.87,,,,sin_match,sin_candidato
drovencentro,ACIDO TRANEXAMICO 500MG 10TAB KMPLUS,8906069872393       ,"CASA DE REPRESENTACIONES MARQUEZ Y KOTEICH, C.A.",3.76,,,,sin_match,sin_candidato
drovencentro,ACIDO VALPROICO  250MG SOL ORAL 120ML BIOGLASS,7598455000841       ,BIOGLASS PHARMACEUTICAL CASA DE REPRESENTACION C.A.,7.29,,,,sin_match,sin_candidato
drovencentro,ACIDO VALPROICO 250MG/5ML 180ML SUSP ZIEL PHARMA,07312991 20796      ,"GLOBAL MEDICAL SUPPLY, C.A.",6.65,,,,sin_match,sin_candidato
drovencentro,ACIDO VALPROICO 250MG/5ML JBE 120ML H&M,793969044368        ,"CASA DE REPRESENTACION H & M MEDICAL GROUP, C.A.",3.86,,,,sin_match,sin_candidato
drovencentro,ACIDO VALPROICO 250MG/5ML JBE 60ML BIO DE VZLA,7599704000148       ,"BIO DE VENEZUELA, C.A.",2.33,,,,sin_match,sin_candidato
drovencentro,ACIDO VALPROICO 250MG/5ML JBE 60ML ZAKI,7597533000186       ,"CASA DE REPRESENTACION ZAKI, C.A.",2.55,,,,sin_match,sin_candidato
drovencentro,ACIDO VALPROICO 500MG  30TAB GEAGAR,8906120990059       ,"INVERSIONES GEAGAR 2021, C.A",8.38,,,,sin_match,sin_candidato
drovencentro,ACIDO VALPROICO 500MG  30TAB KMPLUS,730170649593        ,"CASA DE REPRESENTACIONES MARQUEZ Y KOTEICH, C.A.",13.76,,,,sin_match,sin_candidato
drovencentro,ACIDO VALPROICO 500MG 30TAB MEDRIKHA,788070552895        ,"REPRESENTACIONES MEDRIKHA, C.A.",19.7,,,,sin_match,sin_candidato
drovencentro,ACIDO VALPROICO VASTRON 500MG 30TAB CLEO,7598677000247       ,"CORPORACIÓN CLEOPHARMA, C.A",10.22,,,,sin_match,sin_candidato
drovencentro,ACLER 150MG 1TB MCK  ACIDO IBANDRONICO,7591519051865       ,"CALOX INTERNATIONAL,C.A.",6.46,4387,ACIDO IBANDRONICO 150 mg TABLETAS RECUBIERTAS,10.77,matched,score=0.772
drovencentro,ACRYLARM GEL OFT 0.2% 10GR,7795368002249       ,"MEGALABS VZL, C.A.",23.37,,,,sin_match,sin_candidato
drovencentro,ACTICAR 1GR/10ML SOL ORAL 120ML PLUSANDEX,7594001101895       ,"LABORATORIO  PLUSANDEX, C.A.",6.17,,,,sin_match,sin_candidato
drovencentro,ACTIVITION EXTREME 30CAP BLANDAS PHARMATECH,7597189000264       ,"GRUPO PHARMATECH, C.A.",9.93,,,,sin_match,sin_candidato
