id,sku,nombre_comercial,molecula,forma,laboratorio,fuente_inhrr_ef
"39357","ME32233","RINOLAST D 30 mg - 30 mg / 5 mL SUSPENSION ORAL","Fexofenadina - Pseudoefedrina","SUSPENSION ORAL","LABORATORIOS FARMA S.A.","E.F.32.233"
"39358","ME36523","SIMVASTATINA 20 mg COMPRIMIDOS RECUBIERTOS","Simvastatina","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS , S.A.","E.F.G.36.523"
"39359","ME27689","SALBUROL 0,5 % SOLUCION PARA INHALACION","Salbutamol","INHALACION","LABORATORIOS VALMOR, C.A.","E.F.27.689"
"39360","ME30996","SALBUTAMOL 0,5 % SOLUCION PARA INHALAR","Salbutamol","LOCION","LABORATORIOS L.O. OFTALMI, C.A.","E.F.G.30.996"
"39361","ME42518","SERTRALINA 100 mg COMPRIMIDOS","Sertralina","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS S.A.","E.F.G.42.518"
"39362","ME42517","SERTRALINA 50 mg COMPRIMIDOS","Sertralina","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS S.A.","E.F.G.42.517"
"39365","ME43701","SITALUX 100 mg X 30 tabletas recubiertas","Sitagliptina","TABLETAS","INVERSIONES ANGELUS HEALTH C.A","E.F.43.701"
"39366","ME40535","SITAGLIS MET 50 mg - 850 mg COMPRIMIDOS RECUBIERTOS","Metformina - Sitagliptina","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.40.535"
"39367","ME1368","DEXTROSA AL 5% EN SOLUCION FISIOLOGICA ISOTONICA DE CLORURO DE SODIO I","","LOCION","LABORATORIO BEHRENS, C.A.","P.F.1.368"
"39368","ME40123","STAMYLFORTE 300 mg - 100 mg X 20 TABLETAS RECUBIERTAS","Pancreatina - Simeticona","TABLETAS","LABORATORIOS FARMA, S.A.","E.F.40.123"
"39369","ME44642","SUEROLITO ZINC 75 mEq/L SOLUCION ELECTROLITICA USO ORAL SABOR A CHICLE ","Dextrosa - Zinc","SOLUCION ORAL","LABORATORIOS BALKER C.A.","E.F.44.642"
"39370","ME44638","SUEROLITO ZINC 75 mEqL/L SOLUCION ELECTROLITICA USO ORAL SABOR A COCO","Dextrosa - Zinc","SOLUCION ORAL","LABORATORIOS BALKER C.A.","E.F.44.638"
"39371","ME44639","SUEROLITO ZINC 75 mEQ/L SOLUCIÓN ELECTROLÍTICA USO ORAL SABOR A FRESA","Dextrosa - Zinc","SOLUCION ORAL","LABORATORIOS BALKER C.A.","E.F.44.639"
"39372","ME44641","SUEROLITO ZINC 75 mEq/L SOLUCION ELECTROLITICA USO ORAL SABOR A MANDARINA","Dextrosa - Zinc","SOLUCION ORAL","LABORATORIOS BALKER C.A.","E.F.44.641"
"39373","ME44640","SUEROLITO ZINC 75 mEq/L SOLUCIÓN ELECTROLÍTICA  USO ORAL SABOR A UVA","Dextrosa - Zinc","SOLUCION ORAL","LABORATORIOS BALKER C.A.","E.F.44.640"
"39374","ME44643","SUEROLITO ZINC 75 mEq/L SOLUCION ELECTROLITICA USO ORAL SABOR A MANZANA","Dextrosa - Zinc","SOLUCION ORAL","LABORATORIOS BALKER C.A.","E.F.44.643"
"39375","ME31158","SULTAMICILINA 250 mg / 5 mL POLVO PARA SUSPENSION ORAL","","POLVO PARA RECONSTITUCION","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.31.158"
"39377","ME43593","TACHIGRIP FORTE X 6 POLVO PARA SOLUCION ORAL","Acetaminofen - Cafeina - Dexclorfeniramina","POLVO PARA RECONSTITUCION","LABORATORIOS ELMOR, S.A.","E.F.43.593"
"39378","ME18961","TACHIPIRIN 100 mg / mL SOLUCION ORAL","Acetaminofen","SOLUCION ORAL","LABORATORIOS ELMOR, S.A.","E.F.18.961"
"39379","ME25934","ACETAMINOFEN 250 mg SUPOSITORIOS","Acetaminofen","SUPOSITORIOS","LABORATORIOS ELMOR, S.A.","E.F.G.25.934"
"39380","ME19288","TACHIPIRIN 500 mg X 20 TABLETAS","Acetaminofen","TABLETAS","LABORATORIOS ELMOR, S.A.","E.F.19.288"
"39381","ME35671","TACHIPIRIN FORTE 160 mg / 5 mL SUSPENSION ORAL","Acetaminofen","SUSPENSION ORAL","LABORATORIOS ELMOR, S.A.","E.F.35.671"
"39383","ME39471","TAMOA 250 mg COMPRIMIDOS MASTICABLES","Pirantel","COMPRIMIDOS","BIOTECH LABORATORIOS, C. A.","E.F.39.471"
"39384","ME44195/2","TARVINA 20 mg X 10 TABLETAS RECUBIERTAS","Atorvastatina","TABLETAS","GEMA LABS, C.A.","E.F.44.195"
"39385","ME44195/3","TARVINA 20 mg X 30 TABLETAS RECUBIERTAS","Atorvastatina","TABLETAS","GEMA LABS, C.A.","E.F.44.195"
"39386","ME44196","TARVINA 40 mg X 10 TABLETAS RECUBIERTAS","Atorvastatina","TABLETAS","GEMA LABS, C.A.","E.F.44.196"
"39387","ME28562","TENSOMAX 60 mg X 10 CAPSULAS DE LIBERACION PROLONGADA","Nifedipino","CAPSULAS","LABORATORIOS LETI, S.A.V.","E.F.28.562"
"39388","ME44419/3","TERAGRIPFORTE NOCHE 650mg-4mg X 6 GRANULADO PARA SOLUCION ORAL","Acetaminofen - Clorfeniramina","GRANULADOS","LABORATORIOS FARMA S.A.","E.F.44.419"
"39389","ME44419/2","TERAGRIPFORTE NOCHE 650mg-4mg X 4 GRANULADO PARA SOLUCION ORAL","Acetaminofen - Clorfeniramina","GRANULADOS","LABORATORIOS FARMA S.A.","E.F.44.419"
"39390","ME44419/4","TERAGRIPFORTE NOCHE 650mg-4mg X 10 GRANULADO PARA SOLUCION ORAL","Acetaminofen - Clorfeniramina","GRANULADOS","LABORATORIOS FARMA S.A.","E.F.44.419"
"39391","ME37166","TERAGRIPSUPRA X 10 TABLETAS RECUBIERTAS","Acetaminofen - Dextrometorfano - Pseudoefedrina","TABLETAS","LABORATORIOS FARMA S.A.","E.F.37.166"
"39392","ME38822","TERBINAFINA 1 % CREMA","","CREMA","LABORATORIOS KIMICEG, C.A.","E.F.G.38.822"
"39393","HO43730","TIOCOLCHICOSIDO 4 mg / 2 mL X 12 AMPOLLAS","Tiocolchicosido","INYECTABLE","BIOTECH LABORATORIOS, C. A.","E.F.G.43.730"
"39394","HO37915","TIOCOLCHICOSIDO 4 mg / 2 mL X 12 AMPOLLAS","Tiocolchicosido","INYECTABLE","CALOX INTERNATIONAL, C.A.","E.F.G.37.915"
"39395","ME36574","TOBRAMICINA 0,3 % SOLUCION OFTALMICA","Tobramicina","SOLUCION OFTALMICA","LABORATORIOS L.O. OFTALMI, C.A.","E.F.G.36.574"
"39396","ME28025","TOBRASOL 3 mg / g UNGUENTO OFTALMICO","Tobramicina","UNGUENTO","LABORATORIOS L.O. OFTALMI, C.A.","E.F.28.025"
"39397","ME30908","TRIMETOPRIM/SULFAMETOXASOL 40 mg - 200 mg / 5 mL SUSPENSION","","SUSPENSION ORAL","LABORATORIOS KIMICEG, C.A.","E.F.G.30.908"
"39399","ME43779/3","VALGEM PLUS 160 mg-12,5 mg X 30 TABLETAS RECUBIERTAS","Hidroclorotiazida - Valsartan","TABLETAS","GEMA LABS, C.A.","E.F.43.779"
"39400","ME42451","VALSARTAN 160 mg X 20 CAPSULAS","Valsartan","CAPSULAS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.42.451"
"39401","ME37747","VALSARTAN CON HIDROCLOROTIAZIDA 160 mg - 12,5 mg COMPRIMIDOS RECUBIERTOS","Hidroclorotiazida - Valsartan","COMPRIMIDOS","LABORATORIOS VARGAS, S.A.","E.F.G.37.747"
"39402","ME38569","VALSARTAN 160 mg CAPSULAS","Valsartan","CAPSULAS","LABORATORIOS KIMICEG, C.A.","E.F.G.38.569"
"39403","ME36230","VALSARTAN-HIDROCLOROTIAZIDA 160 mg-12,5 mg X 30 COMPRIMIDOS RECUBIERTOS","","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.G.36.230"
"39404","ME38568","VALSARTAN 80 mg CAPSULAS","Valsartan","CAPSULAS","LABORATORIOS KIMICEG, C.A.","E.F.G.38.568"
"39406","ME37749","VALSARTAN CON HIDROCLOROTIAZIDA 80 mg - 12,5 mg COMPRIMIDOS","Hidroclorotiazida - Valsartan","COMPRIMIDOS","LABORATORIOS VARGAS, S.A.","E.F.G.37.749"
"39407","HO43946","VERALEN P 75 mg / 3 mL X 1 AMPOLLAS","Diclofenaco","INYECTABLE","LABORATORIO COFASA, S.A.","E.F.43.946"
"39409","ME31438","VITADYN C 1 g COMPRIMIDOS EFERVESCENTES SABOR A GRAPEFRUIT X 10 COMPRIMIDOS","Ascorbico Acido","COMPRIMIDOS","LABORATORIOS L.O. OFTALMI, C.A.","E.F.31.438"
"39410","ME31002","VITADYN C 500 mg X 30 TABLETAS MASTICABLES SABOR A FRESA","Ascorbico Acido","TABLETAS","LABORATORIOS L.O. OFTALMI, C.A.","E.F.31.002"
"39411","ME6025/2","VITAMINA B12 250 mcg X 3 CAPSULAS","Cianocobalamina","CAPSULAS","MEGALABS VZL, C.A.","E.F.6.025"
"39413","ME36008","VITAMINA C 50 mg / 5 mL JARABE","Ascorbico Acido","JARABE","LABORATORIOS VARGAS, S.A.","E.F.G.36.008"
"39414","ME28666","YONAL 15 mg / 5 mL SOLUCION ORAL","Dextrometorfano","SOLUCION ORAL","BIOTECH LABORATORIOS, C.A.","E.F.28.666"
"39415","ME42111","YONALAT 15 mg - 3 mg / 5 mL SOLUCION ORAL","Clorfeniramina","SOLUCION ORAL","BIOTECH LABORATORIOS, C.A.","E.F.42.111"
"39417","ME21870","SAX X 10 SOLUCION","","LOCION","BIOTECH LABORATORIOS, C.A.","E.F.21.870"
"39418","ME32679","ACRYLARM 0,2 % GEL OFTALMICO","","GEL","LABORATORIOS POEN S.A.U.","E.F.32.679"
"39419","ME43846","ALBENDAZOL 100 mg / 5 mL SUSPENSIÓN ORAL","Albendazol","SOLUCION ORAL","MOREPEN LABORATORIES LIMITED","E.F.G.43.846"
"39420","ME35027","ALBENDAZOL 200 mg TABLETAS RECUBIERTAS MASTICABLES","Albendazol","TABLETAS","BIOTECH LABORATORIOS, C.A.","E.F.G.35.027"
"39422","ME34071","ALERVAX 120 mg X 10 TABLETAS RECUBIERTAS","Fexofenadina","TABLETAS","PROCAPS, S.A.","E.F.34.071"
"39423","ME31275","AMOXIDUO 750 mg / 5 mL POLVO PARA SUSPENSION ORAL","Amoxicilina","POLVO PARA RECONSTITUCION","ROEMMERS S.A.I.C.F.","E.F.31.275"
"39424","ME34809","ANALPERNAX 250 mg X 10 CAPSULAS","Naproxeno","CAPSULAS","LABORATORIOS LA SANTE, C.A.","E.F.34.809"
"39425","ME41681","ANAPIR 400 mg X 10 CAPSULAS BLANDAS","Ibuprofeno","CAPSULAS","INDUSTRIAS INTERCAPS DE VENEZUELA, C.A.","E.F.41.681"
"39426","ME1482","ANGIOFLUX (SULODEXIDA) 250 LSU X 25 CAPSULAS BLANDAS","Sulodexida","CAPSULAS","CATALENT ITALY S.p.A.","P.B.1.482"
"39427","ME43734","ARIPIPRAZOL 15mg X 30 TABLETAS","Aripiprazol","TABLETAS","JIANGXI SYNERGY PHARMACEUTICAL CO., LTD","E.F.G.43.734"
"39428","ME43632","APIRETFLU 24 HORAS X 6 GRANULADO","Acetaminofen - Cafeina - Clorfenamina - Clorfeniramina","GRANULADOS","LABORATORIOS L.O. OFTALMI, C.A. - LABORATORIOS INNOVA,CA","E.F.43.632"
"39433","ME24736","ATAMEL 120 mg / 5 mL JARABE","Acetaminofen","JARABE","CALOX INTERNATIONAL, C.A. - CALOX INTERNATIONAL, C.A.","E.F.24.736"
"39435","ME37481","ATOVAROL 20 mg X 30 CAPSULAS BLANDAS","Atorvastatina","CAPSULAS","PROCAPS, S.A.","E.F.37.481"
"39439","ME36242","CLOBETASOL PROPIONATO 0,05% UNGUENTO","Clobetasol","UNGUENTO","CALOX DE COSTA RICA S.A.","E.F.G.36.242"
"39440","HO37882","PREDNIDET 500 mg X 1 AMPOLLAS","Metilprednisolona","INYECTABLE","INSTITUTO BIOLOGICO CONTEMPORANEO S.A.","E.F.37.882"
"39441","ME31588","OTALEX 0,2 % - 1 % SUSPENSION OTICA","Ciprofloxacino - Hidrocortisona","SUSPENSION ORAL","MEGALABS URUGUAY S.A.","E.F.31.588"
"39443","ME43578","BIOTALOL HCT 10 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS ","Bisoprolol - Hidroclorotiazida","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.43.578"
"39447","ME32168","BRIXIA 0,0 5% SOLUCION OFTALMICA","Azelastina","SOLUCION OFTALMICA","LABORATORIOS POEN S.A.U.","E.F.32.168"
"39448","ME32411","BUDESONIDA 50 mcg / DOSIS SUSPENSION PARA INHALACION ORAL","Budesonida","SUSPENSION ORAL","LABORATORIOS ALDO UNION, S.L. / ESPAÑA","E.F.G.32.411"
"39449","ME43037","HIOSCINA N-BUTILBROMURO 10 mg X 10 TABLETAS RECUBIERTAS","","TABLETAS","JIANGXI XIER KANGTAI PHARMACEUTICAL CO. LTD.","E.F.G.43.037"
"39450","ME44027","NAFAZOLINA CLORHIDRATO 0,012 % SOLUCION OFTALMICA","Nafazolina","SOLUCION OFTALMICA","INDIANA OPHTHALMICS LLP.","E.F.G.44.027"
"39451","ME36249","GYNOTRAN 15%-4% CREMA VAGINAL","Metronidazol - Miconazol","CREMA","CALOX INTERNATIONAL, C.A. / PLANTA GUARENAS","E.F.36.249"
"39452","ME44040","CEFOTAS 250 mg / 5 mL POLVO PARA SUSPENSION ORAL","Cefadroxilo","POLVO PARA RECONSTITUCION","SYNTOFARMA S.A.","E.F.44.040"
"39453","ME44550","CIBROLIP 100 mg X 30 CAPSULAS","","CAPSULAS","INTECH HEALTHCARE","E.F.44.550"
"39454","ME38185","CILOSTAL 100 mg X 30 TABLETAS","Cilostazol","TABLETAS","ALTEA FARMACEUTICA S.A.","E.F.38.185"
"39455","ME40067","CITICOLINA 500 mg X 30 COMPRIMIDOS RECUBIERTOS","Citicolina","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.G.40.067"
"39456","ME18142","NASIN 0,05 % SOLUCION NASAL","Oximetazolina","SOLUCION NASAL","LABORATORIOS LETI, S.A.V.","E.F.18.142"
"39457","ME44393","Dolmobrox 15 mg / 5ml Solución Oral ","Dextrometorfano","SOLUCION ORAL","MEGALABS VZL, C.A.","E.F.44.393"
"39458","ME42403","CLINDAMICINA 1% GEL TOPICO","Clindamicina","GEL","LABORATORIOS SPEFAR VENEZOLANOS S.A.","E.F.G.42.403"
"39461","ME34036","SOLUCION PARA DIALISIS PERITONEAL CON DEXTROSA AL 1,5 % BAJA EN MAGNESIO","Citrato Magnesio","LOCION","LABORATORIOS BIOGALENIC, S.A. DE C.V.","E.F.34.036"
"39462","ME35192","CLOTRIMAZOL 2 % CREMA VAGINAL","Clotrimazol","CREMA","LABORATORIOS KIMICEG C.A.","E.F.G.35.192"
"39464","ME31523","CORASPIRINA 81 mg X 100 TABLETAS CON CUBIERTA ENTERICA","Acetilsalicilico Acido","TABLETAS","BAYER HEALTHCARE LLC","E.F.31.523"
"39466","ME37545","ISOTRETINOINA 10 mg X 30 CAPSULAS BLANDAS","Isotretinoina","CAPSULAS","PROCAPS, S.A.","E.F.G.37.545"
"39471","ME37218","MEDIGRIP DIA 500mg - 2mg - 3mg X 10 COMPRIMIDOS","Acetaminofen - Cafeina - Clorfeniramina","COMPRIMIDOS","SM PHARMA, C.A.","E.F.37.218"
"39472","ME37301","DICLOFENAC SODICO 1% GEL","Diclofenaco","GEL","LABORATORIOS VARGAS, S.A.","E.F.G.37.301"
"39473","ME24511","DENCORUB GEL","Alcanfor - Mentol - Salicilato Metilo","GEL","LABORATORIOS PONCE, C.A.","E.F.24.511"
"39474","ME42875","AUTEX 0,1 % CREMA","Mometasona Furoato","CREMA","LABORATORIOS LETI, S.A.V.","E.F.42.875"
"39475","HO26290","DEXAMETASONA 21-FOLATO 4 mg/mL X 10 AMPOLLAS","Dexametasona","INYECTABLE","LABORATORIO FARMACO FARMAHECO S.P.A.","E.F.G.26.290"
"39477","ME39603/2","DESLER M 5 mg - 10 mg X 10 TABLETAS RECUBIERTAS","Desloratadina - Montelukast","TABLETAS","LABORATORIOS LA SANTE, C.A.","E.F.39.603"
"39478","ME33867","MARVELON 28 0,15 mg - 0,03 mg X 21 COMPRIMIDOS","Desogestrel - Etinilestradiol","COMPRIMIDOS","N.V ORGANON","E.F.33.867"
"39479","ME42667","SITAGLIPTINA - METFORMINA CLORHIDRATO 50 mg - 500 mg TABLETAS RECUBIERTAS","Metformina - Sitagliptina","TABLETAS","THEON PHARMACEUTICALS LItd. / INDIA","E.F.G.42.667"
"39480","HO44743","DEXABIOL 4mg / mL X 1 AMPOLLAS","Dexametasona","INYECTABLE","PLICA VACCINES PVT., LTD.","E.F.44.743"
"39481","ME43256","ALBENDAZOL 200 mg / 5 mL SUSPENSION ORAL","Albendazol","SOLUCION ORAL","KWALITY PHARMACEUTICALS Ltd.","E.F.G.43.256"
"39482","MI37540","DICLOFENAC DIETILAMINA 1,16% EMULGEL","Diclofenaco","","LABORATORIOS VARGAS, S.A.","E.F.G.37.540"
"39484","ME43166","IBUVIN 600 mg X 20 CAPSULAS BLANDAS","Ibuprofeno","CAPSULAS","DROMEX S.R.L.","E.F.43.166"
"39485","ME36125","CLOTRIMAZOL - NEOMICINA - DEXAMETASONA 1% - 0,5% - 0.04% X 1 CREMA","Clotrimazol - Dexametasona","CREMA","LABORATORIOS LA SANTE, C.A.","E.F.G.36.125"
"39486","ME43831","LEVODROPROPIZINA 6 mg/ml SOLUCIÓN ORAL","Levodropropizina","SOLUCION ORAL","BIOQUIMICA INTERNACIONAL C.A.","E.F.G.43.831"
"39487","ME24286","DEOXICAL 500 mg X 30 CAPSULAS","Dobesilato De Calcio","CAPSULAS","LABORATORIOS LA SANTE, C.A.","E.F.24.286"
"39488","ME44089","ALIVETOS 3 mg - 15 mg / 5 mL SOLUCIÓN ORAL","Clorfenamina - Dextrometorfano","SOLUCION ORAL","LABORATORIOS LETI, S.A.V.","E.F.44.089"
"39490","ME38932/2","DOLAK 30 mg X 1 COMPRIMIDOS SUBLINGUALES","","COMPRIMIDOS","ESPECIALIDADES DOLLDER, C.A.","E.F.38.932"
"39491","ME38932/3","DOLAK 30 mg X 2 COMPRIMIDOS SUBLINGUALES","","COMPRIMIDOS","ESPECIALIDADES DOLLDER, C.A.","E.F.38.932"
"39492","ME30819","BALSADER GEL TOPICO","Alcanfor - Mentol","GEL","LABORATORIOS KIMICEG, C.A.","E.F.30.819"
"39493","ME43652","DOPRIL 3 mg / mL SOLUCIÓN ORAL","Prednisolona","SOLUCION ORAL","RONALD PHARMACEUTICALS PVT LTD","E.F.43.652"
"39497","ME42647","CLOTRIMAZOL 200 mg X 3 OVULOS VAGINALES","Clotrimazol","OVULOS","BLISS GVS PHARMA LIMITED","E.F.G.42.647"
"39498","ME43797","ELMETACIN-IND 1% SOLUCIÓN TOPICA","Indometacina","SOLUCION TOPICA","NOSCH LABS PVT. LTD. UNIT-II","E.F.43.797"
"39499","ME44466","ELOK 0,1% CREMA","Mometasona Furoato","CREMA","RECKON ORGANICS PVT. LTD.","E.F.44.466"
"39500","ME36507","INSPRA 50 mg X 30 TABLETAS RECUBIERTAS","Eplerenona","TABLETAS","PFIZER PHARMACEUTICALS LLC.","E.F.36.507"
"39501","ME42489","ESOFLUX 20 mg X 30 TABLETAS CON RECUBRIMIENTO ENTERICO","Esomeprazol Magnesico","TABLETAS","DEUTSCHE LABS. INC.","E.F.42.489"
"39504","MI44615","SIEGEXANIA 0,05% EMULSION	","Clobetasol Propionato","INYECTABLE","LABORATORIOS SIEGFRIED S.A.S.","E.F.44.615"
"39496","ME42542","CARBONATO DE CALCIO 750 mg X 20 TABLETAS MASTICABLES SABOR MENTA","","TABLETAS","LABORATORIOS SPEFAR VENEZOLANOS S.A.","E.F.G.42.542"
"39506","ME37839","TERBINAFINA CLORHIDRATO 1 % CREMA","Terbinafina","CREMA","CALOX DE COSTA RICA, S.A.","E.F.G.37.839"
"39510","HO43429","FLUCONAZOL 200 mg / 100 mL SOLUCION PARA INFUSION","Fluconazol","INYECTABLE","HEBEI TIANCHENG PHARMACEUTICALS Co., Ltd.","E.F.G.43.429"
"39511","ME32076","SYMBICORT TURBUHALER 160 mcg - 4,5 mcg / DOSIS X 60 POLVO INHALACION ORAL","Budesonida - Formoterol","POLVO PARA RECONSTITUCION","ASTRAZENECA A.B.","E.F.32.076"
"39512","ME35724","GABICTAL 400 mg X 15 COMPRIMIDOS RECUBIERTOS","Gabapentina","COMPRIMIDOS","MONTE VERDE, S.A.","E.F.35.724"
"39513","ME35723","GABICTAL 300 mg X 30 COMPRIMIDOS RECUBIERTOS","Gabapentina","COMPRIMIDOS","MONTE VERDE, S.A.","E.F.35.723"
"39516","ME31955","GLAUCOTENSIL T  2 % - 0,5 % SOLUCION OFTALMICA","Dorzolamida - Timolol","SOLUCION OFTALMICA","LABORATORIOS POEN S.A.U. y MEGA LABS S.A. / URUGUAY","E.F.31.955"
"39517","ME32507","GLICLAZIDA 80 mg X 20 TABLETAS","Gliclazida","TABLETAS","CALOX INTERNATIONAL, C.A.","E.F.G.32.507"
"39520","ME42581","PEDIALYTE ZINC 60 mEq SOLUCION ELECTROLITICA DE USO ORAL SABOR A UVA X 60 SOLUCION ORAL","Glucosa - Zinc","SOLUCION ORAL","ABBOTT LABORATORIES DE MEXICO, S.A. DE C.V.","E.F.42.581"
"39521","HO41500/2","GLUTANIL AL 20 % X 30 AMPOLLAS","Glutamina","INYECTABLE","LABORATORIO BEHRENS, C.A.","E.F.41.500"
"39522","HO41500/3","GLUTANIL AL 20 % X 60 AMPOLLAS","Glutamina","INYECTABLE","LABORATORIO BEHRENS, C.A.","E.F.41.500"
"39523","HO34920","HIDROCORTISONA 100 mg X 10 AMPOLLAS","Hidrocortisona","INYECTABLE","VITROFARMA S.A","E.F.G.34.920"
"39527","ME21014","ITISONA 0,1 % CREMA","Betametasona","CREMA","LABORATORIOS LA SANTE, C.A.","E.F.21.014"
"39528","ME44524","IVABRADINA 5 mg X 30 TABLETAS RECUBIERTAS","Ivabradina","TABLETAS","ZYDUS LIFESCIENCIES LIMITED (403115)","E.F.G.44.524"
"39529","ME41832","JARIT 100 mg X 30 CAPSULAS BLANDAS","Progesterona","CAPSULAS","PROCAPS, S.A.","E.F.41.832"
"39530","ME37978","KEPPRA 100 mg/mL SOLUCION ORAL","Levetiracetam","SOLUCION ORAL","NEXTPHARMA SAS","E.F.37.978"
"39531","ME26276","KETOCONAZOL 2% CREMA","Ketoconazol","CREMA","LABORATORIOS KIMICEG C.A.","E.F.G.26.276"
"39533","ME28267","KETOMED 2 % CHAMPU","Ketoconazol","CHAMPU","ALTEA FARMACEUTCA S.A.","E.F.28.267"
"39535","ME44412","LAMICTAL 100 mg X 30 TABLETAS DISPERSABLES-MASTICABLES","Lamotrigina","TABLETAS","DELPHARM POZNAN, S.A.","E.F.44.412"
"39538","ME40272","LEVOFERIN 30 mg / 5 mL SOLUCION","Levodropropizina","LOCION","LABORATORIOS VINCENTI, C.A. / VENEZUELA","E.F.40.272"
"39540","ME44316","MAXIFURFORTE 100 mg X 30 CAPSULAS","","CAPSULAS","JIANGXI SYNERGY PHARMACEUTICAL CO., LTD","E.F.44.316"
"39541","ME16930","DEPO - PROVERA 150 mg / mL X 1 AMPOLLAS","Medroxiprogesterona","INYECTABLE","PHARMACIA & UPJHON COMPANY LLC.","E.F.16.930"
"39542","ME43601","MINOXIDIL FORTE 5% SOLUCION TOPICA","Minoxidil","SOLUCION TOPICA","LABORATORIOS LA SANTE, C.A.","E.F.G.43.601"
"39543","ME41549","MITAR 50 mcg / DOSIS SOLUCION PARA INHALACION NASAL","Mometasona","INHALACION","ROEMMERS S.A.I.C.F.","E.F.41.549"
"39545","ME43010","DESLORATADINA - MONTELUKAST 5 mg - 10 mg X 30 TABLETAS RECUBIERTAS","Desloratadina - Montelukast","TABLETAS","MASCOT HEALTH SERIES Pvt. Ltd.","E.F.G.43.010"
"39546","ME43731","MUPIROCINA 2 % UNGUENTO","Mupirocina","UNGUENTO","OHAD PHARMACEUTICALS PVT. LTD","E.F.G.43.731"
"39547","ME44057/3","ACECOL 600 mg X 100 POLVO PARA SOLUCIÓN ORAL","","POLVO PARA RECONSTITUCION","XL LABORATORIES PVT. LTD.","E.F.44.057"
"39548","ME44057/2","ACECOL 600 mg X 10 POLVO PARA SOLUCIÓN ORAL","","POLVO PARA RECONSTITUCION","XL LABORATORIES PVT. LTD.","E.F.44.057"
"39549","ME13354","FANASAL 0,05 % SOLUCION NASAL","Nafazolina","SOLUCION NASAL","LABORATORIO QUIM-FAR, C.A. / VENEZUELA","E.F.13.354"
"39550","ME43190","NEMAX 16% - 6% SOLUCION RECTAL","","LOCION","WEST-COAST PHARMACEUTICAL WORKS Ltd.","E.F.43.190"
"39551","MI44357","FOSFATO DE SODIO MONOBÁSICO 16% - FOSFATO DE SODIO DIBÁSICO 6%","","","AIRELA INDUSTRIA FARMACEUTICA LTDA.","E.F.G.44.357"
"39553","HO39021/3","NEUROALFA X 3 AMPOLLAS","Vitamina B12","INYECTABLE","LABORATORIOS ALFA S.R.L.","E.F.39.021"
"39554","ME34528","NIFEDIPINA 30 mg X 30 CAPSULAS DE LIBERACION PROLONGADA","Nifedipino","CAPSULAS","LABORATORIOS LETI, S.A.V.","E.F.G.34.528"
"39555","HO44444","OMEPRAZOL 40 mg X 10 AMPOLLAS","Omeprazol","INYECTABLE","ZHEJIANG XIANJU PHARMACEUTICAL CO., LTD.  (TAIZHOU)","E.F.G.44.444"
"39556","ME44095","OPRABLU 20 mg X 30 CAPSULAS","Omeprazol","CAPSULAS","OLON S.P.A.  (20024)","E.F.44.095"
"39557","HO44280","OLXAC 40 mg X 1 AMPOLLAS","Omeprazol","INYECTABLE","SHANDONG YUXIN PHARMACEUTICAL, CO. LTD.","E.F.44.280"
"39558","ME43540","PARACETAMOL 120 mg / 5 mL SOLUCIÓN ORAL","Paracetamol","SOLUCION ORAL","MOREPEN LABORATORIES LIMITED","E.F.G.43.540"
"39559","ME44305","BIOTADIN 0,2% SOLUCIÓN OFTALMICA","Olopatadina","SOLUCION OFTALMICA","ARION HEALTHCARE","E.F.44.305"
"39560","ME34819","OPAT 0,1 % SOLUCION OFTALMICA","Olopatadina","SOLUCION OFTALMICA","LABORATORIOS L.O. OFTALMI, C.A.","E.F.34.819"
"39561","ME42565","PATFLUX 40 mg X 1 TABLETAS CON RECUBRIMIENTO ENTERICO","Pantoprazol","TABLETAS","DEUTSCHE LABS. INC.","E.F.42.565"
"39564","ME41980","DUSTALOX 0,5 % SOLUCION OFTALMICA","","SOLUCION OFTALMICA","LABORATORIOS SOPHIA S.A. DE C.V.","E.F.41.980"
"39565","ME31563","POENTOBRAL PLUS 0,3 %- 0,1 % SUSPENSIÓN OFTÁLMICA","Dexametasona - Tobramicina","SUSPENSION ORAL","LABORATORIOS POEN S.A.U.","E.F.31.563"
"39566","ME43937","PREDNISONA 5 mg / 5 mL SOLUCIÓN ORAL","Prednisona","SOLUCION ORAL","MOREPEN LABORATORIES LIMITED","E.F.G.43.937"
"39567","ME44199","PREGATAN 75 mg X 30 CAPSULAS","Pregabalina","CAPSULAS","REMUS PHARMACEUTICALS LTD.","E.F.44.199"
"39570","ME44237","RESECAL 10 mg X 10 POLVO PARA SUSPENSIÓN ORAL","Racecadotrilo","POLVO PARA RECONSTITUCION","COMFAR S.A.E.C.A.","E.F.44.237"
