id,sku,nombre_comercial,molecula,forma,laboratorio,fuente_inhrr_ef
"39162","ME35927","COROPRES 16 mg COMPRIMIDOS","Candesartan Cilexetilo","COMPRIMIDOS","MEGALABS VZL, C.A.","E.F.35.927"
"39164","ME31744","COVENTROL 12,5 mg COMPRIMIDOS","Carvedilol","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.31.744"
"39168","ME36264","CURPINOL 25 mg COMPRIMIDOS","Carvedilol","COMPRIMIDOS","MEGALABS VZL,C.A.","E.F.36.264"
"39169","ME39525/3","DOL FORTE 500 mg - 65 mg X 10 TABLETAS","Acetaminofen - Cafeina","TABLETAS","CALOX INTERNATIONAL, C.A.","E.F.39.525"
"39170","ME39525/2","DOL FORTE 500 mg - 65 mg X 4 TABLETAS","Acetaminofen - Cafeina","TABLETAS","CALOX INTERNATIONAL, C.A.","E.F.39.525"
"39172","ME42595","DEFLAZACORT 6 mg COMPRIMIDOS","Deflazacort","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.42.595"
"39173","ME42426","ZARCOT 6 mg X 10 TABLETAS","Deflazacort","TABLETAS","CALOX INTERNATIONAL, C.A.","E.F.42.426"
"39175","ME40790","DERMAZOL 0,05 % CREMA","Clobetasol Propionato","CREMA","MEGALABS VZL,C.A.","E.F.40.790"
"39176","ME35191","DESLORATADINA 0,5 mg / mL SOLUCION ORAL","Desloratadina","SOLUCION ORAL","LABORATORIOS LETI, S.A.V.","E.F.G.35.191"
"39177","ME42524","DESLORATADINA 2,5 mg / 5 mL JARABE","Desloratadina","JARABE","LABORATORIOS SIEGFRIED, S.A.","E.F.G.42.524"
"39178","ME42540","DESLORATADINA 2,5 mg / 5 mL SOLUCION ORAL","Desloratadina","SOLUCION ORAL","LABORATORIOS SIEGFRIED, S.A.","E.F.G.42.540"
"39179","ME43570","DESLORATADINA - MONTELUKAST 5 mg - 10 mg COMPRIMIDOS RECUBIERTOS","Desloratadina - Montelukast","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.G.43.570"
"39180","ME36359","DESLORATADINA 5 mg X 10 TABLETAS RECUBIERTAS","Desloratadina","TABLETAS","LABORATORIOS KIMICEG, C.A.","E.F.G.36.359"
"39181","ME43091","DESLORATADINA 5 mg X 10 TABLETAS RECUBIERTAS","Desloratadina","TABLETAS","LABORATORIOS SIEGFRIED, S.A.","E.F.G.43.091"
"39185","ME30174","DICLOFENACO POTASICO 50 mg X 20 TABLETAS RECUBIERTAS","Diclofenaco","TABLETAS","LABORATORIOS KIMICEG C.A.","E.F.G.30.174"
"39186","ME28153","DICLOFENAC POTASICO 50 mg COMPRIMIDOS RECUBIERTOS","Diclofenaco","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.G.28.153"
"39187","ME35439","DICLOFENAC POTASICO 50 mg X 20 COMPRIMIDOS RECUBIERTOS","Diclofenaco","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.35.439"
"39188","ME44052","DICLOFENACO SÓDICO 50 mg SUPOSITORIOS","Diclofenaco","SUPOSITORIOS","LABORATORIOS VARGAS, S.A.","E.F.G.44.052"
"39189","ME38307","DIFEN PLUS X 10 TABLETAS","Acetaminofen - Cafeina","TABLETAS","LABORATORIOS SIEGFRIED S.A.","E.F.38.307"
"39190","ME43966","LERCANIDIPINO 10 mg X 10 COMPRIMIDOS RECUBIERTOS","Acetaminofen - Lercanidipino","COMPRIMIDOS","LABORATORIOS VARGAS, S.A.","E.F.G.43.966"
"39191","ME27471","DIKLASON 50 mg COMPRIMIDOS RECUBIERTOS","Diclofenaco","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.27.471"
"39192","HO36449","DIKLASON 75 mg / 3 mL X 1 AMPOLLAS","Diclofenaco","INYECTABLE","LABORATORIOS LETI, S.A.V.","E.F.36.449"
"39193","ME38499","DIKLASON 1,16 % GEL","","GEL","LABORATORIOS LETI, S.A.V.","E.F.38.499"
"39194","ME30297","MATIGEL 0,5 % SOLUCION OFTALMICA","Timolol","SOLUCION OFTALMICA","LABORATORIOS L.O. OFTALMI, C.A.","E.F.30.297"
"39195","ME41759","DOLGRIP X 10 CAPSULAS","Acetaminofen - Cafeina","CAPSULAS","CALOX INTERNATIONAL, C.A.","E.F.41.759"
"39196","ME35688","DOMPERIDONA 10 mg COMPRIMIDOS","Domperidona","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS , S.A.","E.F.G.35.688"
"39197","ME28504","DUOVENT 0,4 mg - 1 mg AEROSOL","Bromuro De Ipratropio Monohidratado","INHALACION","LABORATORIOS L.O. OFTALMI, C.A.","E.F.28.504"
"38806","ME44260","SUCRALFATO 100 mg / mL SUSPENSION ORAL","","SOLUCION ORAL","BIOQUIMICA INTERNACIONAL C.A.","E.F.G.44.260"
"38800","ME43259/3","SITAGLIPTINA - METFORMINA CLORHIDRATO 50 mg - 500 mg X 30 TABLETAS RECUBIERTAS","Metformina - Sitagliptina","TABLETAS","REMUS PHARMACEUTICALS Pvt. Ltd.","E.F.G.43.259"
"38908","ME43344","ULTAMYN 750 mg X 10 TABLETAS RECUBIERTAS","","TABLETAS","RONALD PHARMACEUTICALS Pvt. Ltd.","E.F.43.344"
"38931","ME44465","VALSARTAN 160 MG X 30 TABLETAS RECUBIERTAS","Valsartan","TABLETAS","JIANGSU PENGYAO PHARMACEUTICAL CO., LTD.","E.F.G.44.465"
"38962","ME44594/3","DEROVIT 5000 UI X 100 CÁPSULAS BLANDAS","Vitamina D3","CAPSULAS","INDUSTRIAS INTERCAPS DE VENEZUELA, C.A.","E.F.44.594"
"39042","ME32836/2","AMOVIN 500 mg X 3 TABLETAS RECUBIERTAS","Azitromicina","TABLETAS","LABORATORIO COFASA, S.A.","E.F.32.836"
"39437","ME36689","AZITROMICINA 500 mg X 3 TABLETA RECUBIERTA","Azitromicina","TABLETAS","CORPORACION INFARMASA, S.A.","E.F.G.36.689"
"39198","HO32341","DURACAINA HIPERBARA 5 mg - 80 mg / mL X 1 AMPOLLAS","Bupivacaina","INYECTABLE","LABORATORIO BEHRENS, C.A.","E.F.32.341"
"39199","ME26689","ENALAPRIL MALEATO 20 mg COMPRIMIDOS RECUBIERTOS","Enalapril","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.G.26.689"
"39200","ME27590","ENALAPRIL MALEATO 20 mg X 30 TABLETAS","Enalapril","TABLETAS","LABORATORIOS KIMICEG C.A.","E.F.G.27.590"
"39202","ME36883","ESOMEPRAZOL 40 mg X 16 CAPSULAS CON MICROGRANULOS DE LIBERACION ENTERICA.","Esomeprazol Magnesico","CAPSULAS","LABORATORIOS LETI, S.A.V.","E.F.G.36.883"
"39203","ME43295","DESLORATADINA 5 mg COMPRIMIDOS RECUBIERTOS","Desloratadina","COMPRIMIDOS","MEGALABS VZL, C.A.","E.F.G.43.295"
"39207","ME44071","EVABOLIN 10 mg X 30 TABLETAS RECUBIERTAS","Empagliflozina","TABLETAS","LABORATORIO COFASA, S.A.","E.F.44.071"
"39208","ME31252","FAMOTIDINA 40 mg X 10 COMPRIMIDOS","Famotidina","COMPRIMIDOS","LABORATORIOS KIMICEG, C.A.","E.F.G.31.252"
"39209","ME44361","HEXANT 15mg/ 5mL SOLUCION ORAL SABOR A FRESA","Ambroxol","SOLUCION ORAL","MEGALABS VZL, C.A.","E.F.44.361"
"39210","ME44388/3","FARMAD 200UI/gota X 30 SOLUCION ORAL","Vitamina D3","GOTAS","LABORATORIOS FARMA S.A.","E.F.44.388"
"39211","ME44388/2","FARMAD 200UI/gota X 10 SOLUCION ORAL","Vitamina D3","GOTAS","LABORATORIOS FARMA S.A.","E.F.44.388"
"39212","ME30812","FARMACAINA 10 % SOLUCION ATOMIZADORA TOPICO BUCAL","Lidocaina","SOLUCION TOPICA","LABORATORIOS FARMA S.A.","E.F.30.812"
"39213","ME38628","FEBRATIC 10 mg / 5 mL SUSPENSION ORAL","Diclofenaco","SOLUCION ORAL","MEGALABS VZL, C.A.","E.F.38.628"
"39214","MI28667","FEM DUCHA VAGINAL","Acetico Acido","INYECTABLE","BIOTECH LABORATORIOS, C.A.","E.F.28.667"
"39215","ME42352","FEMIZOL 750 mg - 200 mg OVULOS.","Metronidazol","OVULOS","LABORATORIOS VARGAS, S.A.","E.F.42.352"
"39216","ME33238/4","FERGANIC FOLIC 40 mg - 350 mcg X 24 TABLETAS MASTICABLES","Folico Acido","TABLETAS","MEGALABS VZL, C.A.","E.F.33.238"
"39217","ME33238/2","FERGANIC FOLIC 40 mg - 350 mcg X 14 TABLETAS MASTICABLES","Folico Acido","TABLETAS","MEGALABS VZL, C.A.","E.F.33.238"
"39220","ME38610","FLENOX 30 mg / 5 mL SOLUCION ORAL","Ambroxol","SOLUCION ORAL","BIOTECH LABORATORIOS, C.A.","E.F.38.610"
"39221","ME21233","FLODONT EN FILMORASE UNGUENTO BUCAL","Bencidamina","UNGUENTO","MEGALABS VZL, C.A.","E.F.21.233"
"39222","ME41147","FLOMED 0,15 % - 0,25 % SOLUCION TOPICA BUCAL","Bencidamina","SOLUCION TOPICA","LABORATORIOS ELMOR, S.A.","E.F.41.147"
"39223","ME28575","FLUCONAZOL 150 mg X 2 CAPSULAS","Fluconazol","CAPSULAS","LABORATORIOS KIMICEG, C.A.","E.F.G.28.575"
"39224","ME11043","FRIXONIL SOLUCION","Alcanfor - Mentol - Salicilato Metilo","LOCION","LABORATORIOS VINCENTI, C.A.","E.F.11.043"
"39226","ME37496","GABAPENTINA 300 mg X 20 CAPSULAS","Gabapentina","CAPSULAS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.37.496"
"39227","ME37521","GABAPENTINA 400 mg X 20 CAPSULAS","Gabapentina","CAPSULAS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.37.521"
"39228","ME43741","GEMKAST 10 mg X 30 TABLETAS RECUBIERTAS","Montelukast","TABLETAS","GEMA LABS, C.A.","E.F.43.741"
"39230","ME43742/3","GEMKAST 4 mg X 30 TABLETAS MASTICABLES","Montelukast","TABLETAS","GEMA LABS, C.A.","E.F.43.742"
"39232","ME43743/2","GEMKAST 5 mg X 10 TABLETAS MASTICABLES","Montelukast","TABLETAS","GEMA LABS, C.A.","E.F.43.743"
"39233","ME44127","GENCICOF 0,15 % - 0,15 % SOLUCION TOPICA BUCAL","Bencidamina - Lidocaina","SOLUCION TOPICA","LABORATORIO COFASA, S.A.","E.F.44.127"
"39234","ME44761","GLICILAX 1,72 g SUPOSITORIOS","Glicerina","SUPOSITORIOS","COMERCIALIZADORA TIARES, C.A","E.F.44.761"
"39235","ME44763","GLICILAX 0,86 g SUPOSITORIOS","Glicerina","SUPOSITORIOS","COMERCIALIZADORA TIARES, C.A","E.F.44.763"
"39236","ME33712","GLICERINA 1,68 g SUPOSITORIOS","Glicerina","SUPOSITORIOS","LABORATORIOS VARGAS, S.A.","E.F.G.33.712"
"39237","ME33713","GLICERINA 2,88 g SUPOSITORIOS","Glicerina","SUPOSITORIOS","LABORATORIOS VARGAS, S.A.","E.F.G.33.713"
"39238","HO32556","GLUCONATO DE CALCIO AL 10 % SOLUCION INYECTABLE","","INYECTABLE","LABORATORIO BEHRENS, C.A.","E.F.G.32.556"
"39240","ME37715","GLYMAR 4 mg X 20 TABLETAS","Glimepirida","TABLETAS","LABORATORIOS SIEGFRIED S.A.","E.F.37.715"
"39241","ME44628","GULAPER 100 MG / 5 ML SOLUCION ORAL SABOR CHICLE ","S-carboximetilcisteina","SOLUCION ORAL","MEGALABS VZL, C.A.","E.F.44.628"
"39242","ME27231","GYNOVIT SOLUCION DUCHA VAGINAL","Acetico Acido","LOCION","LABORATORIOS VARGAS, S.A.","E.F.27.231"
"39244","ME15830","HEXOMEDINE 1 mg - 0,5 mg / mL COLUTORIO AEROSOL","Lidocaina","INHALACION","CALOX INTERNATIONAL, C.A.","E.F.15.830"
"39245","ME42460","HIDROCLOROTIAZIDA 12,5 mg COMPRIMIDOS","Hidroclorotiazida","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.42.460"
"39246","ME41692","HIDROCLOROTIAZIDA 12,5 mg COMPRIMIDOS","Hidroclorotiazida","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.G.41.692"
"39247","ME42590","HIDROCLOROTIAZIDA 25 mg COMPRIMIDOS","Hidroclorotiazida","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.42.590"
"39248","ME39472","IBUPROFENO 400 mg-TIOCOLCHICOSIDO 4 mg COMPRIMIDOS","","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS, S.A. ","E.F.G.39.472"
"39249","ME30199","IBUPROFENO 100 mg / 5 mL SUSPENSION ORAL","Ibuprofeno","SOLUCION ORAL","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.30.199"
"39250","ME26698","IBUPROFENO 400 mg COMPRIMIDOS RECUBIERTOS","Ibuprofeno","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.G.26.698"
"39251","ME30069","IBUPROFENO 400 mg X 10 TABLETAS RECUBIERTAS","Ibuprofeno","TABLETAS","LABORATORIOS KIMICEG, C.A.","E.F.G.30.069"
"39252","ME30286","IBUPROFENO 100 mg / 5 mL SUSPENSION ORAL","Ibuprofeno","SOLUCION ORAL","LABORATORIOS KIMICEG C.A.","E.F.G.30.286"
"39254","ME34966","IBUCAF 200 mg - 30 mg X 10 TABLETAS","Cafeina - Ibuprofeno","TABLETAS","CALOX INTERNATIONAL, C.A.","E.F.34.966"
"39255","ME42947","IMAZOL DUAL 100 mg CAPSULAS BLANDAS VAGINALES - 1 % X 6 CREMA VAGINAL","Clotrimazol","CAPSULAS","LABORATORIOS SIEGFRIED, S.A.","E.F.42.947"
"39257","ME36204","IRBESARTAN 150 mg X 28 TABLETAS","Irbesartan","TABLETAS","CALOX INTERNATIONAL, C.A.","E.F.G.36.204"
"39258","ME42456","IRBESARTAN 300 mg COMPRIMIDOS","Irbesartan","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.42.456"
"39260","ME43610","IRGEM 150 mg X 30 TABLETAS","Irbesartan","TABLETAS","GEMA LABS, C.A.","E.F.43.610"
"39262","ME43609/3","IRGEM 300 mg X 30 TABLETAS","Irbesartan","TABLETAS","GEMA LABS, C.A.","E.F.43.609"
"39263","ME43668","IRGEM PLUS 300 mg - 12,5 mg X 30 TABLETAS","Hidroclorotiazida - Irbesartan","TABLETAS","GEMA LABS, C.A.","E.F.43.668"
"39264","ME39925","ISOSPRAY PLUS 0,15 % - 0,25 % SOLUCION","Cetilpiridinio","LOCION","BIOTECH LABORATORIOS, C.A.","E.F.39.925"
"39265","ME33620","IVAGAN FORTE X 100 TABLETAS RECUBIERTAS","Acetaminofen - Cafeina","TABLETAS","BIOTECH LABORATORIOS, C.A.","E.F.33.620"
"39266","ME44048","IZABAN DPP 10 mg - 5 mg COMPRIMIDOS RECUBIERTOS","Empagliflozina - Linagliptina","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.44.048"
"39267","HO33101/2","KETOPROFENO 100 mg / 2 mL X 10 AMPOLLAS","Ketoprofeno","INYECTABLE","LABORATORIOS LETI, S.A.V.","E.F.G.33.101"
"39268","HO33101/3","KETOPROFENO 100 mg / 2 mL X 20 AMPOLLAS","Ketoprofeno","INYECTABLE","LABORATORIOS LETI, S.A.V.","E.F.G.33.101"
"39270","HO30273/3","KETOPROFENO 100 mg / 2 mL X 10 AMPOLLAS","Ketoprofeno","INYECTABLE","LABORATORIO COFASA, S.A.","E.F.G.30.273"
"39275","ME42264","KLINCOSAL 262 mg - 500 mg / 15 mL SUSPENSION ORAL SABOR A UVA","","SOLUCION ORAL","MEGALABS VZL, C.A.","E.F.42.264"
"39274","ME42263","KLINCOSAL 262 mg - 500 mg / 15 mL SUSPENSION ORAL SABOR A FRESA","","SOLUCION ORAL","MEGALABS VZL, C.A.","E.F.42.263"
"39271","HO30273/2","KETOPROFENO 100 mg / 2 mL X 1 AMPOLLAS","Ketoprofeno","INYECTABLE","LABORATORIO COFASA, S.A.","E.F.G.30.273"
"39272","ME36355","KETOROLAC 10 mg COMPRIMIDOS","Ketorolaco","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.36.355"
"39278","ME43611/2","LAGEMIN 50 mg X 10 TABLETAS DISPERSABLES","Lamotrigina","TABLETAS","GEMA LABS, C.A.","E.F.43.611"
"39280","ME43637/3","LAGEMIN 100 mg X 30 TABLETAS DISPERSABLES","Lamotrigina","TABLETAS","GEMA LABS, C.A.","E.F.43.637"
"39281","ME6400","LANOLZINC 15 % - 11 % POMADA","Zinc Oxido","POMADA","LABORATORIOS VALMOR, C.A.","E.F.6.400"
"39283","ME40013","LECART 1 g / 10 mL SOLUCION ORAL","Carnitina","SOLUCION ORAL","LABORATORIOS SIEGFRIED S.A.","E.F.40.013"
"39284","ME38543","LETISAN 500 mg X 10 TABLETAS MASTICABLES SABOR UVA","Ascorbico Acido","TABLETAS","LABORATORIOS LETI, S.A.V.","E.F.38.543"
"39285","HO36034","LEVOTEC 5 mg / mL SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA","Levofloxacino","INYECTABLE","LABORATORIO BEHRENS, C.A.","E.F.36.034"
"39286","ME43371","LOBEDRIN 6 mg / mL SOLUCION ORAL","Levodropropizina","SOLUCION ORAL","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.43.371"
"39287","ME29812","LORATADINA 10 mg COMPRIMIDOS","Loratadina","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.29.812"
"39288","ME43559","Loratadina 1mg/mL Solucion Oral","Loratadina","SOLUCION ORAL","LABORATORIOS L.O. OFTALMI, C.A.","E.F.G.43.559"
"39289","ME36662","LOSARTAN POTASICO 50 mg X 14 TABLETAS RECUBIERTAS","Losartan","TABLETAS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.36.662"
"39290","ME36589","LOSARTAN POTASICO 100 mg X 10 TABLETAS RECUBIERTAS","Losartan","TABLETAS","LABORATORIOS KIMICEG, C.A.","E.F.G.36.589"
"39291","ME42439","LOSARTAN POTASICO 100 mg COMPRIMIDOS RECUBIERTOS","Losartan","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.42.439"
"39292","ME16064","MACRODANTINA 100 mg X 30 CAPSULAS","Nitrofurantoina","CAPSULAS","LABORATORIOS FARMA S.A.","E.F.16.064"
"39295","ME42819","MELOXICAM 7,5 mg X 10 TABLETAS","Meloxicam","TABLETAS","LABORATORIOS L.O. OFTALMI, C.A.","E.F.G.42.819"
"39296","ME31259","MELOXICAM 15 mg COMPRIMIDOS","Meloxicam","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.31.259"
"39297","ME42459","METFORMINA CLORHIDRATO 1000 mg COMPRIMIDOS","Metformina","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.42.459"
"39298","ME37583","METFORMINA CLORHIDRATO 500 mg COMPRIMIDOS","Metformina","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.37.583"
"39299","ME37492","METFORMINA CLORHIDRATO 850 mg COMPRIMIDOS","Metformina","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.37.492"
"39300","ME42761","METFORMINA CLORHIDRATO 500 mg X 30 TABLETAS","Metformina","TABLETAS","BIOTECH LABORATORIOS, C.A.","E.F.G.42.761"
"39301","ME37062","METRONIDAZOL 500 mg COMPRIMIDOS","Metronidazol","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.37.062"
"39302","ME32763","SECNIDAZOL 500 mg X 10 TABLETAS","Secnidazol Anhidro","TABLETAS","CALOX INTERNATIONAL, C.A.","E.F.G.32.763"
"39303","ME44313","MIDOL 500 mg X 10 TABLETAS","Acetaminofen","TABLETAS","GEMA LABS, C.A.","E.F.44.313"
"39304","ME44314","MIDOL FORTE 650 mg X 10 TABLETAS","Acetaminofen","TABLETAS","GEMA LABS, C.A.","E.F.44.314"
"39307","ME21495","MODERAN 10,1 g / 15 mL SOLUCION ORAL","Lactulosa","SOLUCION ORAL","LABORATORIOS VARGAS, S.A.","E.F.21.495"
"39308","ME35447","MONTELUKAST 10 mg COMPRIMIDOS RECUBIERTOS","Montelukast","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.G.35.447"
"39309","ME37063","MONTELUKAST 10 mg X 10 TABLETAS RECUBIERTAS","Montelukast","TABLETAS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.37.063"
"39310","ME42894","MONTELUKAST 5 mg X 30 TABLETAS MASTICABLES","Montelukast","TABLETAS","LABORATORIOS L.O. OFTALMI, C.A.","E.F.G.42.894"
"39311","ME43662","OTOCORT 1 mg - 5 mg - 5000 UI / mL SUSPENSIÓN ÓTICA","Dexametasona - Neomicina - Polimixina B","SOLUCION OTICA","LABORATORIOS L.O. OFTALMI, C.A.","E.F.43.662"
"39312","ME30661","DYFRIN 5 % - 0,5 % SOLUCION OFTALMICA","Tropicamida","SOLUCION OFTALMICA","LABORATORIOS L.O. OFTALMI, C.A.","E.F.30.661"
"39315","ME42653","NEBLUM 50 mg X 30 TABLETAS RECUBIERTAS","Sacubitrilo - Valsartan","TABLETAS","LABORATORIOS FARMA S.A.","E.F.42.653"
"39317","HO44715","NEULEVAL 500 mg/100 mL X 10 AMPOLLAS","Levofloxacino","INYECTABLE","LABORATORIOS VALMOR, C.A.","E.F.44.715"
"39320","ME37950","NOVACODIN 50 mg / 5 mL SOLUCION ORAL","Guaifenesina","SOLUCION ORAL","LABORATORIOS VARGAS, S.A.","E.F.37.950"
"39321","ME42484","NOXPIRIN 125 mg - 0,5 mg / 5 mL SOLUCION ORAL","Acetaminofen","SOLUCION ORAL","LABORATORIOS SIEGFRIED S.A.","E.F.42.484"
"39322","ME42453","NOXPIRIN 325 mg - 1,25 mg / 5 mL SOLUCION ORAL","Acetaminofen","SOLUCION ORAL","LABORATORIOS SIEGFRIED S.A.","E.F.42.453"
"39323","ME40510","OLMESARTAN MEDOXOMIL - HIDROCLOROTIAZIDA 40 mg - 12,5 mg COMPRIMIDOS RECUBIERTOS","Hidroclorotiazida","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.G.40.510"
"39325","ME38415","OLMESARTAN MEDOXOMILO 20 mg X 30 TABLETAS RECUBIERTAS","","TABLETAS","CALOX INTERNATIONAL, C.A.","E.F.G.38.415"
"39326","ME43452/2","OMEPRAZOL 40 mg X 7 CAPSULAS GASTRORRESISTENTES","","CAPSULAS","LABORATORIOS L.O. OFTALMI, C.A.","E.F.G.43.452"
"39327","ME43452/3","OMEPRAZOL 40 mg X 30 CAPSULAS GASTRORRESISTENTES","","CAPSULAS","LABORATORIOS L.O. OFTALMI, C.A.","E.F.G.43.452"
"39328","ME30489","OMEPRAZOL 20 mg X 28 CAPSULAS","","CAPSULAS","LABORATORIOS SPEFAR VENEZOLANOS, S.A.","E.F.G.30.489"
"39329","ME35417/3","OMEPRAZOL 20 mg X 30 CAPSULAS","","CAPSULAS","LABORATORIOS L.O. OFTALMI, C.A.","E.F.G.35.417"
"39330","ME35417/2","OMEPRAZOL 20 mg X 7 CAPSULAS","","CAPSULAS","LABORATORIOS L.O. OFTALMI, C.A.","E.F.G.35.417"
"39331","ME41671","ORALZINC SALES DE REHIDRATACION POLVO PARA SOLUCION ORAL SABOR A MANDARINA","Zinc Sulfato Heptahidrato","POLVO PARA RECONSTITUCION","LABORATORIOS VARGAS, S.A.","E.F.41.671"
"39332","ME42182","OROFENO 150 mg COMPRIMIDOS DE LIBERACION CONTROLADA","Ketoprofeno","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.42.182"
"39333","ME5708","OTAN 0,1 % - 4,0 % SOLUCION OTICA","Tirotricina","SOLUCION OTICA","LABORATORIOS VINCENTI, C.A.","E.F.5.708"
"39334","ME26053","OXOLAMINA 28 mg / 5mL JARABE","","JARABE","LABORATORIOS VALMOR,C.A.","E.F.G.26.053"
"39335","ME26052","OXOLAMINA 50 mg / 5 mL JARABE","","JARABE","LABORATORIOS VALMOR,C.A.","E.F.G.26.052"
"39336","ME35922","OXOLAMINA CITRATO 50 mg / 5 mL JARABE","","JARABE","LABORATORIOS LETI, S.A.V.","E.F.G.35.922"
"39337","ME23662","MAXICORT SUSPENSION OFTALMICA","Dexametasona - Polimixina B","SUSPENSION ORAL","LABORATORIOS L.O. OFTALMI, C.A.","E.F.23.662"
"39339","ME26205","OXOLAMINA 50 mg / 5 mL JARABE","","JARABE","LABORATORIOS ELMOR S.A.","E.F.G.26.205"
"39340","ME37330","PERTEN 1 % CREMA","Terbinafina","CREMA","LABORATORIOS SIEGFRIED S.A.","E.F.37.330"
"39341","ME21271","PINVEX 5 % - 1 % SOLUCION","Salicilico Acido","LOCION","LABORATORIO COFASA, S.A.","E.F.21.271"
"39342","ME42493","PREDNISONA 5 mg COMPRIMIDOS","Prednisona","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS S.A.","E.F.G.42.493"
"39343","MI25491","PROTOSULFIL 1 % POLVO","","POLVO PARA RECONSTITUCION","MEGALABS VZL, C.A.","E.F.25.491"
"39344","ME24456","CARNITENE 1 g / 10 mL SOLUCION ORAL","","SOLUCION ORAL","LABORATORIOS ELMOR, S.A.","E.F.24.456"
"39345","ME42605B","QUETIAPINA 100 mg COMPRIMIDOS RECUBIERTOS","Quetiapina","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.G.42.605"
"39346","ME42604","QUETIAPINA 25 mg COMPRIMIDOS RECUBIERTOS","Quetiapina Hemifumarato","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.G.42.604"
"39347","ME42527","QUETIAPINA 100 mg COMPRIMIDOS","Quetiapina","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS S.A.","E.F.G.42.527"
"39348","ME42526","QUETIAPINA 25 mg COMPRIMIDOS","Quetiapina","COMPRIMIDOS","LABORATORIOS SPEFAR VENEZOLANOS S.A.","E.F.G.42.526"
"39350","ME34879","REFLUXYL 0,400 g - 0,375 g / 15 mL SUSPENSION ORAL","Alginato Sodio","SUSPENSION ORAL","LABORATORIOS VARGAS, S.A.","E.F.34.879"
"39351","ME39374","REGULIP 10 mg X 30 TABLETAS","Rosuvastatina","TABLETAS","LABORATORIOS FARMA S.A.","E.F.39.374"
"39352","ME42185","REHIDROSOL 45 mEq/L SOLUCION ELECTROLITICA USO ORAL SABOR A FRAMBUESA","","SOLUCION ORAL","LABORATORIO BEHRENS, C.A.","E.F.42.185"
"39353","ME42037","REHIDROSOL 45 mEq / L SOLUCION ELECTROLITICA USO ORAL SABOR A UVA","Dextrosa","SOLUCION ORAL","LABORATORIO BEHRENS, C.A.","E.F.42.037"
"39354","ME42186","REHIDROSOL 60 mEq / L SOLUCION ELECTROLITICA USO ORAL SABOR A MANZANA","","SOLUCION ORAL","LABORATORIO BEHRENS, C.A.","E.F.42.186"
"39356","HO32579","SOLUCION RINGER LACTATO (SOLUCION HARTMAN) INYECTABLE","","INYECTABLE","LABORATORIO BEHRENS, C.A.","E.F.G.32.579"
