proveedor,descripcion,codigo,codigo_aux,costo_usd,producto_id_bd,nombre_producto_bd,precio_final_usd,estado,motivo
cobeca,ABECAB TAB 5/20MG X30 CAPSUV,27812,7598055000418,10.11,,,,sin_match,sin_candidato
cobeca,ABINTRA PVO ALIM/GLUTAMINA NJA 27G MEG,19895,0612197152006,8.57,,,,sin_match,score_bajo
cobeca,ABRETIA CAP 10MG X10 MEG,17769,7591619520889,20,3781,ABRETIA 10 mg CAPSULAS,33.33,matched,score=0.736
cobeca,ABRETIA CAP 18MG X10 MEG,17770,7591619520896,27.01,3826,ABRETIA 18 mg CAPSULAS,45.02,matched,score=0.693
cobeca,ABRETIA CAP 25MG X20 MEG,17768,7591619520902,45.71,3827,ABRETIA 25 mg CAPSULAS,76.18,matched,score=0.736
cobeca,AC FOLICO COMP 5MG X20 MEG,23,7591619501017,1.43,1653,ACIDO FOLICO 5 mg COMPRIMIDOS,2.38,matched,score=0.878
cobeca,AC FOLICO TAB 10MG X10 BIOQ,53282,7594000851753,2.65,6571,ACIDO FOLICO 10 mg TABLETAS,4.42,matched,score=0.857
cobeca,AC FOLICO TAB 10MG X10 PLX,53779,7594001101321,1.06,3760,ACIDO FOLICO 10 mg TABLETAS,1.77,matched,score=0.857
cobeca,AC FOLICO TAB 5MG X10 BIOQ,53280,7594000850992,1.66,1653,ACIDO FOLICO 5 mg COMPRIMIDOS,2.77,matched,score=0.835
cobeca,AC IBANDRONICO TAB 150MG X1 ZUZU,52763,7599608003641,3.64,5962,ACIDO IBANDRONICO 150 mg TABLETAS RECUBIERTAS,6.07,matched,score=0.826
cobeca,AC TRANEXAMICO TAB 500MG X10 KMP,53498,8906069872393,5.17,6709,ACIDO TRANEXAMICO 500 mg TABLETAS RECUBIERTAS,8.62,matched,score=0.826
cobeca,AC VALPROICO JBE 250MG/5ML 180ML MED/SUP,22412,0731299120796,12.86,6742,ACIDO VALPROICO 250 mg / 5 mL JARABE,21.43,matched,score=0.683
cobeca,AC VALPROICO TAB REC 500MG X30 GEAG,51480,8906120990059,17.94,1989,VALPRON 500 mg TABLETAS,29.9,matched,score=0.627
cobeca,ACALIX TAB 60MG X30 VARG,4986,7592349001662,10.26,2002,ACALIX 60 mg TABLETAS,17.1,matched,score=0.859
cobeca,ACECLOFENACO TAB DISP 100MG X10 CR MT,53399,8908000942158,2.87,5626,ACECLOFENACO 100 mg TABLETAS RECUBIERTAS,4.78,matched,score=0.769
cobeca,ACEITA MINERAL 30ML RECETT,53418,7594001450092,1.75,,,,sin_match,no farmaco
cobeca,ACEITE BRONCEADOR HAWAIIAN TROPIC 240ML,52863,75486030568,12,,,,sin_match,no farmaco
cobeca,ACEITE CARBONELL EXTRA VIRGEN 750ML,19743,8410010272588,22.04,,,,sin_match,no farmaco
cobeca,ACEITE CARBONELL PURO SPRAY X 200ML,50459,8410010262688,7.19,,,,sin_match,no farmaco
cobeca,ACEITE CARBONELL SPR EXT/VIRGEN X 200ML,50460,8410010264224,7.65,,,,sin_match,sin_candidato
cobeca,ACEITE CORP IE ARNICA 250ML,51495,818821001485,9.52,,,,sin_match,no farmaco
cobeca,ACEITE CORP IE HIDRAT COCO 400ML,26537,8411047144138,13.01,,,,sin_match,no farmaco
cobeca,ACEITE COTTAGE DUCHA COCO X 560ML,50247,3141389954953,7.79,,,,sin_match,no farmaco
cobeca,ACEITE CREMOSO FC ARNICA 250ML,51345,7593090001765,10.39,,,,sin_match,no farmaco
cobeca,ACEITE D/AGUACATE KALDINI EXT VIRG 250ML,53716,745604998505,12.24,,,,sin_match,no farmaco
cobeca,ACEITE D/ALMEN BIOF DULCE 30ML,91785,7591616000032,2.23,,,,sin_match,no farmaco
cobeca,ACEITE D/ALMEN RECETT AER 70ML,22222,7594001455363,8.96,,,,sin_match,sin_candidato
cobeca,ACEITE D/ALMENDRA ARTEZA 200ML,29572,7599094000391,8.39,,,,sin_match,no farmaco
cobeca,ACEITE D/ALMENDRA ARTEZA X 100ML,29571,7599094000384,5.06,,,,sin_match,no farmaco
cobeca,ACEITE D/CASTOR 30ML BIOF,51262,7591616002272,5.34,,,,sin_match,no farmaco
cobeca,ACEITE D/COCO ARTEZA 200ML,29574,7599094000377,8.39,,,,sin_match,no farmaco
cobeca,ACEITE D/COCO ARTEZA X 100ML,29573,7599094000360,5.06,,,,sin_match,no farmaco
cobeca,ACEITE D/COCO BIOF 30ML,91784,7591616000056,3.19,,,,sin_match,no farmaco
cobeca,ACEITE D/COCO RECETT 30ML,14398,7594001450054,2.06,,,,sin_match,no farmaco
cobeca,ACEITE D/COCO RECETT 60ML,14399,7594001450061,3.79,,,,sin_match,no farmaco
cobeca,ACEITE D/COCO RECETT AER 70ML,22221,7594001455356,7.31,,,,sin_match,score_bajo
cobeca,ACEITE D/DUCHA BIODERMA ATODERM 200ML,52393,3401528519895,36.79,,,,sin_match,no farmaco
cobeca,ACEITE D/DUCHA COTTAGE ARGAN 560ML,21190,3141389954915,10.1,,,,sin_match,no farmaco
cobeca,ACEITE D/DUCHA COTTAGE MONOI 560ML,21191,3141389952812,10.07,,,,sin_match,no farmaco
cobeca,ACEITE D/OLIVA PURO 500ML,25167,8410010811749,14.66,,,,sin_match,no farmaco
cobeca,ACEITE D/OREGANO GTS 30ML NAT PREM,51012,7592430002646,9.09,,,,sin_match,sin_candidato
cobeca,ACEITE D/PALO 30ML RECETT,20885,7594001450122,4.06,,,,sin_match,no farmaco
cobeca,ACEITE D/PESCADO CAP BLD 1000MGX30 LINOF,25745,678358669530,9.96,,,,sin_match,sin_candidato
cobeca,ACEITE D/PESCADO CAP BLD 1000MGX60 LINOF,25743,678358669585,14.04,,,,sin_match,sin_candidato
cobeca,ACEITE D/RICINO 30ML BIOF,94710,7591616000131,3.99,,,,sin_match,no farmaco
cobeca,ACEITE D/RICINO 30ML LYA,25429,7599028000053,4.22,,,,sin_match,no farmaco
cobeca,ACEITE D/RICINO ALPHA BMT GTA 30ML,29473,7597773000168,5.7,,,,sin_match,no farmaco
cobeca,ACEITE D/RICINO PLUS 30ML CHEM/S,31251,7596139000101,5.52,,,,sin_match,no farmaco
cobeca,ACEITE D/RICINO RECETT 30ML,16873,7594001450153,4.08,,,,sin_match,no farmaco
cobeca,ACEITE D/RICINO RECETT AER 70ML,22223,7594001455370,6.57,,,,sin_match,sin_candidato
cobeca,ACEITE D/RICINO REVLON ORGANICO 50ML,52207,7506110681731,16.69,,,,sin_match,no farmaco
cobeca,ACEITE DE ALMENDRAS RECETTEMARK X30ML,14411,7594001450030,3.77,,,,sin_match,no farmaco
cobeca,ACEITE DERMISA HIDRAT/CORP 125ML,29446,766989000201,22.5,,,,sin_match,no farmaco
cobeca,ACEITE DERNIER CREMOSO BABY 200 G,15666,7596049000123,1.94,,,,sin_match,no farmaco
cobeca,ACEITE EXTRA VIRGEN 500ML,25166,8410010813729,15.66,,,,sin_match,no farmaco
cobeca,ACEITE LIMP SUPERF PLEDGE CER 500ML,53814,7501032915261,8.4,,,,sin_match,no farmaco
cobeca,ACEITE MINERAL 30ML BIOF,91786,7591616000162,2.16,,,,sin_match,no farmaco
cobeca,ACEITE MINERAL X 100ML,28549,7597773000298,4.13,,,,sin_match,no farmaco
cobeca,ACEITE MOSQUETA ROSA DEL SUR X 15ML,50355,7591404000657,16.54,,,,sin_match,no farmaco
cobeca,ACEITE OGX ARGAN OIL MOROCCO 100ML,52721,22796916143,17.85,,,,sin_match,no farmaco
cobeca,ACEITE OGX MIST COCONUT OIL 118ML,52725,22796916471,17.85,,,,sin_match,no farmaco
cobeca,ACEITE OZONIZ OZONEPIU GIRASOL COCO 30ML,52610,7593319002313,6.79,,,,sin_match,no farmaco
cobeca,ACEITE OZONIZ OZONEPIU GIRASOL COCO 60ML,52611,7593319001958,13.1,,,,sin_match,no farmaco
cobeca,ACEMUK COM/EFERV 200MG X 10 MEYER,28654,7795380002333,26.21,,,,sin_match,sin_candidato
cobeca,ACEMUK JBE 2G/100ML X 100ML,28646,7795380043091,32,,,,sin_match,sin_candidato
cobeca,ACETAB TAB 250MG X20 L.O,90118,7591196004802,14.37,,,,sin_match,score_bajo
cobeca,"ACETACLOR JBE 125MG/0,5MG/5ML 120ML BIOF",53562,7591616002418,3.25,,,,sin_match,score_bajo
cobeca,ACETAFEN FORTE JBE 180MG/5ML 120ML BIOF,25688,7591616002142,3.19,,,,sin_match,score_bajo
cobeca,ACETAMINOFEN COMP 500MG X10 LETI,22931,7591585376657,2.12,3179,ACETAMINOFEN 500 COMPRIMIDOS,3.53,matched,score=0.922
cobeca,ACETAMINOFEN COMP 650MG X10 BIOQ,21621,7594000851258,2.19,6392,ACETAMINOFEN 650mg TABLETAS,3.65,matched,score=0.957
cobeca,ACETAMINOFEN COMP 650MG X10 LETI,21858,7591585279057,1.63,6392,ACETAMINOFEN 650mg TABLETAS,2.72,matched,score=0.957
cobeca,ACETAMINOFEN COMP 650MG X20 BIOQ,22403,7594000851265,3.14,6392,ACETAMINOFEN 650mg TABLETAS,5.23,matched,score=0.957
cobeca,ACETAMINOFEN COMP 650MG X30 LETI,15591,7591585179050,4.86,6392,ACETAMINOFEN 650mg TABLETAS,8.1,matched,score=0.957
cobeca,ACETAMINOFEN COMP 750MG X10 BIOQ,23926,7594000851289,3.88,6392,ACETAMINOFEN 650mg TABLETAS,6.47,matched,score=0.830
cobeca,ACETAMINOFEN JBE PED 150MG/120ML PHARME,95342,7592454003100,4.66,6455,ACETAMINOFEN 150 mg / 5 mL JARABE,7.77,matched,score=0.687
cobeca,ACETAMINOFEN SOL 120MG/5ML 100ML BIOQ,98401,7594000850855,4.44,4808,ACETAMINOFEN 120 mg/5mL SOLUCION ORAL,7.4,matched,score=0.859
cobeca,ACETAMINOFEN SOL 120MG/5ML 120ML BIOQ,53087,7594000850862,4.86,4808,ACETAMINOFEN 120 mg/5mL SOLUCION ORAL,8.1,matched,score=0.878
cobeca,ACETAMINOFEN SOL 180MG/5ML 120ML BIOQ,14455,7594000850824,4.7,4809,ACETAMINOFEN 180 mg/5 mL SOLUCION ORAL,7.83,matched,score=0.826
cobeca,ACETAMINOFEN SOL 180MG/5ML 120ML LETI,51788,7591585277787,4.53,5467,ACETAMINOFEN 180 mg / 5 mL SOLUCION ORAL,7.55,matched,score=0.870
cobeca,ACETAMINOFEN SOL ORAL 120MG/5ML X60ML OF,30027,7591196006486,2.18,4808,ACETAMINOFEN 120 mg/5mL SOLUCION ORAL,3.63,matched,score=0.792
cobeca,ACETAMINOFEN SUP 125MG X 6 ALESS,28641,7597758000770,2.51,,,,sin_match,no farmaco
cobeca,ACETAMINOFEN SUP 125MG X8 VARG,53592,7592349003031,3.38,,,,sin_match,no farmaco
cobeca,ACETAMINOFEN SUP 250MG X 6 ALESS,28642,7597758000787,2.92,,,,sin_match,no farmaco
cobeca,ACETAMINOFEN TAB 500MG X 10 OFT,50364,7591196006516,0.83,2140,ACETAMINOFEN 500 mg COMPRIMIDOS,1.38,matched,score=0.786
cobeca,ACETAMINOFEN TAB 500MG X 30 OFT,30141,7591196006523,2.81,2140,ACETAMINOFEN 500 mg COMPRIMIDOS,4.68,matched,score=0.786
cobeca,ACETAMINOFEN TAB 500MG X10 CLX,2337,7591519004144,0.43,2852,ACETAMINOFEN 500 mg TABLETAS,0.72,matched,score=0.922
cobeca,ACETAMINOFEN TAB 500MG X10 KMP,53478,6921875008530,0.82,1994,ACETAMINOFEN 500 mg TABLETAS,1.37,matched,score=0.878
cobeca,ACETAMINOFEN TAB 500MG X12 BIOQ,22400,7594000850626,1.55,1994,ACETAMINOFEN 500 mg TABLETAS,2.58,matched,score=0.878
cobeca,ACETAMINOFEN TAB 500MG X20 ALESS,20503,7597758000596,1.06,4036,ACETAMINOFEN - HIOSCINA N BUTIL BROMURO 500 mg-10mg TABLETAS RE,1.77,matched,score=0.820
cobeca,ACETAMINOFEN TAB 500MG X20 PHARME,7537,7592454000031,1.23,4033,ACETAMINOFEN 500 mg TABLETAS,2.05,matched,score=0.906
cobeca,ACETAMINOFEN TAB 500MG X24 BIOQ,22401,7594000850633,3.16,1994,ACETAMINOFEN 500 mg TABLETAS,5.27,matched,score=0.878
cobeca,ACETAMINOFEN TAB 650 MG X10 ZUZU,52548,7599608000022,0.49,4036,ACETAMINOFEN - HIOSCINA N BUTIL BROMURO 500 mg-10mg TABLETAS RE,0.82,matched,score=0.929
cobeca,ACETAMINOFEN TAB 650MG X10 CLX,6236,7591519005264,0.56,6392,ACETAMINOFEN 650mg TABLETAS,0.93,matched,score=0.957
cobeca,ACETAMINOFEN TAB 650MG X10 L.O,52390,7591196006912,0.75,6392,ACETAMINOFEN 650mg TABLETAS,1.25,matched,score=0.734
cobeca,ACETAMINOFEN TAB 650MG X10 PHARME,11552,7592454001243,0.7,6392,ACETAMINOFEN 650mg TABLETAS,1.17,matched,score=0.957
cobeca,ACETAMINOFEN TAB 650MG X10 PLX,15698,7594001101604,0.92,6392,ACETAMINOFEN 650mg TABLETAS,1.53,matched,score=0.957
cobeca,ACETAMINOFEN/CLORF JBE 125/1MG/5ML BIOQ,23925,7594000851234,6.19,4941,ACETAMINOFEN - CLORFENIRAMINA 125 mg - 1mg / 5ml JARABE,10.32,matched,score=0.847
cobeca,"ACETAMINOFEN/TRAM TAB 325/37,5 X10 CLX",99582,7591519008494,4.88,4632,"ACETAMINOFEN - TRAMADOL 325 mg - 37,5 mg COMPRIMIDOS",8.13,matched,score=0.768
cobeca,ACETAZOLAMIDA TAB 250MG X 20 ZUZU,50503,8906036366337,5.86,3275,ACETAZOLAMIDA 250 mg TABLETAS,9.77,matched,score=0.878
cobeca,ACETAZOLAMIDA TAB 250MG X10 CR MT,53177,8904464206386,5.59,3275,ACETAZOLAMIDA 250 mg TABLETAS,9.32,matched,score=0.918
cobeca,ACETAZOLAMIDA TAB 250MG X20 KMP,53492,0730170649494,14.74,3275,ACETAZOLAMIDA 250 mg TABLETAS,24.57,matched,score=0.878
cobeca,ACETOBEN JBE 120ML RNV,11,7592806121018,5.6,,,,sin_match,score_bajo
cobeca,ACEVAL GTS SOL 100MG/ML 30ML VLM,4669,7591020006156,4.19,2100,ACEVAL 100 mg/mL SOLUCION ORAL EN GOTAS,6.98,matched,score=0.671
cobeca,ACEVAL SOL PED 180MG/5ML 120ML VLM,22391,7591020008839,4.36,,,,sin_match,score_bajo
cobeca,ACEVAL TAB 650MG X10 VLM,646,7591020000611,1.97,2708,ACEVAL 650 mg TABLETAS,3.28,matched,score=0.719
cobeca,ACEVAL TAB 650MG X50 VLM,24308,7591020008471,7.86,2708,ACEVAL 650 mg TABLETAS,13.1,matched,score=0.719
cobeca,ACIBATH-S DERMOLIMP 120G MEY,25229,7707355050034,15.56,,,,sin_match,no farmaco
cobeca,ACICLOR AP COMP 1G X10 LETI,3203,7591585111838,58.61,2811,ACICLOR 1 g COMPRIMIDOS A.P.,97.68,matched,score=0.700
cobeca,ACICLOR CREM 5% 10G LETI,8876,7591585311634,16.32,2051,ACICLOR 5 % CREMA,27.2,matched,score=0.650
cobeca,ACICLOVIR CREM 5% 20G CR DAC,54105,7598578001015,4.46,2208,ACICLOVIR 200 mg TABLETAS,7.43,matched,score=0.761
cobeca,ACICLOVIR CREM 5% 20G SGG,23148,7596347802993,10.35,2208,ACICLOVIR 200 mg TABLETAS,17.25,matched,score=0.761
cobeca,ACICLOVIR CREM 5% 5G KMPLUS,23762,6942189211324,2.96,3911,ACICLOVIR 5 % CREMA USO TOPICO,4.93,matched,score=0.677
cobeca,ACICLOVIR CREM 5% 5G PORTU,24245,7750215001905,2.73,6272,ACICLOVIR CREMA 5 %,4.55,matched,score=0.691
cobeca,ACICLOVIR CREM 5% X 10G DISTRI,50169,7598252101345,8.78,,,,sin_match,score_bajo
cobeca,ACICLOVIR CREM 50MG/20G PLN,98573,7592348201117,9.81,1026,ACICLOVIR 250 mg POLVO LIOFILIZADO PARA SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,16.35,matched,score=0.665
cobeca,ACICLOVIR PVO SOL INY 250MG VIAL X1 DIST,51935,7598252001430,9.12,192,MONARC- M 250 u. 1 vial POLVO LIOFILIZADO PARA SOLUCION INYECTABLE,15.2,matched,score=0.717
cobeca,ACICLOVIR PVO SUSP 200MG/5ML 100ML DIST,51989,7598252001416,15.52,2461,ACICLOR 200 mg / 5 mL POLVO PARA SUSPENSION,25.87,matched,score=0.679
cobeca,ACICLOVIR TAB 200MG X 20 POLINAC,29551,7592348020114,6.01,2208,ACICLOVIR 200 mg TABLETAS,10.02,matched,score=0.702
cobeca,ACICLOVIR TAB 200MG X10 CR LATT,24324,0720524031174,1.95,2208,ACICLOVIR 200 mg TABLETAS,3.25,matched,score=0.878
cobeca,ACICLOVIR TAB 200MG X24 PHARME,7859,7592454102001,6.61,2208,ACICLOVIR 200 mg TABLETAS,11.02,matched,score=0.878
cobeca,ACICLOVIR TAB 200MG X25 CLX,11560,7591519005639,6.65,2815,ACICLOVIR 200 mg TABLETAS,11.08,matched,score=0.922
cobeca,ACICLOVIR TAB 400G X100 CR FAHD,20740,7468999185147,18.24,5482,ACICLOVIR 400 mg TABLETAS,30.4,matched,score=0.908
cobeca,ACICLOVIR TAB AP 1000MG X10 CR LATT,52952,756029628397,11.69,,,,sin_match,score_bajo
cobeca,"ACICLOVIR UNG OFT 3% 4,5G DIST",51990,7598252001423,11.81,6773,ACICLOVIR 5% CREMA TOPICA,19.68,matched,score=0.731
cobeca,ACIDO ACETILSALIC TAB 81MG X24 L.O,7271,7591196003195,4.02,3341,ACIDO ACETILSALICILICO 81 mg TABLETAS CON CUBIERTA ENTERICA,6.7,matched,score=0.763
cobeca,ACIDO ASCORBICO AMP 500MG/5MLX10 CR DIST,23088,17598252101540,20.32,1432,ACIDO ASCORBICO 500 mg / 5 mL SOLUCIÓN INYECTABLE,33.87,matched,score=0.852
cobeca,ACIDO ASCORBICO SOL GTS 100MG 30ML BIOQ,14296,7594000850282,6,5857,ACIDO ASCORBICO 100 mg / mL SOLUCION ORAL,10,matched,score=0.912
cobeca,ACIDO BORICO 20G LYA,25466,7599028000572,1.74,,,,sin_match,no farmaco
cobeca,ACIDO BORICO 20G X20 FCH,16587,7592141000016,26.23,,,,sin_match,no farmaco
cobeca,ACIDO BORICO 25G X12 RECETT,14822,7594001451983,26.49,,,,sin_match,no farmaco
cobeca,ACIDO BORICO CAP VAG 400MG X10 LYA,25478,7599028000787,5.35,,,,sin_match,score_bajo
cobeca,ACIDO BORICO SOB 20G BIOF,94715,7591616001466,1.47,1622,RESTYLANE PERLANE LIDOCAINA (ACIDO HIALURONICO - LIDOCAINA CLORHIDRATO) 20mg / mL - 3 mg/mL GEL INYECTABLE,2.45,matched,score=0.605
cobeca,ACIDO FOLICO AMP 10MG/2ML X10 CR DIST,22846,17598252101571,34.74,384,ACIDO FOLICO 10 mg / mL SOLUCION INYECTABLE,57.9,matched,score=0.875
cobeca,ACIDO FOLICO AMP 10MG/ML X3 MEG,20,7591619501048,10.78,384,ACIDO FOLICO 10 mg / mL SOLUCION INYECTABLE,17.97,matched,score=0.867
cobeca,ACIDO FOLICO COMP 10MG 20G VARG,4100,7592349926194,1.61,3154,ACIDO FOLICO 10 mg COMPRIMIDOS,2.68,matched,score=0.886
cobeca,ACIDO FOLICO COMP 10MG X20 MEG,24,7591619501024,2.21,1654,ACIDO FOLICO 10 mg COMPRIMIDOS,3.68,matched,score=0.935
cobeca,ACIDO FOLICO COMP 10MG X30 LETI,98454,7591585271495,3.68,4441,ACIDO FOLICO 10 mg COMPRIMIDOS,6.13,matched,score=0.935
cobeca,ACIDO FOLICO COMP 10MG X30 MEG,90738,7591619000220,3.12,1654,ACIDO FOLICO 10 mg COMPRIMIDOS,5.2,matched,score=0.935
cobeca,ACIDO FOLICO COMP 5MG X30 MEG,92955,7591619000213,2.21,1653,ACIDO FOLICO 5 mg COMPRIMIDOS,3.68,matched,score=0.957
cobeca,ACIDO FOLICO GTS 10MG 15ML MEY,2643,7592601300779,8.75,1655,ACIDO FOLICO 10 mg / mL SOLUCION ORAL,14.58,matched,score=0.859
cobeca,ACIDO FOLICO GTS 10MG/ML 30ML BIOQ,24815,7594000851333,6.7,1655,ACIDO FOLICO 10 mg / mL SOLUCION ORAL,11.17,matched,score=0.794
cobeca,ACIDO FOLICO GTS 15ML MEG,25,7591619501031,8.57,1655,ACIDO FOLICO 10 mg / mL SOLUCION ORAL,14.28,matched,score=0.848
cobeca,ACIDO FOLICO TAB 10MG X 30 CLX,29544,7591519001112,1.69,3181,ACIDO FOLICO 10 mg TABLETAS,2.82,matched,score=0.935
cobeca,ACIDO FOLICO TAB 10MG X10 MEY,20330,7592601303206,1.29,1654,ACIDO FOLICO 10 mg COMPRIMIDOS,2.15,matched,score=0.891
cobeca,ACIDO FOLICO TAB 10MG X20 MEY,10752,7592601300021,2.45,1654,ACIDO FOLICO 10 mg COMPRIMIDOS,4.08,matched,score=0.891
cobeca,ACIDO FOLICO TAB 10MG X20 PLX,92858,7594001101338,1.89,3760,ACIDO FOLICO 10 mg TABLETAS,3.15,matched,score=0.935
cobeca,ACIDO FOLICO TAB 10MG X30 MEY,91658,7592601301486,3.32,1654,ACIDO FOLICO 10 mg COMPRIMIDOS,5.53,matched,score=0.891
cobeca,ACIDO FOLICO TAB 10MG X30 PLX,92857,7594001101345,2.5,3760,ACIDO FOLICO 10 mg TABLETAS,4.17,matched,score=0.935
cobeca,ACIDO FOLICO TAB 5MG X10 MEY,20331,7592601303190,1.17,1653,ACIDO FOLICO 5 mg COMPRIMIDOS,1.95,matched,score=0.913
cobeca,ACIDO FOLICO TAB 5MG X20 MEY,10751,7592601300014,2.09,1653,ACIDO FOLICO 5 mg COMPRIMIDOS,3.48,matched,score=0.913
cobeca,ACIDO FOLICO TAB 5MG X30 MEY,21981,7592601301479,3.32,1653,ACIDO FOLICO 5 mg COMPRIMIDOS,5.53,matched,score=0.913
cobeca,ACIDO FOLICO TAB 5MG X30 PLX,23782,7594001101314,2.44,3721,ACIDO FOLICO 5 mg TABLETAS,4.07,matched,score=0.957
cobeca,ACIDO FUSIDICO CREM 2% 15G CR MT,53402,8908000942387,11.32,4190,FUCIDIN H 20 mg - 10 mg/g CREMA.,18.87,matched,score=0.689
cobeca,ACIDO FUSIDICO CREM 2% X 15G VINC,50507,7599513000087,17.75,4190,FUCIDIN H 20 mg - 10 mg/g CREMA.,29.58,matched,score=0.659
cobeca,ACIDO MEFENAMICO TAB 500MG X 10 FM,28706,8906005118370,1.83,6300,ACIDO MEFENAMICO 500 mg TABLETAS,3.05,matched,score=0.904
cobeca,ACIDO VALPROICO TAB 500MG X10 MED/SUP,22413,0731299120802,8.04,1989,VALPRON 500 mg TABLETAS,13.4,matched,score=0.803
cobeca,ACLER TAB REC 150MG X1 CLX,15604,7591519051865,3.97,,,,sin_match,score_bajo
cobeca,ACLOVIRAX CREM 5% 20G PHARME,51377,7703763671908,10.45,,,,sin_match,score_bajo
cobeca,ACON DRENE COMPLEX 3 MINUTOS 200ML,24394,7590005008468,3.24,,,,sin_match,no farmaco
cobeca,ACON DRENE COMPLEX CAB/LISO 200ML,24389,7590005008406,3.09,,,,sin_match,no farmaco
cobeca,ACON DRENE COMPLEX CAB/QUEBRAD 370ML,25962,7590005008444,5.01,,,,sin_match,no farmaco
cobeca,ACON DRENE PROH QUEBRADIZO 200ML,29944,7590005008499,3.06,,,,sin_match,no farmaco
cobeca,ACON ELVIVE CAIDA/RESIST X 370ML,50689,7509552889574,8.58,,,,sin_match,no farmaco
cobeca,ACON EVERY NIGHT BIO CER M/ACT 365ML,23820,7590005164553,4.93,,,,sin_match,no farmaco
cobeca,ACON EVERY NIGHT BIO COCO 365ML,23818,7590005164539,4.97,,,,sin_match,no farmaco
cobeca,ACON EVERY NIGHT BIO T/VERD/ALOE 365ML,23817,7590005164522,4.97,,,,sin_match,no farmaco
cobeca,ACOND DOVE RECONST COMPLETA 370ML,29840,7702006208611,8.73,,,,sin_match,no farmaco
cobeca,ACOND DOVE REGEN EXTREMA 370ML,29863,7702006208642,9.41,,,,sin_match,no farmaco
cobeca,ACOND ELVIVE DREAM LISO 370ML,53429,7509552961515,8.58,,,,sin_match,no farmaco
cobeca,ACOND EVERY NIGHT BIO COCO 210 ML,29435,7590005164560,3.03,,,,sin_match,no farmaco
cobeca,ACOND NUTRIBELA BIOKERATINA 370ML,54542,7702354958121,6.06,,,,sin_match,no farmaco
cobeca,ACOND NUTRIBELA CELULAS MADRES 370ML,53082,7702354956271,6.37,,,,sin_match,no farmaco
cobeca,ACOND NUTRIBELA ENZIMOTERAPIA 370ML,53085,7702354956264,6.43,,,,sin_match,no farmaco
cobeca,ACOND NUTRIBELA PROHIALUR 370ML,53083,7702354956288,6.12,,,,sin_match,no farmaco
cobeca,ACOND NUTRIBELA REPARA INTEN 370ML,53084,7702354956257,6.12,,,,sin_match,no farmaco
cobeca,ACOND NUTRIBELA REPARACION INT 200ML,54395,7702354959043,3.95,,,,sin_match,no farmaco
cobeca,ACOND OGX ARGAN OIL MOROCCO 385ML,52714,22796916129,16.55,,,,sin_match,no farmaco
cobeca,ACOND OGX BIOTIN COLLAGEN 385ML,52716,22796916716,16.55,,,,sin_match,no farmaco
cobeca,ACOND OGX COCONUT CURLS 385ML,52720,22796900920,16.55,,,,sin_match,no farmaco
cobeca,ACOND OGX COCONUT MIRACLE OIL 385ML,52723,22796901217,18.54,,,,sin_match,no farmaco
cobeca,ACOND REVLON ARGAN/MACAD 700ML,52198,7506110681625,15.54,,,,sin_match,no farmaco
cobeca,ACOND REVLON COCO/VIT E 700ML,52202,7506110681649,15.54,,,,sin_match,no farmaco
cobeca,ACOND REVLON KERATI/ALMEN 700ML,52200,7506110681632,15.54,,,,sin_match,no farmaco
cobeca,ACOND SAVITAL ARGAN/SABILA 490ML,52672,7702006208574,7.29,,,,sin_match,no farmaco
cobeca,ACOND SAVITAL M/OLEOS 490ML,52670,7702006208505,7.29,,,,sin_match,no farmaco
cobeca,ACOND SAVITAL M/VITAMINAS 490ML,52674,7702006208369,7.29,,,,sin_match,no farmaco
cobeca,ACOND SEDAL CELULAS MADRES 340ML,50016,7702006301572,6.09,,,,sin_match,no farmaco
cobeca,ACOND SEDAL CERAMIDAS 340ML,29880,7506306237902,6.09,,,,sin_match,no farmaco
cobeca,ACOND SEDAL LISO PERFECT 340ML,52706,7506306237100,6.09,,,,sin_match,no farmaco
cobeca,ACOND SEDAL LUMINOSO UV 340ML,54390,7702006654203,6.09,,,,sin_match,no farmaco
cobeca,ACRYLARM GEL OFT 10G MEG,4089,7795368002249,27.4,,,,sin_match,score_bajo
cobeca,ACTICAR JBE 1G/10ML X 120ML,30118,7594001101895,7.94,,,,sin_match,sin_candidato
cobeca,ACTIVITON EXT CAP BLD X30 G PHAR,25268,7597189000264,11.91,,,,sin_match,sin_candidato
cobeca,"ACTUMIR DUO TAB REC 12,5MG/1000MG X30",54437,7591821290716,19.35,,,,sin_match,score_bajo
cobeca,"ACTUMIR DUO TAB REC 12,5MG/850MG X30",54436,7591821290723,19.35,7072,"ACTUMIR DUO 12,5mg-850mg  TABLETAS RECUBIERTAS",32.25,matched,score=0.622
cobeca,ACTUMIR TAB REC 25MG X30 FARMA,53757,7591821210950,47.32,,,,sin_match,score_bajo
cobeca,"ADAPALENO GEL TOP 0,1% 15G CR MT",53398,8904464206379,6.38,6141,"ADAPALENO - CLINDAMICINA 0,1 % - 1 % GEL",10.63,matched,score=0.739
cobeca,"ADAPALENO GEL TOP 0,1% 15G HM",52420,0632627843458,1.95,,,,sin_match,score_bajo
