id_a,nombre_a,id_b,nombre_b,score,motivo,atc_a,atc_b,canon_a,canon_b
1714,"Hedera Helix L., Hoja, Extracto Seco (der 4–8:1) Disolvente De Extraccion: Etanol 30%(m/m)",1715,"Hedera Helix L., Hoja, Extracto Seco (der 5–7.5: 1) Disolvente De Extraccion: Etanol 30% (m/m)",0.824,mismo_generico_en,V03AB16,V03AB16,1 30 4 8 der disolvente etanol extraccion extracto hedera helix hoja l m m seco,1 30 5 5 7 der disolvente etanol extraccion extracto hedera helix hoja l m m seco
1760,Hidroxicobalamina,1773,Hidroxocobalamina,0.941,mismo_generico_en,,B03BA03,hidroxicobalamina,hidroxocobalamina
1760,Hidroxicobalamina,1775,Hidroxocobalamina Hidrocloruro,0.941,mismo_generico_en,,B03BA03,hidroxicobalamina,hidroxocobalamina
1760,Hidroxicobalamina,1776,Hidroxocobalamina Sulfato,0.941,mismo_generico_en,,B03BA03,hidroxicobalamina,hidroxocobalamina
1810,Ibuprofeno Arginina,1811,Ibuprofeno Lisina,0.75,mismo_generico_en,M01AE01,B05XB03,arginina ibuprofeno,ibuprofeno lisina
2647,P-aminobenzoato De Etilo,2755,P-hidroxibenzoato De Etilo,0.867,mismo_generico_en,,D01AE10,aminobenzoato etilo p,etilo hidroxibenzoato p
1855,Inmunoglobulina  Antihepatitis B,1865,Inmunoglobulina Humana Antihepatitis B,0.75,mismo_generico_en,J06BB04,,antihepatitis b inmunoglobulina,antihepatitis b humana inmunoglobulina
1858,Inmunoglobulina Antirrabica,1859,Inmunoglobulina Antitetanica,0.833,mismo_generico_en,J06BB05,J06BB02,antirrabica inmunoglobulina,antitetanica inmunoglobulina
1866,Inmunoglobulina Humana Antirrabica,1867,Inmunoglobulina Humana Antitetanica,0.889,mismo_generico_en,,,antirrabica humana inmunoglobulina,antitetanica humana inmunoglobulina
1866,Inmunoglobulina Humana Antirrabica,1869,Inmunoglobulina Humana Polivalente,0.756,mismo_generico_en,,,antirrabica humana inmunoglobulina,humana inmunoglobulina polivalente
1867,Inmunoglobulina Humana Antitetanica,1869,Inmunoglobulina Humana Polivalente,0.75,mismo_generico_en,,,antitetanica humana inmunoglobulina,humana inmunoglobulina polivalente
1880,Insulina Humana Isofana,1883,Insulina Isofana,0.81,mismo_generico_en,A10AB01,,humana insulina isofana,insulina isofana
3152,Seroalbumina Humana,3537,Trombina Humana,0.75,mismo_generico_en,B05AA01,B02BC06,humana seroalbumina,humana trombina
1901,Iodoclorohidroxiquina,1902,Iodoclorohidroxiquinoleina,0.808,mismo_generico_en,,,iodoclorohidroxiquina,iodoclorohidroxiquinoleina
1902,Iodoclorohidroxiquinoleina,1903,Iodoclorooxiquinoleina,0.846,mismo_generico_en,,,iodoclorohidroxiquinoleina,iodoclorooxiquinoleina
1902,Iodoclorohidroxiquinoleina,3767,Yodoclorhidroxiquinoleina,0.923,mismo_generico_en,,D08AG03,iodoclorohidroxiquinoleina,yodoclorhidroxiquinoleina
1903,Iodoclorooxiquinoleina,3767,Yodoclorhidroxiquinoleina,0.8,mismo_generico_en,,D08AG03,iodoclorooxiquinoleina,yodoclorhidroxiquinoleina
1929,Isopropilfenazona,2908,Propifenazona,0.765,mismo_generico_en,N02BB01,N02BB04,isopropilfenazona,propifenazona
2051,Leuprolida,2052,Leuprorelina,0.75,mismo_generico_en,,L02AE02,leuprolida,leuprorelina
2051,Leuprolida,2053,Leuprorelina Acetato,0.75,mismo_generico_en,,L02AE02,leuprolida,leuprorelina
2051,Leuprolida,2054,Leuprorelina Mesilato,0.75,mismo_generico_en,,L02AE02,leuprolida,leuprorelina
2070,Levomepromazina,2075,Levopromazina,0.867,mismo_generico_en,N05AA02,N05AA03,levomepromazina,levopromazina
2071,Levomepromazina Hidrocloruro,2075,Levopromazina,0.867,mismo_generico_en,N05AA02,N05AA03,levomepromazina,levopromazina
2072,Levomepromazina Maleato,2075,Levopromazina,0.867,mismo_generico_en,N05AA02,N05AA03,levomepromazina,levopromazina
2208,Meclicina,2209,Meclozina,0.778,mismo_generico_en,,R06AE05,meclicina,meclozina
2212,Medigoxina,2286,Metildigoxina,0.769,mismo_generico_en,C01AA05,C01AA08,medigoxina,metildigoxina
2782,Piranisamina,2792,Pirilamina,0.75,mismo_generico_en,,,piranisamina,pirilamina
2249,Merbromina,2257,Mercromina,0.9,mismo_generico_en,D08AK04,,merbromina,mercromina
3401,Timerosal,3410,Tiomersal,0.778,mismo_generico_en,,D08AK06,timerosal,tiomersal
3410,Tiomersal,3411,Tiomersalato,0.75,mismo_generico_en,D08AK06,D08AK06,tiomersal,tiomersalato
2288,Metilergobasina,2289,Metilergometrina,0.75,mismo_generico_en,,G02AB01,metilergobasina,metilergometrina
2288,Metilergobasina,2290,Metilergometrina Maleato,0.75,mismo_generico_en,,G02AB01,metilergobasina,metilergometrina
2288,Metilergobasina,2291,Metilergonovina,0.8,mismo_generico_en,,,metilergobasina,metilergonovina
2289,Metilergometrina,2291,Metilergonovina,0.75,mismo_generico_en,G02AB01,,metilergometrina,metilergonovina
2290,Metilergometrina Maleato,2291,Metilergonovina,0.75,mismo_generico_en,G02AB01,,metilergometrina,metilergonovina
2481,Neurotoxina De Clostridium Botulinum Tipo A 148.2 Kda,2482,Neurotoxina De Clostridium Botulinum Tipo E 150 Kda,0.762,mismo_generico_en,,,148 2 botulinum clostridium kda neurotoxina tipo,150 botulinum clostridium kda neurotoxina tipo
2486,Niacinamida,2495,Nicotinamida,0.75,mismo_generico_en,,A11HA01,niacinamida,nicotinamida
2490,Nicotamida,2491,Nicotilamida,0.833,mismo_generico_en,,,nicotamida,nicotilamida
2490,Nicotamida,2495,Nicotinamida,0.833,mismo_generico_en,,A11HA01,nicotamida,nicotinamida
2491,Nicotilamida,2495,Nicotinamida,0.917,mismo_generico_en,,A11HA01,nicotilamida,nicotinamida
2542,Noretindrona,2543,Noretisterona,0.769,mismo_generico_en,,G03AC01,noretindrona,noretisterona
2542,Noretindrona,2544,Noretisterona Acetato,0.769,mismo_generico_en,,G03AC01,noretindrona,noretisterona
2568,O-hidroxibenzamida,3888,O-hidroxibenzoico,0.75,mismo_generico_en,,,hidroxibenzamida,hidroxibenzoico
2689,Patiromer,2691,Patiromero Calcio,0.9,mismo_generico_en,V03AE09,,patiromer,patiromero
2725,Pentosan Polisulfato Acido,2726,Pentosano Polisulfato Sodio,0.944,mismo_generico_en,,,pentosan polisulfato,pentosano polisulfato
2734,Perbinafina,3348,Terbinafina,0.909,mismo_generico_en,,D01AE15,perbinafina,terbinafina
2734,Perbinafina,3349,Terbinafina Hidrocloruro,0.909,mismo_generico_en,,D01AE15,perbinafina,terbinafina
2736,Periciazina,2907,Propericiazina,0.786,mismo_generico_en,N05AC01,N05AC01,periciazina,propericiazina
2751,Peumus Boldus M. Hoja,3891,Peumus Boldus M.,0.792,mismo_generico_en,,,boldus hoja m peumus,boldus m peumus
2753,P-hidroxibenzoato De Bencilo,2754,P-hidroxibenzoato De Butilo,0.857,mismo_generico_en,P03AX01,,bencilo hidroxibenzoato p,butilo hidroxibenzoato p
2753,P-hidroxibenzoato De Bencilo,2757,P-hidroxibenzoato De Propilo,0.81,mismo_generico_en,P03AX01,,bencilo hidroxibenzoato p,hidroxibenzoato p propilo
2754,P-hidroxibenzoato De Butilo,2757,P-hidroxibenzoato De Propilo,0.81,mismo_generico_en,,,butilo hidroxibenzoato p,hidroxibenzoato p propilo
2812,Plantago Ovata Forskk.,2813,Plantago Ovata Forskk. Cascara,0.75,mismo_generico_en,,A06AB07,forskk ovata plantago,cascara forskk ovata plantago
2812,Plantago Ovata Forskk.,2814,Plantago Ovata Forskk. Semilla,0.75,mismo_generico_en,,,forskk ovata plantago,forskk ovata plantago semilla
2813,Plantago Ovata Forskk. Cascara,2814,Plantago Ovata Forskk. Semilla,0.821,mismo_generico_en,A06AB07,,cascara forskk ovata plantago,forskk ovata plantago semilla
2814,Plantago Ovata Forskk. Semilla,2815,Plantago Ovata Forskk. Semilla Cuticula,0.8,mismo_generico_en,,,forskk ovata plantago semilla,cuticula forskk ovata plantago semilla
2838,Polividona,2856,Povidona,0.8,mismo_generico_en,,D11AC06,polividona,povidona
4040,Ioduro (123i) Sodio,4041,Ioduro (131i) Sodio,0.75,mismo_generico_en,,,123i ioduro,131i ioduro
2905,Propanolol,2912,Propranolol,0.909,mismo_generico_en,D08AX03,C07AA05,propanolol,propranolol
2905,Propanolol,2913,Propranolol Hidrocloruro,0.909,mismo_generico_en,D08AX03,C07AA05,propanolol,propranolol
2917,Proteasa,2918,Proteasas,0.889,mismo_generico_en,M09AB91,M09AB91,proteasa,proteasas
3001,Resorcina,3989,Resorcinol,0.8,mismo_generico_en,,D10AX02,resorcina,resorcinol
3089,Sabal Serrulata Exto Blando,3090,Sabal Serrulata Exto Seco,0.792,mismo_generico_en,,,blando exto sabal serrulata,exto sabal seco serrulata
3104,Salazosulfapiridina,3111,Salicilazosulfapiridina,0.826,mismo_generico_en,J01EB04,J01EB04,salazosulfapiridina,salicilazosulfapiridina
3176,Silybum Marianum L.,3177,"Silybum Marianum L. ,  Flavolignanos",0.75,mismo_generico_en,,,l marianum silybum,flavolignanos l marianum silybum
3219,Somatotropina,3221,Somatropina,0.846,mismo_generico_en,,H01AC01,somatotropina,somatropina
3233,Succinilcolina,3234,Succinildicolina,0.875,mismo_generico_en,,,succinilcolina,succinildicolina
3357,Testosterona Cipionato,3358,Testosterona Propionato,0.85,mismo_generico_en,G03BA03,N02AA02,cipionato testosterona,propionato testosterona
3478,Trametinib Dimetil Sulfoxido,4022,Dimetil Sulfoxido,0.8,mismo_generico_en,L01EE01,M02AX03,dimetil sulfoxido trametinib,dimetil sulfoxido
3497,Triamcinolona Acetonido,3499,Triamcinolona Hexacetonido,0.875,mismo_generico_en,H02AB08,H02AB08,acetonido triamcinolona,hexacetonido triamcinolona
3504,Trientina Dihidrocloruro,3505,Trientina Tetrahidrocloruro,0.853,mismo_generico_en,A16AX12,A16AX12,dihidrocloruro trientina,tetrahidrocloruro trientina
3585,Valeriana Extracto Hidroalcoholico Seco,3586,Valeriana Extracto Seco,0.817,mismo_generico_en,,,extracto hidroalcoholico seco valeriana,extracto seco valeriana
3665,Virus Gripe A H1n1 Atenuado,3666,Virus Gripe A H1n1 Inactivado,0.85,mismo_generico_en,,,atenuado gripe h1n1 virus,gripe h1n1 inactivado virus
3666,Virus Gripe A H1n1 Inactivado,3667,Virus Gripe A H1n1 Inactivado Fraccionado,0.8,mismo_generico_en,,,gripe h1n1 inactivado virus,fraccionado gripe h1n1 inactivado virus
3666,Virus Gripe A H1n1 Inactivado,3668,Virus Gripe A H1n1 Inactivado Hemaglutinina,0.8,mismo_generico_en,,,gripe h1n1 inactivado virus,gripe h1n1 hemaglutinina inactivado virus
3667,Virus Gripe A H1n1 Inactivado Fraccionado,3668,Virus Gripe A H1n1 Inactivado Hemaglutinina,0.909,mismo_generico_en,,,fraccionado gripe h1n1 inactivado virus,gripe h1n1 hemaglutinina inactivado virus
3670,Virus Gripe A H3n2 Atenuado,3671,Virus Gripe A H3n2 Inactivado,0.85,mismo_generico_en,,,atenuado gripe h3n2 virus,gripe h3n2 inactivado virus
3671,Virus Gripe A H3n2 Inactivado,3672,Virus Gripe A H3n2 Inactivado Fraccionado,0.8,mismo_generico_en,,,gripe h3n2 inactivado virus,fraccionado gripe h3n2 inactivado virus
3671,Virus Gripe A H3n2 Inactivado,3673,Virus Gripe A H3n2 Inactivado Hemaglutinina,0.8,mismo_generico_en,,,gripe h3n2 inactivado virus,gripe h3n2 hemaglutinina inactivado virus
3672,Virus Gripe A H3n2 Inactivado Fraccionado,3673,Virus Gripe A H3n2 Inactivado Hemaglutinina,0.909,mismo_generico_en,,,fraccionado gripe h3n2 inactivado virus,gripe h3n2 hemaglutinina inactivado virus
3677,Virus Gripe B Inactivado,3678,Virus Gripe B Inactivado Fraccionado,0.8,mismo_generico_en,,,b gripe inactivado virus,b fraccionado gripe inactivado virus
3677,Virus Gripe B Inactivado,3679,Virus Gripe B Inactivado Hemaglutinina,0.8,mismo_generico_en,,,b gripe inactivado virus,b gripe hemaglutinina inactivado virus
3678,Virus Gripe B Inactivado Fraccionado,3679,Virus Gripe B Inactivado Hemaglutinina,0.909,mismo_generico_en,,,b fraccionado gripe inactivado virus,b gripe hemaglutinina inactivado virus
3960,Hiperico,3961,Hipericon,0.889,mismo_generico_en,,,hiperico,hipericon
4019,Dexnorgestrel,4107,Levonorgestrel,0.786,mismo_generico_en,,G03AC03,dexnorgestrel,levonorgestrel
4139,Selenio,4141,Selenium,0.75,mismo_generico_en,D01AE13,,selenio,selenium
1356,Etilparaben,2297,Metilparaben,0.917,nombre_similar,,,etilparaben,metilparaben
1721,Heparina De Bajo Peso Molecular Pm Medio 3600,1722,Heparina De Bajo Peso Molecular Pm Medio 4300,0.929,nombre_similar,B01AB01,B01AB01,3600 bajo heparina medio molecular peso pm,4300 bajo heparina medio molecular peso pm
3691,Virus Papiloma Humano Tipo 11 Proteina L1,3692,Virus Papiloma Humano Tipo 16 Proteina L1,0.929,nombre_similar,,,11 humano l1 papiloma proteina tipo virus,16 humano l1 papiloma proteina tipo virus
3691,Virus Papiloma Humano Tipo 11 Proteina L1,3693,Virus Papiloma Humano Tipo 18 Proteina L1,0.929,nombre_similar,,,11 humano l1 papiloma proteina tipo virus,18 humano l1 papiloma proteina tipo virus
3691,Virus Papiloma Humano Tipo 11 Proteina L1,3694,Virus Papiloma Humano Tipo 31 Proteina L1,0.929,nombre_similar,,,11 humano l1 papiloma proteina tipo virus,31 humano l1 papiloma proteina tipo virus
3691,Virus Papiloma Humano Tipo 11 Proteina L1,3695,Virus Papiloma Humano Tipo 33 Proteina L1,0.929,nombre_similar,,,11 humano l1 papiloma proteina tipo virus,33 humano l1 papiloma proteina tipo virus
3691,Virus Papiloma Humano Tipo 11 Proteina L1,3696,Virus Papiloma Humano Tipo 45 Proteina L1,0.929,nombre_similar,,,11 humano l1 papiloma proteina tipo virus,45 humano l1 papiloma proteina tipo virus
3691,Virus Papiloma Humano Tipo 11 Proteina L1,3697,Virus Papiloma Humano Tipo 52 Proteina L1,0.929,nombre_similar,,,11 humano l1 papiloma proteina tipo virus,52 humano l1 papiloma proteina tipo virus
3691,Virus Papiloma Humano Tipo 11 Proteina L1,3698,Virus Papiloma Humano Tipo 58 Proteina L1,0.929,nombre_similar,,,11 humano l1 papiloma proteina tipo virus,58 humano l1 papiloma proteina tipo virus
3691,Virus Papiloma Humano Tipo 11 Proteina L1,3699,Virus Papiloma Humano Tipo 6 Proteina L1,0.929,nombre_similar,,,11 humano l1 papiloma proteina tipo virus,6 humano l1 papiloma proteina tipo virus
3692,Virus Papiloma Humano Tipo 16 Proteina L1,3693,Virus Papiloma Humano Tipo 18 Proteina L1,0.929,nombre_similar,,,16 humano l1 papiloma proteina tipo virus,18 humano l1 papiloma proteina tipo virus
3692,Virus Papiloma Humano Tipo 16 Proteina L1,3699,Virus Papiloma Humano Tipo 6 Proteina L1,0.929,nombre_similar,,,16 humano l1 papiloma proteina tipo virus,6 humano l1 papiloma proteina tipo virus
3693,Virus Papiloma Humano Tipo 18 Proteina L1,3698,Virus Papiloma Humano Tipo 58 Proteina L1,0.929,nombre_similar,,,18 humano l1 papiloma proteina tipo virus,58 humano l1 papiloma proteina tipo virus
3694,Virus Papiloma Humano Tipo 31 Proteina L1,3695,Virus Papiloma Humano Tipo 33 Proteina L1,0.929,nombre_similar,,,31 humano l1 papiloma proteina tipo virus,33 humano l1 papiloma proteina tipo virus
3694,Virus Papiloma Humano Tipo 31 Proteina L1,3696,Virus Papiloma Humano Tipo 45 Proteina L1,0.929,nombre_similar,,,31 humano l1 papiloma proteina tipo virus,45 humano l1 papiloma proteina tipo virus
3694,Virus Papiloma Humano Tipo 31 Proteina L1,3697,Virus Papiloma Humano Tipo 52 Proteina L1,0.929,nombre_similar,,,31 humano l1 papiloma proteina tipo virus,52 humano l1 papiloma proteina tipo virus
3694,Virus Papiloma Humano Tipo 31 Proteina L1,3698,Virus Papiloma Humano Tipo 58 Proteina L1,0.929,nombre_similar,,,31 humano l1 papiloma proteina tipo virus,58 humano l1 papiloma proteina tipo virus
3694,Virus Papiloma Humano Tipo 31 Proteina L1,3699,Virus Papiloma Humano Tipo 6 Proteina L1,0.929,nombre_similar,,,31 humano l1 papiloma proteina tipo virus,6 humano l1 papiloma proteina tipo virus
3697,Virus Papiloma Humano Tipo 52 Proteina L1,3698,Virus Papiloma Humano Tipo 58 Proteina L1,0.929,nombre_similar,,,52 humano l1 papiloma proteina tipo virus,58 humano l1 papiloma proteina tipo virus
255,Antigeno Oligosacarido Meningococo Grupo Y,258,Antigeno Polisacarido Meningococo Grupo A,0.942,nombre_similar,,,antigeno grupo meningococo oligosacarido,antigeno grupo meningococo polisacarido
2097,Lipoproteina Recombinante Fhbp De Neisseria Meningitidis Del Serogrupo B (rlp2086; Subfamilia A),2098,Lipoproteina Recombinante Fhbp De Neisseria Meningitidis Del Serogrupo B (rlp2086; Subfamilia B),0.9,nombre_similar,,,b fhbp lipoproteina meningitidis neisseria recombinante rlp2086 serogrupo subfamilia,b b fhbp lipoproteina meningitidis neisseria recombinante rlp2086 serogrupo subfamilia
2449,Neumococo Antigeno Polisacarido Capsular Serotipo 1,2453,Neumococo Antigeno Polisacarido Capsular Serotipo 14,0.917,nombre_similar,,,1 antigeno capsular neumococo polisacarido serotipo,14 antigeno capsular neumococo polisacarido serotipo
2449,Neumococo Antigeno Polisacarido Capsular Serotipo 1,2470,Neumococo Antigeno Polisacarido Capsular Serotipo 31,0.917,nombre_similar,,,1 antigeno capsular neumococo polisacarido serotipo,31 antigeno capsular neumococo polisacarido serotipo
2450,Neumococo Antigeno Polisacarido Capsular Serotipo 10a,2451,Neumococo Antigeno Polisacarido Capsular Serotipo 11a,0.944,nombre_similar,,,10a antigeno capsular neumococo polisacarido serotipo,11a antigeno capsular neumococo polisacarido serotipo
2450,Neumococo Antigeno Polisacarido Capsular Serotipo 10a,2454,Neumococo Antigeno Polisacarido Capsular Serotipo 15a,0.944,nombre_similar,,,10a antigeno capsular neumococo polisacarido serotipo,15a antigeno capsular neumococo polisacarido serotipo
2450,Neumococo Antigeno Polisacarido Capsular Serotipo 10a,2459,Neumococo Antigeno Polisacarido Capsular Serotipo 19a,0.944,nombre_similar,,,10a antigeno capsular neumococo polisacarido serotipo,19a antigeno capsular neumococo polisacarido serotipo
2450,Neumococo Antigeno Polisacarido Capsular Serotipo 10a,2463,Neumococo Antigeno Polisacarido Capsular Serotipo 20a,0.944,nombre_similar,,,10a antigeno capsular neumococo polisacarido serotipo,20a antigeno capsular neumococo polisacarido serotipo
2451,Neumococo Antigeno Polisacarido Capsular Serotipo 11a,2454,Neumococo Antigeno Polisacarido Capsular Serotipo 15a,0.944,nombre_similar,,,11a antigeno capsular neumococo polisacarido serotipo,15a antigeno capsular neumococo polisacarido serotipo
2451,Neumococo Antigeno Polisacarido Capsular Serotipo 11a,2459,Neumococo Antigeno Polisacarido Capsular Serotipo 19a,0.944,nombre_similar,,,11a antigeno capsular neumococo polisacarido serotipo,19a antigeno capsular neumococo polisacarido serotipo
2452,Neumococo Antigeno Polisacarido Capsular Serotipo 12f,2456,Neumococo Antigeno Polisacarido Capsular Serotipo 16f,0.944,nombre_similar,,,12f antigeno capsular neumococo polisacarido serotipo,16f antigeno capsular neumococo polisacarido serotipo
2452,Neumococo Antigeno Polisacarido Capsular Serotipo 12f,2457,Neumococo Antigeno Polisacarido Capsular Serotipo 17f,0.944,nombre_similar,,,12f antigeno capsular neumococo polisacarido serotipo,17f antigeno capsular neumococo polisacarido serotipo
2452,Neumococo Antigeno Polisacarido Capsular Serotipo 12f,2460,Neumococo Antigeno Polisacarido Capsular Serotipo 19f,0.944,nombre_similar,,,12f antigeno capsular neumococo polisacarido serotipo,19f antigeno capsular neumococo polisacarido serotipo
2452,Neumococo Antigeno Polisacarido Capsular Serotipo 12f,2464,Neumococo Antigeno Polisacarido Capsular Serotipo 22f,0.944,nombre_similar,,,12f antigeno capsular neumococo polisacarido serotipo,22f antigeno capsular neumococo polisacarido serotipo
2453,Neumococo Antigeno Polisacarido Capsular Serotipo 14,2473,Neumococo Antigeno Polisacarido Capsular Serotipo 4,0.917,nombre_similar,,,14 antigeno capsular neumococo polisacarido serotipo,4 antigeno capsular neumococo polisacarido serotipo
2454,Neumococo Antigeno Polisacarido Capsular Serotipo 15a,2455,Neumococo Antigeno Polisacarido Capsular Serotipo 15b,0.944,nombre_similar,,,15a antigeno capsular neumococo polisacarido serotipo,15b antigeno capsular neumococo polisacarido serotipo
2454,Neumococo Antigeno Polisacarido Capsular Serotipo 15a,2459,Neumococo Antigeno Polisacarido Capsular Serotipo 19a,0.944,nombre_similar,,,15a antigeno capsular neumococo polisacarido serotipo,19a antigeno capsular neumococo polisacarido serotipo
2455,Neumococo Antigeno Polisacarido Capsular Serotipo 15b,2472,Neumococo Antigeno Polisacarido Capsular Serotipo 35b,0.944,nombre_similar,,,15b antigeno capsular neumococo polisacarido serotipo,35b antigeno capsular neumococo polisacarido serotipo
2456,Neumococo Antigeno Polisacarido Capsular Serotipo 16f,2457,Neumococo Antigeno Polisacarido Capsular Serotipo 17f,0.944,nombre_similar,,,16f antigeno capsular neumococo polisacarido serotipo,17f antigeno capsular neumococo polisacarido serotipo
2456,Neumococo Antigeno Polisacarido Capsular Serotipo 16f,2460,Neumococo Antigeno Polisacarido Capsular Serotipo 19f,0.944,nombre_similar,,,16f antigeno capsular neumococo polisacarido serotipo,19f antigeno capsular neumococo polisacarido serotipo
2457,Neumococo Antigeno Polisacarido Capsular Serotipo 17f,2460,Neumococo Antigeno Polisacarido Capsular Serotipo 19f,0.944,nombre_similar,,,17f antigeno capsular neumococo polisacarido serotipo,19f antigeno capsular neumococo polisacarido serotipo
2457,Neumococo Antigeno Polisacarido Capsular Serotipo 17f,2477,Neumococo Antigeno Polisacarido Capsular Serotipo 7f,0.944,nombre_similar,,,17f antigeno capsular neumococo polisacarido serotipo,7f antigeno capsular neumococo polisacarido serotipo
2459,Neumococo Antigeno Polisacarido Capsular Serotipo 19a,2460,Neumococo Antigeno Polisacarido Capsular Serotipo 19f,0.944,nombre_similar,,,19a antigeno capsular neumococo polisacarido serotipo,19f antigeno capsular neumococo polisacarido serotipo
2461,Neumococo Antigeno Polisacarido Capsular Serotipo 2,2462,Neumococo Antigeno Polisacarido Capsular Serotipo 20,0.917,nombre_similar,,,2 antigeno capsular neumococo polisacarido serotipo,20 antigeno capsular neumococo polisacarido serotipo
2462,Neumococo Antigeno Polisacarido Capsular Serotipo 20,2463,Neumococo Antigeno Polisacarido Capsular Serotipo 20a,0.944,nombre_similar,,,20 antigeno capsular neumococo polisacarido serotipo,20a antigeno capsular neumococo polisacarido serotipo
2463,Neumococo Antigeno Polisacarido Capsular Serotipo 20a,2465,Neumococo Antigeno Polisacarido Capsular Serotipo 23a,0.944,nombre_similar,,,20a antigeno capsular neumococo polisacarido serotipo,23a antigeno capsular neumococo polisacarido serotipo
2464,Neumococo Antigeno Polisacarido Capsular Serotipo 22f,2467,Neumococo Antigeno Polisacarido Capsular Serotipo 23f,0.944,nombre_similar,,,22f antigeno capsular neumococo polisacarido serotipo,23f antigeno capsular neumococo polisacarido serotipo
2464,Neumococo Antigeno Polisacarido Capsular Serotipo 22f,2468,Neumococo Antigeno Polisacarido Capsular Serotipo 24f,0.944,nombre_similar,,,22f antigeno capsular neumococo polisacarido serotipo,24f antigeno capsular neumococo polisacarido serotipo
2465,Neumococo Antigeno Polisacarido Capsular Serotipo 23a,2466,Neumococo Antigeno Polisacarido Capsular Serotipo 23b,0.944,nombre_similar,,,23a antigeno capsular neumococo polisacarido serotipo,23b antigeno capsular neumococo polisacarido serotipo
2465,Neumococo Antigeno Polisacarido Capsular Serotipo 23a,2467,Neumococo Antigeno Polisacarido Capsular Serotipo 23f,0.944,nombre_similar,,,23a antigeno capsular neumococo polisacarido serotipo,23f antigeno capsular neumococo polisacarido serotipo
2466,Neumococo Antigeno Polisacarido Capsular Serotipo 23b,2467,Neumococo Antigeno Polisacarido Capsular Serotipo 23f,0.944,nombre_similar,,,23b antigeno capsular neumococo polisacarido serotipo,23f antigeno capsular neumococo polisacarido serotipo
2467,Neumococo Antigeno Polisacarido Capsular Serotipo 23f,2468,Neumococo Antigeno Polisacarido Capsular Serotipo 24f,0.944,nombre_similar,,,23f antigeno capsular neumococo polisacarido serotipo,24f antigeno capsular neumococo polisacarido serotipo
2467,Neumococo Antigeno Polisacarido Capsular Serotipo 23f,2471,Neumococo Antigeno Polisacarido Capsular Serotipo 33f,0.944,nombre_similar,,,23f antigeno capsular neumococo polisacarido serotipo,33f antigeno capsular neumococo polisacarido serotipo
2469,Neumococo Antigeno Polisacarido Capsular Serotipo 3,2470,Neumococo Antigeno Polisacarido Capsular Serotipo 31,0.917,nombre_similar,,,3 antigeno capsular neumococo polisacarido serotipo,31 antigeno capsular neumococo polisacarido serotipo
2475,Neumococo Antigeno Polisacarido Capsular Serotipo 6a,2476,Neumococo Antigeno Polisacarido Capsular Serotipo 6b,0.917,nombre_similar,,,6a antigeno capsular neumococo polisacarido serotipo,6b antigeno capsular neumococo polisacarido serotipo
2479,Neumococo Antigeno Polisacarido Capsular Serotipo 9n,2480,Neumococo Antigeno Polisacarido Capsular Serotipo 9v,0.917,nombre_similar,,,9n antigeno capsular neumococo polisacarido serotipo,9v antigeno capsular neumococo polisacarido serotipo
2925,Proteina Recombinante De Fusion Fhbp De Neisseria Meningitidis Del Grupo B,2926,Proteina Recombinante De Fusion Nhba De Neisseria Meningitidis Del Grupo B,0.938,nombre_similar,,,b fhbp fusion grupo meningitidis neisseria proteina recombinante,b fusion grupo meningitidis neisseria nhba proteina recombinante
3448,Todo-rac-alfa-tocoferilo Acetato De,3449,Todo-rac-alfa-tocoferol,0.95,nombre_similar,,,alfa rac tocoferilo todo,alfa rac tocoferol todo
3568,Vacuna De Arnm Que Codifica La Proteina De La Espicula (s) Viral Del Sars-cov-2 (omicron Kp.2),3569,Vacuna De Arnm Que Codifica La Proteina De La Espicula (s) Viral Del Sars-cov-2 (omicron Lp.8.1),0.9,nombre_similar,,,2 2 arnm codifica cov espicula kp omicron proteina que s sars vacuna viral,1 2 8 arnm codifica cov espicula lp omicron proteina que s sars vacuna viral
3669,Virus Gripe A H1n1 Recombinante Hemaglutinina,3674,Virus Gripe A H3n2 Recombinante Hemaglutinina,0.9,nombre_similar,,,gripe h1n1 hemaglutinina recombinante virus,gripe h3n2 hemaglutinina recombinante virus
3779,Zinc Dibutilditiocarbamato,3780,Zinc Dietilditiocarbamato,0.952,nombre_similar,,,dibutilditiocarbamato zinc,dietilditiocarbamato zinc
1051,Dextran-hierro,1785,Hierro-dextrano,0.938,nombre_similar,B05AA05,B05AA05,dextran hierro,dextrano hierro
1311,Esomeprazol Magnesico,1313,Esomeprazol Magnesio Trihidrato,0.944,nombre_similar,A02BC01,A02BC01,esomeprazol magnesico,esomeprazol magnesio
1312,Esomeprazol Magnesico Dihidrato,1313,Esomeprazol Magnesio Trihidrato,0.944,nombre_similar,A02BC01,A02BC01,esomeprazol magnesico,esomeprazol magnesio
2162,Magnesio Cloruro Hexahidrato,2170,Magnesio Sulfato Heptahidrato,0.917,nombre_similar,,A06AD04,hexahidrato magnesio,heptahidrato magnesio
3667,Virus Gripe A H1n1 Inactivado Fraccionado,3672,Virus Gripe A H3n2 Inactivado Fraccionado,0.9,nombre_similar,,,fraccionado gripe h1n1 inactivado virus,fraccionado gripe h3n2 inactivado virus
1347,Eter Glicerico Del Guayacol,1698,Guayacol Gliceril Eter,0.926,nombre_similar,,,eter glicerico guayacol,eter gliceril guayacol
