id_a,nombre_a,id_b,nombre_b,score,motivo,atc_a,atc_b,canon_a,canon_b
3666,Virus Gripe A H1n1 Inactivado,3675,Virus Gripe A H5n1 Inactivado,0.938,nombre_similar,,,gripe h1n1 inactivado virus,gripe h5n1 inactivado virus
3668,Virus Gripe A H1n1 Inactivado Hemaglutinina,3673,Virus Gripe A H3n2 Inactivado Hemaglutinina,0.9,nombre_similar,,,gripe h1n1 hemaglutinina inactivado virus,gripe h3n2 hemaglutinina inactivado virus
1114,Dimeticona,3179,Simeticona,0.9,nombre_similar,P03AX05,,dimeticona,simeticona
1252,Epoetina Dseta (epoetin Zeta),1253,Epoetina Zeta (epoetin Theta),0.9,nombre_similar,,,dseta epoetin epoetina zeta,epoetin epoetina theta zeta
1893,Interferon Beta-1a,2701,Peginterferon Beta-1a,0.923,nombre_similar,L03AB07,L03AB13,1a beta interferon,1a beta peginterferon
2755,P-hidroxibenzoato De Etilo,2756,P-hidroxibenzoato De Metilo,0.944,nombre_similar,D01AE10,,etilo hidroxibenzoato p,hidroxibenzoato metilo p
415,Bencidamida,416,Bencidamina,0.909,nombre_similar,,A01AD02,bencidamida,bencidamina
415,Bencidamida,417,Bencidamina Hidrocloruro,0.909,nombre_similar,,A01AD02,bencidamida,bencidamina
488,Bisbutiamina,489,Bisibutiamina,0.923,nombre_similar,,,bisbutiamina,bisibutiamina
1515,Formilsulfamidotiazol,1520,Formosulfamidotiazol,0.905,nombre_similar,,,formilsulfamidotiazol,formosulfamidotiazol
1516,Formilsulfanilamidotiazol,1519,Formolsulfanilamidotiazol,0.96,nombre_similar,,,formilsulfanilamidotiazol,formolsulfanilamidotiazol
1760,Hidroxicobalamina,1774,Hidroxocobalamina Acetato,0.941,nombre_similar,,B03BA03,hidroxicobalamina,hidroxocobalamina
3023,Rifamicina,3026,Rifampicina,0.909,nombre_similar,A07AA13,J04AB02,rifamicina,rifampicina
3024,Rifamicina Sodica,3026,Rifampicina,0.909,nombre_similar,A07AA13,J04AB02,rifamicina,rifampicina
1203,Efmoroctocog Alfa,2382,Moroctocog Alfa,0.917,nombre_similar,,,alfa efmoroctocog,alfa moroctocog
958,Damoctocog Alfa Pegol,3546,Turoctocog Alfa Pegol,0.9,nombre_similar,,,alfa damoctocog pegol,alfa pegol turoctocog
2399,Nafazolina,2402,Naftazolina,0.909,nombre_similar,R01AA08,,nafazolina,naftazolina
2400,Nafazolina Hidrocloruro,2402,Naftazolina,0.909,nombre_similar,R01AA08,,nafazolina,naftazolina
3081,Rurioctocog Alfa Pegol,3546,Turoctocog Alfa Pegol,0.939,nombre_similar,,,alfa pegol rurioctocog,alfa pegol turoctocog
3853,Clorbutol,3854,Clorobutol,0.9,nombre_similar,,,clorbutol,clorobutol
4201,Virus Polio Tipo Ii,4202,Virus Polio Tipo Iii,0.917,nombre_similar,,,ii polio tipo virus,iii polio tipo virus
1891,Interferon Alfa- 2b,2700,Peginterferon Alfa-2b,0.923,nombre_similar,S01AD05,L03AB10,2b alfa interferon,2b alfa peginterferon
2700,Peginterferon Alfa-2b,3055,Ropeginterferon Alfa-2b,0.956,nombre_similar,L03AB10,L03AB15,2b alfa peginterferon,2b alfa ropeginterferon
139,Alglucosidasa Alfa,345,Avalglucosidasa Alfa,0.933,nombre_similar,A16AB07,A16AB22,alfa alglucosidasa,alfa avalglucosidasa
165,Althaea Officinalis L.,168,Althea Officinalis L.,0.952,nombre_similar,,,althaea l officinalis,althea l officinalis
994,Decualinio,1020,Dequalinio,0.9,nombre_similar,D08AH01,,decualinio,dequalinio
995,Decualinio Cloruro,1020,Dequalinio,0.9,nombre_similar,D08AH01,,decualinio,dequalinio
1892,Interferon Alfa-2a,2699,Peginterferon Alfa- 2a,0.923,nombre_similar,L03AB04,S01AD05,2a alfa interferon,2a alfa peginterferon
2120,Lonoctocog Alfa,2382,Moroctocog Alfa,0.9,nombre_similar,,,alfa lonoctocog,alfa moroctocog
2382,Moroctocog Alfa,3545,Turoctocog Alfa,0.9,nombre_similar,,,alfa moroctocog,alfa turoctocog
3180,Simoctocog Alfa,3266,Susoctocog Alfa,0.9,nombre_similar,,B02BD14,alfa simoctocog,alfa susoctocog
3266,Susoctocog Alfa,3545,Turoctocog Alfa,0.9,nombre_similar,B02BD14,,alfa susoctocog,alfa turoctocog
1650,Glipentida,1652,Glisentida,0.9,nombre_similar,,A10BB91,glipentida,glisentida
