ef,mol_inhrr,mol_cima,score
E.F.28.482,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.28.502,ALBENDAZOL,Albendazol,1.0
E.F.28.504,BROMURO DE IPRATROPIO,Bromuro De Ipratropio Monohidratado,1.0
E.F.28.540,GEMFIBROZILO,Gemfibrozilo,1.0
E.F.28.544,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.28.545,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.28.545,GLUCOSA MONOHIDRATO,Glucosa,1.0
E.F.28.561,NIFEDIPINA,Nifedipino,0.9
E.F.28.562,NIFEDIPINA,Nifedipino,0.9
E.F.28.565,FENTICONAZOL,Fenticonazol,1.0
E.F.28.577,IBUPROFENO,Ibuprofeno,1.0
E.F.28.587,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.28.587,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.28.589,KETOPROFENO,Ketoprofeno,1.0
E.F.28.593,FENTICONAZOL,Fenticonazol,1.0
E.F.28.623,FLUCONAZOL,Fluconazol,1.0
E.F.28.634,ACICLOVIR,Aciclovir,1.0
E.F.28.666,DEXTROMETORFANO BROMHIDRATO MONOHIDRATO,Dextrometorfano,1.0
E.F.28.667,ACIDO ACETICO,Acetico Acido,1.0
E.F.28.673,DOXICICLINA MONOHIDRATO,Doxiciclina,1.0
E.F.28.693,SEVOFLURANO,Sevoflurano,1.0
E.F.28.711,KETOPROFENO,Ketoprofeno,1.0
E.F.28.769,AZITROMICINA,Azitromicina,1.0
E.F.28.770,AZITROMICINA DIHIDRATO,Azitromicina,1.0
E.F.28.780,METRONIDAZOL,Metronidazol,1.0
E.F.28.801,ACIDO FOLICO,Folico Acido,1.0
E.F.28.801,SULFATO DE COBRE,Cobre,1.0
E.F.28.812,AMBROXOL CLORHIDRATO,Ambroxol,1.0
E.F.28.820,VALACICLOVIR,Valaciclovir,1.0
E.F.28.826,ALBENDAZOL,Albendazol,1.0
E.F.28.856,DOXICICLINA MONOHIDRATO,Doxiciclina,1.0
E.F.28.864,TRETINOINA,Tretinoina,1.0
E.F.28.973,IBUPROFENO,Ibuprofeno,1.0
E.F.28.980,HIERRO,Fumarato Hierro,1.0
E.F.28.980,ACIDO FOLICO,Folico Acido,1.0
E.F.28.992,RISPERIDONA,Risperidona,1.0
E.F.28.993,RISPERIDONA,Risperidona,1.0
E.F.28.995,SIMVASTATINA,Simvastatina,1.0
E.F.29.035,DICLOFENACO POTASICO,Diclofenaco,1.0
E.F.29.036,MENTOL,Mentol,1.0
E.F.29.036,SALICILATO DE METILO,Salicilato Metilo,1.0
E.F.29.038,DICLOFENACO POTASICO,Diclofenaco,1.0
E.F.29.052,ALBENDAZOL,Albendazol,1.0
E.F.29.063,IBUPROFENO,Ibuprofeno,1.0
E.F.29.093,IOVERSOL,Ioversol,1.0
E.F.29.094,IOVERSOL,Ioversol,1.0
E.F.29.095,CETIRIZINA,Cetirizina,1.0
E.F.29.096,CAFEINA,Cafeina,1.0
E.F.29.096,CLORFENIRAMINA,Clorfeniramina,1.0
E.F.29.096,ACETAMINOFEN,Acetaminofen,1.0
E.F.29.098,PEROXIDO DE BENZOILO,Benzoilo Peroxido,1.0
E.F.29.105,FLUCONAZOL,Fluconazol,1.0
E.F.29.110,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.29.117,CAFEINA,Cafeina,1.0
E.F.29.117,ACETAMINOFEN,Acetaminofen,1.0
E.F.29.123,CETIRIZINA CLORHIDRATO,Cetirizina,1.0
E.F.29.149,LOSARTAN POTASICO,Losartan,1.0
E.F.29.162,BICALUTAMIDA,Bicalutamida,1.0
E.F.29.176,LORATADINA,Loratadina,1.0
E.F.29.194,ACICLOVIR,Aciclovir,1.0
E.F.29.213,FLUTAMIDA,Flutamida,1.0
E.F.29.219,DESFLURANO,Desflurano,1.0
E.F.29.223,PEROXIDO DE BENZOILO,Benzoilo Peroxido,1.0
E.F.29.348,CETIRIZINA DICLORHIDRATO,Cetirizina,1.0
E.F.29.367,ANASTROZOL,Anastrozol,1.0
E.F.29.408,BECLOMETASONA DIPROPIONATO,Beclometasona Dipropionato,1.0
E.F.29.414,LISINOPRIL,Lisinopril,1.0
E.F.29.414,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.29.424,AMBROXOL CLORHIDRATO,Ambroxol,1.0
E.F.29.437,SECNIDAZOL,Secnidazol Anhidro,1.0
E.F.29.475,ACETAMINOFEN,Acetaminofen,1.0
E.F.29.476,CIPROFLOXACINO,Ciprofloxacino,1.0
E.F.29.480,FLUCONAZOL,Fluconazol,1.0
E.F.29.493,AZITROMICINA,Azitromicina,1.0
E.F.29.505,BECLOMETASONA DIPROPIONATO,Beclometasona Dipropionato,1.0
E.F.29.506,AMBROXOL CLORHIDRATO,Ambroxol,1.0
E.F.29.523,DICLOFENACO POTASICO,Diclofenaco,1.0
E.F.29.532,METRONIDAZOL,Metronidazol,1.0
E.F.29.535,SECNIDAZOL,Secnidazol Anhidro,1.0
E.F.29.536,SECNIDAZOL,Secnidazol Anhidro,1.0
E.F.29.544,IRINOTECAN,Irinotecan,1.0
E.F.29.545,ACETAMINOFEN,Acetaminofen,1.0
E.F.29.546,SECNIDAZOL,Secnidazol Anhidro,1.0
E.F.29.580,GOSERELINA,Goserelina,1.0
E.F.29.581,GOSERELINA,Goserelina,1.0
E.F.29.592,RANITIDINA,Ranitidina,1.0
E.F.29.677,LETROZOL,Letrozol,1.0
E.F.29.689,ACETAMINOFEN,Acetaminofen,1.0
E.F.29.689,CLORFENIRAMINA,Clorfeniramina,1.0
E.F.29.692,CEFTRIAXONA,Ceftriaxona,1.0
E.F.29.713,METRONIDAZOL,Metronidazol,1.0
E.F.29.734,SECNIDAZOL,Secnidazol Anhidro,1.0
E.F.29.748,CLOTRIMAZOL,Clotrimazol,1.0
E.F.29.756,IBUPROFENO,Ibuprofeno,1.0
E.F.29.801,PACLITAXEL,Paclitaxel,1.0
E.F.29.807,RANITIDINA,Ranitidina,1.0
E.F.29.808,LORATADINA,Loratadina,1.0
E.F.29.821,FOSFOMICINA,Fosfomicina,1.0
E.F.29.828,RANITIDINA,Ranitidina,1.0
E.F.29.829,INDAPAMIDA,Indapamida,1.0
E.F.29.830,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.29.831,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.29.832,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.29.834,CARVEDILOL,Carvedilol,1.0
E.F.29.835,CARVEDILOL,Carvedilol,1.0
E.F.29.836,CARVEDILOL,Carvedilol,1.0
E.F.29.869,IRBESARTAN,Irbesartan,1.0
E.F.29.872,IRBESARTAN,Irbesartan,1.0
E.F.29.895,IBUPROFENO,Ibuprofeno,1.0
E.F.29.902,AMOXICILINA,Amoxicilina,1.0
E.F.29.902,ACIDO CLAVULANICO,Clavulanico Acido,1.0
E.F.29.922,METRONIDAZOL,Metronidazol,1.0
E.F.29.934,METRONIDAZOL,Metronidazol,1.0
E.F.29.942,VALSARTAN,Valsartan,1.0
E.F.29.942,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.29.950,AMPICILINA,Ampicilina,1.0
E.F.29.956,AMIKACINA,Amikacina,1.0
E.F.29.957,AMIKACINA,Amikacina,1.0
E.F.29.963,CABERGOLINA,Cabergolina,1.0
E.F.29.978,ACETAMINOFEN,Acetaminofen,1.0
E.F.30.016,CLOTRIMAZOL,Clotrimazol,1.0
E.F.30.020,AMLODIPINA,Amlodipino,0.9
E.F.30.021,NAPROXENO,Naproxeno,1.0
E.F.30.032,AZATIOPRINA,Azatioprina,1.0
E.F.30.040,LORATADINA,Loratadina,1.0
E.F.30.051,METAMIZOL SODICO,Metamizol,1.0
E.F.30.053,LORATADINA,Loratadina,1.0
E.F.30.063,AMLODIPINA,Amlodipino,0.9
E.F.30.084,TRIAMCINOLONA,Triamcinolona,1.0
E.F.30.092,BECLOMETASONA DIPROPIONATO,Beclometasona Dipropionato,1.0
E.F.30.096,FUROSEMIDA,Furosemida,1.0
E.F.30.105,RISPERIDONA,Risperidona,1.0
E.F.30.106,RISPERIDONA,Risperidona,1.0
E.F.30.116,SERTACONAZOL,Sertaconazol,1.0
E.F.30.137,BASILIXIMAB,Basiliximab,1.0
E.F.30.147,FEXOFENADINA,Fexofenadina,1.0
E.F.30.158,SUMATRIPTAN,Sumatriptan,1.0
E.F.30.171,SERTRALINA,Sertralina,1.0
E.F.30.196,AMBROXOL CLORHIDRATO,Ambroxol,1.0
E.F.30.211,IBUPROFENO,Ibuprofeno,1.0
E.F.30.220,MELOXICAM,Meloxicam,1.0
E.F.30.221,MELOXICAM,Meloxicam,1.0
E.F.30.233,ACIDO FOLICO,Folico Acido,1.0
E.F.30.243,SIMVASTATINA,Simvastatina,1.0
E.F.30.271,CLOTRIMAZOL,Clotrimazol,1.0
E.F.30.272,CLOTRIMAZOL,Clotrimazol,1.0
E.F.30.279,SALBUTAMOL,Salbutamol,1.0
E.F.30.284,BECLOMETASONA DIPROPIONATO,Beclometasona Dipropionato,1.0
E.F.30.293,PSEUDOEFEDRINA,Pseudoefedrina,1.0
E.F.30.293,LORATADINA,Loratadina,1.0
E.F.30.297,TIMOLOL MALEATO,Timolol,1.0
E.F.30.326,PEROXIDO DE BENZOILO,Benzoilo Peroxido,1.0
E.F.30.337,VANCOMICINA,Vancomicina,1.0
E.F.30.345,CIANOCOBALAMINA,Cianocobalamina,1.0
E.F.30.346,CEFUROXIMA,Cefuroxima,1.0
E.F.30.355,CEFTRIAXONA,Ceftriaxona,1.0
E.F.30.402,SULODEXIDA,Sulodexida,1.0
E.F.30.403,SULODEXIDA,Sulodexida,1.0
E.F.30.424,TOPIRAMATO,Topiramato,1.0
E.F.30.425,TOPIRAMATO,Topiramato,1.0
E.F.30.457,LOSARTAN POTASICO,Losartan,1.0
E.F.30.470,RIZATRIPTAN,Rizatriptan,1.0
E.F.30.472,RIZATRIPTAN,Rizatriptan,1.0
E.F.30.473,RIZATRIPTAN,Rizatriptan,1.0
E.F.30.476,RILUZOL,Riluzol,1.0
E.F.30.481,FLUCONAZOL,Fluconazol,1.0
E.F.30.484,LATANOPROST,Latanoprost,1.0
E.F.30.496,ACETAMINOFEN,Acetaminofen,1.0
E.F.30.514,ALPROSTADIL,Alprostadil,1.0
E.F.30.521,SECNIDAZOL,Secnidazol Anhidro,1.0
E.F.30.525,SECNIDAZOL,Secnidazol Anhidro,1.0
E.F.30.537,LEFLUNOMIDA,Leflunomida,1.0
E.F.30.574,DORZOLAMIDA CLORHIDRATO,Dorzolamida,1.0
E.F.30.588,CLOPIDOGREL,Clopidogrel,1.0
E.F.30.598,DOXORUBICINA,Doxorubicina,1.0
E.F.30.600,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.30.604,HIDROCORTISONA,Hidrocortisona,1.0
E.F.30.661,TROPICAMIDA,Tropicamida,1.0
E.F.30.684,BACITRACINA ZINC,Bacitracina-zinc,1.0
E.F.30.697,LEVONORGESTREL,Levonorgestrel,1.0
E.F.30.703,TELMISARTAN,Telmisartan,1.0
E.F.30.704,TELMISARTAN,Telmisartan,1.0
E.F.30.715,DILTIAZEM,Diltiazem,1.0
E.F.30.729,SIMVASTATINA,Simvastatina,1.0
E.F.30.739,DOBUTAMINA,Dobutamina,1.0
E.F.30.741,CEFTAZIDIMA,Ceftazidima,1.0
E.F.30.756,VITAMINA D3,Vitamina D3,1.0
E.F.30.780,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.30.784,GUAIFENESINA,Guaifenesina,1.0
E.F.30.807,ACETAMINOFEN,Acetaminofen,1.0
E.F.30.809,AMBROXOL,Ambroxol,1.0
E.F.30.810,AMBROXOL,Ambroxol,1.0
E.F.30.811,ALPRAZOLAM,Alprazolam,1.0
E.F.30.812,LIDOCAINA,Lidocaina,1.0
E.F.30.813,LIDOCAINA,Lidocaina,1.0
E.F.30.815,LEVODROPROPIZINA,Levodropropizina,1.0
E.F.30.817,EXEMESTANO,Exemestano,1.0
E.F.30.819,MENTOL,Mentol,1.0
E.F.30.819,ALCANFOR,Alcanfor,1.0
E.F.30.822,MELOXICAM,Meloxicam,1.0
E.F.30.823,MELOXICAM,Meloxicam,1.0
E.F.30.828,ZIDOVUDINA,Zidovudina,1.0
E.F.30.828,LAMIVUDINA,Lamivudina,1.0
E.F.30.851,METRONIDAZOL,Metronidazol,1.0
E.F.30.870,LIDOCAINA,Lidocaina,1.0
E.F.30.871,ALPRAZOLAM,Alprazolam,1.0
E.F.30.909,LORATADINA,Loratadina,1.0
E.F.30.911,BUDESONIDA,Budesonida,1.0
E.F.30.917,BUDESONIDA,Budesonida,1.0
E.F.31.002,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.31.003,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.31.006,KETOPROFENO,Ketoprofeno,1.0
E.F.31.007,KETOPROFENO,Ketoprofeno,1.0
E.F.31.009,CLINDAMICINA,Clindamicina,1.0
E.F.31.026,CITICOLINA,Citicolina,1.0
E.F.31.029,AMPICILINA SODICA,Ampicilina,1.0
E.F.31.029,SULBACTAM SODICA,Sulbactam,1.0
E.F.31.036,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.31.036,LOSARTAN POTASICO,Losartan,1.0
E.F.31.049,ACICLOVIR,Aciclovir,1.0
E.F.31.051,CLONIXINATO DE LISINA,Clonixino Lisina,0.909
E.F.31.052,CLONIXINATO DE LISINA,Clonixino Lisina,0.909
E.F.31.082,ACICLOVIR,Aciclovir,1.0
E.F.31.091,AMBROXOL CLORHIDRATO,Ambroxol,1.0
E.F.31.127,FLUOROURACILO,Fluorouracilo,1.0
E.F.31.138,LORATADINA,Loratadina,1.0
E.F.31.145,AMIODARONA CLORHIDRATO,Amiodarona,1.0
E.F.31.150,CAFEINA,Cafeina,1.0
E.F.31.150,ACETAMINOFEN,Acetaminofen,1.0
E.F.31.152,ACETAMINOFEN,Acetaminofen,1.0
E.F.31.167,SECNIDAZOL,Secnidazol Anhidro,1.0
E.F.31.168,SECNIDAZOL,Secnidazol Anhidro,1.0
E.F.31.189,ACIDO CLAVULANICO,Clavulanico Acido,1.0
E.F.31.189,AMOXICILINA,Amoxicilina,1.0
E.F.31.193,IBUPROFENO,Ibuprofeno,1.0
E.F.31.194,SIMVASTATINA,Simvastatina,1.0
E.F.31.221,CLOTRIMAZOL,Clotrimazol,1.0
E.F.31.223,BETAHISTINA CLORHIDRATO,Betahistina,1.0
E.F.31.226,SALMETEROL,Salmeterol,1.0
E.F.31.233,FLUTICASONA,Fluticasona,1.0
E.F.31.233,SALMETEROL,Salmeterol,1.0
E.F.31.240,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.31.240,IRBESARTAN,Irbesartan,1.0
E.F.31.241,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.31.241,IRBESARTAN,Irbesartan,1.0
E.F.31.244,CAFEINA,Cafeina,1.0
E.F.31.244,ACIDO ACETILSALICILICO,Acetilsalicilico Acido,1.0
E.F.31.244,ACETAMINOFEN,Acetaminofen,1.0
E.F.31.263,MESNA,Mesna,1.0
E.F.31.264,SULBACTAM,Sulbactam,1.0
E.F.31.264,AMPICILINA,Ampicilina,1.0
E.F.31.273,TOBRAMICINA SULFATO,Tobramicina,1.0
E.F.31.275,AMOXICILINA,Amoxicilina,1.0
E.F.31.304,KETOPROFENO,Ketoprofeno,1.0
E.F.31.313,AMOXICILINA,Amoxicilina,1.0
E.F.31.374,XINAFOATO DE SALMETEROL,Salmeterol Xinafoato,1.0
E.F.31.376,FLUTICASONA PROPIONATO,Fluticasona Propionato,1.0
E.F.31.376,XINAFOATO DE SALMETEROL,Salmeterol Xinafoato,1.0
E.F.31.377,FLUTICASONA PROPIONATO,Fluticasona Propionato,1.0
E.F.31.378,HIDROCORTISONA,Hidrocortisona,1.0
E.F.31.384,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.31.384,LOSARTAN POTASICO,Losartan,1.0
E.F.31.416,SECNIDAZOL,Secnidazol Anhidro,1.0
E.F.31.419,VITAMINA C,Vitamina C,1.0
E.F.31.419,VITAMINA D3,Vitamina D3,1.0
E.F.31.437,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.31.438,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.31.439,ACETAMINOFEN,Acetaminofen,1.0
E.F.31.450,LEVONORGESTREL,Levonorgestrel,1.0
E.F.31.451,SECNIDAZOL,Secnidazol Anhidro,1.0
E.F.31.455,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.31.462,CAPECITABINA,Capecitabina,1.0
E.F.31.465,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.31.470,ACETAMINOFEN,Acetaminofen,1.0
E.F.31.478,DIACEREINA,Diacereina,1.0
E.F.31.488,CLONIXINATO DE LISINA,Clonixino Lisina,0.909
E.F.31.517,BUPIVACAINA,Bupivacaina,1.0
E.F.31.523,ACIDO ACETILSALICILICO,Acetilsalicilico Acido,1.0
E.F.31.547,ACETAMINOFEN,Acetaminofen,1.0
E.F.31.562,TROPICAMIDA,Tropicamida,1.0
E.F.31.563,TOBRAMICINA SULFATO,Tobramicina,1.0
E.F.31.563,DEXAMETASONA FOSFATO SÓDICO,Dexametasona,1.0
E.F.31.588,HIDROCORTISONA,Hidrocortisona,1.0
E.F.31.588,CIPROFLOXACINO,Ciprofloxacino,1.0
E.F.31.600,DEXAMETASONA FOSFATO SÓDICO,Dexametasona,1.0
E.F.31.689,LAMOTRIGINA,Lamotrigina,1.0
E.F.31.691,VALSARTAN,Valsartan,1.0
E.F.31.691,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.31.702,DIOSMINA,Diosmina,1.0
E.F.31.716,IOPROMIDA,Iopromida,1.0
E.F.31.717,IOPROMIDA,Iopromida,1.0
E.F.31.743,CARVEDILOL,Carvedilol,1.0
E.F.31.744,CARVEDILOL,Carvedilol,1.0
E.F.31.745,CARVEDILOL,Carvedilol,1.0
E.F.31.768,BETAMETASONA,Betametasona,1.0
E.F.31.768,LORATADINA,Loratadina,1.0
E.F.31.794,ACIDO ALENDRONICO,Alendronico Acido,1.0
E.F.31.798,RACECADOTRILO,Racecadotrilo,1.0
E.F.31.805,IBUPROFENO,Ibuprofeno,1.0
E.F.31.805,CAFEINA,Cafeina,1.0
E.F.31.816,KETOROLACO,Ketorolaco,1.0
E.F.31.857,KETOCONAZOL,Ketoconazol,1.0
E.F.31.881,BROMURO DE VECURONIO,Rocuronio Bromuro,0.889
E.F.31.896,ACIDO ACETILSALICILICO,Acetilsalicilico Acido,1.0
E.F.31.910,TRAVOPROST,Travoprost,1.0
E.F.31.911,CIPROFLOXACINO,Ciprofloxacino,1.0
E.F.31.914,ESOMEPRAZOL MAGNESICO TRIHIDRATO,Esomeprazol Magnesico,1.0
E.F.31.920,DOBUTAMINA,Dobutamina,1.0
E.F.31.923,ESOMEPRAZOL MAGNESICO TRIHIDRATO,Esomeprazol Magnesico,1.0
E.F.31.955,TIMOLOL MALEATO,Timolol,1.0
E.F.31.955,DORZOLAMIDA CLORHIDRATO,Dorzolamida,1.0
E.F.31.956,DORZOLAMIDA CLORHIDRATO,Dorzolamida,1.0
E.F.31.960,SECNIDAZOL,Secnidazol Anhidro,1.0
E.F.31.976,SUMATRIPTAN,Sumatriptan,1.0
E.F.31.980,CETIRIZINA DICLORHIDRATO,Cetirizina,1.0
E.F.31.997,TOBRAMICINA SULFATO,Tobramicina,1.0
E.F.32.002,RACECADOTRILO,Racecadotrilo,1.0
E.F.32.007,AZITROMICINA,Azitromicina,1.0
E.F.32.020,CAFEINA,Cafeina,1.0
E.F.32.020,ACETAMINOFEN,Acetaminofen,1.0
E.F.32.031,ETINILESTRADIOL,Etinilestradiol,1.0
E.F.32.031,DROSPIRENONA,Drospirenona,1.0
E.F.32.037,CLORFENIRAMINA,Clorfeniramina,1.0
E.F.32.037,ACETAMINOFEN,Acetaminofen,1.0
E.F.32.052,TEMOZOLOMIDA,Temozolomida,1.0
E.F.32.057,CETIRIZINA DICLORHIDRATO,Cetirizina,1.0
E.F.32.061,BICALUTAMIDA,Bicalutamida,1.0
E.F.32.066,AZITROMICINA,Azitromicina,1.0
E.F.32.072,FORMOTEROL,Formoterol,1.0
E.F.32.072,BUDESONIDA,Budesonida,1.0
E.F.32.076,FORMOTEROL,Formoterol,1.0
E.F.32.076,BUDESONIDA,Budesonida,1.0
E.F.32.078,ERITROMICINA,Eritromicina,1.0
E.F.32.091,ACETAMINOFEN,Acetaminofen,1.0
E.F.32.103,DIMENHIDRINATO,Dimenhidrinato,1.0
E.F.32.112,BICALUTAMIDA,Bicalutamida,1.0
E.F.32.114,LORATADINA,Loratadina,1.0
E.F.32.119,CICLOBENZAPRINA CLORHIDRATO,Ciclobenzaprina,1.0
E.F.32.119,CLONIXINATO DE LISINA,Clonixino Lisina,0.909
E.F.32.123,CLORFENIRAMINA,Clorfeniramina,1.0
E.F.32.123,ACETAMINOFEN,Acetaminofen,1.0
E.F.32.164,VALSARTAN,Valsartan,1.0
E.F.32.166,VALSARTAN,Valsartan,1.0
E.F.32.168,AZELASTINA CLORHIDRATO,Azelastina,1.0
E.F.32.217,CANDESARTAN CILEXETILO,Candesartan Cilexetilo,1.0
E.F.32.231,FEXOFENADINA,Fexofenadina,1.0
E.F.32.232,FEXOFENADINA,Fexofenadina,1.0
E.F.32.233,PSEUDOEFEDRINA,Pseudoefedrina,1.0
E.F.32.233,FEXOFENADINA,Fexofenadina,1.0
E.F.32.234,FEXOFENADINA CLORHIDRATO,Fexofenadina,1.0
E.F.32.290,CETIRIZINA DICLORHIDRATO,Cetirizina,1.0
E.F.32.319,TARTRATO DE BRIMONIDINA,Brimonidina,1.0
E.F.32.341,BUPIVACAINA,Bupivacaina,1.0
E.F.32.358,TRIMEBUTINA,Trimebutina,1.0
E.F.32.386,CITICOLINA SODICA,Citicolina,1.0
E.F.32.392,MOXIFLOXACINO CLORHIDRATO,Moxifloxacino,1.0
E.F.32.413,IBUPROFENO,Ibuprofeno,1.0
E.F.32.457,CETIRIZINA DICLORHIDRATO,Cetirizina,1.0
E.F.32.463,KETOPROFENO,Ketoprofeno,1.0
E.F.32.478,FLUCONAZOL,Fluconazol,1.0
E.F.32.539,ETINILESTRADIOL,Etinilestradiol,1.0
E.F.32.541,ACIDO GADOTERICO,Gadoterico Acido,1.0
E.F.32.549,DICLOFENACO POTASICO,Diclofenaco,1.0
E.F.32.558,ACETAMINOFEN,Acetaminofen,1.0
E.F.32.560,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.32.560,TELMISARTAN,Telmisartan,1.0
E.F.32.561,LEVOTIROXINA SODICA,Levotiroxina,1.0
E.F.32.562,LEVOTIROXINA SODICA,Levotiroxina,1.0
E.F.32.563,LEVOTIROXINA SODICA,Levotiroxina,1.0
E.F.32.564,LEVOTIROXINA SODICA,Levotiroxina,1.0
E.F.32.588,FLUMAZENILO,Flumazenil,0.909
E.F.32.608,LEVOTIROXINA SODICA,Levotiroxina,1.0
E.F.32.610,SILDENAFIL,Sildenafilo,0.909
E.F.32.611,SILDENAFIL,Sildenafilo,0.909
E.F.32.674,TRIMETAZIDINA,Trimetazidina,1.0
E.F.32.695,ZINC,Zinc,1.0
E.F.32.695,VITAMINA C,Vitamina C,1.0
E.F.32.712,SERTRALINA,Sertralina,1.0
E.F.32.727,GLIMEPIRIDA,Glimepirida,1.0
E.F.32.735,ERTAPENEM,Ertapenem,1.0
E.F.32.751,HIDROCLOROTIAZIDA,Hidroclorotiazida,1.0
E.F.32.751,VALSARTAN,Valsartan,1.0
E.F.32.773,GLIMEPIRIDA,Glimepirida,1.0
E.F.32.793,SIMETICONA,Simeticona,1.0
E.F.32.823,MIRTAZAPINA,Mirtazapina,1.0
E.F.32.836,AZITROMICINA,Azitromicina,1.0
E.F.32.890,PACLITAXEL,Paclitaxel,1.0
E.F.32.911,CLINDAMICINA,Clindamicina,1.0
E.F.32.977,CETIRIZINA DICLORHIDRATO,Cetirizina,1.0
E.F.32.990,PROGESTERONA,Progesterona,1.0
E.F.33.008,ACETAMINOFEN,Acetaminofen,1.0
E.F.33.009,CAFEINA,Cafeina,1.0
E.F.33.009,ACETAMINOFEN,Acetaminofen,1.0
E.F.33.050,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.33.056,CIANOCOBALAMINA,Cianocobalamina,1.0
E.F.33.063,ACIDO CLAVULANICO,Clavulanico Acido,1.0
E.F.33.063,AMOXICILINA,Amoxicilina,1.0
E.F.33.065,CEFTRIAXONA,Ceftriaxona,1.0
E.F.33.084,VALSARTAN,Valsartan,1.0
E.F.33.085,VALSARTAN,Valsartan,1.0
E.F.33.106,IODIXANOL,Iodixanol,1.0
E.F.33.110,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.33.110,IBUPROFENO,Ibuprofeno,1.0
E.F.33.112,TADALAFILO,Tadalafilo,1.0
E.F.33.116,BROMURO DE IPRATROPIO,Bromuro De Ipratropio Monohidratado,1.0
E.F.33.170,ALPRAZOLAM,Alprazolam,1.0
E.F.33.171,ALPRAZOLAM,Alprazolam,1.0
E.F.33.184,BICALUTAMIDA,Bicalutamida,1.0
E.F.33.190,IMIQUIMOD,Imiquimod,1.0
E.F.33.195,ZIDOVUDINA,Zidovudina,1.0
E.F.33.200,CLONAZEPAM,Clonazepam,1.0
E.F.33.201,CLONAZEPAM,Clonazepam,1.0
E.F.33.214,ALPRAZOLAM,Alprazolam,1.0
E.F.33.223,ACETAMINOFEN,Acetaminofen,1.0
E.F.33.232,ROSUVASTATINA,Rosuvastatina,1.0
E.F.33.233,ROSUVASTATINA CALCICA,Rosuvastatina,1.0
E.F.33.234,ROSUVASTATINA,Rosuvastatina,1.0
E.F.33.238,ACIDO FOLICO,Folico Acido,1.0
E.F.33.238,PROTEINA FERRICA,Proteinas,0.889
E.F.33.240,ACIDO FOLICO,Folico Acido,1.0
E.F.33.240,PROTEINA FERRICA,Proteinas,0.889
E.F.33.255,SIMVASTATINA,Simvastatina,1.0
E.F.33.257,SIMVASTATINA,Simvastatina,1.0
E.F.33.270,PIROXICAM,Piroxicam,1.0
E.F.33.286,CETIRIZINA DICLORHIDRATO,Cetirizina,1.0
E.F.33.287,KETOPROFENO,Ketoprofeno,1.0
E.F.33.299,CLORHIDRATO DE PROCAINA,Procaina,1.0
E.F.33.313,ACETAMINOFEN,Acetaminofen,1.0
E.F.33.316,ACETAMINOFEN,Acetaminofen,1.0
E.F.33.330,VORICONAZOL,Voriconazol,1.0
E.F.33.365,ACETAMINOFEN,Acetaminofen,1.0
E.F.33.365,CAFEINA,Cafeina,1.0
E.F.33.375,ACETAMINOFEN,Acetaminofen,1.0
E.F.33.376,ACETAMINOFEN,Acetaminofen,1.0
E.F.33.379,CLORHIDRATO DE PROCAINA,Procaina,1.0
E.F.33.380,ACIDO CLAVULANICO,Clavulanico Acido,1.0
E.F.33.380,AMOXICILINA,Amoxicilina,1.0
E.F.33.422,CARVEDILOL,Carvedilol,1.0
E.F.33.424,LEVONORGESTREL,Levonorgestrel,1.0
E.F.33.430,ACETAMINOFEN,Acetaminofen,1.0
E.F.33.435,CARNITINA,Carnitina,1.0
E.F.33.440,ALPRAZOLAM,Alprazolam,1.0
E.F.33.441,ALPRAZOLAM,Alprazolam,1.0
E.F.33.443,BETAMETASONA,Betametasona,1.0
E.F.33.443,LORATADINA,Loratadina,1.0
E.F.33.444,ACIDO CLAVULANICO,Clavulanico Acido,1.0
E.F.33.444,AMOXICILINA,Amoxicilina,1.0
