proveedor,descripcion,costo,ef,estado,motivo
drovencentro,"SOLUCION FISIOLOGICA 0,9 %  500ML BIO DE VZLA",1.6056,,sin_match,sin_candidato
drovencentro,"SOLUCION FISIOLOGICA 0,9% 500ML CLORURO SODIO BLUE MEDICAL",1.408,,sin_match,sin_candidato
drovencentro,SOLUCION FISIOLOGICA 30 ML.FARMAGENIK,1.648,,sin_match,sin_candidato
drovencentro,SOLUCION ISOT CLORURO DE SODIO N16 1L BEHRENS,6.3156,P.F.1.368,matched,score=0.784
drovencentro,"SOLUCION ISOTONICA 0,9% CLORURO DE SODIO 100ML KMPLUS",1.5568,,sin_match,sin_candidato
drovencentro,"SOLUCION ISOTONICA AL 0,9% 3000ML BC GROUP",20.36,,sin_match,sin_candidato
drovencentro,"SOLUCION PARA NEBULIZAR 0,9% 120ML FSI",1.59104,,sin_match,sin_candidato
drovencentro,SOLUCION RINGER LACTATO  500ML ITN,1.7556,,sin_match,sin_candidato
drovencentro,SOLUCION RINGER LACTATO 500ML  BLUE MEDICAL,1.832,,sin_match,sin_candidato
drovencentro,SOLUCION UNICA PARA LENTES DE CONTACTO 100ML NEXUS,8,,sin_match,sin_candidato
drovencentro,SOLUCION UNICA PARA LENTES DE CONTACTO 500ML NEXUS,17.232,,sin_match,sin_candidato
drovencentro,SOLUMAR SOLUCION NASAL HIPERTONICA 30ML,8.68,,sin_match,sin_candidato
drovencentro,SOLUMAR SOLUCION NASAL HIPERTONICA 60ML,11.368,,sin_match,sin_candidato
drovencentro,SOMAZINA 1000MG/4ML SOL INY 5 AMP LETI,28.712,E.F.33.901,matched,score=0.890
drovencentro,SOMAZINA 500MG 30COMP LETI,34.904,E.F.31.026,matched,score=0.898
drovencentro,SOMERGAN LOCION 120ML,4.54656,,sin_match,sin_candidato
drovencentro,SOMERGAN LOCION 60ML,3.49664,,sin_match,sin_candidato
drovencentro,SOMTEX SOL DESINFECTANTE 1 L SOMA,8.136,,sin_match,sin_candidato
drovencentro,SONDA DE NELATON 20 FR 40CM BRIUTCARE,0.464,,sin_match,sin_candidato
drovencentro,SORBETICOS CHOCOLATE FAMILIAR 105GR MONDELEZ,1.054,,sin_match,sin_candidato
drovencentro,SORBETICOS FRESA 4S MONDELEZ,1.2172,,sin_match,sin_candidato
drovencentro,SORKINOX 250MG/25MG 30COMP SNC,15.21334,,sin_match,sin_candidato
drovencentro,SOSTENGO 100MG  2TAB SILDENAFIL BIOGLASS,1.712,,sin_match,sin_candidato
drovencentro,SPERMOTREND 90CAP AV PHARMA,77.01882,,sin_match,sin_candidato
drovencentro,SPIRULINA 500MG  30CAPS NATURISTIK,5.85648,,sin_match,sin_candidato
drovencentro,SPIRULINA 500MG 60CAPS ARCOIRIS,11.448,,sin_match,sin_candidato
drovencentro,STAMYL FORTE 20TAB REC FARMA,9.78368,E.F.40.123,matched,score=0.604
drovencentro,STATICA X 7 OVULOS 7 APLICADORES,14.23838,,sin_match,sin_candidato
drovencentro,STAYFREE NORMAL CON ALAS  42UNI DIVAR,8.024,,sin_match,sin_candidato
drovencentro,STEP ON PLANTILLAS TALLA 35 BLUE MEDICAL,17.296,,sin_match,sin_candidato
drovencentro,STEP ON PLANTILLAS TALLA 41 BLUE MEDICAL,17.296,,sin_match,sin_candidato
drovencentro,SUCORIL SUCRALFATO 1G  20TAB MEDVAL,6.5056,,sin_match,sin_candidato
drovencentro,SUCRADEL 1GR 10 SOBRES SUCRALFATO DISKAM,7.896,,sin_match,sin_candidato
drovencentro,SUCRALFATO 1000MG 20TAB ADN,8.2872,,sin_match,sin_candidato
drovencentro,SUCRALFATO 1000MG/5ML  SUSP 120ML JKN MED,5.168,,sin_match,sin_candidato
drovencentro,SUCRALFATO 1G  20TAB KMPLUS,7.5112,,sin_match,sin_candidato
drovencentro,SUCRALFATO 1G 10 TAB MEDICAL GROUP,5.36216,,sin_match,sin_candidato
drovencentro,SUCRALFATO 1G 10TAB CLEO,4.736,,sin_match,sin_candidato
drovencentro,SUCRALFATO 1G/5ML SUSP 150ML MEDICAL GROUP,9.53704,,sin_match,sin_candidato
drovencentro,SUCRALFATO 1G/5ML SUSP 80ML ADN,8.3736,,sin_match,sin_candidato
drovencentro,SUCRALFATO 1GR/5ML SUSP ORAL  60ML BIO DE VZLA,2.624,,sin_match,sin_candidato
drovencentro,SUEROLITO S ORAL CHICLE  75MEQ 400ML BALKER,3.696,E.F.44.642,matched,score=0.778
drovencentro,"SUEROLITO S ORAL COCO 23,5GR 1 SOBRES BALKER",1.968,E.F.44.638,matched,score=0.743
drovencentro,SUEROLITO S ORAL COCO 75MEQ 400ML BALKER,3.696,E.F.44.638,matched,score=0.772
drovencentro,"SUEROLITO S ORAL FRESA  23,5GR 1 SOBRE BALKER",1.968,E.F.44.639,matched,score=0.745
drovencentro,SUEROLITO S ORAL FRESA 75MEQ 400ML BALKER,3.696,E.F.44.639,matched,score=0.778
drovencentro,SUEROLITO S ORAL MANDARINA 75MEQ 400ML BALKER,3.696,E.F.44.641,matched,score=0.778
drovencentro,SUEROLITO S. ORAL UVA 75MEQ 400ML BALKER,3.696,E.F.44.640,matched,score=0.778
drovencentro,SUEROLITO SOL ORAL FRUIT PUNCH 75MEQ 400ML BALKER,3.696,E.F.44.637,matched,score=0.761
drovencentro,SUEROLITO SOL ORAL MANZANA 75MEQ 400ML BALKER,3.696,E.F.44.643,matched,score=0.780
drovencentro,SUEÑOLIN 60CAPS BIOINFINITY,7.3236,,sin_match,sin_candidato
drovencentro,SULFADIAZINA DE PLATA 1% CR 30GR MEDICAL GROUP,4.16712,,sin_match,sin_candidato
drovencentro,SULFAMETOXAZOL-TRIMETOPRIM 80MG/400MG 5ML IV 10AMP VITALIS,61.784,,sin_match,sin_candidato
drovencentro,SULFATEAZOL 5% CREMA 30G FSI,2.09088,,sin_match,sin_candidato
drovencentro,SULFATIAZOL 5GR  6 UNID F.S.I,8.448,,sin_match,sin_candidato
drovencentro,SULFATO FERROSO 300MG 10BLT 10TAB BALAXI,4.824,,sin_match,sin_candidato
drovencentro,SULFATO FERROSO JBE 120ML LAPROFF,4.568,,sin_match,sin_candidato
drovencentro,SULIXTRA 10CAPS TAMSULOSINA,2.88,,sin_match,sin_candidato
drovencentro,SULIXTRA DUO 10CAPS TAMSULOSINA/DUTAST,6.6528,,sin_match,sin_candidato
drovencentro,SULIXTRA DUO 30CAPS TAMSULOSINA DUTAST,17.612,,sin_match,sin_candidato
drovencentro,SULIXTRA X 30 CAPS 0.4MG TAMSULOSINA,8.0064,,sin_match,sin_candidato
drovencentro,SULTAMICILINA 250MG/5ML SUSP 100ML DISTRILAB,12.16928,,sin_match,sin_candidato
drovencentro,SULTAMICILINA 250MG/5ML SUSP 60ML SPEFAR,7.68144,E.F.G.31.158,matched,score=0.767
drovencentro,SULTAMICILINA 750MG 6COMP SPEFAR,10.61368,E.F.G.32.130,matched,score=0.901
drovencentro,SULTRIM 200/40MG/5ML  SUSP ORAL 100ML ALESS,3.28314,,sin_match,sin_candidato
drovencentro,SULTRIM 400/80MG  20TAB  ALESS,2.91834,,sin_match,sin_candidato
drovencentro,SUNCLEAR PROTECTOR SOLAR BIOMAS 100GR MOROCHO SATIVA,9.64,,sin_match,sin_candidato
drovencentro,SUPER MACHO 50MG 4TAB SILDENAFIL SUPLIMEDIC,1.232,,sin_match,sin_candidato
drovencentro,SUSPENSION DE MAGNESIA 120ML COASPHARMA,5.92,,sin_match,sin_candidato
drovencentro,SUSY CHOCOLATE MAXI 50GR X 18 UNID,11.50336,,sin_match,sin_candidato
drovencentro,SUSY MAXI GALLETA 50G X 4 UNID (1x200g),2.89296,,sin_match,sin_candidato
drovencentro,SVELTY LECHE DESCREMADA 400G.,9.18064,,sin_match,sin_candidato
drovencentro,SVELTY LECHE SEMIDESCREMADA 400G.,8.80432,,sin_match,sin_candidato
drovencentro,SYNARTRON 60MG10TAB FC PHARMA ETORICOXIB,3.84,,sin_match,sin_candidato
drovencentro,SYSTALAN SOL OFTALMICA 15ML DIEMA,12.46813,,sin_match,sin_candidato
drovencentro,TABUNOL 5MG/ML SOL INH 15ML SALBUTAMOL ADN,3.9024,,sin_match,sin_candidato
drovencentro,TACHIFORTE 1G 20TAB ELMOR,3.38688,E.F.40.210,matched,score=0.898
drovencentro,TACHIGRIP 500/30/2MG 10TAB REC ELMOR,1.96784,,sin_match,sin_candidato
drovencentro,TACHIGRIP FORTE  SOL ORAL 6 SOB ELMOR,6.10736,E.F.43.593,matched,score=0.761
drovencentro,TACHIPIRIN 100MG SL GT 30ML PED ELMOR,3.63776,E.F.18.961,matched,score=0.884
drovencentro,TACHIPIRIN 125MG  6 SUPOSITORIOS ELMOR,3.23792,E.F.23.819,matched,score=0.912
drovencentro,TACHIPIRIN 250MG 6 SUPOSITORIOS ELMOR,4.30416,E.F.G.25.934,matched,score=0.884
drovencentro,TACHIPIRIN 500MG 20TAB ELMOR,1.27008,E.F.19.288,matched,score=0.903
drovencentro,TACHIPIRIN FORTE 160MG/5ML SUSP ORAL ELMOR,2.61856,E.F.35.671,matched,score=0.939
drovencentro,"TACROLIMUS 0,03% UNG 15GR BIUMAK",1.83024,,sin_match,sin_candidato
drovencentro,TADAFOX  5MG 15TAB REC VALMORCA,3.6084,,sin_match,sin_candidato
drovencentro,TADAFOX TADALAFILO 20MG 1TAB REC GENC,0.664,E.F.38.718,matched,score=0.888
drovencentro,TADAFOX TADALAFILO 20MG 2TAB REC GENC,2.18736,E.F.38.718,matched,score=0.888
drovencentro,TADAFOX TADALAFILO 5MG 30TAB REC VALMORCA,6.5588,,sin_match,sin_candidato
drovencentro,TADALAFIL 20MG  1TAB CALOX,1.32,E.F.G.38.493,matched,score=0.895
drovencentro,TADALAFIL 20MG  2TAB CALOX,2.576,E.F.G.38.493,matched,score=0.895
drovencentro,TADALAFIL 5MG 28TAB REC CALOX,7.016,,sin_match,sin_candidato
drovencentro,TADALAFILO 5MG 30COMP REC LETI,5.712,E.F.G.42.125,matched,score=0.711
drovencentro,TADIFIL 20MG  2COMP REC KLINOS,1.3296,E.F.38.637,matched,score=0.711
drovencentro,TADIFIL 20MG 1 COMP REC KLINOS,0.7392,,sin_match,sin_candidato
drovencentro,TADIFIL 5MG  30COMP KLINOS,7.016,E.F.41.780,matched,score=0.906
drovencentro,TALCO BORICADO 200 GR INNOVATEK,3.57213,,sin_match,sin_candidato
drovencentro,TALCO BORICADO 50GR LYA,2.88512,,sin_match,sin_candidato
drovencentro,TALERC 10MG 10COMP,1.21151,,sin_match,sin_candidato
drovencentro,TALERC 1MG/ML 120ML JBE DOLLDER,3.45326,,sin_match,sin_candidato
drovencentro,TALERC GOTAS 10MG/ML 15ML,1.81199,,sin_match,sin_candidato
drovencentro,TALFIDEX 20MG 1TAB REC PLUSANDEX,0.60878,,sin_match,sin_candidato
drovencentro,TALFIDEX 20MG 2TAB REC PLUSANDEX,1.25758,,sin_match,sin_candidato
drovencentro,TALFIDEX 5MG  30TAB REC TADALAFILO PLUSANDEX,4.6092,,sin_match,sin_candidato
drovencentro,TALYSTOR 20MG  1 TAB MAST PHARMETIQUE,1.1424,,sin_match,sin_candidato
drovencentro,TALYSTOR 5MG 10TAB MAST PHARMETIQUE,2.77008,E.F.41.156,matched,score=0.901
drovencentro,TALYSTOR 5MG 30TAB MAST  PHARMETIQUE,7.33584,E.F.41.156,matched,score=0.758
drovencentro,TALZIC 10MG 10COMP ELMOR,1.46608,E.F.29.348,matched,score=0.904
drovencentro,TALZIC 10MG SL GT 20ML ELMOR,2.10112,E.F.29.348,matched,score=0.892
drovencentro,TALZIC 1MG SOL ORAL120ML ELMOR,3.04192,E.F.32.457,matched,score=0.909
drovencentro,TAMDURIDE 0.4/0.5MG  30CAPS ZORIAK TAMSULOSINA DUTASTERIDE,15.35206,,sin_match,sin_candidato
drovencentro,TAMOA 250MG 6COMP MAST BIOTECH,5.91072,E.F.39.471,matched,score=0.897
drovencentro,TAMOA 250MG/5ML SUSP 15ML BIOTECH,3.56448,E.F.39.471,matched,score=0.882
drovencentro,"TAMOSTIN 0,4MG 20CAPS LETI",6.64,E.F.42.467,matched,score=0.929
drovencentro,TAMPONES KOTEX MEDIUM 8UNID DIMASSI,6.7108,,sin_match,sin_candidato
drovencentro,TAMPONES KOTEX SUPER 8UNID DIMASSI,7.44192,,sin_match,sin_candidato
drovencentro,TAMSUDEX PLUS 0.4 MG / 0.5 MG 30CAP PLUSANDEX,17.11218,,sin_match,sin_candidato
drovencentro,TAMSUHEM 0.4MG 10TAB ADN,1.1304,,sin_match,sin_candidato
drovencentro,"TAMSULOSINA 0,4MG 30CAPS ALESS",3.23499,,sin_match,sin_candidato
drovencentro,TAMSULOSINA 0.4MG  30TAB BUKA,3.78604,,sin_match,sin_candidato
drovencentro,"TAMSULOSINA CLORHIDRATO 0,4MG 30CAPS SPEFAR",6.3616,E.F.G.42.589,matched,score=0.939
drovencentro,"TAMSULOSINA CLORHIDRATO 0,4MG 30TAB BLUE MEDICAL",3.048,,sin_match,sin_candidato
drovencentro,"TAMSULOSINA DUTASTERIDE 0,4MG/0,5MG 30TAB REC ANGELUS",12.0176,,sin_match,sin_candidato
drovencentro,"TAMSULOSINA ER 0,4MG 30CAP BIUMAK",9.94728,,sin_match,sin_candidato
drovencentro,"TAMSULOSINA L.P 0,4MG 30 CAPS FAHD",2.1432,,sin_match,sin_candidato
drovencentro,"TAMSUPROS 0,4MG 30TAB ZORIAK TAMSULOSINA",7.3105,,sin_match,sin_candidato
drovencentro,TANSUDEX 0.4 MG 30CAP PLUSANDEX,5.20135,,sin_match,sin_candidato
drovencentro,TANTUM 0.15% SPRAY 45ML ELMOR,7.3696,E.F.41.147,matched,score=0.671
drovencentro,TANTUM 1% DUCHA VAGINAL SOLUCION 140ML ELMOR,4.9,E.F.41.147,matched,score=0.732
drovencentro,TANTUM TOPICO BUCAL 240ML ELMOR,6.98544,E.F.41.147,matched,score=0.751
drovencentro,"TANTUM VERDE 0,5% PASTA DENT 60GR ELMOR",4.91568,,sin_match,sin_candidato
drovencentro,TAPAZOL 5MG 60TAB,7.82281,E.F.2.955,matched,score=0.761
drovencentro,TARVINA 20MG  10TAB REC ATORVASTATINA GEMA LABS,1.984,E.F.44.195,matched,score=0.889
drovencentro,TARVINA 20MG  30TAB REC ATORVASTATINA GEMA LABS,4.392,E.F.44.195,matched,score=0.889
drovencentro,TARVINA 40MG  10TAB REC  ATORVASTATINA GEMA LABS,1.848,E.F.44.196,matched,score=0.889
drovencentro,TASIFOMET 50MG/500MG  30TAB SITAGL/METF NEOPHARMA,12.208,,sin_match,sin_candidato
drovencentro,TASIFOMET 50MG/850MG 30TAB  SITAGL/METF NEOPHARMA,17.664,,sin_match,sin_candidato
drovencentro,TAURINE 500MG 100CAP NOW,15.88,,sin_match,sin_candidato
drovencentro,TAX 450MG/50MG  10TAB 10BLIS DIOSM/HESPERI SUPLIMEDIC,34.464,,sin_match,sin_candidato
drovencentro,TAX 450MG/50MG  30TAB  DIOSMINA/HESPERI SUPLIMEDIC,11.272,,sin_match,sin_candidato
drovencentro,TAXUS 20MG 30COMP TECNOFARMA ADIUM,20.032,,sin_match,sin_candidato
drovencentro,"TEJANIA 0,075MG   28COMP REC  VLAYBEL",8.8,,sin_match,sin_candidato
drovencentro,TEKRON 200MG 30COMP REC LETI,36.904,E.F.36.643,matched,score=0.889
drovencentro,TENDOARTRIL 1000MG  60CAPS WALIFE,9.2072,,sin_match,sin_candidato
drovencentro,TENEDOR Y CUCHARA COLORES SURTIDO TOMI TIPI,5.912,,sin_match,sin_candidato
drovencentro,TENSOMAX 30MG 10CAPS LP LETI,6.696,E.F.28.561,matched,score=0.887
drovencentro,TENSOMAX 60MG 10CAP LETI,9.136,E.F.28.562,matched,score=0.900
drovencentro,TENSOMED 20MG/ML SUSP GOTAS 20ML NIFEDIPINA PHARMAMED,7.152,,sin_match,sin_candidato
drovencentro,TENSOPIN 20MG/ML SOL GOTAS 20ML GENVEN,29.672,E.F.24.973,matched,score=0.919
drovencentro,TEOFILINA SOL ORAL 80MG/15ML 100ML ADN,1.9368,,sin_match,sin_candidato
drovencentro,TERAGRIP 125/1MG 5ML JBE PED 120ML FARMA,7.97294,,sin_match,sin_candidato
drovencentro,TERAGRIP FORTE DIA 650MG/20MG/2MG 6TAB REC,2.40989,E.F.44.418,matched,score=0.901
drovencentro,TERAGRIP FORTE NOCHE 650MG GRAN 6SOB,5.80956,E.F.44.419,matched,score=0.774
drovencentro,TERAGRIP FORTE NOCHE 650MG/4MG  4 TAB REC FARMA,1.66398,E.F.44.419,matched,score=0.897
drovencentro,TERAGRIP SUPRA 10TAB REC,4.3279,E.F.37.166,matched,score=0.600
drovencentro,TERAGRIPFORTE 4 TAB NOCHE 10 TAB DIA REC,4.70502,E.F.44.419,matched,score=0.738
drovencentro,TERAGRIPFORTE 650/20/2MG 6 SOBRES 10G,5.49398,E.F.44.418,matched,score=0.768
drovencentro,"TERATOSIL 0,7G/120ML JBE KONSUMA",6.88874,,sin_match,sin_candidato
drovencentro,TERBICRYM  1% SOL 30ML AV PHARMA,6.787,,sin_match,sin_candidato
drovencentro,TERBIFEET 1% CR TOP 20GR TERBINAFINA TIARES,2.3256,,sin_match,sin_candidato
drovencentro,TERBINAFINA 1% CREMA 15GR KIMICEG,2.86848,E.F.G.38.822,matched,score=0.784
drovencentro,TERBINAFINA 1% CREMA 20GR MEDICAL GROUP,2.62288,,sin_match,sin_candidato
drovencentro,TERMISUR 40MG 30COMP SNC,11.9787,,sin_match,sin_candidato
drovencentro,TERMISUR 80MG 30COMP SNC,18.88834,,sin_match,sin_candidato
drovencentro,TERMOMETRO ORAL CAJA X 12,66.464,,sin_match,sin_candidato
drovencentro,TERMOMETRO RECTAL CAJA X 12,66.464,,sin_match,sin_candidato
drovencentro,TERODINE 2MG 30CAPS LIBERACIÓN SOSTENIDA,29.488,,sin_match,sin_candidato
drovencentro,TEROVAN 50  24/26MG 30COMP REC ADIUM,20.86015,,sin_match,sin_candidato
drovencentro,TESTO-MIX 1ML  SOL INY I.M 10AMP  LIALI,33.5581,,sin_match,sin_candidato
drovencentro,THREE MAGNESIUM 400MG  60CAPS PHARMACORP,12.0744,,sin_match,sin_candidato
drovencentro,TI- SUF PAPEL HIGIENICO BLANCO 4 ROLLOS.SURA,4.44,,sin_match,sin_candidato
drovencentro,TIALIN 100MG  10COMP KLINOS,5.0184,E.F.38.849,matched,score=0.910
drovencentro,TIALIN 50MG  30TAB ROEMMERS,11.448,E.F.30.171,matched,score=0.670
drovencentro,TIALIN 50MG 10COMP SERTRALINA,3.9888,E.F.30.171,matched,score=0.886
drovencentro,"TIBOZAK TIBOLONA 2,5MG 28TAB ZAKI",17.232,,sin_match,sin_candidato
drovencentro,TICALOR 90MG  60COMP REC TICAGRELOR FC PHARMA,71.32,,sin_match,sin_candidato
drovencentro,TILODRIN GOTAS 15ML SIEGFRIED,3.4992,,sin_match,sin_candidato
drovencentro,TILODRIN JBE 120ML SIEGFRIED,5.4264,,sin_match,sin_candidato
drovencentro,TIMOLOL MALEATO 0.5% SOL OFT  10ML DISTRILAB,8.45152,,sin_match,sin_candidato
drovencentro,TINIDAZOL 500MG 4TAB PLUSANDEX,2.5663,,sin_match,sin_candidato
drovencentro,TINTURA DE VALERIANA 30ML 1UNID FSI,1.59104,,sin_match,sin_candidato
drovencentro,TINTURA DE VALERIANA 30ML RECETTMARKET,1.98022,,sin_match,sin_candidato
drovencentro,TINTURA DE YODO SPRAY 30ML RECETTMARKET,6.30405,,sin_match,sin_candidato
drovencentro,TIOCHAX 4MG 12TAB PLUSANDEX,3.24251,,sin_match,sin_candidato
drovencentro,TIOCHAX PLUS 400/4MG 10TAB PLUSANDEX,3.08902,,sin_match,sin_candidato
drovencentro,TIOCOL 8MG 10TAB PHARMETIQUE,6.7464,,sin_match,sin_candidato
drovencentro,TIOCOLCHICOSIDO 4/2MG 2ML 6AMP THIOCOLSIROM,8.552,,sin_match,sin_candidato
drovencentro,TIOCOLCHICOSIDO 4MG 10COMP  ZUZU,2.3552,,sin_match,sin_candidato
drovencentro,TIOCOLCHICOSIDO 4MG 10COMP GENVEN,2.624,E.F.G.27.849,matched,score=0.898
drovencentro,TIOCOLCHICOSIDO 4MG 10TAB LA SANTE,3.8208,,sin_match,sin_candidato
drovencentro,TIOCOLCHICOSIDO 4MG 12TAB BIOTECH,2.264,E.F.G.43.730,matched,score=0.912
drovencentro,TIOCOLCHICOSIDO 4MG 12TAB CALOX,3.016,E.F.G.37.915,matched,score=0.911
drovencentro,TIOCOLCHICOSIDO 4MG/2ML 2AMP ALESS,1.68486,,sin_match,sin_candidato
drovencentro,TIOCOLCHICOSIDO 4MG/2ML SOL INY 5AMP KMPLUS,4.82328,,sin_match,sin_candidato
drovencentro,TIOCOLCHICÓSIDO 4MG 10TAB DAC 55,2.15718,,sin_match,sin_candidato
drovencentro,TIOFERCOL  4MG/2ML  10AMP TIOCOLCHICOSIDO ANDILAB,6.472,,sin_match,sin_candidato
drovencentro,TIOFERCOL  4MG/2ML  2AMP TIOCOLCHICOSIDO ANDILAB,1.76,,sin_match,sin_candidato
drovencentro,TIRAS REACTIVA 50UND GLUCARE,11.016,,sin_match,sin_candidato
drovencentro,TIROXIN 100MCG 50TAB SIEGFRIED,16.272,,sin_match,sin_candidato
drovencentro,TIROXIN 112MCG 50TAB SIEGFRIED,10.984,,sin_match,sin_candidato
drovencentro,TIRZOL 5MG  60TAB TIAMAZOL METI  DOLLY,6.85205,,sin_match,sin_candidato
drovencentro,TIZANIDINA 2MG 10TAB ANGELUS,7.0392,,sin_match,sin_candidato
drovencentro,TOALLAS DESMAQUILLANTES 25UND ZOAH,1.3376,,sin_match,sin_candidato
drovencentro,TOALLAS STAYFREE ADAPT PLUS ULTRADELGADA 42UND DIVAR,8.024,,sin_match,sin_candidato
drovencentro,TOBILLERA UNIVERSAL T-M FORMA ELASTICA,16.504,,sin_match,sin_candidato
drovencentro,TOBRAMICINA 0.3% SOL OFTALMICA 5ML OFTALMI,4.4,E.F.G.36.574,matched,score=0.801
drovencentro,TOBRASOL 0.3% SOL OFT 5ML OFTALMI,8.936,E.F.24.679,matched,score=0.782
drovencentro,TOBRASOL UNG OFT 7.5GR OFTALMI,20.36,E.F.28.025,matched,score=0.744
drovencentro,TODENAC 1%/3% SOL OFT 5ML OFTALMI,17.184,E.F.33.963,matched,score=0.648
drovencentro,TODEX  3%/1%SUSP OFT 5 ML OFTALMI,5.544,E.F.43.662,matched,score=0.643
drovencentro,"TODEX UNG. OFT.  7,5 G",19.96,,sin_match,sin_candidato
drovencentro,TOLNAFTAN CREMA  30GR KLINOS,5.2056,,sin_match,sin_candidato
drovencentro,TOLNAFTAN GOTAS 15ML,5.4948,E.F.14.318,matched,score=0.756
drovencentro,TOMYCIN 0.3% GOTAS OFT 5ML CAPSUVEN,2.416,,sin_match,sin_candidato
drovencentro,TONERVOL 5MG 10TAB,6.93878,,sin_match,sin_candidato
drovencentro,TONERVOL 5MG 30TAB,17.03004,,sin_match,sin_candidato
drovencentro,TONGKAT ALI WITH MACA 700MG 30CAP PHARMACORP,14.7712,,sin_match,sin_candidato
drovencentro,TONICO FACIAL 120ML AKN COHER,6.448,,sin_match,sin_candidato
drovencentro,TONUM 10MG 30TAB BIOTECH,2.7436,E.F.34.350,matched,score=0.895
drovencentro,TONUM SUSP ORAL 1MG/ML 100ML BIOTECH,3.336,E.F.34.754,matched,score=0.932
drovencentro,TOPIRAMATO 50MG  30TAB TOPICTUNI,6.096,,sin_match,sin_candidato
drovencentro,TOPISEPT 2% 15G CREMA SIEGFRIED,11.996,,sin_match,sin_candidato
drovencentro,TOPRIL25 25MG 30TAB CAPTOPRIL BLUE MEDICAL,1.424,,sin_match,sin_candidato
drovencentro,TORIVAS 100MG 30TAB MCK  PINAVERIUM,17.128,E.F.G.37.698,matched,score=0.902
drovencentro,TORIVAS 50MG 30TAB MCK CALOX,11.112,E.F.41.710,matched,score=0.843
drovencentro,TORONTO BOLSA 125G,5.99104,,sin_match,sin_candidato
drovencentro,TORONTO DISP 324 GR.NESTLE,15.5936,,sin_match,sin_candidato
drovencentro,TORONTO FRESA BOLSA 125GR NESTLE,6.808,,sin_match,sin_candidato
drovencentro,TORONTO FRESA DISPLAY 324GR  NESTLE,17.784,,sin_match,sin_candidato
drovencentro,TORONTO NEVADO BOLSA 125GR NESTLE,6.67184,,sin_match,sin_candidato
drovencentro,TOSSIN 15MG/5ML SOL ORAL 120ML DEXTROMETORFANO ALESS,1.66309,,sin_match,sin_candidato
drovencentro,TOTUMALT 70CAPS ABEJITA,5.2496,,sin_match,sin_candidato
drovencentro,TOTUMO JBE  240ML ABEJITA,5.134,,sin_match,sin_candidato
drovencentro,TRACTIL 4MG 12TAB RONAVA,3.49714,,sin_match,sin_candidato
drovencentro,TRACTIL 4MG/2ML KIT 1AMP RONAVA,2.18962,,sin_match,sin_candidato
drovencentro,TRANGOLATT 200MG 10TAB  LATTAN MEDIC,3.66048,,sin_match,sin_candidato
drovencentro,"TRAYENTA DUO 2,5/1000MG 60COMP REC DROVITAL",64.23608,,sin_match,sin_candidato
drovencentro,"TRAYENTA DUO 2,5/850MG 60COMP REC DROVITAL",64.23608,,sin_match,sin_candidato
drovencentro,TRAZEL SOL VIAL 10ML 6 AMP,34.8688,,sin_match,sin_candidato
drovencentro,TRAZTEL 10ML SOL INY I.V ADN,6.6456,,sin_match,sin_candidato
drovencentro,TRICLOBET-B CREMA TOP 30GR BALAXI,3.2604,,sin_match,sin_candidato
drovencentro,TRICUDERMA CREMA 20GR SOTO GLOBAL,2.9016,,sin_match,sin_candidato
drovencentro,TRIDERMARON BETAMETASONA-CLOTRIMAZOL-GENTAMICINA 15G,1.472,,sin_match,sin_candidato
drovencentro,TRIDETARMON CREMA TUBO 15GR ROEMMERS,6.902,,sin_match,sin_candidato
drovencentro,TRILEPTAMEDC 6% 300MG/5ML SUSP ORAL 100ML OXCARBAZEPINA IPS,10.01784,,sin_match,sin_candidato
drovencentro,TRIMAX 1MG/0.50MG CREMA 30GR GENTA/BETA/CLOTRI SUPLIMEDIC,2.768,,sin_match,sin_candidato
drovencentro,TRIMBUTOP 200MG 10COMP TRIMEBUTINA DISKAM,5.608,,sin_match,sin_candidato
drovencentro,TRIMEBUTINA 200MG  10TAB KMPLUS,2.84016,,sin_match,sin_candidato
drovencentro,TRIMEBUTINA 200MG 20TAB COASPHARMA,5.8,,sin_match,sin_candidato
drovencentro,TRIMEBUTINA 300MG  10TAB KMPLUS,4.23808,,sin_match,sin_candidato
drovencentro,TRIMEBUTINA MALEATO 200MG 30BL  10TAB MULTIPACK LAPROFF,68.456,,sin_match,sin_candidato
drovencentro,TRIMEBUTINA MALEATO 200MG 30TAB LA SANTE,9.1936,,sin_match,sin_candidato
drovencentro,TRIMEBUTINA TRIMBET 200MG 10BLIST 10TAB PRISM,27.696,,sin_match,sin_candidato
drovencentro,TRIMETOPRIM SULFA 80MG-400 20 COMP QUIM-FAR,1.24742,,sin_match,sin_candidato
drovencentro,TRIMETOPRIM SULFAMETOXAZOL 160/800MG 10BLIST 10TAB FAHD,11.5748,,sin_match,sin_candidato
drovencentro,TRIMETOPRIM SULFAMETOXAZOL SUSP 40/200MG/5ML/60ML KIMICEG,2.73568,E.F.G.30.908,matched,score=0.746
drovencentro,TRIMETOPRIM/SULFAMET 80/400MG 10TAB ZAKI,1.232,,sin_match,sin_candidato
drovencentro,TRIMETOPRIM/SULFAMETO 80/400MG/5ML SOL INY 1AMP OVEROL,5.832,,sin_match,sin_candidato
drovencentro,TRIMETROPIN/SULFAMET 80MG/400MG/5ML SOL INY  6AMP ADN,20.6568,,sin_match,sin_candidato
