codigo,nombre,nivel,es_sistema
L01DA,Actinomicinas,4,true
L01DA01,Dactinomicina,5,true
L01DB,Antraciclinas y sustancias relacionadas,4,true
L01DB01,Doxorubicina,5,true
L01DB02,Daunorubicina,5,true
L01DB03,Epirubicina,5,true
L01DB04,Aclarubicina,5,true
L01DB05,Zorubicina,5,true
L01DB06,Idarubicina,5,true
L01DB07,Mitoxantrona,5,true
L01DB08,Pirarubicina,5,true
L01DB09,Valrubicina,5,true
L01DB10,Amrubicina,5,true
L01DB11,Pixantrona,5,true
L01DC,Otros antibioticos citotoxicos,4,true
L01DC01,Bleomicina,5,true
L01DC02,Plicamicina,5,true
L01DC03,Mitomicina,5,true
L01DC04,Ixabepilona,5,true
L01E,Inhibidores de la proteinquinasa,3,true
L01EA,Inhibidores de la tirosinquinasa BCR-ABL,4,true
L01EA01,Imatinib,5,true
L01EA02,Dasatinib,5,true
L01EA03,Nilotinib,5,true
L01EA04,Bosutinib,5,true
L01EA05,Ponatinib,5,true
L01EA06,Asciminib,5,true
L01EB,Inhibidores de la tirosinquinasa del receptor de factor de crecimiento epidermico (EGFR),4,true
L01EB03,Afatinib,5,true
L01EB07,Dacomitinib,5,true
L01EB09,Lazertinib,5,true
L01EB11,aumolertinib,5,true
L01EC,Inhibidores de la serina-treonina quinasa B-Raf (BRAF),4,true
L01EC01,Vemurafenib,5,true
L01EC02,Dabrafenib,5,true
L01EC03,Encorafenib,5,true
L01EC04,Tovorafenib,5,true
L01ED,Inhibidores de la quinasa de linfoma anaplastico (ALK),4,true
L01ED03,Alectinib,5,true
L01ED04,Brigatinib,5,true
L01ED05,Lorlatinib,5,true
L01EE,Inhibidores de la quinasa mitogeno-activada (MEK),4,true
L01EE01,Trametinib,5,true
L01EE05,Mirdametinib,5,true
L01EE06,Tunlametinib,5,true
L01EF,Inhibidores de la quinasa ciclina-dependiente (CDK),4,true
L01EF01,Palbociclib,5,true
L01EF03,Abemaciclib,5,true
L01EG,Inhibidores de la quinasa de rapamicina de mamiferos (mTOR),4,true
L01EH,Inhibidores de la tirosinquinasa del receptor 2 de factor de crecimiento epidermico humano (HER2),4,true
L01EH01,Lapatinib,5,true
L01EH02,Neratinib,5,true
L01EH03,Tucatinib,5,true
L01EH05,Mifanertinib,5,true
L01EH06,Sevabertinib,5,true
L01EJ,Inhibidores de la quinasa Janus-asociada (JAK),4,true
L01EJ02,Fedratinib,5,true
L01EJ03,Pacritinib,5,true
L01EK,Inhibidores de la tirosinquinasa del receptor de factor de crecimiento endotelial vascular (VEGFR),4,true
L01EK01,Axitinib,5,true
L01EK03,tivozanib,5,true
L01EK05,Rivoceranib,5,true
L01EL,Inhibidores de la tirosinquinasa de Bruton (BTK),4,true
L01EL02,Acalabrutinib,5,true
L01EL03,Zanubrutinib,5,true
L01EL90,Rilzabrutinib,5,true
L01EM,Inhibidores de la fosfatidilinositol-3-quinasa (Pi3K),4,true
L01EM01,Idelalisib,5,true
L01EM03,Alpelisib,5,true
L01EM05,parsaclisib,5,true
L01EM06,Inavolisib,5,true
L01EN,Inhibidores de la tirosinaquinasa del receptor del factor de crecimiento fibroblastico (FGFR),4,true
L01EN01,Erdafitinib,5,true
L01EN02,Pemigatinib,5,true
L01EN03,Infigratinib,5,true
L01EN04,Futibatinib,5,true
L01EP,Inhibidores de la quinasa del factor de transicion mesenquima-epitelio celular (c-MET),4,true
L01EP01,Capmatinib,5,true
L01EP03,Savolitinib,5,true
L01EX,Otros inhibidores de la proteinquinasa,4,true
L01EX02,Sorafenib,5,true
L01EX03,Pazopanib,5,true
L01EX04,Vandetanib,5,true
L01EX05,Regorafenib,5,true
L01EX06,Masitinib,5,true
L01EX07,Cabozantinib,5,true
L01EX08,Lenvatinib,5,true
L01EX09,Nintedanib,5,true
L01EX10,Midostaurina,5,true
L01EX11,Quizartinib,5,true
L01EX12,Larotrectinib,5,true
L01EX15,Pexidartinib,5,true
L01EX17,Capmatinib,5,true
L01EX18,Avapritinib,5,true
L01EX20,Pemigatinib,5,true
L01EX22,Selpercatinib,5,true
L01EX23,Pralsetinib,5,true
L01EX24,Surufatinib,5,true
L01EX27,Capivasertib,5,true
L01F,Anticuerpos monoclonales y anticuerpos conjugados con farmacos,3,true
L01FA,Inhibidores de CD20 (Grupo de Diferenciacion 20),4,true
L01FA01,Rituximab,5,true
L01FA02,Ofatumumab,5,true
L01FA03,L01FA03- Obinutuzumab,5,true
L01FB,Inhibidores de CD22 (Grupos de Diferenciacion 22),4,true
L01FB01,Inotuzumab ozogamicina,5,true
L01FC,Inhibidores de CD38 (Grupos de Diferenciacion 38),4,true
L01FC01,Daratumumab,5,true
L01FC02,Isatuximab,5,true
L01FD,Inhibidores del HER2 (Receptor 2 del Factor de Crecimiento Epidermico Humano),4,true
L01FD01,Trastuzumab,5,true
L01FD02,Pertuzumab,5,true
L01FD03,Trastuzumab emtansina,5,true
L01FD04,Trastuzumab deruxtecan,5,true
L01FD05,Trastuzumab duocarmazina,5,true
L01FD07,Zanidatamab,5,true
L01FE,Inhibidores del EGFR (Receptor del Factor de Crecimiento Epidermico),4,true
L01FE01,Cetuximab,5,true
L01FE02,Panitumumab,5,true
L01FE03,Necitumumab,5,true
L01FF,Inhibidores de la PD-1/PD-L1 (Proteina 1 de muerte celular programada/ligando 1 de muerte programada),4,true
L01FF01,Nivolumab,5,true
L01FF02,Pembrolizumab,5,true
L01FF03,Durvalumab,5,true
L01FF04,Avelumab,5,true
L01FF05,Atezolizumab,5,true
L01FF06,Cemiplimab,5,true
L01FF07,Dostarlimab,5,true
L01FF08,Prolgolimab,5,true
L01FF09,Tislelizumab,5,true
L01FF10,Retifanlimab,5,true
L01FF11,Sugemalimab,5,true
L01FF12,Serplulimab,5,true
L01FF13,Toripalimab,5,true
L01FF14,Camrelizumab,5,true
L01FF15,Envafolimab,5,true
L01FF16,Sasanlimab,5,true
L01FG,Inhibidores del VEGF/VEGFR (Factor de Crecimiento Endotelial Vascular/Receptor del Factor de Crecimiento Endotelial Vascular),4,true
L01FG01,Bevacizumab,5,true
L01FG02,Ramucirumab,5,true
L01FX,Otros anticuerpos monoclonales y farmacos inmunoconjugados,4,true
L01FX01,Edrecolomab,5,true
L01FX02,Gemtuzumab ozogamicina,5,true
L01FX03,Catumaxomab,5,true
L01FX04,Ipilimumab,5,true
L01FX05,Brentuximab vedotina,5,true
L01FX06,Dinutuximab beta,5,true
L01FX07,Blinatumomab,5,true
L01FX08,Elotuzumab,5,true
L01FX09,Mogamulizumab,5,true
L01FX10,Olaratumab,5,true
L01FX12,Tafasitamab,5,true
L01FX13,Enfortumab vedotina,5,true
L01FX14,polatuzumab vedotina,5,true
L01FX15,Belantamab mafodotina,5,true
L01FX16,Oportuzumab monatox,5,true
L01FX17,Sacituzumab govitecan,5,true
L01FX18,Amivantamab,5,true
L01FX19,sabatolimab,5,true
L01FX20,Tremelimumab,5,true
L01FX21,Naxitamab,5,true
L01FX22,Loncastuximab tesirina,5,true
L01FX23,Tisotumab vedotina,5,true
L01FX24,Teclistamab,5,true
L01FX25,Mosunetuzumab,5,true
L01FX26,Mirvetuximab soravtansina,5,true
L01FX27,Epcoritamab,5,true
L01FX28,Glofitamab,5,true
L01FX29,Talquetamab,5,true
L01FX31,Zolbetuximab,5,true
L01FX32,Elranatamab,5,true
L01FX33,Tarlatamab,5,true
L01FX34,Odronextamab,5,true
L01FX35,Datopotamab deruxtecan,5,true
L01FX36,Patritumab deruxtecan,5,true
L01FX37,Linvoseltamab,5,true
L01FX38,Ifinatamab deruxtecan,5,true
L01FX39,Bemarituzumab,5,true
L01FY,Combinaciones de anticuerpos monoclonales con anticuerpos conjugados con medicamentos,4,true
L01FY01,Pertuzumab y trastuzumab,5,true
L01FY02,Nivolumab y relatlimab,5,true
L01X,OTROS AGENTES ANTINEOPLASICOS,3,true
L01XA,Compuestos del platino,4,true
L01XA01,Cisplatino,5,true
L01XA02,Carboplatino,5,true
L01XA03,Oxaliplatino,5,true
L01XA04,Satraplatino,5,true
L01XA05,Poliplatillena,5,true
L01XB,Metilhidrazinas,4,true
L01XB01,Procarbazina,5,true
L01XC,Anticuerpos monoclonales,4,true
L01XC01,Edrecolomab,5,true
L01XC02,Rituximab,5,true
L01XC03,Trastuzumab,5,true
L01XC05,Gemtuzumab ozogamicina,5,true
L01XC06,Cetuximab,5,true
L01XC07,Bevacizumab,5,true
L01XC08,Panitumumab,5,true
L01XC09,Catumaxomab,5,true
L01XC10,Ofatumumab,5,true
L01XC11,Ipilimumab,5,true
L01XC12,Brentuximab vedotina,5,true
L01XC13,Pertuzumab,5,true
L01XC14,Trastuzumab emtansina,5,true
L01XC15,Obinutuzumab,5,true
L01XC16,Dinutuximab beta,5,true
L01XC17,Nivolumab,5,true
L01XC18,Pembrolizumab,5,true
L01XC19,Blinatumomab,5,true
L01XC21,Ramucirumab,5,true
L01XC22,Necitumumab,5,true
L01XC23,Elotuzumab,5,true
L01XC24,Daratumumab,5,true
L01XC25,Mogamulizumab,5,true
L01XC26,Inotuzumab ozogamicina,5,true
L01XC27,Olaratumab,5,true
L01XC28,Durvalumab,5,true
L01XC31,Avelumab,5,true
L01XC32,Atezolizumab,5,true
L01XC33,Cemiplimab,5,true
L01XC35,Tafasitamab,5,true
L01XC37,Polatuzumab vedotina,5,true
L01XC38,Isatuximab,5,true
L01XC39,Belantamab mafodotina,5,true
L01XC40,Dostarlimab,5,true
L01XC41,Trastuzumab deruxtecan,5,true
L01XC90,Cemiplimab,5,true
L01XD,Sensibilizadores usados en terapia fotodinamica y radiacion,4,true
L01XD02,Verteporfina,5,true
L01XD03,Aminolevulinato de metilo,5,true
L01XD04,Acido aminolevulinico,5,true
L01XD05,Temoporfina,5,true
L01XD06,Efaproxiral,5,true
L01XD07,padeliporfina,5,true
L01XE,Inhibidores directos de la protein-quinasa,4,true
L01XE01,Imatinib,5,true
L01XE05,Sorafenib,5,true
L01XE06,Dasatinib,5,true
L01XE07,Lapatinib,5,true
L01XE11,Pazopanib,5,true
L01XE12,Vandetanib,5,true
L01XE13,Afatinib,5,true
L01XE15,Vemurafenib,5,true
L01XE17,Axitinib,5,true
L01XE21,Regorafenib,5,true
L01XE22,Masitinib,5,true
L01XE23,Dabrafenib,5,true
L01XE24,Ponatinib,5,true
L01XE25,Trametinib,5,true
L01XE26,Cabozantinib,5,true
L01XE29,Lenvatinib,5,true
L01XE31,Nintedanib,5,true
L01XE33,palbociclib,5,true
L01XE34,Tivozanib,5,true
L01XE36,Alectinib,5,true
L01XE39,Midostaurina,5,true
L01XE43,Brigatinib,5,true
L01XE44,Lorlatinib,5,true
L01XE45,Neratinib,5,true
L01XE46,Encorafenib,5,true
L01XE47,Dacomitinib,5,true
L01XE50,Abemaciclib,5,true
L01XE51,Acalabrutinib,5,true
L01XE53,Larotrectinib,5,true
L01XF,Retinoides para el tratamiento del cancer,4,true
L01XF01,Tretinoina,5,true
L01XF02,Alitretinoin,5,true
L01XF03,Bexaroteno,5,true
L01XG,Inhibidores del proteosoma,4,true
L01XG02,Carfilzomib,5,true
L01XG03,Ixazomib,5,true
L01XH,Inhibidores de la histona deacetilasa (HDAC),4,true
L01XH01,Vorinostat,5,true
L01XH02,Romidepsina,5,true
L01XH03,Panobinostat,5,true
L01XH07,Resminostat,5,true
L01XJ,Inhibidores de la ruta Hedgehog,4,true
L01XJ03,Glasdegib,5,true
L01XK,Inhibidores de la poli (ADP-ribosa) polimerasa (PARP),4,true
L01XK01,Olaparib,5,true
L01XK02,Niraparib,5,true
L01XK03,Rucaparib,5,true
L01XK04,Talazoparib,5,true
L01XK05,Veliparib,5,true
L01XK06,Pamiparib,5,true
L01XK07,Senaparib,5,true
L01XK52,Niraparib y abiraterona,5,true
L01XL,Terapia genica y celular antineoplasica,4,true
L01XL01,Sitimagen ceradenovec,5,true
L01XL02,Talimogen laherparepvec,5,true
L01XL03,Axicabtagen ciloleucel,5,true
L01XL04,Tisagenlecleucel,5,true
L01XL05,Ciltacabtagen autoleucel,5,true
L01XL06,Brexucabtagen autoleucel,5,true
L01XL07,Idecabtagen vicleucel,5,true
L01XL08,Lisocabtagen maraleucel,5,true
L01XL09,Tabelecleucel,5,true
L01XL12,Obecabtagen autoleucel,5,true
L01XM,Inhibidores de la isocitrato deshidrogenasa (IDH),4,true
L01XM01,Enasidenib,5,true
L01XM03,Olutasidenib,5,true
L01XM04,Vorasidenib,5,true
L01XX,Otros agentes antineoplasicos,4,true
L01XX01,Amsacrina,5,true
L01XX02,Asparaginasa,5,true
L01XX03,Altretamina,5,true
L01XX05,Hidroxicarbamida,5,true
L01XX07,Lonidamina,5,true
L01XX08,Pentostatina,5,true
L01XX09,Miltefosina,5,true
L01XX10,Masoprocol,5,true
L01XX11,Estramustina,5,true
L01XX14,Tretinoina,5,true
L01XX16,Mitoguazona,5,true
L01XX17,Topotecan,5,true
L01XX18,Tiazofurina,5,true
L01XX19,Irinotecan,5,true
L01XX22,Alitretinoina,5,true
L01XX23,Mitotano,5,true
L01XX24,Pegaspargasa,5,true
L01XX25,Bexaroteno,5,true
L01XX27,"Arsenico, trioxido de",5,true
L01XX28,Imatinib,5,true
L01XX29,Denileukina diftitox,5,true
L01XX35,Anagrelida,5,true
L01XX37,Sitimagén ceradenovec,5,true
L01XX38,Vorinostat,5,true
L01XX39,Romidepsina,5,true
L01XX40,Mepesuccinato de omacetaxina,5,true
L01XX41,Eribulina,5,true
L01XX42,Panobinostat,5,true
L01XX44,Aflibercept,5,true
L01XX45,Carfilzomib,5,true
L01XX46,Olaparib,5,true
L01XX47,Idelalisib,5,true
L01XX50,Ixazomib,5,true
L01XX51,Talimogen laherparepvec,5,true
L01XX52,Venetoclax,5,true
L01XX54,Niraparib,5,true
L01XX55,Rucaparib,5,true
L01XX60,Talazoparib,5,true
L01XX61,Copanlisib,5,true
L01XX63,Glasdegib,5,true
L01XX65,ALPELISIB,5,true
L01XX67,Tagraxofusp,5,true
L01XX69,Lurbinectedina,5,true
L01XX70,Axicabtagen ciloleucel,5,true
L01XX71,Tisagenlecleucel,5,true
L01XX72,Tazemetostat,5,true
L01XX73,Sotorasib,5,true
L01XX74,Belzutifan,5,true
L01XX75,Tebentafusp,5,true
L01XX77,Adagrasib,5,true
L01XX78,Navitoclax,5,true
L01XX79,Eflornitina,5,true
L01XX80,Imetelstat,5,true
L01XX81,Nirogacestat,5,true
L01XX84,Pelabresib,5,true
L01XX85,Acido idroxioleico,5,true
L01XX90,Axicabtagen ciloleucel,5,true
L01XX91,Tisagenlecleucel,5,true
L01XY,Combinaciones de agentes antineoplasicos,4,true
L01XY01,Citarabina y daunorubicina,5,true
L01XY02,Pertuzumab y trastuzumab,5,true
L01XY03,Nivolumab y relatlimab,5,true
L01XY04,Bifikafusp alfa y onfekafusp alfa,5,true
L02,TERAPIA ENDOCRINA,2,true
L02A,HORMONAS Y AGENTES RELACIONADOS,3,true
L02AA,Estrogenos,4,true
L02AA01,Dietilestilbestrol,5,true
L02AA02,Poliestradiol fosfato,5,true
L02AA03,Etinilestradiol,5,true
L02AA04,Fosfestrol,5,true
L02AB,Progestagenos,4,true
L02AB01,Megestrol,5,true
L02AB02,Medroxiprogesterona,5,true
L02AB03,Gestonorona,5,true
L02AE,Analogos de la hormona liberadora de gonadotrofinas,4,true
L02AE01,Buserelina,5,true
L02AE02,Leuprorelina,5,true
L02AE03,Goserelina,5,true
L02AE04,Triptorelina,5,true
L02AE05,Histrelina,5,true
L02AX,Otras hormonas,4,true
L02B,ANTAGONISTAS DE HORMONAS Y AGENTES RELACIONADOS,3,true
L02BA,Antiestrogenos,4,true
L02BA01,Tamoxifeno,5,true
L02BA02,Toremifeno,5,true
L02BA03,Fulvestrant,5,true
L02BA04,Elacestrant,5,true
L02BA05,Camizestrant,5,true
L02BB,Antiandrogenos,4,true
L02BB01,Flutamida,5,true
L02BB02,Nilutamida,5,true
L02BB03,Bicalutamida,5,true
L02BB04,Enzalutamida,5,true
L02BB05,Apalutamida,5,true
L02BB06,Darolutamida,5,true
L02BG,Inhibidores de la aromatasa,4,true
L02BG01,Aminoglutetimida,5,true
L02BG02,Formestano,5,true
L02BG03,Anastrozol,5,true
L02BG06,Exemestano,5,true
L02BX,Otros antagonistas de hormonas y sustancias relacionadas,4,true
L02BX01,Abarelix,5,true
L02BX02,Degarelix,5,true
L02BX03,Abiraterona,5,true
L02BX53,Abiraterona y prednisolona,5,true
L03,INMUNOESTIMULANTES,2,true
L03A,INMUNOESTIMULANTES,3,true
L03AA,Factores estimulantes de colonias,4,true
L03AA02,Filgrastim,5,true
L03AA03,Molgramostim,5,true
L03AA09,Sargramostim,5,true
L03AA10,Lenograstim,5,true
L03AA12,Ancestim,5,true
L03AA13,Pegfilgrastim,5,true
L03AA14,Lipegfilgrastim,5,true
L03AA18,Efbemalenograstim alfa,5,true
L03AA19,eflapegrastim,5,true
L03AB,Interferones,4,true
L03AB01,Interferon alfa natural,5,true
L03AB02,Interferon beta natural,5,true
L03AB03,Interferon gamma,5,true
L03AB04,Interferon alfa-2a,5,true
L03AB05,Interferon alfa-2b,5,true
L03AB06,Interferon alfa-n1,5,true
L03AB07,Interferon beta-1a,5,true
L03AB08,Interferon beta-1b,5,true
L03AB09,Interferon alfacon-1,5,true
L03AB10,Peginterferon alfa-2b,5,true
L03AB11,Peginterferon alfa-2a,5,true
L03AB12,Albinterferon alfa-2b,5,true
L03AB13,Peginterferon beta-1a,5,true
L03AB15,Ropeginterferon alfa-2b,5,true
L03AB17,Sampeginterferon beta-1a,5,true
L03AB60,"Peginterferon alfa-2b, combinaciones con",5,true
L03AB61,"Peginterferon alfa-2a, combinaciones con",5,true
L03AC,Interleukinas,4,true
L03AC01,Aldesleukina,5,true
L03AC02,Oprelvekina,5,true
L03AC03,Nogapendekina alfa,5,true
L03AX,Otros inmunoestimulantes,4,true
L03AX01,Lentinan,5,true
L03AX02,Roquinimex,5,true
L03AX03,Vacuna BCG,5,true
L03AX04,Pegademasa,5,true
L03AX05,Pidotimod,5,true
L03AX07,Poli IC,5,true
L03AX08,Poli ICLC,5,true
L03AX09,Timopentina,5,true
L03AX10,Inmunocianina,5,true
L03AX11,Tasonermina,5,true
L03AX12,Vacuna del melanoma,5,true
L03AX13,"Glatiramero, acetato de",5,true
L03AX14,"Histamina, dihidrocloruro",5,true
L03AX15,Mifamurtida,5,true
L03AX16,Plerixafor,5,true
L03AX17,Sipuleucel-T,5,true
L03AX22,Leniolisib,5,true
L03AX24,Mavorixafor,5,true
L03AX25,Timalfasina,5,true
L03AX91,Fosfoglicopeptical,5,true
L03AX92,Procodazol,5,true
L03AX93,Mycobacterium bovis,5,true
L03AX94,Timoestimulina,5,true
L03AX95,Linfocitos T alogenicos modificados geneticamente para expresar el gen suicida TK,5,true
L04A,INMUNOSUPRESORES,3,true
L04AA,Inmunosupresores selectivos,4,true
L04AA01,Ciclosporina,5,true
L04AA02,Muromonab-CD3,5,true
L04AA03,Inmunoglobulina antilinfocitaria (caballo),5,true
L04AA04,Inmunoglobulina antitimocitica (conejo),5,true
L04AA05,Tacrolimus,5,true
L04AA06,Acido micofenolico,5,true
L04AA08,Daclizumab,5,true
L04AA09,Basiliximab,5,true
L04AA10,Sirolimus,5,true
L04AA11,Etanercept,5,true
L04AA12,Infliximab,5,true
L04AA13,Leflunomida,5,true
L04AA14,Anakinra,5,true
L04AA15,Alefacept,5,true
L04AA16,Afelimomab,5,true
L04AA17,Adalimumab,5,true
L04AA18,Everolimus,5,true
L04AA19,Gusperimus,5,true
L04AA21,Efalizumab,5,true
L04AA22,Abetimus,5,true
L04AA23,Natalizumab,5,true
L04AA24,Abatacept,5,true
L04AA25,Eculizumab,5,true
L04AA26,Belimumab,5,true
L04AA27,Fingolimod,5,true
L04AA28,Belatacept,5,true
L04AA29,Tofacitinib,5,true
L04AA31,Teriflunomida,5,true
L04AA32,Apremilast,5,true
L04AA33,Vedolizumab,5,true
L04AA34,Alemtuzumab,5,true
L04AA36,Ocrelizumab,5,true
L04AA37,Baricitinib,5,true
L04AA38,Ozanimod,5,true
L04AA40,Cladribina,5,true
L04AA41,Imlifidasa,5,true
L04AA42,Siponimod,5,true
L04AA43,Ravulizumab,5,true
L04AA44,Upadacitinib,5,true
L04AA45,Filgotinib,5,true
L04AA47,L04AA47-Inebilizumab,5,true
L04AA48,Belumosudil,5,true
L04AA50,Ponesimod,5,true
L04AA51,Anifrolumab,5,true
L04AA52,Ofatumumab,5,true
L04AA54,Pegcetacoplan,5,true
L04AA56,Deucravacitinib,5,true
L04AA57,Ublituximab,5,true
L04AA58,Efgartigimod alfa,5,true
L04AA59,Avacopan,5,true
L04AA60,Remibrutinib,5,true
L04AA61,Nerandomilast,5,true
L04AA62,Tolebrutinib,5,true
L04AA90,Ofatumumab,5,true
L04AB,Inhibidores del factor de necrosis tumoral alfa (TNF-),4,true
L04AB01,Etanercept,5,true
L04AB02,Infliximab,5,true
L04AB03,Afelimomab,5,true
L04AB04,Adalimumab,5,true
L04AB05,Certolizumab pegol,5,true
L04AB06,Golimumab,5,true
L04AC,Inhibidores de la interleucina,4,true
L04AC01,Daclizumab,5,true
L04AC02,Basiliximab,5,true
L04AC03,Anakinra,5,true
L04AC04,Rilonacept,5,true
L04AC05,Ustekinumab,5,true
L04AC07,Tocilizumab,5,true
L04AC08,Canakinumab,5,true
L04AC09,Briakinumab,5,true
L04AC10,Secukinumab,5,true
L04AC11,Siltuximab,5,true
L04AC12,Brodalumab,5,true
L04AC13,Ixekizumab,5,true
L04AC14,Sarilumab,5,true
L04AC16,Guselkumab,5,true
L04AC17,Tildrakizumab,5,true
L04AC18,Risankizumab,5,true
L04AC19,SATRALIZUMAB,5,true
L04AC21,Bimekizumab,5,true
L04AC22,Espesolimab,5,true
L04AC23,Olokizumab,5,true
L04AC24,Mirikizumab,5,true
L04AC25,Levilimab,5,true
L04AC27,Cendakimab,5,true
L04AD,Inhibidores de la calcineurina,4,true
L04AD01,Ciclosporina,5,true
L04AD02,Tacrolimus,5,true
L04AD03,Voclosporina,5,true
L04AE,Moduladores del receptor de la esfingosina 1-fosfato (S1P),4,true
L04AE01,Fingolimod,5,true
L04AE02,Ozanimod,5,true
L04AE03,Siponimod,5,true
L04AE04,Ponesimod,5,true
L04AE05,Etrasimod,5,true
L04AF,Inhibidores de la quinasa Janus-asociada (JAK),4,true
L04AF01,Tofacitinib,5,true
L04AF02,Baricitinib,5,true
L04AF03,Upadacitinib,5,true
L04AF04,Filgotinib,5,true
L04AF05,Itacitinib,5,true
L04AF07,Deucravacitinib,5,true
L04AF08,Ritlecitinib,5,true
L04AF09,Deuruxolitinib,5,true
L04AG,Anticuerpos monoclonales,4,true
L04AG01,Muromonab-CD3,5,true
L04AG02,Efalizumab,5,true
L04AG03,Natalizumab,5,true
L04AG04,Belimumab,5,true
L04AG05,Vedolizumab,5,true
L04AG06,Alemtuzumab,5,true
L04AG07,Begelomab,5,true
L04AG08,Ocrelizumab,5,true
L04AG09,Emapalumab,5,true
L04AG10,Inebilizumab,5,true
L04AG11,Anifrolumab,5,true
L04AG12,Ofatumumab,5,true
L04AG13,Teprotumumab,5,true
L04AG14,Ublituximab,5,true
L04AG15,Divozilimab,5,true
L04AG16,Rozanolixizumab,5,true
L04AG18,Sibeprenlimab,5,true
L04AG19,Axatilimab,5,true
L04AH,Inhibidores de la quinasa diana de rapamicina de mamiferos (mTOR),4,true
L04AH01,Sirolimus,5,true
L04AH02,Everolimus,5,true
L04AJ,Inhibidores del  sistema del complemento,4,true
L04AJ01,Eculizumab,5,true
L04AJ02,Ravulizumab,5,true
L04AJ03,Pegcetacoplan,5,true
L04AJ04,Sutimlimab,5,true
L04AJ05,Avacopan,5,true
L04AJ06,Zilucoplan,5,true
L04AJ07,Crovalimab,5,true
L04AJ08,Iptacopan,5,true
L04AJ09,Danicopan,5,true
L04AJ10,Vilobelimab,5,true
L04AK,Inhibidores de la dihidroorotato deshidrogenasa (DHODH),4,true
L04AK01,Leflunomida,5,true
L04AK02,Teriflunomida,5,true
L04AL,Inhibidor del fragmento cristalizable del receptor neonatal,4,true
L04AL01,Efgartigimod alfa,5,true
L04AL02,Rozanolixizumab,5,true
L04AL03,Nipocalimab,5,true
L04AX,Otros inmunosupresores,4,true
L04AX01,Azatioprina,5,true
L04AX02,Talidomida,5,true
L04AX03,Metotrexato,5,true
L04AX04,Lenalidomida,5,true
L04AX05,Pirfenidona,5,true
L04AX06,Pomalidomida,5,true
L04AX07,Dimetil fumarato,5,true
L04AX08,Darvadstrocel,5,true
L04AX09,Fumarato de diroximel,5,true
L04AX10,Fumarato de tegomil,5,true
L04AX11,Fumarato de monometilo,5,true
L04AX92,Metisoprinol,5,true
M,SISTEMA MUSCULOESQUELETICO,1,true
M01,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS,2,true
M01A,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS NO ESTEROIDEOS,3,true
M01AA,Butilpirazolidinas,4,true
M01AA01,Fenilbutazona,5,true
M01AA02,Mofebutazona,5,true
M01AA03,Oxifenbutazona,5,true
M01AA05,Clofezona,5,true
M01AA06,Kebuzona,5,true
M01AA91,Feclobuzona,5,true
M01AA92,Suxibuzona,5,true
M01AA93,Benzpiperilona,5,true
M01AB,Derivados del acido acetico y sustancias relacionadas,4,true
M01AB01,Indometacina,5,true
M01AB02,Sulindaco,5,true
M01AB03,Tolmetina,5,true
M01AB04,Zomepiraco,5,true
M01AB05,Diclofenaco,5,true
M01AB06,Alclofenaco,5,true
M01AB07,Bumadizona,5,true
M01AB08,Etodolaco,5,true
M01AB09,Lonazolaco,5,true
M01AB10,Fentiazaco,5,true
M01AB11,Acemetacina,5,true
M01AB12,Difenpiramina,5,true
M01AB13,Oxametacina,5,true
M01AB14,Proglumetacina,5,true
M01AB15,Ketorolaco,5,true
M01AB16,Aceclofenaco,5,true
M01AB17,Bufexamaco,5,true
M01AB51,"Indometacina, combinaciones con",5,true
M01AB55,"Diclofenaco, combinaciones con",5,true
M01AB91,"Diclofenaco y misoprostol, combinaciones con",5,true
M01AB92,Glucametacina,5,true
M01AC,Oxicams,4,true
M01AC01,Piroxicam,5,true
M01AC02,Tenoxicam,5,true
M01AC04,Droxicam,5,true
M01AC05,Lornoxicam,5,true
M01AC06,Meloxicam,5,true
M01AC56,"Meloxicam, combinaciones con",5,true
M01AE,Derivados del acido propionico,4,true
M01AE01,Ibuprofeno,5,true
M01AE02,Naproxeno,5,true
M01AE03,Ketoprofeno,5,true
M01AE04,Fenoprofeno,5,true
M01AE05,Fenbufen,5,true
M01AE06,Benoxaprofeno,5,true
M01AE07,Suprofeno,5,true
M01AE08,Pirprofeno,5,true
M01AE09,Flurbiprofeno,5,true
M01AE10,Indoprofeno,5,true
M01AE11,Acido tiaprofenico,5,true
M01AE12,Oxaprozina,5,true
M01AE13,Ibuproxam,5,true
M01AE14,Dexibuprofeno,5,true
M01AE15,Flunoxaprofeno,5,true
M01AE16,Alminoprofeno,5,true
M01AE17,Dexketoprofeno,5,true
M01AE18,Naproxcinod,5,true
M01AE19,Loxoprofeno,5,true
M01AE51,"Ibuprofeno, combinaciones con",5,true
M01AE52,Naproxeno y esomeprazol,5,true
M01AE53,"Ketoprofeno, combinaciones con",5,true
M01AE56,Naproxeno y misoprostol,5,true
M01AE57,Naproxeno y difenhidramina,5,true
M01AE91,Butibufeno,5,true
M01AG,Fenamatos,4,true
M01AG01,Acido mefenamico,5,true
M01AG02,Acido tolfenamico,5,true
M01AG03,Acido flufenamico,5,true
M01AG04,Acido meclofenamico,5,true
M01AH,Coxibs,4,true
M01AH01,Celecoxib,5,true
M01AH02,Rofecoxib,5,true
M01AH03,Valdecoxib,5,true
