codigo,nombre,nivel,es_sistema
C03DA03,Canrenona,5,true
C03DA04,Eplerenona,5,true
C03DA05,Finerenona,5,true
C03DA54,Eplerenona y dapagliflozina,5,true
C03DB,Otros agentes ahorradores de potasio,4,true
C03DB01,Amilorida,5,true
C03DB02,Triamtereno,5,true
C03E,DIURETICOS Y AGENTES AHORRADORES DE POTASIO EN COMBINACION,3,true
C03EA,Diureticos de techo bajo y agentes ahorradores de potasio,4,true
C03EA01,Hidroclorotiazida y agentes ahorradores de potasio,5,true
C03EA02,Triclormetiazida y agentes ahorradores de potasio,5,true
C03EA03,Epitizida y agentes ahorradores de potasio,5,true
C03EA04,Altizida y agentes ahorradores de potasio,5,true
C03EA05,Mebutizida y agentes ahorradores de potasio,5,true
C03EA06,Clortalidona y agentes ahorradores de potasio,5,true
C03EA07,Ciclopentiazida y agentes ahorradores de potasio,5,true
C03EA12,Metolazona y agentes ahorradores de potasio,5,true
C03EA13,Bendroflumetiazida y agentes ahorradores de potasio,5,true
C03EA14,Butizida y agentes ahorradores de potasio,5,true
C03EB,Diureticos de techo alto y agentes ahorradores de potasio,4,true
C03EB01,Furosemida y agentes ahorradores de potasio,5,true
C03EB02,Bumetanida y agentes ahorradores de potasio,5,true
C03EB03,Torasemida y agentes ahorradores de potasio,5,true
C03XA,Antagonistas de la vasopresina,4,true
C03XA01,Tolvaptan,5,true
C03XA02,Conivaptan,5,true
C03XW91,Urea,5,true
C04,VASODILATADORES PERIFERICOS,2,true
C04A,VASODILATADORES PERIFERICOS,3,true
C04AA,Derivados del 2-amino-1-feniletanol,4,true
C04AA01,Isoxsuprina,5,true
C04AA02,Bufenina,5,true
C04AA31,Bametan,5,true
C04AA52,"Bufenina, combinaciones con",5,true
C04AB,Derivados de la imizadolina,4,true
C04AB01,Fentolamina,5,true
C04AB02,Tolazolina,5,true
C04AC,Acido nicotinico y derivados,4,true
C04AC01,Acido nicotinico,5,true
C04AC02,"Nicotinilo, alcohol (piridilcarbinol)",5,true
C04AC03,Nicotinato de inositol,5,true
C04AC07,Ciclonicato,5,true
C04AD,Derivados de la purina,4,true
C04AD01,Pentifilina,5,true
C04AD02,Nicotinato de xantinol,5,true
C04AD03,Pentoxifilina,5,true
C04AD04,Etofilina,5,true
C04AD54,"Etofilina, combinaciones con",5,true
C04AE,Alcaloides del ergot,4,true
C04AE01,Ergoloides mesilatos,5,true
C04AE02,Nicergolina,5,true
C04AE04,Dihidroergocristina,5,true
C04AE51,"Ergoloides mesilatos, combinaciones con",5,true
C04AE54,"Dihidroergocristina, combinaciones con",5,true
C04AF,Enzimas,4,true
C04AF01,Kalidinogenasa,5,true
C04AX,Otros vasodilatadores perifericos,4,true
C04AX01,Ciclandelato,5,true
C04AX02,Fenoxibenzamina,5,true
C04AX07,Vincamina,5,true
C04AX10,Moxisilita,5,true
C04AX11,Benciclano,5,true
C04AX13,Piribedil,5,true
C04AX17,Vinburnina,5,true
C04AX19,Sulcotidil,5,true
C04AX20,Buflomedil,5,true
C04AX21,Naftidrofurilo,5,true
C04AX23,Butalamina,5,true
C04AX24,Visnadina,5,true
C04AX26,Cetiedil,5,true
C04AX27,Cinepazida,5,true
C04AX28,Ifenprodil,5,true
C04AX30,Azapetina,5,true
C04AX32,Fasudil,5,true
C04AX57,"Vincamina, combinaciones con",5,true
C04AX91,Oxovinca,5,true
C04AX92,"Cinarizina, combinaciones con",5,true
C04AX93,"Almitrina y raubasina, combinaciones con",5,true
C05,VASOPROTECTORES,2,true
C05A,AGENTES DE USO TOPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES,3,true
C05AA,Corticosteroides,4,true
C05AA01,Hidrocortisona,5,true
C05AA04,Prednisolona,5,true
C05AA05,Betametasona,5,true
C05AA06,Fluorometolona,5,true
C05AA08,Fluocortolona,5,true
C05AA09,Dexametasona,5,true
C05AA10,"Fluocinolona, acetonido de",5,true
C05AA11,Fluocinonida,5,true
C05AA12,Triamcinolona,5,true
C05AA51,"Hidrocortisona, combinaciones con",5,true
C05AA54,"Prednisolona, combinaciones con",5,true
C05AA58,"Fluocortolona, combinaciones con",5,true
C05AA60,"Fluocinolona acetonido, combinaciones con",5,true
C05AA91,Beclometasona,5,true
C05AA92,"Beclometasona, combinaciones con",5,true
C05AA93,"Triamcinolona, combinaciones con",5,true
C05AB,Antibioticos,4,true
C05AD,Anestesicos locales,4,true
C05AD01,Lidocaina,5,true
C05AD02,Tetracaina,5,true
C05AD03,Benzocaina,5,true
C05AD04,Cincocaina,5,true
C05AD05,Procaina,5,true
C05AD06,Oxetacaina,5,true
C05AD07,Pramocaina,5,true
C05AD51,Lidocaina en asociacion,5,true
C05AE,Relajantes musculares,4,true
C05AE01,Trinitrato de glicerilo,5,true
C05AE02,Dinitrato de isosorbida,5,true
C05AX,Otros agentes de uso topico para el tratamiento de hemorroides y fisuras anales,4,true
C05AX01,"Aluminio, preparados de",5,true
C05AX02,"Bismuto, preparados de, combinaciones con",5,true
C05AX03,"Otras preparaciones, combinaciones",5,true
C05AX04,"Zinc, preparados con",5,true
C05AX05,Tribenosido,5,true
C05AX91,Ruscogenina,5,true
C05B,TERAPIA ANTIVARICOSA,3,true
C05BA,Heparinas o heparinoides para uso topico,4,true
C05BA01,Heparinoides organicos,5,true
C05BA02,Apolato de sodio,5,true
C05BA03,Heparina,5,true
C05BA04,Pentosan polisulfato de sodio,5,true
C05BA51,"Heparinoides, combinaciones con",5,true
C05BA53,"Heparina, combinaciones con",5,true
C05BB,Agentes esclerosantes para inyeccion local,4,true
C05BB01,"Monoetanolamina, oleato de",5,true
C05BB02,Polidocanol,5,true
C05BB03,Azucar invertido,5,true
C05BB04,Tetradecilsulfato de sodio,5,true
C05BB56,"Glucosa, combinaciones",5,true
C05BX,Otros agentes esclerosantes,4,true
C05BX01,Dobesilato de calcio,5,true
C05BX51,"Dobesilato de calcio, combinaciones con",5,true
C05BX91,"Otros antivaricosos, combinaciones con",5,true
C05C,AGENTES ESTABILIZADORES DE CAPILARES,3,true
C05CA,Bioflavonoides,4,true
C05CA01,Rutosido,5,true
C05CA02,Monoxerutina,5,true
C05CA03,Diosmina,5,true
C05CA04,Troxerutina,5,true
C05CA05,Hidrosmina,5,true
C05CA51,"Rutosido, combinaciones con",5,true
C05CA53,"Diosmina, combinaciones con",5,true
C05CA54,"Troxerutina, combinaciones con",5,true
C05CA91,Bioflavonoides,5,true
C05CA92,"Bioflavonoides, combinaciones con",5,true
C05CA93,Flavodico acido,5,true
C05CA94,Escina,5,true
C05CA95,Ruscogenina,5,true
C05CA96,"Ruscogenina, combinaciones con",5,true
C05CA97,"Esculina, combinaciones con",5,true
C05CA98,"Hesperidina metilchalcona, combinaciones con",5,true
C05CX,Otros agentes estabilizadores de capilares,4,true
C05CX02,Naftazona,5,true
C05CX03,Hippocastani semen,5,true
C05CX91,Cromocarbo dietilamina,5,true
C05CX92,Naftazona,5,true
C05CX93,Aminaftona,5,true
C05CX95,Vaccinium myrtillus,5,true
C05CX96,"Vaccinium myrtillus, combinaciones con",5,true
C05CX97,"Ruscus aculeatus, combinaciones con",5,true
C05CX98,Leucocianidol,5,true
C05CX99,Escina,5,true
C07,AGENTES BETA-BLOQUEANTES,2,true
C07A,AGENTES BETA-BLOQUEANTES,3,true
C07AA,Agentes beta- bloqueantes no selectivos,4,true
C07AA01,Alprenolol,5,true
C07AA02,Oxprenolol,5,true
C07AA03,Pindolol,5,true
C07AA05,Propranolol,5,true
C07AA06,Timolol,5,true
C07AA07,Sotalol,5,true
C07AA12,Nadolol,5,true
C07AA14,Mepindolol,5,true
C07AA15,Carteolol,5,true
C07AA16,Tertatolol,5,true
C07AA17,Bopindolol,5,true
C07AA19,Bupranolol,5,true
C07AA23,Penbutolol,5,true
C07AA27,Cloranolol,5,true
C07AA57,"Sotalol, envases combinados",5,true
C07AB,Agentes beta- bloqueantes selectivos,4,true
C07AB01,Practolol,5,true
C07AB02,Metoprolol,5,true
C07AB03,Atenolol,5,true
C07AB04,Acebutolol,5,true
C07AB05,Betaxolol,5,true
C07AB06,Bevantolol,5,true
C07AB07,Bisoprolol,5,true
C07AB08,Celiprolol,5,true
C07AB09,Esmolol,5,true
C07AB10,Epanolol,5,true
C07AB11,Esatenolol,5,true
C07AB12,Nebivolol,5,true
C07AB13,Talinolol,5,true
C07AB14,Landiolol,5,true
C07AB52,"Metoprolol, envases combinados",5,true
C07AB57,"Bisoprolol, combinaciones con",5,true
C07AG,Agentes bloqueantes alfa y beta,4,true
C07AG01,Labetalol,5,true
C07AG02,Carvedilol,5,true
C07B,AGENTES BETA-BLOQUEANTES Y TIAZIDAS,3,true
C07BA,Agentes beta-bloqueantes no selectivos y tiazidas,4,true
C07BA02,Oxprenolol y tiazidas,5,true
C07BA05,Propranolol y tiazidas,5,true
C07BA06,Timolol y tiazidas,5,true
C07BA07,Sotalol y tiazidas,5,true
C07BA12,Nadolol y tiazidas,5,true
C07BA68,"Metipranolol y tiazidas, combinaciones con",5,true
C07BA91,"Propranolol, bendroflumetiazida e hidralazina, combinaciones",5,true
C07BB,Agentes beta-bloqueantes selectivos y tiazidas,4,true
C07BB02,Metoprolol y tiazidas,5,true
C07BB03,Atenolol y tiazidas,5,true
C07BB04,Acebutolol y tiazidas,5,true
C07BB06,Bevantolol y tiazidas,5,true
C07BB07,Bisoprolol y tiazidas,5,true
C07BB12,Nebivolol y tiazidas,5,true
C07BB52,"Metoprolol y tiazidas, combinaciones con",5,true
C07BB91,"Atenolol, bendroflumetiazida e hidralazina, combinaciones co",5,true
C07BG,Agentes bloqueantes alfa y beta y tiazidas,4,true
C07BG01,Labetalol y tiazidas,5,true
C07C,AGENTES BETA-BLOQUEANTES Y OTROS DIURETICOS,3,true
C07CA,Agentes beta- bloqueantes no selectivos y otros diureticos,4,true
C07CA02,Oxprenolol y otros diureticos,5,true
C07CA03,Pindolol y otros diureticos,5,true
C07CA17,Bopindolol y otros diureticos,5,true
C07CA23,Penbutolol y otros diureticos,5,true
C07CB,Agentes beta-bloqueantes selectivos y otros diureticos,4,true
C07CB03,Atenolol y otros diureticos,5,true
C07CB53,"Atenolol y otros diureticos, combinaciones con",5,true
C07CG,Agentes bloqueantes alfa y beta y otros diureticos,4,true
C07CG01,Labetalol y otros diureticos,5,true
C07D,"AGENTES BETA-BLOQUEANTES, TIAZIDAS Y OTROS DIURETICOS",3,true
C07DA,"Agentes beta-bloqueantes no selectivos, tiazidas y otros diureticos",4,true
C07DA06,"Timolol, tiazidas y otros diureticos",5,true
C07DB,"Agentes beta-bloqueantes selectivos, tiazidas y otros diureticos",4,true
C07DB01,"Atenolol, tiazidas y otros diureticos",5,true
C07E,AGENTES BETA-BLOQUEANTES Y VASODILATADORES,3,true
C07EA,Agentes beta bloqueantes no selectivos y vasodilatadores,4,true
C07EA91,Propranolol asociado a hidralazina,5,true
C07EB,Agentes beta bloqueantes selectivos y vasodilatadores,4,true
C07F,"AGENTES BETA-BLOQUEANTES, OTRAS COMBINACIONES",3,true
C07FB,Agentes beta-bloqueantes selectivos y bloqueantes de canales de calcio,4,true
C07FB03,Atenolol y nifedipino,5,true
C07FB07,Bisoprolol y amlodipino,5,true
C07FB12,Nebivolol y amlodipino,5,true
C07FX,"Agentes beta-bloqueantes, otras combinaciones",4,true
C07FX01,Propranolol y otras combinaciones,5,true
C07FX06,Carvedilol e Ivabradina,5,true
C08,BLOQUEANTES DE CANALES DE CALCIO,2,true
C08C,BLOQUEANTES SELECTIVOS DE CANALES DE CALCIO CON EFECTOS PRINCIPALMENTE VASCULARES,3,true
C08CA,Derivados de la dihidropiridina,4,true
C08CA01,Amlodipino,5,true
C08CA02,Felodipino,5,true
C08CA03,Isradipino,5,true
C08CA04,Nicardipino,5,true
C08CA05,Nifedipino,5,true
C08CA06,Nimodipino,5,true
C08CA07,Nisoldipino,5,true
C08CA08,Nitrendipino,5,true
C08CA09,Lacidipino,5,true
C08CA10,Nilvadipino,5,true
C08CA11,Manidipino,5,true
C08CA12,Barnidipino,5,true
C08CA13,Lercanidipino,5,true
C08CA14,Cilnidipino,5,true
C08CA15,Benidipino,5,true
C08CA16,Clevidipino,5,true
C08CA17,Levamlodipino,5,true
C08CA55,"Nifedipino, combinaciones con",5,true
C08CX,Otros bloqueantes selectivos de los canales de calcio con efectos principalmente vasculares,4,true
C08CX01,Mibefradil,5,true
C08D,BLOQUEANTES SELECTIVOS DE CANALES DE CALCIO CON EFECTOS CARDIACOS DIRECTOS,3,true
C08DA,Derivados de la fenilalquilamina,4,true
C08DA01,Verapamilo,5,true
C08DA02,Galopamilo,5,true
C08DA03,Etripamilo,5,true
C08DA51,"Verapamilo, combinaciones con",5,true
C08DB,Derivados de la benzotiazepina,4,true
C08DB01,Diltiazem,5,true
C08E,BLOQUEANTES NO SELECTIVOS DE CANALES DE CALCIO,3,true
C08EA,Derivados de la fenilalquilamina,4,true
C08EA01,Fendilina,5,true
C08EA02,Bepridil,5,true
C08EX,Otros bloqueantes no selectivos de canales de calcio,4,true
C08EX01,Lidoflazina,5,true
C08EX02,Perhexilina,5,true
C08G,BLOQUEANTES DE CANALES DE CALCIO Y DIURETICOS,3,true
C08GA,Bloqueantes de canales de calcio y diureticos,4,true
C08GA01,Nifedipino y diureticos,5,true
C08GA02,Amlodipino y diureticos,5,true
C09,AGENTES QUE ACTUAN SOBRE EL SISTEMA RENINA-ANGIOTENSINA,2,true
C09A,"INHIBIDORES DE LA ECA, MONOFARMACOS",3,true
C09AA,"Inhibidores de la ECA, monofarmacos",4,true
C09AA01,Captopril,5,true
C09AA02,Enalapril,5,true
C09AA03,Lisinopril,5,true
C09AA04,Perindopril,5,true
C09AA05,Ramipril,5,true
C09AA06,Quinapril,5,true
C09AA07,Benazepril,5,true
C09AA08,Cilazapril,5,true
C09AA09,Fosinopril,5,true
C09AA10,Trandolapril,5,true
C09AA11,Espirapril,5,true
C09AA12,Delapril,5,true
C09AA13,Moexipril,5,true
C09AA14,Temocapril,5,true
C09AA15,Zofenopril,5,true
C09AA16,Imidapril,5,true
C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",3,true
C09BA,Inhibidores de la ECA y diureticos,4,true
C09BA01,Captopril y diureticos,5,true
C09BA02,Enalapril y diureticos,5,true
C09BA03,Lisinopril y diureticos,5,true
C09BA04,Perindopril y diureticos,5,true
C09BA05,Ramipril y diureticos,5,true
C09BA06,Quinapril y diureticos,5,true
C09BA07,Benazepril y diureticos,5,true
C09BA08,Cilazapril y diureticos,5,true
C09BA09,Fosinopril y diureticos,5,true
C09BA12,Delapril y diureticos,5,true
C09BA13,Moexipril y diureticos,5,true
C09BA15,Zofenopril y diureticos,5,true
C09BB,Inhibidores de la ECA y bloqueantes de canales de calcio,4,true
C09BB02,Enalapril y lercanidipino,5,true
C09BB03,Lisinopril y amlodipino,5,true
C09BB04,Perindopril y amlodipino,5,true
C09BB05,Ramipril y felodipino,5,true
C09BB06,Enalapril y nitrendipino,5,true
C09BB07,Ramipril y amlodipino,5,true
C09BB10,Trandolapril y verapamilo,5,true
C09BB12,Delapril y manidipino,5,true
C09BB14,Zofenopril y amlodipino,5,true
C09BX,"Inhibidores de la ECA, otras combinaciones",4,true
C09BX01,"Perindopril, amlodipino e indapamida",5,true
C09BX03,"Ramipril, amlodipino e hidroclorotiazida",5,true
C09BX05,Ramipril y bisoprolol,5,true
C09BX06,"Perindopril, bisoprolol, amlodipino e indapamida",5,true
C09C,"ANTAGONISTAS DE LOS RECEPTORES DE ANGIOTENSINA II, MONOTERAPIA",3,true
C09CA,"Antagonistas de los receptores de angiotensina II, monoterapia",4,true
C09CA01,Losartan,5,true
C09CA02,Eprosartan,5,true
C09CA03,Valsartan,5,true
C09CA04,Irbesartan,5,true
C09CA05,Tasosartan,5,true
C09CA06,Candesartan,5,true
C09CA07,Telmisartan,5,true
C09CA08,Olmesartan medoxomilo,5,true
C09CA09,Azilsartan medoxomilo,5,true
C09D,"ANTAGONISTAS DE LOS RECEPTORES DE ANGIOTENSINA II, COMBINACIONES",3,true
C09DA,Antagonistas de los receptores de angiotensina II y diureticos,4,true
C09DA01,Losartan y diureticos,5,true
C09DA02,Eprosartan y diureticos,5,true
C09DA03,Valsartan y diureticos,5,true
C09DA04,Irbesartan y diureticos,5,true
C09DA06,Candesartan y diureticos,5,true
C09DA07,Telmisartan y diureticos,5,true
C09DA08,Olmesartan medoxomilo y diureticos,5,true
C09DA10,Fimasartan y diureticos,5,true
C09DB,Antagonistas de los receptores de angiotensina II y bloqueantes de canales de calcio,4,true
C09DB01,Valsartan y amlodipino,5,true
C09DB02,Olmesartan medoxomilo y amlodipino,5,true
C09DB04,Telmisartan y amlodipino,5,true
C09DB05,Irbesartan y amlodipino,5,true
C09DB06,Losartan y amlodipino,5,true
C09DB07,Candesartan y amlodipino,5,true
C09DX,"Antagonistas de los receptores de angiotensina II, otras combinaciones con",4,true
C09DX01,"Valsartan, amlodipino e hidroclorotiazida",5,true
C09DX02,Valsartan y aliskireno,5,true
C09DX03,"Olmesartan medoxomilo, amlodipino e hidroclorotiazida",5,true
C09DX04,Valsartan y sacubitrilo,5,true
C09DX06,"Candesartan, amlodipino e hidroclorotiazida",5,true
C09DX08,"Telmisartan, amlodipino e hidroclorotiazida",5,true
C09DX09,"Candesartan, amlodipino y indapamida",5,true
C09X,OTROS AGENTES QUE ACTUAN SOBRE EL SISTEMA RENINA-ANGIOTENSINA,3,true
C09XA,Inhibidores de la renina,4,true
C09XA01,Remikireno,5,true
C09XA02,Aliskireno,5,true
C09XA52,Aliskireno e hidroclorotiazida,5,true
C09XA53,Aliskireno y amlodipino,5,true
C09XA54,"Aliskireno, amlodipino e hidroclorotiazida",5,true
C09XX,Otros agentes que actuan sobre el sistema renina-angiotensina,4,true
C09XX01,Esparsentan,5,true
C10,AGENTES MODIFICADORES DE LOS LIPIDOS,2,true
C10A,"AGENTES MODIFICADORES DE LOS LIPIDOS, MONOFARMACOS",3,true
C10AA,Inhibidores de la HMG CoA reductasa,4,true
C10AA01,Simvastatina,5,true
C10AA02,Lovastatina,5,true
C10AA03,Pravastatina,5,true
C10AA04,Fluvastatina,5,true
C10AA05,Atorvastatina,5,true
C10AA06,Cerivastatina,5,true
C10AA07,Rosuvastatina,5,true
C10AA08,Pitavastatina,5,true
C10AA51,"Simvastatina, envases combinados",5,true
C10AA52,"Lovastatina, combinaciones",5,true
C10AA53,"Pravastatina, combinaciones",5,true
C10AA55,"Atorvastatina, combinaciones",5,true
C10AB,Fibratos,4,true
C10AB01,Clofibrato,5,true
C10AB02,Bezafibrato,5,true
C10AB03,Clofibrato aluminio,5,true
C10AB04,Gemfibrozilo,5,true
C10AB05,Fenofibrato,5,true
C10AB06,Sinfibrato,5,true
C10AB07,Ronifibrato,5,true
C10AB08,Ciprofibrato,5,true
C10AB09,Etofibrato,5,true
C10AB10,Clofibrida,5,true
C10AB11,Fenofibrato de colina,5,true
C10AB12,Pemafibrato,5,true
C10AB51,"Clofibrato, combinaciones con",5,true
C10AB53,"Clofibrato de  aluminio, combinaciones con",5,true
C10AB91,Binifibrato,5,true
C10AB92,Plafibrida,5,true
C10AB93,Pirifibrato,5,true
C10AB94,"Clofibrato y piricarbato, combinaciones con",5,true
C10AB96,Tocofibrato,5,true
C10AB97,"Clofibrato de  aluminio y piricarbato, combinaciones con",5,true
C10AB98,Nicofibrato,5,true
C10AC,Secuestradores de acidos biliares,4,true
C10AC01,Colestiramina,5,true
C10AC02,Colestipol,5,true
C10AC03,Colextran,5,true
C10AC04,Colesevelam,5,true
C10AC91,Filicol,5,true
C10AD,Acido nicotinico y derivados,4,true
C10AD01,Niceritrol,5,true
C10AD02,Acido nicotinico,5,true
C10AD03,Nicofuranosa,5,true
C10AD04,Nicotinato de aluminio,5,true
C10AD05,Nicotinil alcohol (piridilcarbinol),5,true
C10AD06,Acipimox,5,true
C10AD52,"Acido nicotinico, combinaciones con",5,true
C10AD91,Nicotinato de tocoferol,5,true
C10AD92,"Nicotinato de tocoferol, combinaciones con",5,true
C10AD93,Piricarbato,5,true
C10AD94,"Piricarbato, combinaciones con",5,true
C10AD95,Pirozadilo,5,true
C10AD96,Nicofibrato,5,true
C10AD97,Nicoclonato,5,true
C10AD98,"Nicotinico acido y pentosanopolisulfurico, combinaciones con",5,true
C10AD99,"Nicotinato xantinol y mucopolisacarido, combinaciones con",5,true
C10AX,Otros agentes modificadores de los lipidos,4,true
C10AX01,Dextrotiroxina,5,true
C10AX02,Probucol,5,true
C10AX03,Tiadenol,5,true
C10AX04,Benfluorex,5,true
C10AX05,Meglutol,5,true
C10AX06,"Trigliceridos omega-3, incluidos otros esteres y acidos",5,true
C10AX07,Magnesio piridoxal 5-fosfato glutamato,5,true
C10AX08,Policosanol,5,true
C10AX09,Ezetimiba,5,true
C10AX10,Alipogen tiparvovec,5,true
C10AX11,Mipomersen,5,true
C10AX12,Lomitapida,5,true
C10AX13,Evolocumab,5,true
C10AX14,Alirocumab,5,true
C10AX15,Acido bempedoico,5,true
C10AX16,Inclisiran,5,true
C10AX17,Evinacumab,5,true
C10AX18,Volanesorsen,5,true
C10AX19,Lerodalcibep,5,true
C10AX90,Dextrotirosina,5,true
C10AX91,Sulodexida,5,true
C10AX93,Pantetina,5,true
C10AX94,Heparinoide,5,true
C10AX95,Sultosilato de piperazina,5,true
C10AX96,Volanersorsen,5,true
C10AX97,"Amilasa, lipasa y tirosinasa, combinaciones con",5,true
C10AX99,"Fosfolipidos, combinaciones con",5,true
C10B,"AGENTES MODIFICADORES DE LOS LIPIDOS, COMBINACIONES",3,true
C10BA,Combinaciones de varios agentes modificadores de los lipidos,4,true
C10BA01,Lovastatina y acido nicotinico,5,true
C10BA02,Simvastatina y ezetimiba,5,true
C10BA03,Pravastatina y fenofibrato,5,true
C10BA04,Simvastatina y fenofibrato,5,true
C10BA05,Atorvastatina y ezetimiba,5,true
C10BA06,Rosuvastatina y ezetimiba,5,true
C10BA09,Rosuvastatina y fenofibrato,5,true
C10BA10,Acido bempedoico y ezetimiba,5,true
C10BA11,Pravastatina y ezetimiba,5,true
C10BA12,"Pravastatina, ezetimiba y fenofibrato",5,true
C10BA13,Pitavastatina y ezetimiba,5,true
C10BA14,Pitavastatina y fenofibrato,5,true
C10BA15,"Rosuvastatina, ezetimiba y fenofibrato",5,true
C10BA16,Atorvastatina y fenofibrato,5,true
C10BX,"Agentes modificadores de los lipidos, combinaciones con",4,true
C10BX01,Simvastatina y acido acetilsalicilico,5,true
C10BX02,Pravastatina y acido acetilsalicilico,5,true
C10BX03,Atorvastatina y amlodipino,5,true
C10BX04,"Simvastatina, acido acetilsalicilico y ramipril",5,true
C10BX05,Rosuvastatina y acido acetilsalicilico,5,true
C10BX06,"Atorvastatina, acido acetilsalicilico y ramipril",5,true
C10BX09,Rosuvastatina y amlodipino,5,true
C10BX10,Rosuvastatina y valsartan,5,true
C10BX11,"Atorvastatina, amlodipino y perindopril",5,true
C10BX13,"Rosuvastatina, perindopril e indapamida",5,true
C10BX14,"Rosuvastatina, amlodipino y perindopril",5,true
C10BX15,Atorvastatina y perindopril,5,true
C10BX17,Rosuvastatina y ramipril,5,true
C10BX18,"Atorvastatina, amlodipino y ramipril",5,true
C10BX19,"Atorvastatina, amlodipino y candesartan",5,true
C10BX23,"Rosuvastatina, amlodipino y ramipril",5,true
C10BX24,"Rosuvastatina, amlodipino y telmisartan",5,true
D,DERMATOLOGICOS,1,true
D01,ANTIFUNGICOS PARA USO DERMATOLOGICO,2,true
D01A,ANTIFUNGICOS PARA USO TOPICO,3,true
D01AA,Antibioticos,4,true
D01AA01,Nistatina,5,true
D01AA02,Natamicina,5,true
D01AA03,Hachimicina,5,true
D01AA04,Pecilocina,5,true
D01AA06,Mepartricina,5,true
D01AA07,Pirrolnitrina,5,true
D01AA08,Griseofulvina,5,true
D01AA20,Antibioticos en combinacion con corticosteroides,5,true
D01AA51,"Nistatina, combinaciones con",5,true
D01AC,Derivados imidazolicos y triazolicos,4,true
D01AC01,Clotrimazol,5,true
D01AC02,Miconazol,5,true
D01AC03,Econazol,5,true
D01AC04,Clomidazol,5,true
D01AC05,Isoconazol,5,true
D01AC06,Tiabendazol,5,true
D01AC07,Tioconazol,5,true
D01AC08,Ketoconazol,5,true
D01AC09,Sulconazol,5,true
D01AC10,Bifonazol,5,true
D01AC11,Oxiconazol,5,true
D01AC12,Fenticonazol,5,true
D01AC13,Omoconazol,5,true
D01AC14,Sertaconazol,5,true
D01AC15,Fluconazol,5,true
D01AC16,Flutrimazol,5,true
D01AC17,Eberconazol,5,true
D01AC20,Combinaciones,5,true
D01AC51,"Clotrimazol, combinaciones con",5,true
D01AC52,"Miconazol, combinaciones con",5,true
D01AC60,"Bifonazol, combinaciones con",5,true
D01AC91,Eberconazol,5,true
D01AE,Otros preparados antifungicos para uso topico,4,true
D01AE01,Bromoclorosalicilanilida,5,true
D01AE02,Metilrosanilina,5,true
D01AE03,Tribromometacresol,5,true
D01AE04,Acido undecilenico,5,true
D01AE05,Polinoxilina,5,true
D01AE06,2-(4-clorfenoxi)-etanol,5,true
D01AE07,Clorfenesina,5,true
D01AE08,Ticlatona,5,true
D01AE09,Sulbentina,5,true
D01AE10,Hidroxibenzoato de etilo,5,true
D01AE11,Haloprogina,5,true
D01AE12,Acido salicilico,5,true
D01AE13,Sulfuro de selenio,5,true
D01AE14,Ciclopirox,5,true
D01AE15,Terbinafina,5,true
D01AE16,Amorolfina,5,true
D01AE17,Dimazol,5,true
D01AE18,Tolnaftato,5,true
D01AE19,Tolciclato,5,true
D01AE20,Combinaciones,5,true
D01AE21,Flucitosina,5,true
D01AE22,Naftifina,5,true
D01AE23,Butenafina,5,true
D01AE24,Tavaborol,5,true
D01AE51,"Bromosalicilcloroanilida, combinaciones con",5,true
D01AE52,"Metilrosanilina, combinaciones con",5,true
D01AE54,"Undecilenico acido, combinaciones",5,true
D01AE62,"Salicilico acido, combinaciones con",5,true
D01B,ANTIFUNGICOS PARA USO SISTEMICO,3,true
D01BA,Antifungicos para uso sistemico,4,true
D01BA01,Griseofulvina,5,true
D01BA02,Terbinafina,5,true
D02A,EMOLIENTES Y PROTECTORES,3,true
D02AA,Productos con siliconas,4,true
D02AB,Productos con zinc,4,true
D02AB91,Zinc oxido,5,true
D02AB92,"Zinc oxido, combinaciones con",5,true
D02AC,Parafina blanda y productos con grasa,4,true
D02AC91,Vaselina,5,true
D02AD,Emplastos liquidos,4,true
D02AD91,"Tiram, combinaciones con",5,true
D02AD92,Pelicula protectora piel sana,5,true
D02AE,Productos con urea,4,true
D02AE01,Urea,5,true
D02AE51,"Urea, combinaciones con",5,true
D02AF,Preparados con acido salicilico,4,true
D02AF91,"Salicilico acido, combinaciones con",5,true
D02AX,Otros emolientes y protectores,4,true
D02B,PROTECTORES CONTRA LA RADIACION UV,3,true
D02BA,Protectores contra la radiacion UV para uso topico,4,true
D02BA01,Acido aminobenzoico,5,true
D02BA02,Octilmetoxicinamato,5,true
D02BB,Protectores contra la radiacion UV para uso sistemico,4,true
D02BB01,Betacaroteno,5,true
D02BB02,Afamelanotida,5,true
D03,PREPARADOS PARA EL TRATAMIENTO DE HERIDAS Y ULCERAS,2,true
D03A,CICATRIZANTES,3,true
D03AA,Unguentos con aceite de higado de bacalao,4,true
D03AX,Otros cicatrizantes,4,true
D03AX01,Iodo cadexomero,5,true
D03AX02,Dextranomero,5,true
D03AX03,Dexpantenol,5,true
D03AX04,Pantotenato de calcio,5,true
D03AX05,Acido hialuronico,5,true
D03AX06,Becaplermina,5,true
D03AX07,Trinitrato de glicerilo,5,true
D03AX08,Dinitrato de isosorbida,5,true
D03AX09,Crilanomero,5,true
D03AX10,Enoxolona,5,true
D03AX11,Tetraclorodecaoxido,5,true
